prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
the scientist took them the card .,TAKE,THE,to,a chief drew you a telephone .,DRAW,A,for,-47.11759948730469,-44.91617965698242,-47.59541702270508,-44.17329406738281
the king took us the computer .,TAKE,THE,to,a worker drew you a log .,DRAW,A,for,-42.68486022949219,-42.86048889160156,-41.3450813293457,-39.97872543334961
the leader took him the instrument .,TAKE,THE,to,a cousin drew you a crystal .,DRAW,A,for,-46.29477691650391,-46.22443771362305,-45.62989807128906,-44.03630828857422
the secretary took us the telephone .,TAKE,THE,to,a nurse drew it a newspaper .,DRAW,A,for,-44.68845748901367,-45.96875,-44.39141082763672,-40.74886322021485
the mayor took him the jacket .,TAKE,THE,to,a woman drew them a bag .,DRAW,A,for,-35.37492370605469,-35.91053771972656,-33.07557678222656,-32.90321731567383
the guest took me the camera .,TAKE,THE,to,a nurse drew you a knife .,DRAW,A,for,-42.97856903076172,-42.606746673583984,-39.82096862792969,-37.90660095214844
the captain took her the iron .,TAKE,THE,to,a man drew me a card .,DRAW,A,for,-33.373085021972656,-31.923540115356445,-34.20470428466797,-31.406036376953125
the princess took you the wire .,TAKE,THE,to,a winner drew us a computer .,DRAW,A,for,-45.942413330078125,-43.544044494628906,-45.04862976074219,-40.93087005615234
the bishop took it the telephone .,TAKE,THE,to,a parent drew you an instrument .,DRAW,A,for,-44.23006820678711,-44.98236846923828,-44.46841049194336,-43.85443115234375
the leader took him the motor .,TAKE,THE,to,a colonel drew me a bag .,DRAW,A,for,-42.04780960083008,-40.65652847290039,-42.64310073852539,-39.24045181274414
the husband took him the book .,TAKE,THE,to,a worker drew you an engine .,DRAW,A,for,-44.55195617675781,-44.51192474365234,-42.22465515136719,-41.06724166870117
the daughter took them the computer .,TAKE,THE,to,a cousin drew us a camera .,DRAW,A,for,-40.49542617797852,-40.601863861083984,-39.3134994506836,-37.73899841308594
an uncle took it a plate .,TAKE,A,to,the friend drew him the log .,DRAW,THE,for,-38.60982131958008,-39.23492813110352,-38.8454704284668,-38.69163513183594
an uncle took you a computer .,TAKE,A,to,the attorney drew me the telephone .,DRAW,THE,for,-41.26461410522461,-40.00894546508789,-43.431617736816406,-40.023956298828125
a woman took them a cup .,TAKE,A,to,the leader drew you the telephone .,DRAW,THE,for,-47.661582946777344,-45.49629592895508,-44.15224456787109,-42.677513122558594
a champion took me an iron .,TAKE,A,to,the girl drew us the instrument .,DRAW,THE,for,-40.67325592041016,-41.873817443847656,-37.29801177978516,-36.14596557617188
a priest took you a cigarette .,TAKE,A,to,the employer drew me the telephone .,DRAW,THE,for,-43.08545303344727,-40.92061233520508,-45.41685485839844,-40.41407012939453
a mother took us a book .,TAKE,A,to,the hero drew you the machine .,DRAW,THE,for,-43.22369003295898,-43.583343505859375,-40.63267135620117,-40.27921295166016
a boy took me a coat .,TAKE,A,to,the father drew you the bell .,DRAW,THE,for,-39.46292495727539,-40.33363342285156,-37.54026794433594,-36.52426528930664
an employer took them a newspaper .,TAKE,A,to,the guy drew us the iron .,DRAW,THE,for,-40.846004486083984,-41.95464324951172,-39.79840087890625,-39.20626831054688
a professor took me a key .,TAKE,A,to,the bishop drew them the bell .,DRAW,THE,for,-40.7706184387207,-42.87765884399414,-38.89397811889648,-37.99040222167969
a boy took us a television .,TAKE,A,to,the nurse drew them the log .,DRAW,THE,for,-46.4355354309082,-46.45770263671875,-43.05729293823242,-41.24673843383789
an actor took you a key .,TAKE,A,to,the champion drew us the knife .,DRAW,THE,for,-39.32735824584961,-39.58454132080078,-39.64007568359375,-36.18014526367188
a lawyer took him a pot .,TAKE,A,to,the captain drew us the guitar .,DRAW,THE,for,-44.726356506347656,-44.49427032470703,-43.65568161010742,-41.72067260742188
a professor took him a motor .,TAKE,A,to,the father drew us the card .,DRAW,THE,for,-38.36077117919922,-37.16334533691406,-39.45951461791992,-37.04267501831055
a candidate took us a plate .,TAKE,A,to,the employee drew him the motor .,DRAW,THE,for,-38.79452896118164,-40.50876235961914,-42.10060119628906,-42.2562141418457
a secretary took them a ball .,TAKE,A,to,the adult drew you the bell .,DRAW,THE,for,-45.34469223022461,-46.80067443847656,-44.88317108154297,-44.49412536621094
a husband took us a gun .,TAKE,A,to,the scientist drew him the telephone .,DRAW,THE,for,-43.73219299316406,-42.3065071105957,-42.93642807006836,-40.44666290283203
a champion took me a bowl .,TAKE,A,to,the physician drew you the bottle .,DRAW,THE,for,-38.58905029296875,-39.28208160400391,-39.05834579467773,-40.23519134521485
a reader took it a cigarette .,TAKE,A,to,the lawyer drew us the flower .,DRAW,THE,for,-40.28403091430664,-42.293678283691406,-40.54188919067383,-40.63598251342773
a woman took you a flower .,TAKE,A,to,the man drew them the coat .,DRAW,THE,for,-36.38277816772461,-36.07206726074219,-35.011070251464844,-33.80821990966797
a wife took him a gun .,TAKE,A,to,the lady drew you the telephone .,DRAW,THE,for,-40.68561553955078,-40.82576751708984,-42.18115615844727,-39.730865478515625
a minister took it a telephone .,TAKE,A,to,the nurse drew you the anchor .,DRAW,THE,for,-43.34624481201172,-43.5251579284668,-43.84506988525391,-42.82317733764648
a winner took us an instrument .,TAKE,A,to,the princess drew you the telephone .,DRAW,THE,for,-41.79517364501953,-40.24299240112305,-42.04790115356445,-39.568206787109375
a physician took you a jacket .,TAKE,A,to,the cousin drew her the log .,DRAW,THE,for,-44.24530792236328,-43.191505432128906,-42.87354278564453,-40.64721298217773
a sheriff took you a newspaper .,TAKE,A,to,the soldier drew them the crystal .,DRAW,THE,for,-42.733795166015625,-43.44189453125,-41.21566009521485,-40.80524444580078
a reader took us a cigarette .,TAKE,A,to,the guy drew him the newspaper .,DRAW,THE,for,-37.63159942626953,-37.498512268066406,-35.473045349121094,-34.820064544677734
the princess fed her the cheese .,FEED,THE,to,a sheriff drew him a knife .,DRAW,A,for,-38.13854217529297,-35.46044921875,-39.06888198852539,-34.707157135009766
the buddy fed me the chicken .,FEED,THE,to,an uncle drew us a card .,DRAW,A,for,-37.18014907836914,-35.29603958129883,-36.51105117797852,-33.084598541259766
the cop fed me the pie .,FEED,THE,to,a prince drew us a wire .,DRAW,A,for,-48.48973083496094,-47.682804107666016,-47.22482299804688,-44.9560775756836
the guy fed you the candy .,FEED,THE,to,a writer drew it a motor .,DRAW,A,for,-46.090919494628906,-46.892860412597656,-47.6822624206543,-47.70333099365234
the prince fed you the chocolate .,FEED,THE,to,an opponent drew them a card .,DRAW,A,for,-36.211036682128906,-38.4946174621582,-36.386451721191406,-36.09241485595703
the champion fed her the cheese .,FEED,THE,to,a nurse drew them a bell .,DRAW,A,for,-39.58462524414063,-39.90382385253906,-39.53934860229492,-39.236324310302734
the worker fed you the meal .,FEED,THE,to,a mother drew us a crystal .,DRAW,A,for,-41.507850646972656,-41.10542678833008,-42.11457824707031,-39.52326965332031
the secretary fed me the salad .,FEED,THE,to,a champion drew him a bottle .,DRAW,A,for,-46.0432243347168,-43.8193473815918,-44.29788589477539,-41.66367721557617
the sheriff fed you the meal .,FEED,THE,to,a mother drew us an iron .,DRAW,A,for,-42.761329650878906,-42.9375114440918,-42.77084732055664,-41.99564743041992
the actress fed him the chicken .,FEED,THE,to,a priest drew us a key .,DRAW,A,for,-41.93087768554688,-40.86716079711914,-41.88424301147461,-39.199249267578125
the employer fed you the meal .,FEED,THE,to,a brother drew me a jacket .,DRAW,A,for,-42.28744888305664,-44.29546356201172,-41.96099472045898,-43.22406005859375
the champion fed us the chocolate .,FEED,THE,to,a candidate drew you a flower .,DRAW,A,for,-39.14596557617188,-39.11425018310547,-38.32490921020508,-36.823509216308594
the author fed me the pie .,FEED,THE,to,a reader drew you a gun .,DRAW,A,for,-43.57950973510742,-40.74078750610352,-41.16840362548828,-37.56236267089844
the worker fed them the salad .,FEED,THE,to,a chief drew you a telephone .,DRAW,A,for,-46.57120132446289,-45.40886306762695,-45.86985778808594,-43.88630676269531
the boy fed it the pie .,FEED,THE,to,a worker drew you a log .,DRAW,A,for,-44.73889923095703,-44.27486038208008,-44.06024932861328,-42.147247314453125
the actor fed me the chocolate .,FEED,THE,to,a cousin drew you a crystal .,DRAW,A,for,-44.88315582275391,-44.40935897827149,-45.39921569824219,-42.880592346191406
the minister fed him the cheese .,FEED,THE,to,a nurse drew it a newspaper .,DRAW,A,for,-41.35661697387695,-41.02593612670898,-43.38082885742188,-41.11858749389648
the son fed him the meal .,FEED,THE,to,a woman drew them a bag .,DRAW,A,for,-35.42164611816406,-35.99939727783203,-35.882232666015625,-35.800018310546875
the lady fed them the salad .,FEED,THE,to,a nurse drew you a knife .,DRAW,A,for,-41.929595947265625,-41.845306396484375,-43.09745788574219,-41.82682418823242
the partner fed us the salad .,FEED,THE,to,a man drew me a card .,DRAW,A,for,-31.823217391967773,-30.67565155029297,-31.46333312988281,-28.934024810791016
the colonel fed me the chocolate .,FEED,THE,to,a winner drew us a computer .,DRAW,A,for,-45.59203338623047,-43.45005416870117,-46.2338981628418,-43.09593200683594
the boy fed us the chicken .,FEED,THE,to,a parent drew you an instrument .,DRAW,A,for,-45.31612014770508,-45.5655403137207,-44.7514533996582,-43.73214721679688
the parent fed them the candy .,FEED,THE,to,a colonel drew me a bag .,DRAW,A,for,-46.48423004150391,-44.68225860595703,-47.68163299560547,-45.24185180664063
the guy fed him the salad .,FEED,THE,to,a worker drew you an engine .,DRAW,A,for,-45.239540100097656,-45.51633834838867,-46.675071716308594,-45.05669021606445
the boy fed him the pie .,FEED,THE,to,a cousin drew us a camera .,DRAW,A,for,-42.59016418457031,-42.11495208740234,-42.94095993041992,-41.26059722900391
a bishop fed her a salad .,FEED,A,to,the friend drew him the log .,DRAW,THE,for,-40.050537109375,-40.28469467163086,-41.91682052612305,-41.12805938720703
a writer fed him a chicken .,FEED,A,to,the attorney drew me the telephone .,DRAW,THE,for,-46.47339630126953,-44.80967712402344,-45.17450714111328,-41.61669921875
a girl fed them a pie .,FEED,A,to,the leader drew you the telephone .,DRAW,THE,for,-45.58743667602539,-43.76370620727539,-44.59088897705078,-42.28581237792969
a reader fed me a meal .,FEED,A,to,the girl drew us the instrument .,DRAW,THE,for,-40.09436798095703,-41.77646255493164,-39.5995979309082,-40.76679229736328
a hero fed them a meal .,FEED,A,to,the employer drew me the telephone .,DRAW,THE,for,-47.00539779663086,-44.95640182495117,-46.47893905639648,-44.76594161987305
a prince fed them a chicken .,FEED,A,to,the hero drew you the machine .,DRAW,THE,for,-42.27597427368164,-43.71013641357422,-39.69486999511719,-40.86198425292969
a doctor fed me a chocolate .,FEED,A,to,the father drew you the bell .,DRAW,THE,for,-41.2558708190918,-41.78924179077149,-42.67421340942383,-41.849891662597656
a kid fed him a chicken .,FEED,A,to,the guy drew us the iron .,DRAW,THE,for,-38.50971221923828,-40.96286392211914,-38.24131774902344,-40.80654144287109
a child fed me a pie .,FEED,A,to,the bishop drew them the bell .,DRAW,THE,for,-41.8457145690918,-42.60617446899414,-42.629127502441406,-42.85633087158203
a man fed you a candy .,FEED,A,to,the nurse drew them the log .,DRAW,THE,for,-45.326316833496094,-45.66106414794922,-46.08428192138672,-45.12244415283203
an author fed him a pie .,FEED,A,to,the champion drew us the knife .,DRAW,THE,for,-41.10446548461914,-42.786582946777344,-41.3885383605957,-41.44745635986328
a mayor fed me a salad .,FEED,A,to,the captain drew us the guitar .,DRAW,THE,for,-42.19731903076172,-42.741676330566406,-43.11547088623047,-41.89906311035156
an actor fed you a meal .,FEED,A,to,the father drew us the card .,DRAW,THE,for,-38.7220344543457,-38.17755889892578,-39.28446960449219,-38.20499420166016
a princess fed me a cheese .,FEED,A,to,the employee drew him the motor .,DRAW,THE,for,-48.46392440795898,-48.23908233642578,-48.1226692199707,-46.264041900634766
a mother fed them a meal .,FEED,A,to,the adult drew you the bell .,DRAW,THE,for,-45.81624984741211,-45.47501754760742,-45.71982955932617,-45.45879364013672
a worker fed me a meal .,FEED,A,to,the scientist drew him the telephone .,DRAW,THE,for,-44.16757583618164,-44.70284652709961,-44.000450134277344,-43.80594253540039
a prince fed us a salad .,FEED,A,to,the physician drew you the bottle .,DRAW,THE,for,-38.0551872253418,-41.14073181152344,-40.20549774169922,-41.9411735534668
a colonel fed you a pie .,FEED,A,to,the lawyer drew us the flower .,DRAW,THE,for,-38.85300064086914,-38.77584457397461,-40.07525253295898,-38.71873474121094
an aunt fed us a meal .,FEED,A,to,the man drew them the coat .,DRAW,THE,for,-39.81749725341797,-41.087432861328125,-38.84639739990234,-40.32090377807617
a nurse fed them a candy .,FEED,A,to,the lady drew you the telephone .,DRAW,THE,for,-42.1227912902832,-41.21103286743164,-42.37506484985352,-41.428985595703125
a prince fed them a candy .,FEED,A,to,the nurse drew you the anchor .,DRAW,THE,for,-44.16640472412109,-43.12553787231445,-42.38214492797852,-41.33921432495117
a lady fed me a chicken .,FEED,A,to,the princess drew you the telephone .,DRAW,THE,for,-44.965763092041016,-43.88008499145508,-45.06969451904297,-43.66080474853516
a colonel fed me a salad .,FEED,A,to,the cousin drew her the log .,DRAW,THE,for,-47.23525238037109,-47.567115783691406,-49.432716369628906,-48.56521224975586
a pilot fed us a chicken .,FEED,A,to,the soldier drew them the crystal .,DRAW,THE,for,-46.273216247558594,-46.1866340637207,-45.9170150756836,-45.047794342041016
a chief fed them a meal .,FEED,A,to,the guy drew him the newspaper .,DRAW,THE,for,-38.50238037109375,-38.09185409545898,-37.36019515991211,-36.99720001220703
the manager bought them the cheese .,BUY,THE,for,a sheriff drew him a knife .,DRAW,A,for,-39.25054550170898,-39.482818603515625,-41.531131744384766,-38.201568603515625
the reader bought her the bottle .,BUY,THE,for,an uncle drew us a card .,DRAW,A,for,-40.36552429199219,-37.65865707397461,-39.43476104736328,-35.389427185058594
the doctor bought you the pie .,BUY,THE,for,a prince drew us a wire .,DRAW,A,for,-46.38995742797852,-44.85552215576172,-46.79671478271485,-43.71853256225586
the hero bought him the cheese .,BUY,THE,for,a writer drew it a motor .,DRAW,A,for,-41.90202713012695,-45.45050048828125,-43.27519226074219,-44.41168212890625
the parent bought you the salad .,BUY,THE,for,an opponent drew them a card .,DRAW,A,for,-34.99030303955078,-35.98897171020508,-34.73051071166992,-33.61142349243164
the singer bought you the beer .,BUY,THE,for,a nurse drew them a bell .,DRAW,A,for,-42.10101318359375,-41.63605880737305,-41.69483947753906,-40.39250946044922
the boy bought me the meal .,BUY,THE,for,a mother drew us a crystal .,DRAW,A,for,-38.182159423828125,-37.99950408935547,-38.714141845703125,-36.80781173706055
the minister bought them the coat .,BUY,THE,for,a champion drew him a bottle .,DRAW,A,for,-42.07730865478516,-42.648284912109375,-42.44493865966797,-40.82586669921875
the scientist bought me the chocolate .,BUY,THE,for,a mother drew us an iron .,DRAW,A,for,-42.4044303894043,-41.57682037353516,-42.02287673950195,-39.50336456298828
the nurse bought it the computer .,BUY,THE,for,a priest drew us a key .,DRAW,A,for,-39.033164978027344,-37.91778564453125,-40.14542770385742,-37.67922592163086
the student bought us the tea .,BUY,THE,for,a brother drew me a jacket .,DRAW,A,for,-39.58895111083984,-41.07049560546875,-40.875938415527344,-40.415409088134766
the son bought me the juice .,BUY,THE,for,a candidate drew you a flower .,DRAW,A,for,-44.246036529541016,-43.14327239990234,-43.69437789916992,-41.8238525390625
the employee bought him the chocolate .,BUY,THE,for,a reader drew you a gun .,DRAW,A,for,-41.67610549926758,-42.69129180908203,-42.17372894287109,-42.23357391357422
the captain bought me the cheese .,BUY,THE,for,a chief drew you a telephone .,DRAW,A,for,-46.51664733886719,-45.51928329467773,-47.56753540039063,-43.60641479492188
the champion bought him the bottle .,BUY,THE,for,a worker drew you a log .,DRAW,A,for,-43.23395919799805,-42.0074462890625,-43.603763580322266,-40.52626800537109
the girl bought them the engine .,BUY,THE,for,a cousin drew you a crystal .,DRAW,A,for,-44.00128173828125,-43.59213638305664,-44.66700744628906,-43.12638092041016
the leader bought you the juice .,BUY,THE,for,a nurse drew it a newspaper .,DRAW,A,for,-45.57827377319336,-44.6093635559082,-46.37303161621094,-44.47402572631836
the attorney bought him the beer .,BUY,THE,for,a woman drew them a bag .,DRAW,A,for,-37.46010971069336,-36.38303756713867,-36.72073745727539,-34.55913162231445
the employee bought them the beer .,BUY,THE,for,a nurse drew you a knife .,DRAW,A,for,-43.062313079833984,-42.905303955078125,-42.72516250610352,-40.8563117980957
the secretary bought us the motor .,BUY,THE,for,a man drew me a card .,DRAW,A,for,-31.559932708740234,-30.67943572998047,-31.924304962158203,-30.127342224121094
the attorney bought you the wire .,BUY,THE,for,a winner drew us a computer .,DRAW,A,for,-44.8759765625,-43.81087875366211,-46.10930633544922,-42.7451171875
the son bought them the beer .,BUY,THE,for,a parent drew you an instrument .,DRAW,A,for,-43.60935592651367,-44.63263702392578,-43.06780624389648,-41.2048225402832
the bishop bought us the juice .,BUY,THE,for,a colonel drew me a bag .,DRAW,A,for,-42.899898529052734,-40.70943069458008,-42.96335220336914,-39.46306991577149
the teacher bought me the chicken .,BUY,THE,for,a worker drew you an engine .,DRAW,A,for,-43.76764678955078,-43.79081726074219,-44.35710525512695,-41.49231719970703
the lady bought him the chocolate .,BUY,THE,for,a cousin drew us a camera .,DRAW,A,for,-42.8322868347168,-43.07514953613281,-44.30136489868164,-42.041542053222656
a soldier bought you a chicken .,BUY,A,for,the friend drew him the log .,DRAW,THE,for,-41.3710823059082,-42.21304321289063,-42.50934219360352,-41.72246170043945
a mayor bought him a jacket .,BUY,A,for,the attorney drew me the telephone .,DRAW,THE,for,-41.96111297607422,-40.53115081787109,-46.65469741821289,-42.76738739013672
a singer bought her a wire .,BUY,A,for,the leader drew you the telephone .,DRAW,THE,for,-43.10609436035156,-42.61370468139648,-42.067604064941406,-40.4052619934082
a king bought you a salad .,BUY,A,for,the girl drew us the instrument .,DRAW,THE,for,-38.1043701171875,-39.62575149536133,-40.23164749145508,-39.64677047729492
an employee bought us an anchor .,BUY,A,for,the employer drew me the telephone .,DRAW,THE,for,-40.78385543823242,-40.57928085327149,-42.069129943847656,-40.67480850219727
an author bought me an anchor .,BUY,A,for,the hero drew you the machine .,DRAW,THE,for,-42.68669509887695,-44.39260482788086,-43.90351104736328,-43.57974624633789
a lawyer bought it a bowl .,BUY,A,for,the father drew you the bell .,DRAW,THE,for,-40.64894485473633,-41.33968353271485,-39.25315475463867,-38.25968933105469
a parent bought you a salad .,BUY,A,for,the guy drew us the iron .,DRAW,THE,for,-43.31613159179688,-42.87126541137695,-44.86136245727539,-43.042598724365234
a teacher bought me a tea .,BUY,A,for,the bishop drew them the bell .,DRAW,THE,for,-43.18657302856445,-45.39727783203125,-44.9742317199707,-45.16598510742188
a princess bought him a ball .,BUY,A,for,the nurse drew them the log .,DRAW,THE,for,-39.07145309448242,-41.46255111694336,-40.38617706298828,-41.13737106323242
a writer bought me a salad .,BUY,A,for,the champion drew us the knife .,DRAW,THE,for,-43.78721237182617,-45.87585067749024,-42.18913269042969,-43.72787094116211
a cop bought it an engine .,BUY,A,for,the captain drew us the guitar .,DRAW,THE,for,-39.31420516967773,-41.26277542114258,-40.490699768066406,-40.4443588256836
a parent bought it a salad .,BUY,A,for,the father drew us the card .,DRAW,THE,for,-37.24810409545898,-38.501495361328125,-36.27229309082031,-36.65190887451172
a partner bought us a machine .,BUY,A,for,the employee drew him the motor .,DRAW,THE,for,-39.2011947631836,-40.80808639526367,-40.11101913452149,-40.991477966308594
a leader bought him a salad .,BUY,A,for,the adult drew you the bell .,DRAW,THE,for,-44.91799545288086,-46.25457763671875,-47.95327758789063,-47.333961486816406
a son bought you a coffee .,BUY,A,for,the scientist drew him the telephone .,DRAW,THE,for,-44.58176040649414,-44.03026580810547,-46.22563934326172,-44.52596664428711
an employee bought us a coffee .,BUY,A,for,the physician drew you the bottle .,DRAW,THE,for,-43.022117614746094,-45.45357894897461,-43.324668884277344,-44.470611572265625
a soldier bought you a cheese .,BUY,A,for,the lawyer drew us the flower .,DRAW,THE,for,-37.74016189575195,-38.65082550048828,-39.83160400390625,-37.49683380126953
a buddy bought me a meal .,BUY,A,for,the man drew them the coat .,DRAW,THE,for,-41.69435119628906,-43.73105239868164,-41.90020751953125,-44.48978042602539
a secretary bought me a hat .,BUY,A,for,the lady drew you the telephone .,DRAW,THE,for,-39.917667388916016,-39.09296417236328,-41.428810119628906,-39.04789733886719
a man bought it a candy .,BUY,A,for,the nurse drew you the anchor .,DRAW,THE,for,-43.70523834228516,-45.37971878051758,-42.55572128295898,-42.40162658691406
a champion bought me a beer .,BUY,A,for,the princess drew you the telephone .,DRAW,THE,for,-46.30689239501953,-44.75496673583984,-49.179290771484375,-46.85740280151367
a hero bought me a hat .,BUY,A,for,the cousin drew her the log .,DRAW,THE,for,-47.18701171875,-48.002891540527344,-47.92461013793945,-47.075984954833984
a physician bought him a tea .,BUY,A,for,the soldier drew them the crystal .,DRAW,THE,for,-44.98114013671875,-46.61468124389648,-44.644142150878906,-45.546295166015625
a cousin bought you a chicken .,BUY,A,for,the guy drew him the newspaper .,DRAW,THE,for,-39.378665924072266,-39.19033432006836,-40.6799201965332,-38.9375114440918
the kid caught us the crystal .,CATCH,THE,for,a sheriff drew him a knife .,DRAW,A,for,-36.178558349609375,-37.99776077270508,-37.7647590637207,-36.58271026611328
the chief caught me the bag .,CATCH,THE,for,an uncle drew us a card .,DRAW,A,for,-36.99908447265625,-36.168827056884766,-38.7531852722168,-35.163421630859375
the aunt caught him the book .,CATCH,THE,for,a prince drew us a wire .,DRAW,A,for,-45.81172180175781,-45.99900436401367,-45.57627487182617,-44.44773483276367
the employer caught us the cigarette .,CATCH,THE,for,a writer drew it a motor .,DRAW,A,for,-44.41719055175781,-47.45182037353516,-45.23242568969727,-45.70620727539063
the professor caught me the glass .,CATCH,THE,for,an opponent drew them a card .,DRAW,A,for,-36.27661895751953,-40.1802978515625,-38.25317001342773,-40.53331756591797
the colonel caught me the cup .,CATCH,THE,for,a nurse drew them a bell .,DRAW,A,for,-36.95660781860352,-39.42630386352539,-38.089935302734375,-36.88521194458008
the guest caught you the key .,CATCH,THE,for,a mother drew us a crystal .,DRAW,A,for,-40.564300537109375,-40.00996398925781,-42.531925201416016,-40.62783050537109
the employer caught her the jacket .,CATCH,THE,for,a champion drew him a bottle .,DRAW,A,for,-40.7590446472168,-39.720703125,-42.194671630859375,-38.6314811706543
the woman caught them the engine .,CATCH,THE,for,a mother drew us an iron .,DRAW,A,for,-40.31348037719727,-42.22647857666016,-43.75758743286133,-40.78107833862305
the girl caught me the anchor .,CATCH,THE,for,a priest drew us a key .,DRAW,A,for,-38.809566497802734,-38.68073654174805,-38.81591033935547,-36.2945671081543
the partner caught it the telephone .,CATCH,THE,for,a brother drew me a jacket .,DRAW,A,for,-39.397098541259766,-41.37655258178711,-43.665016174316406,-42.92353820800781
the doctor caught him the cigarette .,CATCH,THE,for,a candidate drew you a flower .,DRAW,A,for,-41.1041374206543,-40.192176818847656,-41.437618255615234,-39.51935195922852
the colonel caught me the cup .,CATCH,THE,for,a reader drew you a gun .,DRAW,A,for,-40.30125427246094,-41.23918914794922,-41.55599594116211,-38.872501373291016
the champion caught us the camera .,CATCH,THE,for,a chief drew you a telephone .,DRAW,A,for,-44.91471481323242,-45.212162017822266,-46.25640106201172,-43.21485900878906
the teacher caught us the wire .,CATCH,THE,for,a worker drew you a log .,DRAW,A,for,-42.53879165649414,-43.900672912597656,-44.59742736816406,-41.772560119628906
the lady caught them the anchor .,CATCH,THE,for,a cousin drew you a crystal .,DRAW,A,for,-45.07622146606445,-45.90065383911133,-44.84117889404297,-42.81419372558594
the princess caught you the instrument .,CATCH,THE,for,a nurse drew it a newspaper .,DRAW,A,for,-41.23036193847656,-42.379638671875,-40.47530364990234,-39.38739776611328
the mayor caught us the wire .,CATCH,THE,for,a woman drew them a bag .,DRAW,A,for,-40.361610412597656,-41.01860046386719,-40.45362854003906,-39.15864562988281
the teacher caught him the bag .,CATCH,THE,for,a nurse drew you a knife .,DRAW,A,for,-41.08129119873047,-41.10037612915039,-39.19701385498047,-38.52967834472656
the guest caught them the hat .,CATCH,THE,for,a man drew me a card .,DRAW,A,for,-29.844078063964844,-31.284677505493164,-32.02201843261719,-30.853588104248047
the physician caught her the guitar .,CATCH,THE,for,a winner drew us a computer .,DRAW,A,for,-42.773380279541016,-42.511268615722656,-44.52392959594727,-41.81200408935547
the mother caught them the machine .,CATCH,THE,for,a parent drew you an instrument .,DRAW,A,for,-40.98166275024414,-42.73624038696289,-42.06163024902344,-40.25185775756836
the woman caught you the guitar .,CATCH,THE,for,a colonel drew me a bag .,DRAW,A,for,-41.30345916748047,-41.72709655761719,-44.215850830078125,-40.559059143066406
the mother caught me the machine .,CATCH,THE,for,a worker drew you an engine .,DRAW,A,for,-42.842811584472656,-42.84900665283203,-42.161903381347656,-40.20302581787109
the chief caught me the telephone .,CATCH,THE,for,a cousin drew us a camera .,DRAW,A,for,-44.30734252929688,-45.00978469848633,-43.932228088378906,-42.40806579589844
a son caught you a machine .,CATCH,A,for,the friend drew him the log .,DRAW,THE,for,-37.92374038696289,-39.43850326538086,-40.23285675048828,-37.53140258789063
an aunt caught him a cigarette .,CATCH,A,for,the attorney drew me the telephone .,DRAW,THE,for,-42.51118850708008,-41.67452621459961,-43.16630554199219,-39.9847297668457
a girl caught it a box .,CATCH,A,for,the leader drew you the telephone .,DRAW,THE,for,-41.76858139038086,-42.10905456542969,-42.7725830078125,-40.89687347412109
a princess caught them a book .,CATCH,A,for,the girl drew us the instrument .,DRAW,THE,for,-35.22121810913086,-38.16709899902344,-37.59786987304688,-37.007659912109375
a pilot caught him a wire .,CATCH,A,for,the employer drew me the telephone .,DRAW,THE,for,-42.30126190185547,-41.613800048828125,-43.89424514770508,-39.27934265136719
a lady caught him a bell .,CATCH,A,for,the hero drew you the machine .,DRAW,THE,for,-38.255104064941406,-40.11962890625,-38.82462692260742,-38.85797119140625
a soldier caught it a bag .,CATCH,A,for,the father drew you the bell .,DRAW,THE,for,-39.08185577392578,-41.0410270690918,-39.95200729370117,-39.119815826416016
a friend caught him a bell .,CATCH,A,for,the guy drew us the iron .,DRAW,THE,for,-37.31680679321289,-41.3619384765625,-37.63948059082031,-40.09190368652344
a pilot caught us a flower .,CATCH,A,for,the bishop drew them the bell .,DRAW,THE,for,-41.0508918762207,-42.85390090942383,-39.39735412597656,-39.1120491027832
a minister caught me a ball .,CATCH,A,for,the nurse drew them the log .,DRAW,THE,for,-43.10545349121094,-44.49550628662109,-44.54988098144531,-42.33771133422852
a priest caught them an anchor .,CATCH,A,for,the champion drew us the knife .,DRAW,THE,for,-37.36217498779297,-39.84444427490234,-38.734317779541016,-36.6291618347168
an aunt caught it a cigarette .,CATCH,A,for,the captain drew us the guitar .,DRAW,THE,for,-39.87749862670898,-40.841094970703125,-40.60286712646485,-40.02461242675781
a cousin caught you an iron .,CATCH,A,for,the father drew us the card .,DRAW,THE,for,-34.89255905151367,-35.87567901611328,-35.65142059326172,-34.342247009277344
a wife caught you a bag .,CATCH,A,for,the employee drew him the motor .,DRAW,THE,for,-41.7052001953125,-43.30112838745117,-41.06265640258789,-39.55250930786133
a student caught us a knife .,CATCH,A,for,the adult drew you the bell .,DRAW,THE,for,-42.27278900146485,-45.33487701416016,-45.34881591796875,-45.6439208984375
a bishop caught you an iron .,CATCH,A,for,the scientist drew him the telephone .,DRAW,THE,for,-40.6674919128418,-40.37173843383789,-43.37979888916016,-38.66880035400391
a guy caught us a hat .,CATCH,A,for,the physician drew you the bottle .,DRAW,THE,for,-40.45796203613281,-43.06550598144531,-41.62543487548828,-40.92516708374024
a priest caught you a telephone .,CATCH,A,for,the lawyer drew us the flower .,DRAW,THE,for,-34.44635391235352,-37.70722198486328,-36.62429428100586,-35.667701721191406
