prime_sentence,prime_verb,prime_det,prime_prep,target_sentence,target_verb,target_det,target_prep,PD-PD,PD-DO,DO-PD,DO-DO
a boy promised a king a pie .,PROMISE,A,to,the singer found the secretary the log .,FIND,THE,for,-49.543243408203125,-52.43412399291992,-49.76962661743164,-51.97633743286133
an employee promised an uncle a juice .,PROMISE,A,to,the woman found the army the tea .,FIND,THE,for,-43.183692932128906,-46.21285629272461,-41.412506103515625,-44.35225677490234
a mayor promised a winner a machine .,PROMISE,A,to,the reader found the opponent the wire .,FIND,THE,for,-43.45138549804688,-45.501914978027344,-42.802547454833984,-43.68538665771485
a lady promised a kid a key .,PROMISE,A,to,the author found the army the ball .,FIND,THE,for,-47.00501251220703,-49.3739128112793,-47.30877304077149,-49.013580322265625
a president promised a wife a cheese .,PROMISE,A,to,the teacher found the army the instrument .,FIND,THE,for,-44.76783752441406,-48.352821350097656,-44.983131408691406,-47.801570892333984
a soldier promised a father a pie .,PROMISE,A,to,the professor found the business the candy .,FIND,THE,for,-47.17222213745117,-48.563697814941406,-46.94614410400391,-47.78668975830078
a friend promised a champion a pot .,PROMISE,A,to,the employer found the corporation the tea .,FIND,THE,for,-47.887508392333984,-51.45496368408203,-48.73369598388672,-51.12996673583984
a wife promised an attorney a cheese .,PROMISE,A,to,the partner found the teacher the tea .,FIND,THE,for,-44.90451049804688,-45.15478897094727,-44.46499633789063,-44.41009521484375
a minister promised a scientist a bell .,PROMISE,A,to,the actress found the band the tea .,FIND,THE,for,-47.99560546875,-49.451133728027344,-47.4390754699707,-48.24234008789063
a soldier promised a priest a bag .,PROMISE,A,to,the reader found the club the candy .,FIND,THE,for,-51.77466583251953,-54.137508392333984,-49.92756271362305,-51.186466217041016
an actor promised a leader an iron .,PROMISE,A,to,the actress found the professor the instrument .,FIND,THE,for,-38.79023361206055,-40.953250885009766,-40.41396713256836,-40.91461181640625
a buddy promised a parent a box .,PROMISE,A,to,the champion found the employer the camera .,FIND,THE,for,-49.23164749145508,-50.91018295288086,-48.76292419433594,-48.80458068847656
the candidate brought the leader the bowl .,BRING,THE,to,an employer got a business a book .,GET,A,for,-45.36797332763672,-47.90286636352539,-45.13665008544922,-46.16057968139648
the cousin brought the secretary the coffee .,BRING,THE,to,a winner got a manager a bag .,GET,A,for,-45.64445495605469,-45.23195266723633,-47.01730346679688,-46.16766357421875
the manager brought the bishop the iron .,BRING,THE,to,an employer got a pilot a meal .,GET,A,for,-44.42347717285156,-46.4330940246582,-44.42602157592773,-44.28371047973633
the winner brought the actor the tea .,BRING,THE,to,a guest got an army a juice .,GET,A,for,-48.78379440307617,-50.80611801147461,-47.10840606689453,-47.827484130859375
the teacher brought the singer the candy .,BRING,THE,to,a leader got a king a salad .,GET,A,for,-39.4798583984375,-40.44831466674805,-43.07918548583984,-41.7334213256836
the king brought the mayor the salad .,BRING,THE,to,a buddy got an army a cup .,GET,A,for,-47.76821899414063,-49.896427154541016,-48.4002685546875,-48.955265045166016
the aunt brought the mayor the juice .,BRING,THE,to,a cousin got a guest a cheese .,GET,A,for,-39.7794189453125,-41.88776397705078,-40.042266845703125,-38.51417541503906
the pilot brought the author the juice .,BRING,THE,to,an employer got a wife a beer .,GET,A,for,-44.92377853393555,-42.789886474609375,-45.9535026550293,-41.4947509765625
the singer brought the band the computer .,BRING,THE,to,a buddy got a winner a beer .,GET,A,for,-43.943973541259766,-47.52177047729492,-43.41230010986328,-44.41969680786133
the mother brought the reader the coffee .,BRING,THE,to,an attorney got an employer a beer .,GET,A,for,-45.13901138305664,-46.83633041381836,-46.66074752807617,-46.876564025878906
the woman brought the president the chicken .,BRING,THE,to,a manager got a child a beer .,GET,A,for,-39.40746688842773,-40.18635177612305,-40.687870025634766,-39.65986251831055
the woman brought the physician the hat .,BRING,THE,to,a lady got an administration a crystal .,GET,A,for,-50.46553421020508,-53.97445297241211,-50.449684143066406,-54.878639221191406
the actress brought the company the chicken .,BRING,THE,to,a father got a club a pie .,GET,A,for,-46.688720703125,-50.56950759887695,-44.8698844909668,-45.058326721191406
the mayor brought the student the meal .,BRING,THE,to,a sheriff got a corporation a chicken .,GET,A,for,-48.03255462646485,-50.0093994140625,-48.092811584472656,-47.998077392578125
the singer brought the administration the tea .,BRING,THE,to,a secretary got a lady a pie .,GET,A,for,-44.63410186767578,-43.85597229003906,-44.23597717285156,-42.20473098754883
the leader brought the club the cheese .,BRING,THE,to,a hero got a captain a tea .,GET,A,for,-47.3686408996582,-47.564491271972656,-46.04536056518555,-44.77865219116211
the bishop brought the singer the coat .,BRING,THE,to,a physician got a corporation a meal .,GET,A,for,-47.91073226928711,-50.28302001953125,-47.84720993041992,-48.223819732666016
the secretary brought the priest the telephone .,BRING,THE,to,a winner got an army a pie .,GET,A,for,-55.9150390625,-56.2326774597168,-55.64146423339844,-56.00685119628906
the winner brought the father the salad .,BRING,THE,to,a doctor got a company a key .,GET,A,for,-44.41761779785156,-45.5815658569336,-44.83432388305664,-44.397403717041016
the reader brought the adult the ball .,BRING,THE,to,a guy got an employer a flower .,GET,A,for,-47.497894287109375,-48.19696807861328,-45.75408172607422,-45.36492156982422
the employee brought the company the salad .,BRING,THE,to,a princess got a club a candy .,GET,A,for,-48.923614501953125,-52.763282775878906,-47.43516159057617,-50.0461540222168
the girl brought the husband the coffee .,BRING,THE,to,a minister got a hero a log .,GET,A,for,-52.16914367675781,-51.833377838134766,-49.14338684082031,-48.57218933105469
the soldier brought the administration the meal .,BRING,THE,to,an opponent got a nurse an engine .,GET,A,for,-50.70367431640625,-54.63667297363281,-49.777462005615234,-51.4796028137207
the student brought the hero the tea .,BRING,THE,to,a colonel got an army a meal .,GET,A,for,-46.7875862121582,-47.51866912841797,-45.3365478515625,-44.57257080078125
the cousin brought the actor the box .,BRING,THE,to,a teacher got an author a salad .,GET,A,for,-45.78089904785156,-43.987552642822266,-47.43070983886719,-44.58133316040039
a doctor brought a chief a tea .,BRING,A,to,the champion got the bishop the pie .,GET,THE,for,-51.004425048828125,-50.03271484375,-50.66712188720703,-48.91670989990234
a cop brought a company a meal .,BRING,A,to,the guy got the aunt the chicken .,GET,THE,for,-41.74062347412109,-43.2410888671875,-42.48370361328125,-43.02098083496094
a doctor brought an author a machine .,BRING,A,to,the child got the business the pie .,GET,THE,for,-47.99886703491211,-49.49322128295898,-48.42949676513672,-49.14916610717773
a physician brought a secretary a plate .,BRING,A,to,the professor got the administration the cheese .,GET,THE,for,-42.71752166748047,-46.58612823486328,-42.308555603027344,-44.081912994384766
a reader brought a company a chicken .,BRING,A,to,the kid got the cousin the tea .,GET,THE,for,-49.24915313720703,-50.00276565551758,-48.61231231689453,-46.47178268432617
a lawyer brought a buddy a salad .,BRING,A,to,the chief got the son the juice .,GET,THE,for,-44.942291259765625,-45.362083435058594,-43.51213455200195,-43.08600997924805
an aunt brought a band a juice .,BRING,A,to,the candidate got the attorney the beer .,GET,THE,for,-46.9264030456543,-46.79362106323242,-45.15735626220703,-42.17578125
a chief brought a teacher a chicken .,BRING,A,to,the king got the company the candy .,GET,THE,for,-45.547828674316406,-47.220191955566406,-44.26485824584961,-43.74560928344727
a reader brought a scientist a coffee .,BRING,A,to,the physician got the student the tea .,GET,THE,for,-41.10192108154297,-41.039737701416016,-40.15973281860352,-39.67988586425781
a singer brought an author a salad .,BRING,A,to,the wife got the lawyer the key .,GET,THE,for,-43.11693572998047,-43.03056335449219,-39.53048324584961,-38.69160461425781
a singer brought a company a meal .,BRING,A,to,the student got the aunt the pie .,GET,THE,for,-43.643680572509766,-45.72236251831055,-41.071998596191406,-41.85358810424805
a scientist brought a band a meal .,BRING,A,to,the brother got the army the guitar .,GET,THE,for,-46.85565948486328,-48.3346061706543,-43.34617614746094,-45.477516174316406
a child brought an author a chocolate .,BRING,A,to,the woman got the club the motor .,GET,THE,for,-49.14967727661133,-51.5639877319336,-47.10871124267578,-49.80112838745117
a girl brought an attorney a beer .,BRING,A,to,the woman got the administration the pie .,GET,THE,for,-47.03443908691406,-49.2239990234375,-46.76242446899414,-47.57733917236328
an aunt brought a company a cup .,BRING,A,to,the actor got the business the bag .,GET,THE,for,-41.986549377441406,-43.01856994628906,-38.89132308959961,-37.114234924316406
a sheriff brought a scientist a pie .,BRING,A,to,the nurse got the army the beer .,GET,THE,for,-43.75627136230469,-45.21106719970703,-41.64056396484375,-40.65226745605469
a girl brought an attorney a beer .,BRING,A,to,the husband got the bishop the cigarette .,GET,THE,for,-46.718509674072266,-46.631004333496094,-47.22535705566406,-43.83000946044922
a hero brought a lady a coffee .,BRING,A,to,the lawyer got the bishop the salad .,GET,THE,for,-45.74170684814453,-47.01692199707031,-47.482398986816406,-46.35479736328125
a professor brought a student a newspaper .,BRING,A,to,the worker got the girl the cheese .,GET,THE,for,-44.65288925170898,-44.66300582885742,-42.1873779296875,-41.00471496582031
a cousin brought an administration a beer .,BRING,A,to,the soldier got the army the log .,GET,THE,for,-41.27964019775391,-43.02703094482422,-41.81311798095703,-42.64353561401367
a leader brought a reader a crystal .,BRING,A,to,the doctor got the administration the meal .,GET,THE,for,-49.16364288330078,-53.45240783691406,-47.89714813232422,-51.57586669921875
a bishop brought a scientist a key .,BRING,A,to,the wife got the child the chicken .,GET,THE,for,-45.95756530761719,-48.7203369140625,-45.13017272949219,-44.90392303466797
a worker brought a partner a camera .,BRING,A,to,the doctor got the winner the juice .,GET,THE,for,-45.75691604614258,-45.54708099365234,-43.39689636230469,-41.03689193725586
a priest brought a secretary a bell .,BRING,A,to,the president got the prince the beer .,GET,THE,for,-44.110618591308594,-43.456451416015625,-44.01180648803711,-40.97549819946289
a leader brought a mother a juice .,BRING,A,to,the worker got the business the beer .,GET,THE,for,-42.293453216552734,-43.9486198425293,-41.79137802124024,-40.62648391723633
the husband drew the administration the hat .,DRAW,THE,for,an employer got a business a book .,GET,A,for,-43.171363830566406,-46.20917510986328,-41.36114883422852,-42.302711486816406
the princess drew the administration the telephone .,DRAW,THE,for,a winner got a manager a bag .,GET,A,for,-47.273536682128906,-47.97906875610352,-47.34088516235352,-46.84055709838867
the son drew the colonel the bowl .,DRAW,THE,for,an employer got a pilot a meal .,GET,A,for,-47.13982772827149,-48.41643142700195,-46.39052963256836,-44.26639938354492
the champion drew the company the pot .,DRAW,THE,for,a guest got an army a juice .,GET,A,for,-49.77859878540039,-53.411399841308594,-52.582794189453125,-53.7077522277832
the brother drew the buddy the jacket .,DRAW,THE,for,a leader got a king a salad .,GET,A,for,-45.17055892944336,-46.605735778808594,-44.13544464111328,-42.38779830932617
the king drew the priest the gun .,DRAW,THE,for,a buddy got an army a cup .,GET,A,for,-47.19047927856445,-49.77269744873047,-46.74925994873047,-46.60686492919922
the mother drew the champion the telephone .,DRAW,THE,for,a cousin got a guest a cheese .,GET,A,for,-42.1762924194336,-43.92201232910156,-41.65389251708984,-41.76630783081055
the manager drew the administration the gun .,DRAW,THE,for,an employer got a wife a beer .,GET,A,for,-43.37394332885742,-43.44464111328125,-44.1067008972168,-41.214111328125
the uncle drew the army the glass .,DRAW,THE,for,a buddy got a winner a beer .,GET,A,for,-39.12133407592773,-42.99955368041992,-43.38254928588867,-43.07342529296875
the captain drew the guest the log .,DRAW,THE,for,an attorney got an employer a beer .,GET,A,for,-47.85084915161133,-50.5693588256836,-47.64988327026367,-45.43983459472656
the boy drew the army the cup .,DRAW,THE,for,a manager got a child a beer .,GET,A,for,-41.146366119384766,-42.37926483154297,-40.49919891357422,-39.55352783203125
the hero drew the corporation the machine .,DRAW,THE,for,a lady got an administration a crystal .,GET,A,for,-48.3111686706543,-57.410911560058594,-47.400367736816406,-50.42790222167969
the mayor drew the business the log .,DRAW,THE,for,a father got a club a pie .,GET,A,for,-43.47423553466797,-47.64810562133789,-44.80867767333984,-46.32377624511719
the scientist drew the buddy the key .,DRAW,THE,for,a sheriff got a corporation a chicken .,GET,A,for,-48.34638977050781,-48.59563827514648,-47.98434066772461,-45.92876052856445
the sheriff drew the guy the crystal .,DRAW,THE,for,a secretary got a lady a pie .,GET,A,for,-42.37569427490234,-44.39259338378906,-44.09176635742188,-41.17216110229492
the husband drew the prince the book .,DRAW,THE,for,a hero got a captain a tea .,GET,A,for,-46.427337646484375,-47.332637786865234,-44.81205749511719,-45.25089645385742
the scientist drew the army the ball .,DRAW,THE,for,a physician got a corporation a meal .,GET,A,for,-43.82110977172852,-46.31559371948242,-42.9404296875,-40.15421295166016
the uncle drew the worker the bowl .,DRAW,THE,for,a winner got an army a pie .,GET,A,for,-45.23437881469727,-47.58885192871094,-45.27737808227539,-45.00371551513672
the priest drew the business the jacket .,DRAW,THE,for,a doctor got a company a key .,GET,A,for,-38.06476211547852,-41.44169998168945,-40.4935302734375,-39.763126373291016
the friend drew the woman the iron .,DRAW,THE,for,a guy got an employer a flower .,GET,A,for,-45.6592903137207,-47.70603942871094,-46.06830978393555,-45.75262069702149
the actor drew the administration the newspaper .,DRAW,THE,for,a princess got a club a candy .,GET,A,for,-47.53334045410156,-51.87885665893555,-48.94210052490234,-50.34100341796875
the mother drew the secretary the machine .,DRAW,THE,for,a minister got a hero a log .,GET,A,for,-46.57426834106445,-47.057865142822266,-45.68248748779297,-44.59742736816406
the soldier drew the lawyer the crystal .,DRAW,THE,for,an opponent got a nurse an engine .,GET,A,for,-44.21383285522461,-53.83796691894531,-46.23600006103516,-44.934226989746094
the author drew the reader the card .,DRAW,THE,for,a colonel got an army a meal .,GET,A,for,-50.104148864746094,-55.290672302246094,-51.23210525512695,-53.41786575317383
the man drew the band the bottle .,DRAW,THE,for,a teacher got an author a salad .,GET,A,for,-46.911354064941406,-48.38933563232422,-46.38288879394531,-44.50654220581055
a student drew a hero a computer .,DRAW,A,for,the champion got the bishop the pie .,GET,THE,for,-49.38457489013672,-49.55046081542969,-50.214149475097656,-49.18623352050781
a sheriff drew an administration a bowl .,DRAW,A,for,the guy got the aunt the chicken .,GET,THE,for,-40.28026580810547,-43.71875,-43.96050262451172,-44.66801834106445
a woman drew a captain a box .,DRAW,A,for,the child got the business the pie .,GET,THE,for,-45.17797088623047,-48.788909912109375,-45.3809700012207,-45.497684478759766
a parent drew a brother a card .,DRAW,A,for,the professor got the administration the cheese .,GET,THE,for,-47.8213996887207,-51.31407928466797,-46.47713088989258,-48.07693862915039
a parent drew a mayor a newspaper .,DRAW,A,for,the kid got the cousin the tea .,GET,THE,for,-42.97594833374024,-44.16374588012695,-43.42188262939453,-41.51899337768555
a writer drew a woman a bowl .,DRAW,A,for,the chief got the son the juice .,GET,THE,for,-42.82485961914063,-46.94573974609375,-44.727725982666016,-45.32646942138672
a minister drew a company a bowl .,DRAW,A,for,the candidate got the attorney the beer .,GET,THE,for,-47.23404693603516,-50.95757293701172,-47.87763214111328,-49.43270492553711
a prince drew a princess a motor .,DRAW,A,for,the king got the company the candy .,GET,THE,for,-39.37492752075195,-41.04743576049805,-39.94539260864258,-38.30900573730469
a lady drew an administration a computer .,DRAW,A,for,the physician got the student the tea .,GET,THE,for,-41.957069396972656,-44.5291862487793,-43.105224609375,-43.863399505615234
a nurse drew an adult a cigarette .,DRAW,A,for,the wife got the lawyer the key .,GET,THE,for,-41.72760391235352,-42.996089935302734,-41.42267608642578,-40.61685180664063
a partner drew a club a jacket .,DRAW,A,for,the student got the aunt the pie .,GET,THE,for,-47.220306396484375,-48.94071578979492,-44.02570724487305,-43.031700134277344
a boy drew a corporation a jacket .,DRAW,A,for,the brother got the army the guitar .,GET,THE,for,-42.5644416809082,-48.89316177368164,-44.66347885131836,-43.23456954956055
a mother drew an opponent a camera .,DRAW,A,for,the woman got the club the motor .,GET,THE,for,-41.53521728515625,-43.984622955322266,-41.782508850097656,-42.21297073364258
an opponent drew a guy a log .,DRAW,A,for,the woman got the administration the pie .,GET,THE,for,-42.25075149536133,-47.07732391357422,-45.38240432739258,-46.81266021728516
a prince drew an opponent a jacket .,DRAW,A,for,the actor got the business the bag .,GET,THE,for,-42.55377578735352,-47.55421829223633,-41.82246398925781,-43.46163940429688
a parent drew an administration an anchor .,DRAW,A,for,the nurse got the army the beer .,GET,THE,for,-40.77743148803711,-45.65573120117188,-44.21390151977539,-44.45739364624024
an attorney drew a minister a hat .,DRAW,A,for,the husband got the bishop the cigarette .,GET,THE,for,-43.1596794128418,-40.97524642944336,-44.077178955078125,-37.6707649230957
a teacher drew a cousin an engine .,DRAW,A,for,the lawyer got the bishop the salad .,GET,THE,for,-44.61522674560547,-45.95501708984375,-41.683780670166016,-39.24895095825195
a brother drew a pilot a bag .,DRAW,A,for,the worker got the girl the cheese .,GET,THE,for,-41.37487030029297,-43.90738677978516,-41.28292846679688,-40.20680618286133
a boy drew a corporation a jacket .,DRAW,A,for,the soldier got the army the log .,GET,THE,for,-41.59663391113281,-45.63146209716797,-41.26701354980469,-41.16208267211914
a nurse drew a business a pot .,DRAW,A,for,the doctor got the administration the meal .,GET,THE,for,-37.72228240966797,-42.46733093261719,-38.22404479980469,-36.92490005493164
a teacher drew a buddy a television .,DRAW,A,for,the wife got the child the chicken .,GET,THE,for,-36.766578674316406,-42.68305206298828,-36.61025238037109,-37.83111572265625
a leader drew a corporation a cigarette .,DRAW,A,for,the doctor got the winner the juice .,GET,THE,for,-41.43186950683594,-42.80315780639648,-42.76895904541016,-41.099308013916016
a chief drew a company a television .,DRAW,A,for,the president got the prince the beer .,GET,THE,for,-43.77938079833984,-44.88183975219727,-42.74243927001953,-38.22098159790039
a prince drew a winner a log .,DRAW,A,for,the worker got the business the beer .,GET,THE,for,-41.51666259765625,-44.407859802246094,-41.40824508666992,-42.24099349975586
the employee found the band the tea .,FIND,THE,for,an employer got a business a book .,GET,A,for,-39.60123062133789,-43.64510345458984,-41.99100875854492,-41.074466705322266
the captain found the woman the candy .,FIND,THE,for,a winner got a manager a bag .,GET,A,for,-44.00799560546875,-44.890411376953125,-44.780311584472656,-44.77510833740234
the president found the company the cheese .,FIND,THE,for,an employer got a pilot a meal .,GET,A,for,-46.028953552246094,-47.38227081298828,-46.70133972167969,-45.621917724609375
the professor found the business the candy .,FIND,THE,for,a guest got an army a juice .,GET,A,for,-46.81492614746094,-50.65713119506836,-49.45212936401367,-48.17193222045898
the man found the guy the meal .,FIND,THE,for,a leader got a king a salad .,GET,A,for,-40.52724075317383,-42.19811630249024,-43.985164642333984,-41.189674377441406
the employee found the attorney the computer .,FIND,THE,for,a buddy got an army a cup .,GET,A,for,-50.556060791015625,-51.745853424072266,-49.17260360717773,-48.458133697509766
the pilot found the sheriff the beer .,FIND,THE,for,a cousin got a guest a cheese .,GET,A,for,-46.32362747192383,-49.41403579711914,-47.75068283081055,-46.28315734863281
the student found the friend the juice .,FIND,THE,for,an employer got a wife a beer .,GET,A,for,-39.55632781982422,-43.38916015625,-41.82455062866211,-39.28738021850586
the adult found the army the salad .,FIND,THE,for,a buddy got a winner a beer .,GET,A,for,-40.104637145996094,-42.40029144287109,-42.07878112792969,-42.03488540649414
the kid found the corporation the juice .,FIND,THE,for,an attorney got an employer a beer .,GET,A,for,-39.268157958984375,-44.00731658935547,-43.556190490722656,-42.76614761352539
the daughter found the band the jacket .,FIND,THE,for,a manager got a child a beer .,GET,A,for,-39.58648681640625,-40.34651184082031,-40.233177185058594,-40.38666534423828
the mayor found the company the cigarette .,FIND,THE,for,a lady got an administration a crystal .,GET,A,for,-45.468143463134766,-53.32319259643555,-48.89016342163086,-50.87616729736328
the wife found the cousin the hat .,FIND,THE,for,a father got a club a pie .,GET,A,for,-44.48923110961914,-48.6428108215332,-42.94709014892578,-44.46455764770508
the actress found the girl the beer .,FIND,THE,for,a sheriff got a corporation a chicken .,GET,A,for,-49.43716049194336,-52.19688034057617,-52.54936218261719,-51.17729568481445
the king found the company the juice .,FIND,THE,for,a secretary got a lady a pie .,GET,A,for,-39.351829528808594,-40.52253723144531,-43.46762847900391,-40.823875427246094
the singer found the colonel the beer .,FIND,THE,for,a hero got a captain a tea .,GET,A,for,-41.044342041015625,-45.51203918457031,-42.551795959472656,-41.22834777832031
the candidate found the adult the newspaper .,FIND,THE,for,a physician got a corporation a meal .,GET,A,for,-45.27299118041992,-47.83368682861328,-47.50986862182617,-47.41326904296875
the priest found the student the juice .,FIND,THE,for,a winner got an army a pie .,GET,A,for,-47.21438217163086,-51.04059982299805,-48.196102142333984,-49.03865432739258
the champion found the employer the camera .,FIND,THE,for,a doctor got a company a key .,GET,A,for,-37.31512451171875,-40.41103744506836,-40.85167694091797,-39.08781051635742
the author found the club the hat .,FIND,THE,for,a guy got an employer a flower .,GET,A,for,-46.683685302734375,-47.95281219482422,-47.521331787109375,-47.623653411865234
the aunt found the company the cheese .,FIND,THE,for,a princess got a club a candy .,GET,A,for,-44.64073944091797,-49.51518249511719,-46.325931549072266,-48.20439529418945
the winner found the president the coffee .,FIND,THE,for,a minister got a hero a log .,GET,A,for,-42.38195037841797,-47.19427490234375,-45.27410125732422,-46.44632339477539
the attorney found the corporation the camera .,FIND,THE,for,an opponent got a nurse an engine .,GET,A,for,-48.21558380126953,-55.248497009277344,-49.05272674560547,-50.6689338684082
the son found the brother the television .,FIND,THE,for,a colonel got an army a meal .,GET,A,for,-41.512020111083984,-45.794883728027344,-41.29898452758789,-40.48717880249024
the singer found the army the anchor .,FIND,THE,for,a teacher got an author a salad .,GET,A,for,-45.14737319946289,-47.62200164794922,-50.25489807128906,-49.20893096923828
a wife found a club a chicken .,FIND,A,for,the champion got the bishop the pie .,GET,THE,for,-46.333778381347656,-46.73873519897461,-47.97636413574219,-45.29869079589844
a cousin found a minister a cheese .,FIND,A,for,the guy got the aunt the chicken .,GET,THE,for,-42.10806655883789,-43.297142028808594,-42.72704315185547,-40.78028106689453
an opponent found a buddy a flower .,FIND,A,for,the child got the business the pie .,GET,THE,for,-44.49607849121094,-48.04644393920898,-44.24644470214844,-45.065032958984375
a reader found a chief a key .,FIND,A,for,the professor got the administration the cheese .,GET,THE,for,-45.11360549926758,-49.10844039916992,-42.57387161254883,-42.70333099365234
a pilot found a club a wire .,FIND,A,for,the kid got the cousin the tea .,GET,THE,for,-42.64093780517578,-45.96211624145508,-43.68531036376953,-43.94187545776367
a mayor found a child a chicken .,FIND,A,for,the chief got the son the juice .,GET,THE,for,-39.18021011352539,-42.18715286254883,-38.26796340942383,-38.1476936340332
a guest found a corporation a chicken .,FIND,A,for,the candidate got the attorney the beer .,GET,THE,for,-43.37633895874024,-46.478275299072266,-46.17765426635742,-46.16412353515625
a priest found a guy a pie .,FIND,A,for,the king got the company the candy .,GET,THE,for,-41.19000625610352,-45.12258529663086,-45.063232421875,-43.50259399414063
a princess found a lady a chicken .,FIND,A,for,the physician got the student the tea .,GET,THE,for,-38.7765007019043,-41.51084518432617,-41.04835891723633,-39.31778717041016
a guy found an army a cheese .,FIND,A,for,the wife got the lawyer the key .,GET,THE,for,-38.42539978027344,-42.87086868286133,-41.1733512878418,-42.47615051269531
a guy found an army a chocolate .,FIND,A,for,the student got the aunt the pie .,GET,THE,for,-40.69085311889648,-42.93022155761719,-43.05054473876953,-42.916534423828125
a professor found a singer a beer .,FIND,A,for,the brother got the army the guitar .,GET,THE,for,-40.31900787353516,-44.11811828613281,-42.14222717285156,-42.76173400878906
a physician found an army a salad .,FIND,A,for,the woman got the club the motor .,GET,THE,for,-41.35568237304688,-45.59849166870117,-43.876258850097656,-44.17627334594727
an opponent found a club an engine .,FIND,A,for,the woman got the administration the pie .,GET,THE,for,-45.82553863525391,-48.724727630615234,-45.4046516418457,-47.1351203918457
a guy found a colonel a log .,FIND,A,for,the actor got the business the bag .,GET,THE,for,-44.41788482666016,-48.7629280090332,-45.077396392822266,-45.115989685058594
a wife found a club a chicken .,FIND,A,for,the nurse got the army the beer .,GET,THE,for,-42.292755126953125,-44.38346099853516,-42.22170639038086,-41.93960189819336
a worker found a kid a salad .,FIND,A,for,the husband got the bishop the cigarette .,GET,THE,for,-44.25642013549805,-45.241493225097656,-46.1951789855957,-44.83389663696289
an aunt found an administration a newspaper .,FIND,A,for,the lawyer got the bishop the salad .,GET,THE,for,-39.36849212646485,-41.09928131103516,-43.46305084228516,-43.57539367675781
a prince found a company a log .,FIND,A,for,the worker got the girl the cheese .,GET,THE,for,-38.132808685302734,-40.61123275756836,-41.13846206665039,-39.95486831665039
an employer found a reader a juice .,FIND,A,for,the soldier got the army the log .,GET,THE,for,-41.9297103881836,-44.01024627685547,-41.757606506347656,-43.13291931152344
a minister found a mayor a glass .,FIND,A,for,the doctor got the administration the meal .,GET,THE,for,-38.620567321777344,-43.46070861816406,-40.28073120117188,-40.27094268798828
a pilot found an administration a telephone .,FIND,A,for,the wife got the child the chicken .,GET,THE,for,-38.81703567504883,-43.79722595214844,-40.12846374511719,-42.62448120117188
a champion found an adult a machine .,FIND,A,for,the doctor got the winner the juice .,GET,THE,for,-38.2105598449707,-38.56006622314453,-36.014583587646484,-35.211788177490234
a student found a girl a tea .,FIND,A,for,the president got the prince the beer .,GET,THE,for,-37.943843841552734,-40.97208786010742,-40.578460693359375,-39.53361511230469
a man found a corporation a salad .,FIND,A,for,the worker got the business the beer .,GET,THE,for,-36.45328903198242,-41.34210205078125,-38.09002685546875,-37.54232025146485
the author gave the band the chicken .,GIVE,THE,to,an employer got a business a book .,GET,A,for,-44.43354034423828,-46.29203414916992,-45.52416610717773,-46.52808380126953
the actor gave the prince the beer .,GIVE,THE,to,a winner got a manager a bag .,GET,A,for,-45.1113166809082,-45.21221160888672,-45.76564025878906,-46.21035003662109
the cop gave the company the tea .,GIVE,THE,to,an employer got a pilot a meal .,GET,A,for,-41.48641204833984,-41.88337326049805,-44.64887237548828,-44.06757354736328
the daughter gave the manager the salad .,GIVE,THE,to,a guest got an army a juice .,GET,A,for,-48.2544174194336,-50.371490478515625,-46.23184967041016,-48.20586013793945
the priest gave the band the tea .,GIVE,THE,to,a leader got a king a salad .,GET,A,for,-44.1641845703125,-44.08369445800781,-45.24242401123047,-44.57337951660156
the student gave the business the candy .,GIVE,THE,to,a buddy got an army a cup .,GET,A,for,-48.25541687011719,-49.73438262939453,-48.82427215576172,-48.90536117553711
the princess gave the employer the motor .,GIVE,THE,to,a cousin got a guest a cheese .,GET,A,for,-41.8889045715332,-45.22446060180664,-41.77828979492188,-42.16719055175781
the lawyer gave the company the salad .,GIVE,THE,to,an employer got a wife a beer .,GET,A,for,-41.25869369506836,-40.57616424560547,-42.45309448242188,-39.74250411987305
the chief gave the daughter the meal .,GIVE,THE,to,a buddy got a winner a beer .,GET,A,for,-44.45017623901367,-46.23966217041016,-43.9892807006836,-44.71026611328125
the professor gave the corporation the juice .,GIVE,THE,to,an attorney got an employer a beer .,GET,A,for,-39.17139053344727,-41.81322479248047,-42.06236267089844,-41.46408462524414
the chief gave the army the meal .,GIVE,THE,to,a manager got a child a beer .,GET,A,for,-40.03610610961914,-41.09489059448242,-40.5958137512207,-38.89561080932617
the sheriff gave the actress the camera .,GIVE,THE,to,a lady got an administration a crystal .,GET,A,for,-46.643741607666016,-53.90637969970703,-48.40679168701172,-54.30879211425781
the student gave the guy the coffee .,GIVE,THE,to,a father got a club a pie .,GET,A,for,-45.54556274414063,-49.18925476074219,-46.6141357421875,-49.92139053344727
the partner gave the club the camera .,GIVE,THE,to,a sheriff got a corporation a chicken .,GET,A,for,-50.16606140136719,-51.22932815551758,-51.41361618041992,-51.05022811889648
the sheriff gave the actress the camera .,GIVE,THE,to,a secretary got a lady a pie .,GET,A,for,-42.70130157470703,-40.05501556396485,-45.01443099975586,-43.46987915039063
the author gave the partner the telephone .,GIVE,THE,to,a hero got a captain a tea .,GET,A,for,-46.53717422485352,-48.14482116699219,-47.07124328613281,-47.79610061645508
the parent gave the administration the chicken .,GIVE,THE,to,a physician got a corporation a meal .,GET,A,for,-46.99056243896485,-50.24686050415039,-46.74513626098633,-50.119895935058594
