text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
the champion threw me the tea .,DO,THROW,THE,to,-54.397735595703125,▁The|▁champion|▁threw|▁me|▁the|▁tea|.,"[-11.048931121826172, -11.023110389709473, -10.157448768615723, -4.616453170776367, -3.33670973777771, -10.532008171081543, -3.6830756664276123]"
the lawyer threw the beer to us .,PD,THROW,THE,to,-58.24806213378906,▁The|▁lawyer|▁threw|▁the|▁be|er|▁to|▁us|.,"[-11.048931121826172, -10.632329940795898, -9.168225288391113, -0.8087713122367859, -8.731399536132812, -0.6557688117027283, -7.130988121032715, -8.533063888549805, -1.5385849475860596]"
the lawyer threw us the beer .,DO,THROW,THE,to,-54.28861999511719,▁The|▁lawyer|▁threw|▁us|▁the|▁be|er|.,"[-11.048931121826172, -10.632329940795898, -9.16822624206543, -7.181534767150879, -4.071723461151123, -8.803369522094727, -1.391929268836975, -1.9905784130096436]"
the father threw the juice to you .,PD,THROW,THE,to,-58.30592346191406,▁The|▁father|▁threw|▁the|▁ju|ice|▁to|▁you|.,"[-11.048931121826172, -9.594731330871582, -10.685454368591309, -0.8111410737037659, -10.2053861618042, -0.2635130286216736, -4.66016149520874, -9.516368865966797, -1.520236849784851]"
the father threw you the juice .,DO,THROW,THE,to,-57.348541259765625,▁The|▁father|▁threw|▁you|▁the|▁ju|ice|.,"[-11.048931121826172, -9.594731330871582, -10.68545150756836, -8.880025863647461, -4.337817192077637, -9.880926132202148, -0.10815709084272385, -2.812502384185791]"
the soldier threw the flower to you .,PD,THROW,THE,to,-49.23427581787109,▁The|▁soldier|▁threw|▁the|▁flower|▁to|▁you|.,"[-11.048931121826172, -10.982288360595703, -6.812938690185547, -1.3590601682662964, -6.081319808959961, -3.1221723556518555, -8.78551197052002, -1.0420522689819336]"
the soldier threw you the flower .,DO,THROW,THE,to,-48.57381439208984,▁The|▁soldier|▁threw|▁you|▁the|▁flower|.,"[-11.048931121826172, -10.982288360595703, -6.812939167022705, -8.374798774719238, -3.3039791584014893, -6.63239860534668, -1.4184811115264893]"
the actress threw the beer to you .,PD,THROW,THE,to,-60.41133880615234,▁The|▁actress|▁threw|▁the|▁be|er|▁to|▁you|.,"[-11.048931121826172, -8.764917373657227, -10.137514114379883, -3.544252395629883, -7.727544784545898, -1.4010411500930786, -6.596902847290039, -9.754279136657715, -1.435950517654419]"
the actress threw you the beer .,DO,THROW,THE,to,-57.61776351928711,▁The|▁actress|▁threw|▁you|▁the|▁be|er|.,"[-11.048931121826172, -8.764917373657227, -10.137516021728516, -12.15790843963623, -3.7512927055358887, -8.88628101348877, -1.004510760307312, -1.8664110898971558]"
the guy threw the coffee to him .,PD,THROW,THE,to,-51.66820907592773,▁The|▁gu|y|▁threw|▁the|▁coffee|▁to|▁him|.,"[-11.048931121826172, -9.207276344299316, -1.3574594259262085, -8.703208923339844, -1.3828030824661255, -7.495617389678955, -6.813920021057129, -4.234790802001953, -1.4242020845413208]"
the guy threw him the coffee .,DO,THROW,THE,to,-52.000431060791016,▁The|▁gu|y|▁threw|▁him|▁the|▁coffee|.,"[-11.048931121826172, -9.207276344299316, -1.3574604988098145, -8.703207969665527, -4.867214202880859, -3.7705745697021484, -10.753132820129395, -2.2926337718963623]"
the girl threw the coffee to us .,PD,THROW,THE,to,-52.77360534667969,▁The|▁girl|▁threw|▁the|▁coffee|▁to|▁us|.,"[-11.048931121826172, -8.544971466064453, -8.473430633544922, -0.7879411578178406, -8.12885570526123, -6.032320499420166, -8.30339527130127, -1.4537568092346191]"
the girl threw us the coffee .,DO,THROW,THE,to,-52.02046585083008,▁The|▁girl|▁threw|▁us|▁the|▁coffee|.,"[-11.048931121826172, -8.544971466064453, -8.473428726196289, -8.6409330368042, -3.708669900894165, -9.742268562316895, -1.8612608909606934]"
the lady threw the coffee to us .,PD,THROW,THE,to,-54.67185974121094,▁The|▁lady|▁threw|▁the|▁coffee|▁to|▁us|.,"[-11.048931121826172, -10.249642372131348, -10.179485321044922, -1.2753875255584717, -5.502598762512207, -6.555449485778809, -8.233966827392578, -1.6264019012451172]"
the lady threw us the coffee .,DO,THROW,THE,to,-54.6259994506836,▁The|▁lady|▁threw|▁us|▁the|▁coffee|.,"[-11.048931121826172, -10.249642372131348, -10.179486274719238, -7.059269905090332, -3.8110756874084473, -10.29376220703125, -1.9838324785232544]"
the man threw the log to it .,PD,THROW,THE,to,-52.554447174072266,▁The|▁man|▁threw|▁the|▁log|▁to|▁it|.,"[-11.048931121826172, -7.4233927726745605, -8.854418754577637, -0.8981106877326965, -8.022859573364258, -4.951970100402832, -9.272218704223633, -2.082545280456543]"
the man threw it the log .,DO,THROW,THE,to,-53.23460388183594,▁The|▁man|▁threw|▁it|▁the|▁log|.,"[-11.048931121826172, -7.4233927726745605, -8.85441780090332, -6.435906887054443, -7.846973419189453, -9.056220054626465, -2.568765640258789]"
the leader threw the motor to me .,PD,THROW,THE,to,-59.36748123168945,▁The|▁leader|▁threw|▁the|▁motor|▁to|▁me|.,"[-11.048931121826172, -9.584531784057617, -12.76246166229248, -1.6719565391540527, -8.718615531921387, -8.591534614562988, -5.758341312408447, -1.2311100959777832]"
the leader threw me the motor .,DO,THROW,THE,to,-55.51996612548828,▁The|▁leader|▁threw|▁me|▁the|▁motor|.,"[-11.048931121826172, -9.584531784057617, -12.76246166229248, -3.7830700874328613, -3.0927605628967285, -10.25805377960205, -4.990156650543213]"
the colonel threw the button to us .,PD,THROW,THE,to,-51.368988037109375,▁The|▁colon|el|▁threw|▁the|▁button|▁to|▁us|.,"[-11.048931121826172, -10.747344017028809, -1.525345802307129, -6.975143909454346, -2.134212017059326, -8.277484893798828, -1.821736454963684, -7.685395240783691, -1.1533958911895752]"
the colonel threw us the button .,DO,THROW,THE,to,-54.42496490478516,▁The|▁colon|el|▁threw|▁us|▁the|▁button|.,"[-11.048931121826172, -10.747344017028809, -1.52534818649292, -6.9751434326171875, -7.308753967285156, -4.866431713104248, -9.928558349609375, -2.02445387840271]"
the priest threw the instrument to you .,PD,THROW,THE,to,-55.01877212524414,▁The|▁priest|▁threw|▁the|▁instrument|▁to|▁you|.,"[-11.048931121826172, -9.371332168579102, -8.50192642211914, -1.4219505786895752, -10.049358367919922, -2.4502761363983154, -10.973718643188477, -1.2012735605239868]"
the priest threw you the instrument .,DO,THROW,THE,to,-55.670711517333984,▁The|▁priest|▁threw|▁you|▁the|▁instrument|.,"[-11.048931121826172, -9.371332168579102, -8.501924514770508, -10.69396686553955, -3.5639004707336426, -9.972217559814453, -2.5184431076049805]"
the partner threw the cheese to you .,PD,THROW,THE,to,-50.81029510498047,▁The|▁partner|▁threw|▁the|▁che|ese|▁to|▁you|.,"[-11.048931121826172, -10.845212936401367, -10.336859703063965, -1.3332873582839966, -6.176670551300049, -0.979389488697052, -2.656914710998535, -6.0986857414245605, -1.3343456983566284]"
the partner threw you the cheese .,DO,THROW,THE,to,-51.54646682739258,▁The|▁partner|▁threw|▁you|▁the|▁che|ese|.,"[-11.048931121826172, -10.845212936401367, -10.336859703063965, -5.75885534286499, -3.0547449588775635, -8.270058631896973, -0.5132718086242676, -1.7185379266738892]"
the employee threw the tea to them .,PD,THROW,THE,to,-59.16719055175781,▁The|▁employee|▁threw|▁the|▁tea|▁to|▁them|.,"[-11.048931121826172, -10.372763633728027, -9.177674293518066, -1.390484094619751, -6.17610502243042, -1.9915666580200195, -17.25206184387207, -1.757606863975525]"
the employee threw them the tea .,DO,THROW,THE,to,-56.88262176513672,▁The|▁employee|▁threw|▁them|▁the|▁tea|.,"[-11.048931121826172, -10.372763633728027, -9.177672386169434, -7.803835868835449, -5.518261909484863, -9.225085258483887, -3.736069917678833]"
the brother threw the salad to me .,PD,THROW,THE,to,-56.23631286621094,▁The|▁brother|▁threw|▁the|▁sal|ad|▁to|▁me|.,"[-11.048931121826172, -10.821711540222168, -12.895414352416992, -1.023427963256836, -9.248723983764648, -0.10870450735092163, -4.214289665222168, -5.399752140045166, -1.4753528833389282]"
the brother threw me the salad .,DO,THROW,THE,to,-52.90064239501953,▁The|▁brother|▁threw|▁me|▁the|▁sal|ad|.,"[-11.048931121826172, -10.821711540222168, -12.895416259765625, -3.431899070739746, -3.5306854248046875, -8.477615356445312, -0.7909795045852661, -1.9034020900726318]"
the employee threw the tea to us .,PD,THROW,THE,to,-60.51229095458984,▁The|▁employee|▁threw|▁the|▁tea|▁to|▁us|.,"[-11.048931121826172, -10.372763633728027, -9.177674293518066, -1.390484094619751, -6.17610502243042, -1.9915666580200195, -18.36403465270996, -1.9907283782958984]"
the employee threw us the tea .,DO,THROW,THE,to,-57.05342483520508,▁The|▁employee|▁threw|▁us|▁the|▁tea|.,"[-11.048931121826172, -10.372763633728027, -9.177672386169434, -8.515957832336426, -4.386324405670166, -9.503324508666992, -4.048449516296387]"
a singer threw a juice to you .,PD,THROW,A,to,-64.02915954589844,▁A|▁singer|▁threw|▁a|▁ju|ice|▁to|▁you|.,"[-11.423389434814453, -9.331399917602539, -13.617103576660156, -0.7892534732818604, -10.4977388381958, -0.07206916809082031, -7.2779412269592285, -9.413076400756836, -1.6071895360946655]"
a singer threw you a juice .,DO,THROW,A,to,-57.94181442260742,▁A|▁singer|▁threw|▁you|▁a|▁ju|ice|.,"[-11.423389434814453, -9.331399917602539, -13.617101669311523, -10.112774848937988, -0.4687875807285309, -9.26810359954834, -0.8228880763053894, -2.8973684310913086]"
a scientist threw a cheese to them .,PD,THROW,A,to,-62.170013427734375,▁A|▁scient|ist|▁threw|▁a|▁che|ese|▁to|▁them|.,"[-11.423389434814453, -9.1234769821167, -0.006854827981442213, -11.075180053710938, -0.501124918460846, -6.781601905822754, -0.1294453889131546, -10.351858139038086, -11.000242233276367, -1.7768373489379883]"
a scientist threw them a cheese .,DO,THROW,A,to,-57.31352233886719,▁A|▁scient|ist|▁threw|▁them|▁a|▁che|ese|.,"[-11.423389434814453, -9.1234769821167, -0.006854827981442213, -11.075180053710938, -8.312682151794434, -3.5004539489746094, -7.698920249938965, -0.39528465270996094, -5.777276992797852]"
a manager threw an instrument to us .,PD,THROW,A,to,-62.7773666381836,▁A|▁manager|▁threw|▁an|▁instrument|▁to|▁us|.,"[-11.423389434814453, -9.445833206176758, -11.43923568725586, -3.8278801441192627, -10.019476890563965, -5.8153767585754395, -8.238960266113281, -2.5672149658203125]"
a manager threw us an instrument .,DO,THROW,A,to,-57.178592681884766,▁A|▁manager|▁threw|▁us|▁an|▁instrument|.,"[-11.423389434814453, -9.445833206176758, -11.439236640930176, -7.2020263671875, -4.543446063995361, -9.82309341430664, -3.3015694618225098]"
a kid threw a candy to me .,PD,THROW,A,to,-49.34635162353516,▁A|▁kid|▁threw|▁a|▁c|andy|▁to|▁me|.,"[-11.423389434814453, -9.81735897064209, -11.201168060302734, -0.4803907573223114, -5.469358444213867, -0.16599586606025696, -7.703063488006592, -0.6489587426185608, -2.4366660118103027]"
a kid threw me a candy .,DO,THROW,A,to,-48.12778854370117,▁A|▁kid|▁threw|▁me|▁a|▁c|andy|.,"[-11.423389434814453, -9.81735897064209, -11.201169967651367, -6.1142258644104, -0.7944654226303101, -5.43471097946167, -0.11977148056030273, -3.222698211669922]"
a physician threw a juice to me .,PD,THROW,A,to,-58.360008239746094,▁A|▁phys|ician|▁threw|▁a|▁ju|ice|▁to|▁me|.,"[-11.423389434814453, -8.82286262512207, -0.78216952085495, -12.092988967895508, -0.9656702876091003, -10.512306213378906, -0.21162864565849304, -5.242049217224121, -6.0070953369140625, -2.2998452186584473]"
a physician threw me a juice .,DO,THROW,A,to,-54.6314697265625,▁A|▁phys|ician|▁threw|▁me|▁a|▁ju|ice|.,"[-11.423389434814453, -8.82286262512207, -0.78216952085495, -12.092988967895508, -3.8435702323913574, -3.2821640968322754, -10.269076347351074, -0.5012950897216797, -3.6139471530914307]"
a champion threw a bag to you .,PD,THROW,A,to,-55.10152053833008,▁A|▁champion|▁threw|▁a|▁bag|▁to|▁you|.,"[-11.423389434814453, -9.985156059265137, -13.07404899597168, -1.1052088737487793, -5.855880260467529, -5.775485992431641, -6.3477582931518555, -1.5345889329910278]"
a champion threw you a bag .,DO,THROW,A,to,-54.26580810546875,▁A|▁champion|▁threw|▁you|▁a|▁bag|.,"[-11.423389434814453, -9.985156059265137, -13.074049949645996, -8.068716049194336, -1.2405650615692139, -6.294111728668213, -4.179817199707031]"
a friend threw a gun to us .,PD,THROW,A,to,-55.600852966308594,▁A|▁friend|▁threw|▁a|▁gun|▁to|▁us|.,"[-11.423389434814453, -6.524401664733887, -10.8796968460083, -0.6820966601371765, -11.790078163146973, -5.300899982452393, -6.31519889831543, -2.6850907802581787]"
a friend threw us a gun .,DO,THROW,A,to,-50.306243896484375,▁A|▁friend|▁threw|▁us|▁a|▁gun|.,"[-11.423389434814453, -6.524401664733887, -10.879698753356934, -6.705812931060791, -0.167819544672966, -12.692770004272461, -1.912347674369812]"
a lawyer threw a coffee to us .,PD,THROW,A,to,-60.864784240722656,▁A|▁lawyer|▁threw|▁a|▁coffee|▁to|▁us|.,"[-11.423389434814453, -8.281500816345215, -12.052962303161621, -1.0379503965377808, -5.904816150665283, -10.694052696228027, -8.891451835632324, -2.5786595344543457]"
a lawyer threw us a coffee .,DO,THROW,A,to,-56.91422653198242,▁A|▁lawyer|▁threw|▁us|▁a|▁coffee|.,"[-11.423389434814453, -8.281500816345215, -12.052962303161621, -8.619736671447754, -1.5221824645996094, -11.213854789733887, -3.800600290298462]"
a scientist threw a beer to you .,PD,THROW,A,to,-61.357688903808594,▁A|▁scient|ist|▁threw|▁a|▁be|er|▁to|▁you|.,"[-11.423389434814453, -9.1234769821167, -0.006854827981442213, -11.075180053710938, -0.501124918460846, -6.465660095214844, -5.871872901916504, -7.475522994995117, -7.529013633728027, -1.8855960369110107]"
a scientist threw you a beer .,DO,THROW,A,to,-55.963497161865234,▁A|▁scient|ist|▁threw|▁you|▁a|▁be|er|.,"[-11.423389434814453, -9.1234769821167, -0.006854827981442213, -11.075180053710938, -10.080840110778809, -1.8368275165557861, -6.723600387573242, -3.905323028564453, -1.7880043983459473]"
a chief threw a pie to me .,PD,THROW,A,to,-56.35731887817383,▁A|▁chief|▁threw|▁a|▁pie|▁to|▁me|.,"[-11.423389434814453, -10.435576438903809, -13.143228530883789, -0.7519761323928833, -6.784038543701172, -6.8993000984191895, -4.99083137512207, -1.928974986076355]"
a chief threw me a pie .,DO,THROW,A,to,-48.77772903442383,▁A|▁chief|▁threw|▁me|▁a|▁pie|.,"[-11.423389434814453, -10.435576438903809, -13.143228530883789, -3.484057903289795, -1.4257993698120117, -6.29239559173584, -2.5732779502868652]"
a partner threw a cigarette to you .,PD,THROW,A,to,-56.1806640625,▁A|▁partner|▁threw|▁a|▁cig|aret|te|▁to|▁you|.,"[-11.423389434814453, -9.772360801696777, -11.380424499511719, -1.0179330110549927, -8.126524925231934, -0.0041250623762607574, -4.5536911784438416e-05, -8.15512466430664, -4.264609336853027, -2.0361273288726807]"
a partner threw you a cigarette .,DO,THROW,A,to,-53.00661087036133,▁A|▁partner|▁threw|▁you|▁a|▁cig|aret|te|.,"[-11.423389434814453, -9.772360801696777, -11.380424499511719, -3.807980537414551, -1.1119297742843628, -12.60072135925293, -0.09410318732261658, -0.00010668662434909493, -2.8155901432037354]"
a princess threw a salad to it .,PD,THROW,A,to,-58.22846984863281,▁A|▁prin|cess|▁threw|▁a|▁sal|ad|▁to|▁it|.,"[-11.423389434814453, -10.609856605529785, -0.016750169917941093, -11.097244262695312, -0.5047888159751892, -8.250629425048828, -0.1883712112903595, -3.804947853088379, -10.61138916015625, -1.7211087942123413]"
a princess threw it a salad .,DO,THROW,A,to,-57.361724853515625,▁A|▁prin|cess|▁threw|▁it|▁a|▁sal|ad|.,"[-11.423389434814453, -10.609856605529785, -0.016750169917941093, -11.097244262695312, -7.741658687591553, -5.350723743438721, -8.659283638000488, -0.8387067914009094, -1.6241157054901123]"
a kid threw a knife to them .,PD,THROW,A,to,-58.47383499145508,▁A|▁kid|▁threw|▁a|▁kn|ife|▁to|▁them|.,"[-11.423389434814453, -9.81735897064209, -11.201168060302734, -0.4803907573223114, -8.621916770935059, -0.01350798923522234, -5.557476997375488, -9.342249870300293, -2.0163722038269043]"
a kid threw them a knife .,DO,THROW,A,to,-56.24546432495117,▁A|▁kid|▁threw|▁them|▁a|▁kn|ife|.,"[-11.423389434814453, -9.81735897064209, -11.201169967651367, -9.889906883239746, -5.546119689941406, -6.47524356842041, -0.09107647836208344, -1.801201343536377]"
a physician threw a beer to him .,PD,THROW,A,to,-55.94942092895508,▁A|▁phys|ician|▁threw|▁a|▁be|er|▁to|▁him|.,"[-11.423389434814453, -8.82286262512207, -0.78216952085495, -12.092988967895508, -0.9656702876091003, -6.424191474914551, -0.8532457947731018, -7.239487648010254, -5.323159694671631, -2.0222582817077637]"
a physician threw him a beer .,DO,THROW,A,to,-51.37813949584961,▁A|▁phys|ician|▁threw|▁him|▁a|▁be|er|.,"[-11.423389434814453, -8.82286262512207, -0.78216952085495, -12.092988967895508, -6.630025386810303, -2.002322196960449, -6.255305290222168, -1.2264404296875, -2.1426353454589844]"
a chief threw a juice to it .,PD,THROW,A,to,-60.42565536499024,▁A|▁chief|▁threw|▁a|▁ju|ice|▁to|▁it|.,"[-11.423389434814453, -10.435576438903809, -13.143228530883789, -0.7519754767417908, -7.3232855796813965, -1.9532041549682617, -6.064148902893066, -7.742008209228516, -1.5888375043869019]"
a chief threw it a juice .,DO,THROW,A,to,-60.36432647705078,▁A|▁chief|▁threw|▁it|▁a|▁ju|ice|.,"[-11.423389434814453, -10.435576438903809, -13.143228530883789, -6.346872329711914, -4.920720100402832, -7.614810943603516, -3.535571336746216, -2.944157123565674]"
an author threw a beer to it .,PD,THROW,A,to,-59.28404235839844,▁An|▁author|▁threw|▁a|▁be|er|▁to|▁it|.,"[-11.601554870605469, -7.232107162475586, -13.963720321655273, -0.8070963025093079, -7.628402233123779, -0.5427447557449341, -7.88682222366333, -7.777531623840332, -1.8440697193145752]"
an author threw it a beer .,DO,THROW,A,to,-56.10593795776367,▁An|▁author|▁threw|▁it|▁a|▁be|er|.,"[-11.601554870605469, -7.232107162475586, -13.96372127532959, -7.404886722564697, -5.614770412445068, -7.784735679626465, -0.7355986833572388, -1.7685617208480835]"
a cop threw an iron to us .,PD,THROW,A,to,-56.53602600097656,▁A|▁cop|▁threw|▁an|▁iron|▁to|▁us|.,"[-11.423389434814453, -9.092832565307617, -7.641966819763184, -4.717267990112305, -8.606841087341309, -5.723116874694824, -7.407987117767334, -1.9226222038269043]"
a cop threw us an iron .,DO,THROW,A,to,-54.64996719360352,▁A|▁cop|▁threw|▁us|▁an|▁iron|.,"[-11.423389434814453, -9.092832565307617, -7.641967296600342, -6.768642902374268, -8.064278602600098, -7.540735244750977, -4.118123531341553]"
a minister threw a bell to us .,PD,THROW,A,to,-62.41648864746094,▁A|▁minister|▁threw|▁a|▁bell|▁to|▁us|.,"[-11.423389434814453, -10.031993865966797, -10.227080345153809, -1.0758907794952393, -9.47964859008789, -2.177431106567383, -7.59129524230957, -10.409758567810059]"
a minister threw us a bell .,DO,THROW,A,to,-55.39358139038086,▁A|▁minister|▁threw|▁us|▁a|▁bell|.,"[-11.423389434814453, -10.031993865966797, -10.227080345153809, -7.511187553405762, -2.960691452026367, -11.552556037902832, -1.6866790056228638]"
a kid threw a coffee to you .,PD,THROW,A,to,-62.942649841308594,▁A|▁kid|▁threw|▁a|▁coffee|▁to|▁you|.,"[-11.423389434814453, -9.81735897064209, -11.201169967651367, -0.48039016127586365, -9.652691841125488, -9.912177085876465, -8.857580184936523, -1.597892165184021]"
a kid threw you a coffee .,DO,THROW,A,to,-59.98454666137695,▁A|▁kid|▁threw|▁you|▁a|▁coffee|.,"[-11.423389434814453, -9.81735897064209, -11.201168060302734, -10.779354095458984, -0.48714253306388855, -11.867996215820312, -4.408138275146484]"
a guy threw a tea to us .,PD,THROW,A,to,-67.09276580810547,▁A|▁gu|y|▁threw|▁a|▁tea|▁to|▁us|.,"[-11.423389434814453, -8.132781982421875, -1.4616398811340332, -9.180427551269531, -0.6026462316513062, -8.70160961151123, -4.873248100280762, -20.175643920898438, -2.541379928588867]"
a guy threw us a tea .,DO,THROW,A,to,-58.48930358886719,▁A|▁gu|y|▁threw|▁us|▁a|▁tea|.,"[-11.423389434814453, -8.132781982421875, -1.461639642715454, -9.180426597595215, -8.715251922607422, -1.151713252067566, -10.246757507324219, -8.177343368530273]"
a husband threw a chocolate to you .,PD,THROW,A,to,-66.90837860107422,▁A|▁husband|▁threw|▁a|▁ch|oc|olate|▁to|▁you|.,"[-11.423389434814453, -9.728907585144043, -10.200492858886719, -3.3055336475372314, -6.3904266357421875, -1.0930521488189697, -0.00011145447206217796, -10.29963207244873, -12.456570625305176, -2.0102598667144775]"
a husband threw you a chocolate .,DO,THROW,A,to,-64.26701354980469,▁A|▁husband|▁threw|▁you|▁a|▁ch|oc|olate|.,"[-11.423389434814453, -9.728907585144043, -10.200492858886719, -12.589641571044922, -2.553170919418335, -9.650827407836914, -1.5958551168441772, -0.0004390706308186054, -6.524284362792969]"
the mayor promised the tea to me .,PD,PROMISE,THE,to,-57.45823669433594,▁The|▁mayor|▁promised|▁the|▁tea|▁to|▁me|.,"[-11.048931121826172, -9.219654083251953, -9.248655319213867, -3.237027645111084, -10.456205368041992, -6.922540664672852, -6.022181034088135, -1.3030444383621216]"
the mayor promised me the tea .,DO,PROMISE,THE,to,-54.779693603515625,▁The|▁mayor|▁promised|▁me|▁the|▁tea|.,"[-11.048931121826172, -9.219654083251953, -9.248651504516602, -4.809221267700195, -3.8885936737060547, -13.20247745513916, -3.362168550491333]"
the minister promised the cigarette to us .,PD,PROMISE,THE,to,-61.68711471557617,▁The|▁minister|▁promised|▁the|▁cig|aret|te|▁to|▁us|.,"[-11.048931121826172, -10.236388206481934, -7.430719375610352, -3.1701016426086426, -12.501799583435059, -0.33991068601608276, -5.435795901576057e-05, -6.4450459480285645, -8.794116973876953, -1.7200477123260498]"
the minister promised us the cigarette .,DO,PROMISE,THE,to,-56.53045272827149,▁The|▁minister|▁promised|▁us|▁the|▁cig|aret|te|.,"[-11.048931121826172, -10.236388206481934, -7.430719375610352, -4.932443141937256, -3.754363536834717, -14.375236511230469, -0.21697844564914703, -5.07818695041351e-05, -4.535341262817383]"
the aunt promised the newspaper to you .,PD,PROMISE,THE,to,-61.301719665527344,▁The|▁a|unt|▁promised|▁the|▁newspaper|▁to|▁you|.,"[-11.048931121826172, -8.487153053283691, -5.773069858551025, -9.177469253540039, -4.23629903793335, -9.759879112243652, -3.29044246673584, -8.143989562988281, -1.3844859600067139]"
the aunt promised you the newspaper .,DO,PROMISE,THE,to,-60.8785514831543,▁The|▁a|unt|▁promised|▁you|▁the|▁newspaper|.,"[-11.048931121826172, -8.487153053283691, -5.773072242736816, -9.177471160888672, -8.148704528808594, -3.137134075164795, -12.386456489562988, -2.719630718231201]"
the friend promised the chocolate to her .,PD,PROMISE,THE,to,-54.50355529785156,▁The|▁friend|▁promised|▁the|▁ch|oc|olate|▁to|▁her|.,"[-11.048931121826172, -10.873382568359375, -9.802701950073242, -4.3976922035217285, -7.341831207275391, -1.4594483375549316, -0.1464257538318634, -4.0504889488220215, -2.83682918548584, -2.545820474624634]"
the friend promised her the chocolate .,DO,PROMISE,THE,to,-52.566932678222656,▁The|▁friend|▁promised|▁her|▁the|▁ch|oc|olate|.,"[-11.048931121826172, -10.873382568359375, -9.802701950073242, -5.499070644378662, -3.9036126136779785, -6.657279968261719, -0.7856454849243164, -0.16597244143486023, -3.8303327560424805]"
the minister promised the ball to us .,PD,PROMISE,THE,to,-57.21906280517578,▁The|▁minister|▁promised|▁the|▁ball|▁to|▁us|.,"[-11.048931121826172, -10.236388206481934, -7.430717945098877, -3.170100212097168, -10.025873184204102, -6.516476631164551, -7.034377098083496, -1.7562004327774048]"
the minister promised us the ball .,DO,PROMISE,THE,to,-51.65254211425781,▁The|▁minister|▁promised|▁us|▁the|▁ball|.,"[-11.048931121826172, -10.236388206481934, -7.430719375610352, -4.932443141937256, -3.754363536834717, -9.73982048034668, -4.509873390197754]"
the sheriff promised the tea to us .,PD,PROMISE,THE,to,-63.12217330932617,▁The|▁sh|er|iff|▁promised|▁the|▁tea|▁to|▁us|.,"[-11.048931121826172, -8.223567962646484, -3.548815965652466, -0.019904281944036484, -8.883856773376465, -3.408996820449829, -11.275321960449219, -7.862484931945801, -7.052412986755371, -1.7978794574737549]"
the sheriff promised us the tea .,DO,PROMISE,THE,to,-57.082427978515625,▁The|▁sh|er|iff|▁promised|▁us|▁the|▁tea|.,"[-11.048931121826172, -8.223567962646484, -3.548815965652466, -0.019904281944036484, -8.883853912353516, -4.518536567687988, -4.045224666595459, -13.224356651306152, -3.5692391395568848]"
the cousin promised the gun to us .,PD,PROMISE,THE,to,-56.80603790283203,▁The|▁cousin|▁promised|▁the|▁gun|▁to|▁us|.,"[-11.048931121826172, -11.987820625305176, -10.196756362915039, -3.8251359462738037, -7.953110694885254, -2.5426089763641357, -7.3001708984375, -1.9515094757080078]"
the cousin promised us the gun .,DO,PROMISE,THE,to,-54.346927642822266,▁The|▁cousin|▁promised|▁us|▁the|▁gun|.,"[-11.048931121826172, -11.987820625305176, -10.196757316589355, -6.272412300109863, -3.4316763877868652, -8.881924629211426, -2.5274040699005127]"
the king promised the box to him .,PD,PROMISE,THE,to,-47.12919616699219,▁The|▁king|▁promised|▁the|▁box|▁to|▁him|.,"[-11.048931121826172, -9.378606796264648, -7.874471664428711, -2.561034917831421, -9.81210994720459, -0.7698933482170105, -3.385634183883667, -2.298511505126953]"
the king promised him the box .,DO,PROMISE,THE,to,-47.30946731567383,▁The|▁king|▁promised|▁him|▁the|▁box|.,"[-11.048931121826172, -9.378606796264648, -7.8744707107543945, -2.478867292404175, -2.6184279918670654, -11.146727561950684, -2.763439416885376]"
the leader promised the salad to you .,PD,PROMISE,THE,to,-67.2447509765625,▁The|▁leader|▁promised|▁the|▁sal|ad|▁to|▁you|.,"[-11.048931121826172, -9.584531784057617, -11.636370658874512, -2.1822140216827393, -10.271848678588867, -8.87629222869873, -5.163213729858398, -6.813943862915039, -1.6674096584320068]"
the leader promised you the salad .,DO,PROMISE,THE,to,-64.56942749023438,▁The|▁leader|▁promised|▁you|▁the|▁sal|ad|.,"[-11.048931121826172, -9.584531784057617, -11.636370658874512, -6.9505205154418945, -1.9488897323608398, -12.221259117126465, -6.698670387268066, -4.480251312255859]"
the champion promised the flower to you .,PD,PROMISE,THE,to,-55.72115707397461,▁The|▁champion|▁promised|▁the|▁flower|▁to|▁you|.,"[-11.048931121826172, -11.023110389709473, -11.584138870239258, -3.1605582237243652, -8.812357902526855, -1.8971699476242065, -6.758999824523926, -1.4358885288238525]"
the champion promised you the flower .,DO,PROMISE,THE,to,-57.91856384277344,▁The|▁champion|▁promised|▁you|▁the|▁flower|.,"[-11.048931121826172, -11.023110389709473, -11.584137916564941, -7.28279972076416, -2.8226442337036133, -11.670181274414062, -2.4867610931396484]"
the doctor promised the chocolate to her .,PD,PROMISE,THE,to,-57.25676727294922,▁The|▁doctor|▁promised|▁the|▁ch|oc|olate|▁to|▁her|.,"[-11.048931121826172, -8.940589904785156, -8.868885040283203, -4.192103862762451, -8.789164543151855, -3.9719607830047607, -0.06279988586902618, -5.188904285430908, -3.449134588241577, -2.744290351867676]"
the doctor promised her the chocolate .,DO,PROMISE,THE,to,-52.11208724975586,▁The|▁doctor|▁promised|▁her|▁the|▁ch|oc|olate|.,"[-11.048931121826172, -8.940589904785156, -8.868885040283203, -2.9384284019470215, -3.8142271041870117, -8.423310279846191, -3.0232324600219727, -0.05016915872693062, -5.00431489944458]"
