text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
a husband made a pot for a company .,PD,MAKE,A,for,-46.94823455810547,▁A|▁husband|▁made|▁a|▁pot|▁for|▁a|▁company|.,"[-4.20621395111084, -9.22062873840332, -6.823202610015869, -0.8394190669059753, -7.653244495391846, -4.8883209228515625, -3.4871811866760254, -7.628635406494141, -2.201388120651245]"
a husband made a company a pot .,DO,MAKE,A,for,-51.52546691894531,▁A|▁husband|▁made|▁a|▁company|▁a|▁pot|.,"[-4.20621395111084, -9.22062873840332, -6.823202133178711, -0.8394185900688171, -10.729488372802734, -5.189122676849365, -8.88932991027832, -5.628061294555664]"
a writer made an iron for a lawyer .,PD,MAKE,A,for,-52.100318908691406,▁A|▁writer|▁made|▁an|▁iron|▁for|▁a|▁lawyer|.,"[-4.20621395111084, -8.38989543914795, -8.422306060791016, -2.867612361907959, -8.26845645904541, -5.965537071228027, -3.922219753265381, -8.347803115844727, -1.7102707624435425]"
a writer made a lawyer an iron .,DO,MAKE,A,for,-53.16252899169922,▁A|▁writer|▁made|▁a|▁lawyer|▁an|▁iron|.,"[-4.20621395111084, -8.38989543914795, -8.422307968139648, -0.9501470327377319, -11.349124908447266, -4.615886688232422, -8.883790016174316, -6.345163822174072]"
a son made a ball for an author .,PD,MAKE,A,for,-50.613243103027344,▁A|▁son|▁made|▁a|▁ball|▁for|▁an|▁author|.,"[-4.20621395111084, -9.012458801269531, -7.624094009399414, -1.2398711442947388, -9.615943908691406, -2.461987257003784, -6.393415927886963, -7.976645469665527, -2.0826096534729004]"
a son made an author a ball .,DO,MAKE,A,for,-52.41658782958984,▁A|▁son|▁made|▁an|▁author|▁a|▁ball|.,"[-4.20621395111084, -9.012458801269531, -7.624094486236572, -3.241816997528076, -9.49697494506836, -3.704956531524658, -10.63525104522705, -4.4948225021362305]"
a candidate made an instrument for an army .,PD,MAKE,A,for,-53.968788146972656,▁A|▁candidate|▁made|▁an|▁instrument|▁for|▁an|▁army|.,"[-4.20621395111084, -9.32246208190918, -8.780438423156738, -2.5040440559387207, -10.974007606506348, -2.922724723815918, -4.627442359924316, -7.694438934326172, -2.9370174407958984]"
a candidate made an army an instrument .,DO,MAKE,A,for,-52.62271499633789,▁A|▁candidate|▁made|▁an|▁army|▁an|▁instrument|.,"[-4.20621395111084, -9.32246208190918, -8.780440330505371, -2.5040431022644043, -9.243758201599121, -7.135190010070801, -5.347429275512695, -6.083179473876953]"
a worker made a card for a band .,PD,MAKE,A,for,-47.55040740966797,▁A|▁worker|▁made|▁a|▁card|▁for|▁a|▁band|.,"[-4.20621395111084, -8.155519485473633, -8.401179313659668, -1.2584880590438843, -7.295655250549316, -2.6664931774139404, -1.9266935586929321, -9.647331237792969, -3.9928348064422607]"
a worker made a band a card .,DO,MAKE,A,for,-51.81547546386719,▁A|▁worker|▁made|▁a|▁band|▁a|▁card|.,"[-4.20621395111084, -8.155519485473633, -8.401179313659668, -1.2584880590438843, -10.724777221679688, -7.290224552154541, -8.349444389343262, -3.429624557495117]"
an actor made a bell for an administration .,PD,MAKE,A,for,-54.38633346557617,▁An|▁actor|▁made|▁a|▁bell|▁for|▁an|▁administration|.,"[-6.080687522888184, -7.308281898498535, -7.41373348236084, -1.2423139810562134, -11.015127182006836, -3.4261586666107178, -3.964393138885498, -11.113814353942871, -2.821821451187134]"
an actor made an administration a bell .,DO,MAKE,A,for,-54.581844329833984,▁An|▁actor|▁made|▁an|▁administration|▁a|▁bell|.,"[-6.080687522888184, -7.308281898498535, -7.413734436035156, -3.171312093734741, -10.286966323852539, -5.467294692993164, -10.919544219970703, -3.9340224266052246]"
an opponent made an engine for a company .,PD,MAKE,A,for,-52.795040130615234,▁An|▁oppon|ent|▁made|▁an|▁engine|▁for|▁a|▁company|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -6.959095478057861, -2.621467113494873, -10.458703994750977, -4.901121616363525, -2.288111925125122, -7.321247100830078, -2.5390095710754395]"
an opponent made a company an engine .,DO,MAKE,A,for,-56.31767272949219,▁An|▁oppon|ent|▁made|▁a|▁company|▁an|▁engine|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -6.959095478057861, -0.6582352519035339, -11.715471267700195, -5.728386878967285, -11.664468765258789, -3.8857336044311523]"
an opponent made an iron for a company .,PD,MAKE,A,for,-55.41525268554688,▁An|▁oppon|ent|▁made|▁an|▁iron|▁for|▁a|▁company|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -6.959095478057861, -2.621467113494873, -9.143867492675781, -6.37971305847168, -1.8164154291152954, -9.92695140838623, -2.8614609241485596]"
an opponent made a company an iron .,DO,MAKE,A,for,-55.880104064941406,▁An|▁oppon|ent|▁made|▁a|▁company|▁an|▁iron|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -6.959095478057861, -0.6582352519035339, -11.715471267700195, -5.728386878967285, -10.008051872253418, -5.104580879211426]"
a reader made a book for a colonel .,PD,MAKE,A,for,-48.79805374145508,▁A|▁reader|▁made|▁a|▁book|▁for|▁a|▁colon|el|.,"[-4.20621395111084, -7.79705810546875, -6.096627235412598, -0.9845179319381714, -8.02894401550293, -3.613032817840576, -3.056896686553955, -10.935505867004395, -1.5798367261886597, -2.499422550201416]"
a reader made a colonel a book .,DO,MAKE,A,for,-48.425411224365234,▁A|▁reader|▁made|▁a|▁colon|el|▁a|▁book|.,"[-4.20621395111084, -7.79705810546875, -6.096627235412598, -0.9845179319381714, -13.643122673034668, -2.0931081771850586, -4.630675792694092, -5.748528480529785, -3.2255587577819824]"
a champion made a television for a corporation .,PD,MAKE,A,for,-56.18032836914063,▁A|▁champion|▁made|▁a|▁television|▁for|▁a|▁corpor|ation|.,"[-4.20621395111084, -9.701070785522461, -8.984437942504883, -3.5177812576293945, -9.936697959899902, -6.56835412979126, -2.8008148670196533, -8.148857116699219, -0.7138071060180664, -1.6022882461547852]"
a champion made a corporation a television .,DO,MAKE,A,for,-56.87621688842773,▁A|▁champion|▁made|▁a|▁corpor|ation|▁a|▁television|.,"[-4.20621395111084, -9.701070785522461, -8.984437942504883, -3.5177812576293945, -11.384017944335938, -1.286268949508667, -3.891129493713379, -9.385871887207031, -4.51942253112793]"
a wife made a bowl for a business .,PD,MAKE,A,for,-49.55594253540039,▁A|▁wife|▁made|▁a|▁bow|l|▁for|▁a|▁business|.,"[-4.20621395111084, -9.911269187927246, -6.988753318786621, -1.0079022645950317, -8.929852485656738, -0.2195049673318863, -3.2517824172973633, -3.477839708328247, -7.567745208740234, -3.995077133178711]"
a wife made a business a bowl .,DO,MAKE,A,for,-52.96788024902344,▁A|▁wife|▁made|▁a|▁business|▁a|▁bow|l|.,"[-4.20621395111084, -9.911269187927246, -6.988753318786621, -1.0079022645950317, -7.276830196380615, -6.698987007141113, -12.195509910583496, -0.6077632308006287, -4.074650287628174]"
a sheriff made a bottle for a club .,PD,MAKE,A,for,-51.01891326904297,▁A|▁sh|er|iff|▁made|▁a|▁bott|le|▁for|▁a|▁club|.,"[-4.20621395111084, -7.522364616394043, -2.62355637550354, -0.11041980236768723, -7.216835021972656, -0.9212155938148499, -11.045842170715332, -0.060737598687410355, -4.990516662597656, -1.8546088933944702, -8.219327926635742, -2.2472784519195557]"
a sheriff made a club a bottle .,DO,MAKE,A,for,-50.134220123291016,▁A|▁sh|er|iff|▁made|▁a|▁club|▁a|▁bott|le|.,"[-4.20621395111084, -7.522364616394043, -2.6235568523406982, -0.11041969060897827, -7.216835975646973, -0.9212153553962708, -10.877141952514648, -3.84987211227417, -8.390713691711426, -0.049617428332567215, -4.366265296936035]"
a worker made a television for a band .,PD,MAKE,A,for,-49.73162078857422,▁A|▁worker|▁made|▁a|▁television|▁for|▁a|▁band|.,"[-4.20621395111084, -8.155519485473633, -8.401179313659668, -1.2584880590438843, -10.223379135131836, -3.3894331455230713, -2.3497493267059326, -9.221820831298828, -2.5258336067199707]"
a worker made a band a television .,DO,MAKE,A,for,-54.20011520385742,▁A|▁worker|▁made|▁a|▁band|▁a|▁television|.,"[-4.20621395111084, -8.155519485473633, -8.401179313659668, -1.2584880590438843, -10.724777221679688, -7.290224552154541, -10.608830451965332, -3.554880380630493]"
a singer made a crystal for an army .,PD,MAKE,A,for,-54.31837463378906,▁A|▁singer|▁made|▁a|▁cry|stal|▁for|▁an|▁army|.,"[-4.20621395111084, -9.675193786621094, -7.907360553741455, -1.0678359270095825, -8.025175094604492, -2.0210366249084473, -6.685240745544434, -4.540258407592773, -6.722929954528809, -3.467127799987793]"
a singer made an army a crystal .,DO,MAKE,A,for,-54.20956039428711,▁A|▁singer|▁made|▁an|▁army|▁a|▁cry|stal|.,"[-4.20621395111084, -9.675193786621094, -7.907360553741455, -2.82741641998291, -8.871916770935059, -6.469656944274902, -6.064414978027344, -4.044926643371582, -4.14246129989624]"
a cousin made an instrument for a club .,PD,MAKE,A,for,-53.01399993896485,▁A|▁cousin|▁made|▁an|▁instrument|▁for|▁a|▁club|.,"[-4.20621395111084, -10.634753227233887, -7.673610687255859, -3.4240918159484863, -10.26287841796875, -2.6640563011169434, -2.7992119789123535, -8.61668586730957, -2.7325003147125244]"
a cousin made a club an instrument .,DO,MAKE,A,for,-52.88424682617188,▁A|▁cousin|▁made|▁a|▁club|▁an|▁instrument|.,"[-4.20621395111084, -10.634753227233887, -7.673611164093018, -1.4666138887405396, -9.964973449707031, -8.552715301513672, -6.953723907470703, -3.431641101837158]"
the leader purchased the juice for the business .,PD,PURCHASE,THE,for,-49.68365478515625,▁The|▁leader|▁purchased|▁the|▁ju|ice|▁for|▁the|▁business|.,"[-3.6788957118988037, -9.022970199584961, -13.661643028259277, -1.4319922924041748, -9.0901460647583, -0.46117594838142395, -2.7026071548461914, -1.8589601516723633, -6.3411102294921875, -1.4341535568237305]"
the leader purchased the business the juice .,DO,PURCHASE,THE,for,-54.753665924072266,▁The|▁leader|▁purchased|▁the|▁business|▁the|▁ju|ice|.,"[-3.6788957118988037, -9.022970199584961, -13.661643028259277, -1.4319922924041748, -3.9319405555725098, -7.101118564605713, -11.074979782104492, -0.6539480090141296, -4.196173667907715]"
the husband purchased the bottle for the club .,PD,PURCHASE,THE,for,-48.46793746948242,▁The|▁husband|▁purchased|▁the|▁bott|le|▁for|▁the|▁club|.,"[-3.6788957118988037, -10.154186248779297, -9.201030731201172, -1.940476655960083, -6.588360786437988, -0.12377067655324936, -2.7911837100982666, -2.575850248336792, -9.281267166137695, -2.132913827896118]"
the husband purchased the club the bottle .,DO,PURCHASE,THE,for,-53.471458435058594,▁The|▁husband|▁purchased|▁the|▁club|▁the|▁bott|le|.,"[-3.6788957118988037, -10.154186248779297, -9.201030731201172, -1.940476655960083, -8.428818702697754, -6.21010684967041, -9.978419303894043, -0.08023859560489655, -3.799283027648926]"
the writer purchased the beer for the administration .,PD,PURCHASE,THE,for,-52.4957160949707,▁The|▁writer|▁purchased|▁the|▁be|er|▁for|▁the|▁administration|.,"[-3.6788957118988037, -8.842855453491211, -10.688650131225586, -1.9913439750671387, -7.951938152313232, -1.7211272716522217, -2.989635705947876, -1.3071980476379395, -10.985889434814453, -2.3381824493408203]"
the writer purchased the administration the beer .,DO,PURCHASE,THE,for,-57.12822341918945,▁The|▁writer|▁purchased|▁the|▁administration|▁the|▁be|er|.,"[-3.6788957118988037, -8.842855453491211, -10.688650131225586, -1.9913439750671387, -11.306488037109375, -7.066218376159668, -8.588899612426758, -2.6743123531341553, -2.2905545234680176]"
the actor purchased the meal for the president .,PD,PURCHASE,THE,for,-45.45772171020508,▁The|▁actor|▁purchased|▁the|▁me|al|▁for|▁the|▁president|.,"[-3.6788957118988037, -8.630037307739258, -9.356302261352539, -0.7355534434318542, -8.57437801361084, -0.6853154897689819, -0.9721470475196838, -1.3081964254379272, -8.501453399658203, -3.015439510345459]"
the actor purchased the president the meal .,DO,PURCHASE,THE,for,-50.29371643066406,▁The|▁actor|▁purchased|▁the|▁president|▁the|▁me|al|.,"[-3.6788957118988037, -8.630037307739258, -9.356302261352539, -0.7355534434318542, -9.606367111206055, -6.688605308532715, -7.891319274902344, -0.47849297523498535, -3.228145122528076]"
the manager purchased the chicken for the club .,PD,PURCHASE,THE,for,-44.54381561279297,▁The|▁manager|▁purchased|▁the|▁ch|icken|▁for|▁the|▁club|.,"[-3.6788957118988037, -9.713770866394043, -9.49870491027832, -1.5569487810134888, -6.790092945098877, -1.6221437454223633, -2.4979283809661865, -1.7834200859069824, -5.49600887298584, -1.9058988094329834]"
the manager purchased the club the chicken .,DO,PURCHASE,THE,for,-53.21875762939453,▁The|▁manager|▁purchased|▁the|▁club|▁the|▁ch|icken|.,"[-3.6788957118988037, -9.713770866394043, -9.49870491027832, -1.5569487810134888, -4.807180404663086, -6.488437175750732, -10.05427074432373, -3.4295127391815186, -3.991036891937256]"
the man purchased the meal for the physician .,PD,PURCHASE,THE,for,-44.97982406616211,▁The|▁man|▁purchased|▁the|▁me|al|▁for|▁the|▁phys|ician|.,"[-3.6788957118988037, -7.1602463722229, -10.289606094360352, -1.2687878608703613, -6.516077518463135, -0.23570884764194489, -1.4625200033187866, -1.0211728811264038, -10.80280590057373, -0.703904390335083, -1.8400975465774536]"
the man purchased the physician the meal .,DO,PURCHASE,THE,for,-50.09699249267578,▁The|▁man|▁purchased|▁the|▁phys|ician|▁the|▁me|al|.,"[-3.6788957118988037, -7.1602463722229, -10.289606094360352, -1.2687865495681763, -11.981438636779785, -2.8757762908935547, -4.290308952331543, -6.001253128051758, -0.6317129135131836, -1.9189655780792236]"
the sheriff purchased the book for the chief .,PD,PURCHASE,THE,for,-48.41645812988281,▁The|▁sh|er|iff|▁purchased|▁the|▁book|▁for|▁the|▁chief|.,"[-3.6788957118988037, -7.895768165588379, -2.9655978679656982, -0.1404777467250824, -11.058509826660156, -1.4426931142807007, -6.810022354125977, -1.9407280683517456, -2.0039901733398438, -7.666256427764893, -2.8135223388671875]"
the sheriff purchased the chief the book .,DO,PURCHASE,THE,for,-51.1125373840332,▁The|▁sh|er|iff|▁purchased|▁the|▁chief|▁the|▁book|.,"[-3.6788957118988037, -7.895768165588379, -2.9655983448028564, -0.14047764241695404, -11.058507919311523, -1.4426945447921753, -9.57349967956543, -5.977482318878174, -5.598513603210449, -2.7810938358306885]"
the attorney purchased the juice for the company .,PD,PURCHASE,THE,for,-49.70808410644531,▁The|▁att|orney|▁purchased|▁the|▁ju|ice|▁for|▁the|▁company|.,"[-3.6788957118988037, -8.948784828186035, -1.854968786239624, -11.050519943237305, -1.451576590538025, -9.952985763549805, -1.582470178604126, -2.879420042037964, -2.2019729614257812, -4.282330513000488, -1.8241586685180664]"
the attorney purchased the company the juice .,DO,PURCHASE,THE,for,-54.16851806640625,▁The|▁att|orney|▁purchased|▁the|▁company|▁the|▁ju|ice|.,"[-3.6788957118988037, -8.948784828186035, -1.8549704551696777, -11.050519943237305, -1.451576590538025, -4.726295471191406, -6.406457424163818, -10.360383987426758, -1.8149034976959229, -3.8757312297821045]"
the wife purchased the candy for the business .,PD,PURCHASE,THE,for,-46.6606674194336,▁The|▁wife|▁purchased|▁the|▁c|andy|▁for|▁the|▁business|.,"[-3.6788957118988037, -9.513023376464844, -9.546110153198242, -2.4702095985412598, -5.331491470336914, -3.398104667663574, -2.3664722442626953, -1.365800380706787, -7.408807277679443, -1.5817484855651855]"
the wife purchased the business the candy .,DO,PURCHASE,THE,for,-56.2651596069336,▁The|▁wife|▁purchased|▁the|▁business|▁the|▁c|andy|.,"[-3.6788957118988037, -9.513023376464844, -9.546110153198242, -2.4702095985412598, -7.248752593994141, -7.041666507720947, -7.561432361602783, -3.9815001487731934, -5.223570346832275]"
the partner purchased the gun for the corporation .,PD,PURCHASE,THE,for,-50.08077621459961,▁The|▁partner|▁purchased|▁the|▁gun|▁for|▁the|▁corpor|ation|.,"[-3.6788957118988037, -10.891504287719727, -10.245504379272461, -1.7251378297805786, -8.391748428344727, -2.296008586883545, -2.075899124145508, -8.489026069641113, -0.5423353910446167, -1.7447185516357422]"
the partner purchased the corporation the gun .,DO,PURCHASE,THE,for,-54.10123062133789,▁The|▁partner|▁purchased|▁the|▁corpor|ation|▁the|▁gun|.,"[-3.6788957118988037, -10.891504287719727, -10.245504379272461, -1.7251378297805786, -6.969276428222656, -0.26545247435569763, -7.103232383728027, -10.464656829833984, -2.7575690746307373]"
the parent purchased the card for the army .,PD,PURCHASE,THE,for,-52.27840805053711,▁The|▁parent|▁purchased|▁the|▁card|▁for|▁the|▁army|.,"[-3.6788957118988037, -9.937634468078613, -11.936986923217773, -1.6364625692367554, -6.111250877380371, -1.6849489212036133, -1.3167972564697266, -12.81152629852295, -3.1639037132263184]"
the parent purchased the army the card .,DO,PURCHASE,THE,for,-57.84672164916992,▁The|▁parent|▁purchased|▁the|▁army|▁the|▁card|.,"[-3.6788957118988037, -9.937634468078613, -11.936986923217773, -1.636462926864624, -11.898809432983398, -7.608002662658691, -7.727419853210449, -3.42250919342041]"
the worker purchased the bag for the company .,PD,PURCHASE,THE,for,-44.58399200439453,▁The|▁worker|▁purchased|▁the|▁bag|▁for|▁the|▁company|.,"[-3.6788957118988037, -11.197181701660156, -10.069881439208984, -2.04484486579895, -6.817455768585205, -2.6902809143066406, -3.065369129180908, -3.0649538040161133, -1.9551281929016113]"
the worker purchased the company the bag .,DO,PURCHASE,THE,for,-53.05800628662109,▁The|▁worker|▁purchased|▁the|▁company|▁the|▁bag|.,"[-3.6788957118988037, -11.197181701660156, -10.069884300231934, -2.0448455810546875, -5.230883598327637, -6.345712184906006, -9.814794540405273, -4.675809860229492]"
the champion purchased the tea for the pilot .,PD,PURCHASE,THE,for,-54.09004974365234,▁The|▁champion|▁purchased|▁the|▁tea|▁for|▁the|▁pilot|.,"[-3.6788957118988037, -11.269198417663574, -12.77570915222168, -1.2662309408187866, -9.604799270629883, -2.631027936935425, -2.408249616622925, -8.470383644104004, -1.985556960105896]"
the champion purchased the pilot the tea .,DO,PURCHASE,THE,for,-56.095314025878906,▁The|▁champion|▁purchased|▁the|▁pilot|▁the|▁tea|.,"[-3.6788957118988037, -11.269198417663574, -12.77570915222168, -1.2662310600280762, -9.912354469299316, -6.596399307250977, -8.368988037109375, -2.2275383472442627]"
the cousin purchased the juice for the king .,PD,PURCHASE,THE,for,-54.07567596435547,▁The|▁cousin|▁purchased|▁the|▁ju|ice|▁for|▁the|▁king|.,"[-3.6788957118988037, -12.762985229492188, -12.356893539428711, -1.4202214479446411, -8.709322929382324, -1.1046795845031738, -2.626955270767212, -2.3342976570129395, -7.6426801681518555, -1.4387428760528564]"
the cousin purchased the king the juice .,DO,PURCHASE,THE,for,-56.37540435791016,▁The|▁cousin|▁purchased|▁the|▁king|▁the|▁ju|ice|.,"[-3.6788957118988037, -12.762985229492188, -12.356893539428711, -1.4202214479446411, -9.696390151977539, -3.8651914596557617, -9.462373733520508, -0.7171774506568909, -2.4152681827545166]"
the nurse purchased the wire for the actress .,PD,PURCHASE,THE,for,-54.049163818359375,▁The|▁nur|se|▁purchased|▁the|▁wire|▁for|▁the|▁actress|.,"[-3.6788957118988037, -9.952075958251953, -0.5162482261657715, -11.539862632751465, -1.9448126554489136, -8.868758201599121, -2.3209710121154785, -1.1119866371154785, -11.999267578125, -2.116281032562256]"
the nurse purchased the actress the wire .,DO,PURCHASE,THE,for,-57.8182373046875,▁The|▁nur|se|▁purchased|▁the|▁actress|▁the|▁wire|.,"[-3.6788957118988037, -9.952075958251953, -0.5162482261657715, -11.539862632751465, -1.9448148012161255, -12.06538200378418, -4.316056251525879, -10.193814277648926, -3.6110892295837402]"
the lady purchased the beer for the army .,PD,PURCHASE,THE,for,-51.02903366088867,▁The|▁lady|▁purchased|▁the|▁be|er|▁for|▁the|▁army|.,"[-3.6788957118988037, -10.159488677978516, -10.014415740966797, -1.625851035118103, -6.609793663024902, -1.5052225589752197, -2.6553750038146973, -1.843317985534668, -9.907261848449707, -3.0294079780578613]"
the lady purchased the army the beer .,DO,PURCHASE,THE,for,-55.12193298339844,▁The|▁lady|▁purchased|▁the|▁army|▁the|▁be|er|.,"[-3.6788957118988037, -10.159488677978516, -10.014415740966797, -1.625851035118103, -11.621206283569336, -6.919989585876465, -7.5467305183410645, -1.7836692333221436, -1.7716858386993408]"
the worker purchased the glass for the corporation .,PD,PURCHASE,THE,for,-51.43253326416016,▁The|▁worker|▁purchased|▁the|▁glass|▁for|▁the|▁corpor|ation|.,"[-3.6788957118988037, -11.197181701660156, -10.069881439208984, -2.04484486579895, -7.773208141326904, -4.844661712646484, -1.7583205699920654, -8.39048957824707, -0.35080382227897644, -1.3242487907409668]"
the worker purchased the corporation the glass .,DO,PURCHASE,THE,for,-57.912017822265625,▁The|▁worker|▁purchased|▁the|▁corpor|ation|▁the|▁glass|.,"[-3.6788957118988037, -11.197181701660156, -10.069881439208984, -2.04484486579895, -8.688413619995117, -0.7623563408851624, -6.81746244430542, -10.260124206542969, -4.392853736877441]"
the champion purchased the coat for the lawyer .,PD,PURCHASE,THE,for,-56.75265884399414,▁The|▁champion|▁purchased|▁the|▁coat|▁for|▁the|▁lawyer|.,"[-3.6788957118988037, -11.269198417663574, -12.77570915222168, -1.2662309408187866, -9.850817680358887, -1.9115862846374512, -2.81895112991333, -10.55181884765625, -2.6294517517089844]"
the champion purchased the lawyer the coat .,DO,PURCHASE,THE,for,-57.722904205322266,▁The|▁champion|▁purchased|▁the|▁lawyer|▁the|▁coat|.,"[-3.6788957118988037, -11.269198417663574, -12.77570915222168, -1.2662310600280762, -11.813962936401367, -4.765135288238525, -9.855783462524414, -2.2979865074157715]"
the buddy purchased the coffee for the company .,PD,PURCHASE,THE,for,-52.29487609863281,▁The|▁bud|dy|▁purchased|▁the|▁coffee|▁for|▁the|▁company|.,"[-3.6788957118988037, -11.046182632446289, -2.286489486694336, -12.135858535766602, -2.1343917846679688, -7.873099327087402, -3.635380744934082, -1.845805287361145, -6.0845794677734375, -1.5741944313049316]"
the buddy purchased the company the coffee .,DO,PURCHASE,THE,for,-54.40312194824219,▁The|▁bud|dy|▁purchased|▁the|▁company|▁the|▁coffee|.,"[-3.6788957118988037, -11.046182632446289, -2.286489486694336, -12.135858535766602, -2.1343929767608643, -6.858135223388672, -5.277016639709473, -8.280344009399414, -2.7058115005493164]"
the cop purchased the guitar for the attorney .,PD,PURCHASE,THE,for,-54.32518005371094,▁The|▁cop|▁purchased|▁the|▁guitar|▁for|▁the|▁att|orney|.,"[-3.6788957118988037, -11.159087181091309, -12.586734771728516, -1.3665962219238281, -7.032834053039551, -1.5956552028656006, -3.4210970401763916, -9.926955223083496, -1.221645712852478, -2.3356807231903076]"
the cop purchased the attorney the guitar .,DO,PURCHASE,THE,for,-56.02089691162109,▁The|▁cop|▁purchased|▁the|▁att|orney|▁the|▁guitar|.,"[-3.6788957118988037, -11.159087181091309, -12.586734771728516, -1.3665962219238281, -10.48129653930664, -1.8211076259613037, -4.35836935043335, -8.561609268188477, -2.007204294204712]"
the secretary purchased the pie for the company .,PD,PURCHASE,THE,for,-48.12446594238281,▁The|▁secretary|▁purchased|▁the|▁pie|▁for|▁the|▁company|.,"[-3.6788957118988037, -10.424703598022461, -11.77721118927002, -1.9293651580810547, -10.500463485717773, -2.1988234519958496, -1.1200443506240845, -3.6489951610565186, -2.8459653854370117]"
the secretary purchased the company the pie .,DO,PURCHASE,THE,for,-50.52249526977539,▁The|▁secretary|▁purchased|▁the|▁company|▁the|▁pie|.,"[-3.6788957118988037, -10.424703598022461, -11.77721118927002, -1.9293640851974487, -4.454784870147705, -4.616653919219971, -11.511123657226562, -2.129760265350342]"
the pilot purchased the pie for the business .,PD,PURCHASE,THE,for,-52.90274810791016,▁The|▁pilot|▁purchased|▁the|▁pie|▁for|▁the|▁business|.,"[-3.6788957118988037, -9.353681564331055, -11.840269088745117, -1.0842787027359009, -12.009159088134766, -2.9337410926818848, -2.0805504322052, -7.0196075439453125, -2.902562141418457]"
the pilot purchased the business the pie .,DO,PURCHASE,THE,for,-57.722469329833984,▁The|▁pilot|▁purchased|▁the|▁business|▁the|▁pie|.,"[-3.6788957118988037, -9.353681564331055, -11.840269088745117, -1.0842788219451904, -8.057976722717285, -6.74696159362793, -12.517122268676758, -4.4432854652404785]"
the adult purchased the juice for the actor .,PD,PURCHASE,THE,for,-48.78749847412109,▁The|▁adult|▁purchased|▁the|▁ju|ice|▁for|▁the|▁actor|.,"[-3.6788957118988037, -10.077836990356445, -13.384821891784668, -1.4790400266647339, -5.457248210906982, -0.6757839918136597, -2.2442383766174316, -1.0207149982452393, -8.519192695617676, -2.2497267723083496]"
the adult purchased the actor the juice .,DO,PURCHASE,THE,for,-53.89846420288086,▁The|▁adult|▁purchased|▁the|▁actor|▁the|▁ju|ice|.,"[-3.6788957118988037, -10.077836990356445, -13.384821891784668, -1.4790400266647339, -12.259235382080078, -4.078744888305664, -6.449676513671875, -0.16851507127285004, -2.3216981887817383]"
an author purchased a juice for a princess .,PD,PURCHASE,A,for,-53.19073867797852,▁An|▁author|▁purchased|▁a|▁ju|ice|▁for|▁a|▁prin|cess|.,"[-6.080687522888184, -6.525688171386719, -11.663751602172852, -1.0149567127227783, -9.333612442016602, -2.422513961791992, -3.858736991882324, -2.1932761669158936, -8.628336906433105, -0.002518222201615572, -1.4666550159454346]"
an author purchased a princess a juice .,DO,PURCHASE,A,for,-56.30083084106445,▁An|▁author|▁purchased|▁a|▁prin|cess|▁a|▁ju|ice|.,"[-6.080687522888184, -6.525688171386719, -11.663751602172852, -1.0149574279785156, -11.951589584350586, -0.1016426607966423, -6.680983543395996, -9.354819297790527, -0.5758538842201233, -2.350857734680176]"
an opponent purchased a chicken for a man .,PD,PURCHASE,A,for,-51.5382080078125,▁An|▁oppon|ent|▁purchased|▁a|▁ch|icken|▁for|▁a|▁man|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -11.751835823059082, -1.1632879972457886, -5.986874580383301, -2.5737380981445312, -3.445606231689453, -2.225266695022583, -5.923105239868164, -2.7622127532958984]"
an opponent purchased a man a chicken .,DO,PURCHASE,A,for,-51.55366516113281,▁An|▁oppon|ent|▁purchased|▁a|▁man|▁a|▁ch|icken|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -11.751834869384766, -1.1632884740829468, -7.21784782409668, -6.143819332122803, -5.8637285232543945, -0.8825902342796326, -2.8242759704589844]"
a nurse purchased a coffee for a mayor .,PD,PURCHASE,A,for,-48.449703216552734,▁A|▁nur|se|▁purchased|▁a|▁coffee|▁for|▁a|▁mayor|.,"[-4.20621395111084, -8.149316787719727, -0.1051991879940033, -11.388915061950684, -0.8480988144874573, -7.270536422729492, -2.488668441772461, -0.5211466550827026, -11.188414573669434, -2.2831947803497314]"
a nurse purchased a mayor a coffee .,DO,PURCHASE,A,for,-47.3707275390625,▁A|▁nur|se|▁purchased|▁a|▁mayor|▁a|▁coffee|.,"[-4.20621395111084, -8.149316787719727, -0.1051991879940033, -11.388915061950684, -0.8480985760688782, -12.798919677734375, -4.0777387619018555, -3.8559601306915283, -1.9403640031814575]"
a sheriff purchased a juice for a club .,PD,PURCHASE,A,for,-56.76838684082031,▁A|▁sh|er|iff|▁purchased|▁a|▁ju|ice|▁for|▁a|▁club|.,"[-4.20621395111084, -7.522364616394043, -2.62355637550354, -0.11041980236768723, -11.159074783325195, -0.8755048513412476, -8.45803451538086, -3.876436948776245, -3.494426965713501, -1.4266471862792969, -9.373003005981445, -3.642697811126709]"
