text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
the mayor threw the actress the cigarette .,DO,THROW,THE,to,-51.86858749389648,▁The|▁mayor|▁threw|▁the|▁actress|▁the|▁cig|aret|te|.,"[-3.1171624660491943, -9.700708389282227, -9.243062973022461, -2.339564561843872, -10.151688575744629, -3.8717894554138184, -10.10616683959961, -0.8891480565071106, -0.0004686211177613586, -2.4488279819488525]"
the nurse threw the meal to the leader .,PD,THROW,THE,to,-50.7508659362793,▁The|▁nur|se|▁threw|▁the|▁me|al|▁to|▁the|▁leader|.,"[-3.1171624660491943, -10.140382766723633, -0.42383524775505066, -9.69028091430664, -1.6506279706954956, -8.0453462600708, -0.5145676732063293, -3.2518959045410156, -0.8073594570159912, -10.899250030517578, -2.210160255432129]"
the nurse threw the leader the meal .,DO,THROW,THE,to,-53.20694351196289,▁The|▁nur|se|▁threw|▁the|▁leader|▁the|▁me|al|.,"[-3.1171624660491943, -10.140382766723633, -0.42383524775505066, -9.690279960632324, -1.6506294012069702, -11.269332885742188, -4.500030040740967, -9.474085807800293, -0.6685040593147278, -2.27270245552063]"
the actor threw the camera to the mother .,PD,THROW,THE,to,-47.21541213989258,▁The|▁actor|▁threw|▁the|▁camera|▁to|▁the|▁mother|.,"[-3.1171624660491943, -9.261722564697266, -9.234256744384766, -2.6466848850250244, -7.502898216247559, -1.7299318313598633, -0.372439444065094, -9.817543029785156, -3.532773017883301]"
the actor threw the mother the camera .,DO,THROW,THE,to,-46.92005920410156,▁The|▁actor|▁threw|▁the|▁mother|▁the|▁camera|.,"[-3.1171624660491943, -9.261722564697266, -9.234257698059082, -2.6466832160949707, -6.200956344604492, -6.5110602378845215, -7.383205890655518, -2.565011501312256]"
the opponent threw the meal to the priest .,PD,THROW,THE,to,-53.79774856567383,▁The|▁oppon|ent|▁threw|▁the|▁me|al|▁to|▁the|▁priest|.,"[-3.1171624660491943, -11.682723999023438, -0.8916197419166565, -8.41139030456543, -2.0904617309570312, -9.373488426208496, -2.685835838317871, -3.2821009159088135, -0.75199955701828, -9.70616340637207, -1.8047984838485718]"
the opponent threw the priest the meal .,DO,THROW,THE,to,-55.02543640136719,▁The|▁oppon|ent|▁threw|▁the|▁priest|▁the|▁me|al|.,"[-3.1171624660491943, -11.682723999023438, -0.8916208148002625, -8.411389350891113, -2.0904600620269775, -11.797171592712402, -4.808266639709473, -8.34996223449707, -1.9237788915634155, -1.9529027938842773]"
the princess threw the chicken to the doctor .,PD,THROW,THE,to,-45.4644889831543,▁The|▁prin|cess|▁threw|▁the|▁ch|icken|▁to|▁the|▁doctor|.,"[-3.1171624660491943, -10.446669578552246, -0.024502186104655266, -8.667290687561035, -2.215167284011841, -5.966064453125, -2.101077079772949, -2.988283634185791, -0.3497597575187683, -8.569746017456055, -1.0187615156173706]"
the princess threw the doctor the chicken .,DO,THROW,THE,to,-46.45938873291016,▁The|▁prin|cess|▁threw|▁the|▁doctor|▁the|▁ch|icken|.,"[-3.1171624660491943, -10.446669578552246, -0.024502068758010864, -8.667289733886719, -2.215167760848999, -7.348884582519531, -4.280871391296387, -6.53593635559082, -1.9619319438934326, -1.8609696626663208]"
the president threw the chicken to the hero .,PD,THROW,THE,to,-49.61009979248047,▁The|▁president|▁threw|▁the|▁ch|icken|▁to|▁the|▁hero|.,"[-3.1171624660491943, -7.836104393005371, -9.23604679107666, -2.3541271686553955, -7.698202133178711, -2.8507068157196045, -2.881378650665283, -0.761449933052063, -10.25757122039795, -2.6173486709594727]"
the president threw the hero the chicken .,DO,THROW,THE,to,-50.90813064575195,▁The|▁president|▁threw|▁the|▁hero|▁the|▁ch|icken|.,"[-3.1171624660491943, -7.836104393005371, -9.23604679107666, -2.3541271686553955, -10.372166633605957, -6.148176193237305, -7.636907577514648, -2.145054817199707, -2.062380790710449]"
the friend threw the tea to the father .,PD,THROW,THE,to,-48.20236206054688,▁The|▁friend|▁threw|▁the|▁tea|▁to|▁the|▁father|.,"[-3.1171624660491943, -10.495867729187012, -9.927621841430664, -2.016176462173462, -6.638181686401367, -2.760305166244507, -3.3310699462890625, -7.999677658081055, -1.9162979125976562]"
the friend threw the father the tea .,DO,THROW,THE,to,-49.91166305541992,▁The|▁friend|▁threw|▁the|▁father|▁the|▁tea|.,"[-3.1171624660491943, -10.495867729187012, -9.927620887756348, -2.0161757469177246, -9.20392894744873, -4.061147689819336, -8.631855010986328, -2.4579014778137207]"
the friend threw the juice to the teacher .,PD,THROW,THE,to,-49.31340408325195,▁The|▁friend|▁threw|▁the|▁ju|ice|▁to|▁the|▁teacher|.,"[-3.1171624660491943, -10.495867729187012, -9.927621841430664, -2.016176462173462, -8.607211112976074, -0.5711604356765747, -3.9572672843933105, -0.833378791809082, -8.199711799621582, -1.5878437757492065]"
the friend threw the teacher the juice .,DO,THROW,THE,to,-49.81077194213867,▁The|▁friend|▁threw|▁the|▁teacher|▁the|▁ju|ice|.,"[-3.1171624660491943, -10.495867729187012, -9.927621841430664, -2.016176462173462, -9.541095733642578, -3.7477707862854004, -8.889680862426758, -0.3033248782157898, -1.7720707654953003]"
the wife threw the chocolate to the writer .,PD,THROW,THE,to,-49.61286544799805,▁The|▁wife|▁threw|▁the|▁ch|oc|olate|▁to|▁the|▁writer|.,"[-3.1171624660491943, -9.438132286071777, -9.285652160644531, -1.9830162525177002, -5.8175272941589355, -2.07041597366333, -0.4105566740036011, -5.096477508544922, -0.6186423897743225, -10.185826301574707, -1.5894527435302734]"
the wife threw the writer the chocolate .,DO,THROW,THE,to,-51.05585861206055,▁The|▁wife|▁threw|▁the|▁writer|▁the|▁ch|oc|olate|.,"[-3.1171624660491943, -9.438132286071777, -9.285651206970215, -1.983016848564148, -10.422142028808594, -4.8494553565979, -6.478694915771484, -2.3108139038085938, -0.49682846665382385, -2.6739590167999268]"
the worker threw the television to the author .,PD,THROW,THE,to,-54.8654670715332,▁The|▁worker|▁threw|▁the|▁television|▁to|▁the|▁author|.,"[-3.1171624660491943, -11.952747344970703, -9.123066902160645, -1.6359139680862427, -8.804559707641602, -4.029626846313477, -0.13032624125480652, -13.599300384521484, -2.472764015197754]"
the worker threw the author the television .,DO,THROW,THE,to,-52.89659881591797,▁The|▁worker|▁threw|▁the|▁author|▁the|▁television|.,"[-3.1171624660491943, -11.952747344970703, -9.123066902160645, -1.6359145641326904, -10.282285690307617, -5.215027809143066, -9.042947769165039, -2.527449607849121]"
the scientist threw the gun to the mother .,PD,THROW,THE,to,-47.02037811279297,▁The|▁scient|ist|▁threw|▁the|▁gun|▁to|▁the|▁mother|.,"[-3.1171624660491943, -9.652734756469727, -1.3938779830932617, -10.415891647338867, -1.5614670515060425, -6.094452857971191, -2.9135894775390625, -0.23491953313350677, -9.695596694946289, -1.9406824111938477]"
the scientist threw the mother the gun .,DO,THROW,THE,to,-46.69428253173828,▁The|▁scient|ist|▁threw|▁the|▁mother|▁the|▁gun|.,"[-3.1171624660491943, -9.652734756469727, -1.3938779830932617, -10.415891647338867, -1.5614675283432007, -8.282295227050781, -4.36058235168457, -6.633424758911133, -1.2768481969833374]"
the adult threw the salad to the pilot .,PD,THROW,THE,to,-55.035640716552734,▁The|▁adult|▁threw|▁the|▁sal|ad|▁to|▁the|▁pilot|.,"[-3.1171624660491943, -10.06001091003418, -13.537769317626953, -1.4971470832824707, -8.478570938110352, -0.9563806056976318, -3.6793951988220215, -0.5976505875587463, -11.15633773803711, -1.955215573310852]"
the adult threw the pilot the salad .,DO,THROW,THE,to,-55.13216400146485,▁The|▁adult|▁threw|▁the|▁pilot|▁the|▁sal|ad|.,"[-3.1171624660491943, -10.06001091003418, -13.537769317626953, -1.4971470832824707, -10.675344467163086, -4.548710823059082, -6.2790117263793945, -3.35844349861145, -2.0585641860961914]"
a minister threw a telephone to a leader .,PD,THROW,A,to,-50.7197494506836,▁A|▁minister|▁threw|▁a|▁tele|phone|▁to|▁a|▁leader|.,"[-4.501774787902832, -9.880460739135742, -9.488204002380371, -1.1930593252182007, -8.167377471923828, -0.509280800819397, -3.4106221199035645, -1.5858932733535767, -8.998233795166016, -2.9848477840423584]"
a minister threw a leader a telephone .,DO,THROW,A,to,-49.73941421508789,▁A|▁minister|▁threw|▁a|▁leader|▁a|▁tele|phone|.,"[-4.501774787902832, -9.880460739135742, -9.488204002380371, -1.1930593252182007, -11.28131103515625, -3.0031192302703857, -7.921274662017822, -0.5001229047775269, -1.9700881242752075]"
a president threw a chocolate to a friend .,PD,THROW,A,to,-52.33659362792969,▁A|▁president|▁threw|▁a|▁ch|oc|olate|▁to|▁a|▁friend|.,"[-4.501774787902832, -9.830613136291504, -12.57413387298584, -1.1764470338821411, -7.473002910614014, -1.63145911693573, -0.00895779486745596, -5.827789306640625, -1.0307172536849976, -6.486238956451416, -1.7954589128494263]"
a president threw a friend a chocolate .,DO,THROW,A,to,-54.49514389038086,▁A|▁president|▁threw|▁a|▁friend|▁a|▁ch|oc|olate|.,"[-4.501774787902832, -9.830613136291504, -12.57413387298584, -1.1764463186264038, -7.828947067260742, -1.4610782861709595, -8.796539306640625, -2.5961978435516357, -0.008041506633162498, -5.721373081207275]"
an actress threw an anchor to a doctor .,PD,THROW,A,to,-53.00031280517578,▁An|▁actress|▁threw|▁an|▁anchor|▁to|▁a|▁doctor|.,"[-6.047245979309082, -8.704336166381836, -10.764128684997559, -3.502732276916504, -7.740658760070801, -2.809555768966675, -1.8763554096221924, -8.182056427001953, -3.3732481002807617]"
an actress threw a doctor an anchor .,DO,THROW,A,to,-51.433631896972656,▁An|▁actress|▁threw|▁a|▁doctor|▁an|▁anchor|.,"[-6.047245979309082, -8.704336166381836, -10.764128684997559, -1.0236073732376099, -9.855612754821777, -5.177639007568359, -6.601085662841797, -3.2599754333496094]"
a mayor threw a coffee to an actress .,PD,THROW,A,to,-51.78732299804688,▁A|▁mayor|▁threw|▁a|▁coffee|▁to|▁an|▁actress|.,"[-4.501774787902832, -11.107820510864258, -10.033318519592285, -0.8679233193397522, -7.544637680053711, -4.470300674438477, -3.2879514694213867, -7.222439765930176, -2.7511613368988037]"
a mayor threw an actress a coffee .,DO,THROW,A,to,-51.48442459106445,▁A|▁mayor|▁threw|▁an|▁actress|▁a|▁coffee|.,"[-4.501774787902832, -11.107820510864258, -10.033318519592285, -3.288241147994995, -8.098600387573242, -2.3181416988372803, -8.335328102111816, -3.801201820373535]"
a lawyer threw a coffee to a scientist .,PD,THROW,A,to,-51.432273864746094,▁A|▁lawyer|▁threw|▁a|▁coffee|▁to|▁a|▁scient|ist|.,"[-4.501774787902832, -8.552826881408691, -10.942788124084473, -1.0310298204421997, -6.968544006347656, -5.788257122039795, -1.120542049407959, -10.034791946411133, -0.01874365657567978, -2.4729769229888916]"
a lawyer threw a scientist a coffee .,DO,THROW,A,to,-52.621036529541016,▁A|▁lawyer|▁threw|▁a|▁scient|ist|▁a|▁coffee|.,"[-4.501774787902832, -8.552826881408691, -10.942788124084473, -1.0310298204421997, -12.76474380493164, -0.029495349153876305, -3.3232369422912598, -8.620453834533691, -2.854686737060547]"
a hero threw a chicken to an employer .,PD,THROW,A,to,-54.03242492675781,▁A|▁hero|▁threw|▁a|▁ch|icken|▁to|▁an|▁employ|er|.,"[-4.501774787902832, -8.886063575744629, -10.954755783081055, -1.8430861234664917, -5.713213920593262, -1.0377370119094849, -2.434401512145996, -3.623030424118042, -11.34425163269043, -0.23942606151103973, -3.4546828269958496]"
a hero threw an employer a chicken .,DO,THROW,A,to,-53.62560272216797,▁A|▁hero|▁threw|▁an|▁employ|er|▁a|▁ch|icken|.,"[-4.501774787902832, -8.886063575744629, -10.954753875732422, -4.104685306549072, -10.657880783081055, -0.18334141373634338, -2.2353343963623047, -7.625738620758057, -0.9312626719474792, -3.5447609424591064]"
a guy threw a machine to a nurse .,PD,THROW,A,to,-50.44170379638672,▁A|▁gu|y|▁threw|▁a|▁machine|▁to|▁a|▁nur|se|.,"[-4.501774787902832, -7.681662559509277, -0.5385817885398865, -8.7864351272583, -0.7233126759529114, -9.188806533813477, -6.022514343261719, -2.534546375274658, -8.033677101135254, -0.07504715770483017, -2.355343818664551]"
a guy threw a nurse a machine .,DO,THROW,A,to,-51.570404052734375,▁A|▁gu|y|▁threw|▁a|▁nur|se|▁a|▁machine|.,"[-4.501774787902832, -7.681662559509277, -0.5385805368423462, -8.786434173583984, -0.7233135104179382, -10.697510719299316, -0.08390843123197556, -2.3982787132263184, -12.429769515991211, -3.7291760444641113]"
a brother threw a motor to a man .,PD,THROW,A,to,-50.65936279296875,▁A|▁brother|▁threw|▁a|▁motor|▁to|▁a|▁man|.,"[-4.501774787902832, -9.808281898498535, -10.857489585876465, -1.784914493560791, -8.206199645996094, -6.2788896560668945, -2.2259411811828613, -4.057991981506348, -2.9378814697265625]"
a brother threw a man a motor .,DO,THROW,A,to,-52.25996780395508,▁A|▁brother|▁threw|▁a|▁man|▁a|▁motor|.,"[-4.501774787902832, -9.808281898498535, -10.857490539550781, -1.7849152088165283, -5.758684158325195, -4.680421352386475, -7.902112007141113, -6.966290473937988]"
a leader threw a bottle to a cousin .,PD,THROW,A,to,-51.29677963256836,▁A|▁leader|▁threw|▁a|▁bott|le|▁to|▁a|▁cousin|.,"[-4.501774787902832, -8.350751876831055, -13.12928295135498, -1.155411958694458, -5.385489463806152, -0.018781913444399834, -4.50903844833374, -1.7545969486236572, -9.98813247680664, -2.503519058227539]"
a leader threw a cousin a bottle .,DO,THROW,A,to,-51.31977081298828,▁A|▁leader|▁threw|▁a|▁cousin|▁a|▁bott|le|.,"[-4.501774787902832, -8.350751876831055, -13.12928295135498, -1.155411958694458, -11.87721061706543, -2.999250888824463, -6.09634256362915, -0.014975153841078281, -3.1947641372680664]"
a bishop threw a key to a chief .,PD,THROW,A,to,-52.34172058105469,▁A|▁bishop|▁threw|▁a|▁key|▁to|▁a|▁chief|.,"[-4.501774787902832, -11.054482460021973, -9.336138725280762, -1.1205215454101562, -9.089719772338867, -2.3278231620788574, -1.4892103672027588, -9.71898078918457, -3.7030653953552246]"
a bishop threw a chief a key .,DO,THROW,A,to,-53.47539520263672,▁A|▁bishop|▁threw|▁a|▁chief|▁a|▁key|.,"[-4.501774787902832, -11.054482460021973, -9.336140632629395, -1.1205217838287354, -12.0640869140625, -5.352199554443359, -6.9059529304504395, -3.1402361392974854]"
a friend threw a meal to a bishop .,PD,THROW,A,to,-50.365867614746094,▁A|▁friend|▁threw|▁a|▁me|al|▁to|▁a|▁bishop|.,"[-4.501774787902832, -6.056048393249512, -9.511381149291992, -1.0989965200424194, -7.848059177398682, -1.0310654640197754, -3.941500663757324, -4.050430774688721, -10.101842880249023, -2.2247636318206787]"
a friend threw a bishop a meal .,DO,THROW,A,to,-50.733985900878906,▁A|▁friend|▁threw|▁a|▁bishop|▁a|▁me|al|.,"[-4.501774787902832, -6.056048393249512, -9.511381149291992, -1.0989965200424194, -14.359475135803223, -5.055273532867432, -7.853951930999756, -0.3139200210571289, -1.9831653833389282]"
a student threw a coffee to a wife .,PD,THROW,A,to,-49.670021057128906,▁A|▁student|▁threw|▁a|▁coffee|▁to|▁a|▁wife|.,"[-4.501774787902832, -7.090509414672852, -9.035102844238281, -0.66299968957901, -6.618893623352051, -6.495394706726074, -1.5154374837875366, -9.591113090515137, -4.158792495727539]"
a student threw a wife a coffee .,DO,THROW,A,to,-50.185768127441406,▁A|▁student|▁threw|▁a|▁wife|▁a|▁coffee|.,"[-4.501774787902832, -7.090509414672852, -9.03510570526123, -0.6629998683929443, -12.689748764038086, -4.745526313781738, -7.978493690490723, -3.481607675552368]"
an opponent threw a coffee to a hero .,PD,THROW,A,to,-53.55568313598633,▁An|▁oppon|ent|▁threw|▁a|▁coffee|▁to|▁a|▁hero|.,"[-6.047245979309082, -10.337159156799316, -0.004528386518359184, -7.8007121086120605, -0.6303714513778687, -7.308999061584473, -6.313642978668213, -3.2051291465759277, -8.45162582397461, -3.4562718868255615]"
an opponent threw a hero a coffee .,DO,THROW,A,to,-53.60784912109375,▁An|▁oppon|ent|▁threw|▁a|▁hero|▁a|▁coffee|.,"[-6.047245979309082, -10.337159156799316, -0.004528386518359184, -7.8007121086120605, -0.6303724050521851, -11.891353607177734, -6.5929083824157715, -7.29118537902832, -3.0123801231384277]"
a president threw a salad to a girl .,PD,THROW,A,to,-48.7671127319336,▁A|▁president|▁threw|▁a|▁sal|ad|▁to|▁a|▁girl|.,"[-4.501774787902832, -9.830613136291504, -12.57413387298584, -1.1764463186264038, -7.087983131408691, -1.2050485610961914, -3.7089266777038574, -1.3500232696533203, -4.776659965515137, -2.5555076599121094]"
a president threw a girl a salad .,DO,THROW,A,to,-46.01969528198242,▁A|▁president|▁threw|▁a|▁girl|▁a|▁sal|ad|.,"[-4.501774787902832, -9.830613136291504, -12.57413387298584, -1.1764463186264038, -8.005928039550781, -1.3897738456726074, -6.225616455078125, -0.4798201620578766, -1.8355883359909058]"
a bishop threw a beer to a president .,PD,THROW,A,to,-50.73187255859375,▁A|▁bishop|▁threw|▁a|▁be|er|▁to|▁a|▁president|.,"[-4.501774787902832, -11.054482460021973, -9.336138725280762, -1.1205215454101562, -5.734366416931152, -0.2373179793357849, -5.493724822998047, -1.2906259298324585, -9.293725967407227, -2.6691927909851074]"
a bishop threw a president a beer .,DO,THROW,A,to,-48.609962463378906,▁A|▁bishop|▁threw|▁a|▁president|▁a|▁be|er|.,"[-4.501774787902832, -11.054482460021973, -9.336138725280762, -1.1205215454101562, -9.55523681640625, -3.2098488807678223, -7.373075008392334, -0.3334067463874817, -2.1254756450653076]"
a scientist threw a cheese to a colonel .,PD,THROW,A,to,-55.11464309692383,▁A|▁scient|ist|▁threw|▁a|▁che|ese|▁to|▁a|▁colon|el|.,"[-4.501774787902832, -9.083664894104004, -0.02821427769958973, -10.730270385742188, -1.0536699295043945, -7.06680965423584, -0.6788886189460754, -5.632445812225342, -1.1094951629638672, -11.676117897033691, -1.986641526222229, -1.5666477680206299]"
a scientist threw a colonel a cheese .,DO,THROW,A,to,-54.13353729248047,▁A|▁scient|ist|▁threw|▁a|▁colon|el|▁a|▁che|ese|.,"[-4.501774787902832, -9.083664894104004, -0.028214162215590477, -10.730270385742188, -1.0536696910858154, -11.277190208435059, -2.6671199798583984, -2.745162010192871, -7.26552677154541, -0.8001562356948853, -3.9807915687561035]"
a hero threw a salad to a winner .,PD,THROW,A,to,-53.89957809448242,▁A|▁hero|▁threw|▁a|▁sal|ad|▁to|▁a|▁winner|.,"[-4.501774787902832, -8.886063575744629, -10.954753875732422, -1.843086838722229, -7.584197998046875, -1.6048353910446167, -2.1153011322021484, -1.5273022651672363, -11.938528060913086, -2.943734884262085]"
a hero threw a winner a salad .,DO,THROW,A,to,-54.54374694824219,▁A|▁hero|▁threw|▁a|▁winner|▁a|▁sal|ad|.,"[-4.501774787902832, -8.886063575744629, -10.954753875732422, -1.843086838722229, -11.82571792602539, -6.279730796813965, -6.328702926635742, -1.7139594554901123, -2.209958553314209]"
a nurse threw a guitar to a woman .,PD,THROW,A,to,-48.550819396972656,▁A|▁nur|se|▁threw|▁a|▁guitar|▁to|▁a|▁woman|.,"[-4.501774787902832, -8.308570861816406, -0.07961075007915497, -11.43490982055664, -1.176655888557434, -9.37907600402832, -3.5735607147216797, -1.2930452823638916, -4.021617889404297, -4.78199577331543]"
a nurse threw a woman a guitar .,DO,THROW,A,to,-46.80744171142578,▁A|▁nur|se|▁threw|▁a|▁woman|▁a|▁guitar|.,"[-4.501774787902832, -8.308570861816406, -0.07961075007915497, -11.43490982055664, -1.1766546964645386, -4.781287670135498, -3.4690184593200684, -9.479208946228027, -3.576406955718994]"
a lady threw a jacket to a soldier .,PD,THROW,A,to,-45.57609558105469,▁A|▁lady|▁threw|▁a|▁jack|et|▁to|▁a|▁soldier|.,"[-4.501774787902832, -8.719051361083984, -9.403242111206055, -1.1124811172485352, -8.661063194274902, -0.11089332401752472, -3.20628023147583, -1.5396406650543213, -5.62399959564209, -2.697664737701416]"
a lady threw a soldier a jacket .,DO,THROW,A,to,-46.57316970825195,▁A|▁lady|▁threw|▁a|▁soldier|▁a|▁jack|et|.,"[-4.501774787902832, -8.719051361083984, -9.403242111206055, -1.1124811172485352, -12.032038688659668, -0.8005813956260681, -7.576663970947266, -0.037304386496543884, -2.390031337738037]"
a mayor threw a telephone to an actress .,PD,THROW,A,to,-54.35648727416992,▁A|▁mayor|▁threw|▁a|▁tele|phone|▁to|▁an|▁actress|.,"[-4.501774787902832, -11.107820510864258, -10.033318519592285, -0.8679233193397522, -8.786958694458008, -1.6618305444717407, -3.9400076866149902, -3.4859108924865723, -6.990925312042236, -2.980018138885498]"
a mayor threw an actress a telephone .,DO,THROW,A,to,-52.721656799316406,▁A|▁mayor|▁threw|▁an|▁actress|▁a|▁tele|phone|.,"[-4.501774787902832, -11.107820510864258, -10.033318519592285, -3.288240909576416, -8.09859848022461, -2.3181426525115967, -9.186840057373047, -1.0643317699432373, -3.122589588165283]"
a professor threw a chocolate to a candidate .,PD,THROW,A,to,-51.484169006347656,▁A|▁professor|▁threw|▁a|▁ch|oc|olate|▁to|▁a|▁candidate|.,"[-4.501774787902832, -9.077095985412598, -10.35658073425293, -1.1599394083023071, -5.668211936950684, -1.4768732786178589, -0.004234395921230316, -5.972778797149658, -1.272263765335083, -8.843894004821777, -3.150524139404297]"
a professor threw a candidate a chocolate .,DO,THROW,A,to,-54.816551208496094,▁A|▁professor|▁threw|▁a|▁candidate|▁a|▁ch|oc|olate|.,"[-4.501774787902832, -9.077095985412598, -10.356581687927246, -1.159940242767334, -11.819490432739258, -2.2937374114990234, -8.995391845703125, -1.590667963027954, -0.004674696829169989, -5.01719331741333]"
a cousin threw a juice to a writer .,PD,THROW,A,to,-56.199317932128906,▁A|▁cousin|▁threw|▁a|▁ju|ice|▁to|▁a|▁writer|.,"[-4.501774787902832, -10.084877967834473, -9.501779556274414, -1.0119274854660034, -8.8472900390625, -1.657263159751892, -6.046309947967529, -2.9710731506347656, -9.100223541259766, -2.4767982959747314]"
a cousin threw a writer a juice .,DO,THROW,A,to,-55.995399475097656,▁A|▁cousin|▁threw|▁a|▁writer|▁a|▁ju|ice|.,"[-4.501774787902832, -10.084877967834473, -9.501779556274414, -1.0119274854660034, -12.141468048095703, -2.6815810203552246, -8.161944389343262, -4.647670269012451, -3.262376308441162]"
a pilot threw a cheese to a mother .,PD,THROW,A,to,-51.92544555664063,▁A|▁pilot|▁threw|▁a|▁che|ese|▁to|▁a|▁mother|.,"[-4.501774787902832, -8.189932823181152, -10.621020317077637, -1.2650576829910278, -7.305257797241211, -1.3323497772216797, -4.858414649963379, -1.4686346054077148, -6.804932117462158, -5.578071117401123]"
a pilot threw a mother a cheese .,DO,THROW,A,to,-52.50057601928711,▁A|▁pilot|▁threw|▁a|▁mother|▁a|▁che|ese|.,"[-4.501774787902832, -8.189932823181152, -10.621020317077637, -1.2650576829910278, -7.980297088623047, -3.9555552005767822, -7.388154029846191, -1.910292625427246, -6.688486576080322]"
an uncle threw a juice to a president .,PD,THROW,A,to,-58.19050979614258,▁An|▁uncle|▁threw|▁a|▁ju|ice|▁to|▁a|▁president|.,"[-6.047245979309082, -10.185415267944336, -9.803874969482422, -1.5532503128051758, -8.35683536529541, -1.269516110420227, -5.630850791931152, -1.765074610710144, -10.734846115112305, -2.8436005115509033]"
an uncle threw a president a juice .,DO,THROW,A,to,-59.97447967529297,▁An|▁uncle|▁threw|▁a|▁president|▁a|▁ju|ice|.,"[-6.047245979309082, -10.185415267944336, -9.803874969482422, -1.5532503128051758, -11.123279571533203, -5.656618595123291, -8.945718765258789, -2.454643964767456, -4.20443058013916]"
the leader promised the salad to the employer .,PD,PROMISE,THE,to,-54.78514862060547,▁The|▁leader|▁promised|▁the|▁sal|ad|▁to|▁the|▁employ|er|.,"[-3.1171624660491943, -9.288642883300781, -10.710335731506348, -2.720508098602295, -8.433221817016602, -4.797042369842529, -3.782609701156616, -1.2081447839736938, -8.7222900390625, -0.3994238078594208, -1.6057647466659546]"
the leader promised the employer the salad .,DO,PROMISE,THE,to,-55.48163604736328,▁The|▁leader|▁promised|▁the|▁employ|er|▁the|▁sal|ad|.,"[-3.1171624660491943, -9.288642883300781, -10.710334777832031, -2.720508098602295, -8.159937858581543, -1.1544725894927979, -3.519834518432617, -6.093084812164307, -7.600210189819336, -3.117440700531006]"
the professor promised the beer to the bishop .,PD,PROMISE,THE,to,-51.25286483764648,▁The|▁professor|▁promised|▁the|▁be|er|▁to|▁the|▁bishop|.,"[-3.1171624660491943, -10.805209159851074, -8.793033599853516, -3.014472723007202, -7.736608505249023, -1.0344042778015137, -3.572108268737793, -1.2605336904525757, -10.310635566711426, -1.6086989641189575]"
the professor promised the bishop the beer .,DO,PROMISE,THE,to,-50.028076171875,▁The|▁professor|▁promised|▁the|▁bishop|▁the|▁be|er|.,"[-3.1171624660491943, -10.805209159851074, -8.793033599853516, -3.014472723007202, -9.08199691772461, -3.795544147491455, -7.937844276428223, -1.6208900213241577, -1.861923098564148]"
the mother promised the coffee to the attorney .,PD,PROMISE,THE,to,-52.940711975097656,▁The|▁mother|▁promised|▁the|▁coffee|▁to|▁the|▁att|orney|.,"[-3.1171624660491943, -8.838382720947266, -11.022420883178711, -2.7329976558685303, -10.622934341430664, -3.5386741161346436, -1.2194265127182007, -8.671144485473633, -1.5999705791473389, -1.5776021480560303]"
the mother promised the attorney the coffee .,DO,PROMISE,THE,to,-51.262237548828125,▁The|▁mother|▁promised|▁the|▁att|orney|▁the|▁coffee|.,"[-3.1171624660491943, -8.838382720947266, -11.022420883178711, -2.7329976558685303, -8.828393936157227, -0.7496570348739624, -3.890115737915039, -9.501738548278809, -2.5813698768615723]"
the husband promised the wire to the buddy .,PD,PROMISE,THE,to,-51.03135681152344,▁The|▁husband|▁promised|▁the|▁wire|▁to|▁the|▁bud|dy|.,"[-3.1171624660491943, -9.879819869995117, -9.232619285583496, -2.778475046157837, -10.315914154052734, -2.9299869537353516, -1.3214809894561768, -8.552339553833008, -1.1482059955596924, -1.7553608417510986]"
the husband promised the buddy the wire .,DO,PROMISE,THE,to,-54.248172760009766,▁The|▁husband|▁promised|▁the|▁bud|dy|▁the|▁wire|.,"[-3.1171624660491943, -9.879819869995117, -9.232619285583496, -2.778475046157837, -10.6116361618042, -1.482042670249939, -4.141668796539307, -10.119614601135254, -2.8851330280303955]"
the winner promised the candy to the minister .,PD,PROMISE,THE,to,-52.16469955444336,▁The|▁winner|▁promised|▁the|▁c|andy|▁to|▁the|▁minister|.,"[-3.1171624660491943, -8.516396522521973, -11.880796432495117, -3.3380579948425293, -5.856322288513184, -3.823556900024414, -2.751086711883545, -1.4794833660125732, -9.436355590820312, -1.965476155281067]"
the winner promised the minister the candy .,DO,PROMISE,THE,to,-49.658470153808594,▁The|▁winner|▁promised|▁the|▁minister|▁the|▁c|andy|.,"[-3.1171624660491943, -8.516396522521973, -11.880796432495117, -3.3380579948425293, -7.110377788543701, -3.7739851474761963, -5.265903472900391, -4.676064968109131, -1.9797241687774658]"
the professor promised the bag to the manager .,PD,PROMISE,THE,to,-49.47476959228516,▁The|▁professor|▁promised|▁the|▁bag|▁to|▁the|▁manager|.,"[-3.1171624660491943, -10.805209159851074, -8.793033599853516, -3.014472723007202, -9.935684204101562, -3.486402988433838, -1.1920652389526367, -7.528330326080322, -1.6024041175842285]"
the professor promised the manager the bag .,DO,PROMISE,THE,to,-49.83481597900391,▁The|▁professor|▁promised|▁the|▁manager|▁the|▁bag|.,"[-3.1171624660491943, -10.805209159851074, -8.7930326461792, -3.0144729614257812, -8.56664752960205, -3.8441169261932373, -8.963786125183105, -2.73038911819458]"
