text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
an employee threw a juice to you .,PD,THROW,A,to,-48.45310592651367,▁An|▁employee|▁threw|▁a|▁ju|ice|▁to|▁you|.,"[-6.047245979309082, -6.293264389038086, -9.663066864013672, -0.8390340209007263, -8.771587371826172, -0.37422260642051697, -6.598444938659668, -7.823378086090088, -2.0428638458251953]"
an employee threw you a juice .,DO,THROW,A,to,-47.3442611694336,▁An|▁employee|▁threw|▁you|▁a|▁ju|ice|.,"[-6.047245979309082, -6.293264389038086, -9.663064956665039, -8.882568359375, -0.7365809082984924, -9.09009075164795, -3.3857944011688232, -3.2456507682800293]"
a physician threw a beer to us .,PD,THROW,A,to,-47.55609893798828,▁A|▁phys|ician|▁threw|▁a|▁be|er|▁to|▁us|.,"[-4.501774787902832, -8.765244483947754, -0.536431074142456, -11.39217758178711, -1.2852787971496582, -6.397880554199219, -0.36585569381713867, -5.534396171569824, -6.468181610107422, -2.308879852294922]"
a physician threw us a beer .,DO,THROW,A,to,-43.962032318115234,▁A|▁phys|ician|▁threw|▁us|▁a|▁be|er|.,"[-4.501774787902832, -8.765244483947754, -0.536431074142456, -11.39217758178711, -5.974632263183594, -1.0276814699172974, -8.121325492858887, -0.6122866868972778, -3.0304789543151855]"
a friend threw a meal to them .,PD,THROW,A,to,-43.57689666748047,▁A|▁friend|▁threw|▁a|▁me|al|▁to|▁them|.,"[-4.501774787902832, -6.056048393249512, -9.511381149291992, -1.0989965200424194, -7.84805965423584, -1.0310678482055664, -3.9414987564086914, -7.870389461517334, -1.7176846265792847]"
a friend threw them a meal .,DO,THROW,A,to,-41.659027099609375,▁A|▁friend|▁threw|▁them|▁a|▁me|al|.,"[-4.501774787902832, -6.056048393249512, -9.511381149291992, -7.439447402954102, -3.1447625160217285, -8.74303150177002, -0.3048114776611328, -1.9577701091766357]"
a candidate threw a coffee to them .,PD,THROW,A,to,-50.58385848999024,▁A|▁candidate|▁threw|▁a|▁coffee|▁to|▁them|.,"[-4.501774787902832, -9.324664115905762, -11.834678649902344, -0.9280142784118652, -6.620237350463867, -6.28513765335083, -9.128351211547852, -1.9610021114349365]"
a candidate threw them a coffee .,DO,THROW,A,to,-47.56826400756836,▁A|▁candidate|▁threw|▁them|▁a|▁coffee|.,"[-4.501774787902832, -9.324664115905762, -11.83467960357666, -7.617002010345459, -2.654572010040283, -8.322159767150879, -3.31341552734375]"
a kid threw an anchor to me .,PD,THROW,A,to,-43.647911071777344,▁A|▁kid|▁threw|▁an|▁anchor|▁to|▁me|.,"[-4.501774787902832, -9.236824989318848, -9.084207534790039, -3.6988253593444824, -7.981586456298828, -4.023464202880859, -3.115111827850342, -2.006114959716797]"
a kid threw me an anchor .,DO,THROW,A,to,-39.89543151855469,▁A|▁kid|▁threw|▁me|▁an|▁anchor|.,"[-4.501774787902832, -9.236824989318848, -9.084205627441406, -4.511213302612305, -4.081477165222168, -6.699455261230469, -1.780479907989502]"
an employee threw a beer to her .,PD,THROW,A,to,-44.54227066040039,▁An|▁employee|▁threw|▁a|▁be|er|▁to|▁her|.,"[-6.047245979309082, -6.293264389038086, -9.663066864013672, -0.8390340209007263, -5.613283157348633, -0.19089403748512268, -6.292391300201416, -3.873425006866455, -5.729665756225586]"
an employee threw her a beer .,DO,THROW,A,to,-41.18404006958008,▁An|▁employee|▁threw|▁her|▁a|▁be|er|.,"[-6.047245979309082, -6.293264389038086, -9.663064956665039, -4.027153968811035, -5.819279193878174, -6.798388957977295, -0.319952130317688, -2.2156920433044434]"
a chief threw a beer to me .,PD,THROW,A,to,-46.24020004272461,▁A|▁chief|▁threw|▁a|▁be|er|▁to|▁me|.,"[-4.501774787902832, -10.240310668945312, -12.890007019042969, -0.9020572304725647, -6.1174468994140625, -0.38803616166114807, -4.983616828918457, -4.179468631744385, -2.037480354309082]"
a chief threw me a beer .,DO,THROW,A,to,-41.74012756347656,▁A|▁chief|▁threw|▁me|▁a|▁be|er|.,"[-4.501774787902832, -10.240310668945312, -12.890006065368652, -3.784956693649292, -1.8557864427566528, -5.299870491027832, -1.0611505508422852, -2.1062722206115723]"
a candidate threw a meal to us .,PD,THROW,A,to,-46.35094451904297,▁A|▁candidate|▁threw|▁a|▁me|al|▁to|▁us|.,"[-4.501774787902832, -9.324664115905762, -11.83467960357666, -0.928013265132904, -8.259851455688477, -0.5307825803756714, -2.6899917125701904, -6.315319538116455, -1.9658708572387695]"
a candidate threw us a meal .,DO,THROW,A,to,-45.41419982910156,▁A|▁candidate|▁threw|▁us|▁a|▁me|al|.,"[-4.501774787902832, -9.324664115905762, -11.834678649902344, -7.73337459564209, -0.5117986798286438, -8.668896675109863, -0.4698050022125244, -2.369203567504883]"
a man threw a telephone to it .,PD,THROW,A,to,-43.32036209106445,▁A|▁man|▁threw|▁a|▁tele|phone|▁to|▁it|.,"[-4.501774787902832, -5.181676864624023, -8.696197509765625, -0.7878727316856384, -8.990423202514648, -0.07353390753269196, -4.738770484924316, -8.564228057861328, -1.7858866453170776]"
a man threw it a telephone .,DO,THROW,A,to,-43.771480560302734,▁A|▁man|▁threw|▁it|▁a|▁tele|phone|.,"[-4.501774787902832, -5.181676864624023, -8.696196556091309, -7.763457298278809, -5.684369087219238, -8.576210975646973, -0.264082670211792, -3.1037144660949707]"
a cousin threw a juice to you .,PD,THROW,A,to,-49.50705337524414,▁A|▁cousin|▁threw|▁a|▁ju|ice|▁to|▁you|.,"[-4.501774787902832, -10.084877967834473, -9.501779556274414, -1.0119274854660034, -8.8472900390625, -1.6572635173797607, -6.0463104248046875, -6.111057281494141, -1.7447707653045654]"
a cousin threw you a juice .,DO,THROW,A,to,-45.57788848876953,▁A|▁cousin|▁threw|▁you|▁a|▁ju|ice|.,"[-4.501774787902832, -10.084877967834473, -9.501778602600098, -6.187809944152832, -0.4282919764518738, -9.139097213745117, -2.0985348224639893, -3.6357250213623047]"
a winner threw a beer to you .,PD,THROW,A,to,-50.9585189819336,▁A|▁winner|▁threw|▁a|▁be|er|▁to|▁you|.,"[-4.501774787902832, -10.183606147766113, -14.075063705444336, -1.215215802192688, -5.536587715148926, -0.08722556382417679, -5.1100335121154785, -8.361495971679688, -1.8875131607055664]"
a winner threw you a beer .,DO,THROW,A,to,-48.32173156738281,▁A|▁winner|▁threw|▁you|▁a|▁be|er|.,"[-4.501774787902832, -10.183606147766113, -14.075063705444336, -9.153168678283691, -1.2131438255310059, -6.36685848236084, -0.34689730405807495, -2.4812214374542236]"
a mayor threw a juice to them .,PD,THROW,A,to,-51.7760124206543,▁A|▁mayor|▁threw|▁a|▁ju|ice|▁to|▁them|.,"[-4.501774787902832, -11.107820510864258, -10.033318519592285, -0.8679233193397522, -8.657670021057129, -1.52186918258667, -4.677639007568359, -8.825470924377441, -1.582525610923767]"
a mayor threw them a juice .,DO,THROW,A,to,-49.71284103393555,▁A|▁mayor|▁threw|▁them|▁a|▁ju|ice|.,"[-4.501774787902832, -11.107820510864258, -10.033318519592285, -7.663990497589111, -1.5353429317474365, -9.549491882324219, -1.4966224431991577, -3.824476718902588]"
a captain threw a wire to you .,PD,THROW,A,to,-49.944149017333984,▁A|▁captain|▁threw|▁a|▁wire|▁to|▁you|.,"[-4.501774787902832, -11.260573387145996, -9.40283203125, -1.1546350717544556, -10.635947227478027, -3.5374159812927246, -7.635654449462891, -1.815319538116455]"
a captain threw you a wire .,DO,THROW,A,to,-46.23130035400391,▁A|▁captain|▁threw|▁you|▁a|▁wire|.,"[-4.501774787902832, -11.260573387145996, -9.402831077575684, -7.724668502807617, -1.963735580444336, -9.442577362060547, -1.9351356029510498]"
a physician threw a chocolate to me .,PD,THROW,A,to,-47.02138900756836,▁A|▁phys|ician|▁threw|▁a|▁ch|oc|olate|▁to|▁me|.,"[-4.501774787902832, -8.765244483947754, -0.5364328026771545, -11.392178535461426, -1.2852776050567627, -6.454624652862549, -2.210749864578247, -0.00560237281024456, -6.085324287414551, -3.7394471168518066, -2.0447306632995605]"
a physician threw me a chocolate .,DO,THROW,A,to,-44.75894927978516,▁A|▁phys|ician|▁threw|▁me|▁a|▁ch|oc|olate|.,"[-4.501774787902832, -8.765244483947754, -0.536431074142456, -11.39217758178711, -3.0490097999572754, -2.682741165161133, -7.638543128967285, -2.0440516471862793, -0.011402793228626251, -4.137571334838867]"
the parent promised the chicken to you .,PD,PROMISE,THE,to,-48.63326644897461,▁The|▁parent|▁promised|▁the|▁ch|icken|▁to|▁you|.,"[-3.1171624660491943, -9.97329330444336, -12.504204750061035, -2.848832130432129, -7.614965438842773, -2.3369455337524414, -3.1941139698028564, -5.765698432922363, -1.2780556678771973]"
the parent promised you the chicken .,DO,PROMISE,THE,to,-47.16794967651367,▁The|▁parent|▁promised|▁you|▁the|▁ch|icken|.,"[-3.1171624660491943, -9.97329330444336, -12.504205703735352, -6.7888336181640625, -2.785170078277588, -7.356390953063965, -1.3366632461547852, -3.3062281608581543]"
the cop promised the bell to them .,PD,PROMISE,THE,to,-51.01291275024414,▁The|▁cop|▁promised|▁the|▁bell|▁to|▁them|.,"[-3.1171624660491943, -11.387212753295898, -9.833768844604492, -3.191192626953125, -9.269248962402344, -4.730950832366943, -8.10126781463623, -1.38211190700531]"
the cop promised them the bell .,DO,PROMISE,THE,to,-45.63872909545898,▁The|▁cop|▁promised|▁them|▁the|▁bell|.,"[-3.1171624660491943, -11.387212753295898, -9.833769798278809, -5.5683369636535645, -3.2320122718811035, -10.159674644470215, -2.3405609130859375]"
the lawyer promised the salad to them .,PD,PROMISE,THE,to,-51.99029541015625,▁The|▁lawyer|▁promised|▁the|▁sal|ad|▁to|▁them|.,"[-3.1171624660491943, -10.32208251953125, -9.703032493591309, -2.662390947341919, -8.398435592651367, -5.0896196365356445, -4.043540000915527, -7.269006729125977, -1.3850221633911133]"
the lawyer promised them the salad .,DO,PROMISE,THE,to,-47.25526809692383,▁The|▁lawyer|▁promised|▁them|▁the|▁sal|ad|.,"[-3.1171624660491943, -10.32208251953125, -9.703033447265625, -5.139826774597168, -3.06154727935791, -8.451759338378906, -4.690796852111816, -2.7690634727478027]"
the employer promised the juice to it .,PD,PROMISE,THE,to,-51.88066101074219,▁The|▁employ|er|▁promised|▁the|▁ju|ice|▁to|▁it|.,"[-3.1171624660491943, -10.053779602050781, -1.0484670400619507, -9.776981353759766, -2.5563597679138184, -9.824390411376953, -1.6290483474731445, -3.274291753768921, -7.76772928237915, -2.832449436187744]"
the employer promised it the juice .,DO,PROMISE,THE,to,-50.33880233764648,▁The|▁employ|er|▁promised|▁it|▁the|▁ju|ice|.,"[-3.1171624660491943, -10.053779602050781, -1.0484670400619507, -9.776981353759766, -5.295190334320068, -6.796806335449219, -10.673298835754395, -1.0659942626953125, -2.511124849319458]"
the president promised the cheese to him .,PD,PROMISE,THE,to,-46.48056411743164,▁The|▁president|▁promised|▁the|▁che|ese|▁to|▁him|.,"[-3.1171624660491943, -7.836104393005371, -6.987448215484619, -3.417881488800049, -8.453201293945312, -3.7211875915527344, -2.962211847305298, -8.407546043395996, -1.5778201818466187]"
the president promised him the cheese .,DO,PROMISE,THE,to,-41.44003677368164,▁The|▁president|▁promised|▁him|▁the|▁che|ese|.,"[-3.1171624660491943, -7.836104393005371, -6.98745059967041, -8.059995651245117, -2.5257620811462402, -9.593473434448242, -2.030651807785034, -1.2894363403320312]"
the professor promised the camera to him .,PD,PROMISE,THE,to,-44.17025375366211,▁The|▁professor|▁promised|▁the|▁camera|▁to|▁him|.,"[-3.1171624660491943, -10.805209159851074, -8.7930326461792, -3.0144729614257812, -8.953523635864258, -3.249154567718506, -4.869558334350586, -1.3681374788284302]"
the professor promised him the camera .,DO,PROMISE,THE,to,-42.58135986328125,▁The|▁professor|▁promised|▁him|▁the|▁camera|.,"[-3.1171624660491943, -10.805209159851074, -8.793033599853516, -4.788403511047363, -2.733997344970703, -10.298856735229492, -2.044698715209961]"
the uncle promised the chicken to us .,PD,PROMISE,THE,to,-47.911170959472656,▁The|▁uncle|▁promised|▁the|▁ch|icken|▁to|▁us|.,"[-3.1171624660491943, -13.298041343688965, -10.229240417480469, -2.8137917518615723, -7.893834114074707, -1.9464091062545776, -1.9232125282287598, -5.358880996704102, -1.330599308013916]"
the uncle promised us the chicken .,DO,PROMISE,THE,to,-44.24319076538086,▁The|▁uncle|▁promised|▁us|▁the|▁ch|icken|.,"[-3.1171624660491943, -13.298041343688965, -10.229238510131836, -5.112435817718506, -3.223360538482666, -5.740112781524658, -1.2627793550491333, -2.260061025619507]"
the parent promised the tea to us .,PD,PROMISE,THE,to,-49.30706787109375,▁The|▁parent|▁promised|▁the|▁tea|▁to|▁us|.,"[-3.1171624660491943, -9.97329330444336, -12.504205703735352, -2.8488306999206543, -10.169161796569824, -3.62668776512146, -5.184272766113281, -1.8834530115127563]"
the parent promised us the tea .,DO,PROMISE,THE,to,-45.19792938232422,▁The|▁parent|▁promised|▁us|▁the|▁tea|.,"[-3.1171624660491943, -9.97329330444336, -12.504204750061035, -4.747961044311523, -3.082383155822754, -8.959209442138672, -2.813718557357788]"
the student promised the iron to me .,PD,PROMISE,THE,to,-46.209228515625,▁The|▁student|▁promised|▁the|▁iron|▁to|▁me|.,"[-3.1171624660491943, -8.500862121582031, -11.551475524902344, -3.108356237411499, -10.633041381835938, -4.232688903808594, -3.656344413757324, -1.4092985391616821]"
the student promised me the iron .,DO,PROMISE,THE,to,-42.69740295410156,▁The|▁student|▁promised|▁me|▁the|▁iron|.,"[-3.1171624660491943, -8.500862121582031, -11.551475524902344, -3.857877731323242, -3.569805383682251, -8.986515998840332, -3.1137044429779053]"
the nurse promised the salad to you .,PD,PROMISE,THE,to,-50.76532745361328,▁The|▁nur|se|▁promised|▁the|▁sal|ad|▁to|▁you|.,"[-3.1171624660491943, -10.140382766723633, -0.42383524775505066, -9.638777732849121, -3.1015572547912598, -9.504289627075195, -3.35945725440979, -4.839212417602539, -5.3192458152771, -1.3214058876037598]"
the nurse promised you the salad .,DO,PROMISE,THE,to,-46.807743072509766,▁The|▁nur|se|▁promised|▁you|▁the|▁sal|ad|.,"[-3.1171624660491943, -10.140382766723633, -0.42383524775505066, -9.638777732849121, -4.857916831970215, -3.518791437149048, -8.410760879516602, -3.851076364517212, -2.849034309387207]"
the teacher promised the juice to them .,PD,PROMISE,THE,to,-43.77571868896485,▁The|▁teacher|▁promised|▁the|▁ju|ice|▁to|▁them|.,"[-3.1171624660491943, -9.476612091064453, -8.560161590576172, -2.7086129188537598, -8.827392578125, -0.8016732931137085, -2.5754523277282715, -5.730184555053711, -1.9784700870513916]"
the teacher promised them the juice .,DO,PROMISE,THE,to,-41.21571731567383,▁The|▁teacher|▁promised|▁them|▁the|▁ju|ice|.,"[-3.1171624660491943, -9.476612091064453, -8.560162544250488, -5.065604209899902, -3.3412702083587646, -8.674047470092773, -0.6004387140274048, -2.3804173469543457]"
the professor promised the cheese to you .,PD,PROMISE,THE,to,-45.070919036865234,▁The|▁professor|▁promised|▁the|▁che|ese|▁to|▁you|.,"[-3.1171624660491943, -10.805209159851074, -8.793033599853516, -3.014472723007202, -6.91517972946167, -2.6214799880981445, -3.050790309906006, -5.485538482666016, -1.2680541276931763]"
the professor promised you the cheese .,DO,PROMISE,THE,to,-42.81351852416992,▁The|▁professor|▁promised|▁you|▁the|▁che|ese|.,"[-3.1171624660491943, -10.805209159851074, -8.7930326461792, -5.711089134216309, -2.787595510482788, -6.965366363525391, -2.902019500732422, -1.7320417165756226]"
the pilot promised the meal to me .,PD,PROMISE,THE,to,-43.149932861328125,▁The|▁pilot|▁promised|▁the|▁me|al|▁to|▁me|.,"[-3.1171624660491943, -9.351383209228516, -10.58311653137207, -2.892199754714966, -7.870323181152344, -0.9953296780586243, -3.7454380989074707, -2.492257595062256, -2.1027228832244873]"
the pilot promised me the meal .,DO,PROMISE,THE,to,-42.43763732910156,▁The|▁pilot|▁promised|▁me|▁the|▁me|al|.,"[-3.1171624660491943, -9.351383209228516, -10.583118438720703, -4.223529815673828, -2.8121705055236816, -7.487605571746826, -0.35489532351493835, -4.507769584655762]"
the singer promised the juice to you .,PD,PROMISE,THE,to,-49.917781829833984,▁The|▁singer|▁promised|▁the|▁ju|ice|▁to|▁you|.,"[-3.1171624660491943, -9.183614730834961, -8.813131332397461, -3.2054977416992188, -8.964423179626465, -2.4499053955078125, -3.4999914169311523, -8.406937599182129, -2.277116060256958]"
the singer promised you the juice .,DO,PROMISE,THE,to,-44.51415252685547,▁The|▁singer|▁promised|▁you|▁the|▁ju|ice|.,"[-3.1171624660491943, -9.183614730834961, -8.813131332397461, -8.025039672851562, -3.0561723709106445, -9.117557525634766, -1.1630154848098755, -2.038454055786133]"
the winner promised the candy to him .,PD,PROMISE,THE,to,-45.79399871826172,▁The|▁winner|▁promised|▁the|▁c|andy|▁to|▁him|.,"[-3.1171624660491943, -8.516396522521973, -11.880796432495117, -3.3380579948425293, -5.856322765350342, -3.8235578536987305, -2.7510879039764404, -5.1816534996032715, -1.3289644718170166]"
the winner promised him the candy .,DO,PROMISE,THE,to,-42.67062377929688,▁The|▁winner|▁promised|▁him|▁the|▁c|andy|.,"[-3.1171624660491943, -8.516396522521973, -11.880796432495117, -6.285280227661133, -2.6413168907165527, -5.550586700439453, -2.9679927825927734, -1.7110910415649414]"
the lady promised the coffee to them .,PD,PROMISE,THE,to,-49.10417938232422,▁The|▁lady|▁promised|▁the|▁coffee|▁to|▁them|.,"[-3.1171624660491943, -10.204251289367676, -10.615920066833496, -3.3104183673858643, -9.51666259765625, -4.495448589324951, -6.409775257110596, -1.4345414638519287]"
the lady promised them the coffee .,DO,PROMISE,THE,to,-43.99471282958984,▁The|▁lady|▁promised|▁them|▁the|▁coffee|.,"[-3.1171624660491943, -10.204251289367676, -10.615920066833496, -5.468717575073242, -3.105271339416504, -8.416539192199707, -3.0668468475341797]"
the lawyer promised the juice to him .,PD,PROMISE,THE,to,-46.49805450439453,▁The|▁lawyer|▁promised|▁the|▁ju|ice|▁to|▁him|.,"[-3.1171624660491943, -10.32208251953125, -9.703032493591309, -2.662390947341919, -7.908209800720215, -2.689912796020508, -3.1314098834991455, -5.483682632446289, -1.4801735877990723]"
the lawyer promised him the juice .,DO,PROMISE,THE,to,-42.7829704284668,▁The|▁lawyer|▁promised|▁him|▁the|▁ju|ice|.,"[-3.1171624660491943, -10.32208251953125, -9.703033447265625, -4.5300703048706055, -2.7940423488616943, -9.093761444091797, -1.1752663850784302, -2.0475540161132812]"
the employee promised the beer to it .,PD,PROMISE,THE,to,-49.66035842895508,▁The|▁employee|▁promised|▁the|▁be|er|▁to|▁it|.,"[-3.1171624660491943, -10.71253776550293, -8.889642715454102, -2.6188316345214844, -8.886102676391602, -1.0284078121185303, -2.673928737640381, -9.532353401184082, -2.2013931274414062]"
the employee promised it the beer .,DO,PROMISE,THE,to,-47.36040496826172,▁The|▁employee|▁promised|▁it|▁the|▁be|er|.,"[-3.1171624660491943, -10.71253776550293, -8.889643669128418, -5.773164749145508, -6.126199722290039, -8.321842193603516, -1.6195653676986694, -2.800291061401367]"
the uncle promised the camera to them .,PD,PROMISE,THE,to,-49.22054290771485,▁The|▁uncle|▁promised|▁the|▁camera|▁to|▁them|.,"[-3.1171624660491943, -13.298041343688965, -10.229238510131836, -2.8137917518615723, -9.945574760437012, -1.4323216676712036, -6.905670642852783, -1.4787410497665405]"
the uncle promised them the camera .,DO,PROMISE,THE,to,-46.02988052368164,▁The|▁uncle|▁promised|▁them|▁the|▁camera|.,"[-3.1171624660491943, -13.298041343688965, -10.229240417480469, -5.596119403839111, -3.1840314865112305, -8.857043266296387, -1.7482404708862305]"
the doctor promised the chicken to me .,PD,PROMISE,THE,to,-42.75552368164063,▁The|▁doctor|▁promised|▁the|▁ch|icken|▁to|▁me|.,"[-3.1171624660491943, -9.078609466552734, -8.421745300292969, -3.432957887649536, -7.595900535583496, -1.9265881776809692, -4.694888114929199, -3.2282562255859375, -1.259412407875061]"
the doctor promised me the chicken .,DO,PROMISE,THE,to,-38.92385482788086,▁The|▁doctor|▁promised|▁me|▁the|▁ch|icken|.,"[-3.1171624660491943, -9.078609466552734, -8.421747207641602, -1.9908745288848877, -3.393497943878174, -6.229005336761475, -2.056208372116089, -4.636748313903809]"
the uncle promised the jacket to you .,PD,PROMISE,THE,to,-49.73444366455078,▁The|▁uncle|▁promised|▁the|▁jack|et|▁to|▁you|.,"[-3.1171624660491943, -13.298041343688965, -10.229240417480469, -2.8137917518615723, -10.331208229064941, -1.7685260772705078, -1.1065397262573242, -5.5948967933654785, -1.4750362634658813]"
the uncle promised you the jacket .,DO,PROMISE,THE,to,-47.2268180847168,▁The|▁uncle|▁promised|▁you|▁the|▁jack|et|.,"[-3.1171624660491943, -13.298041343688965, -10.229238510131836, -6.540359020233154, -2.490813732147217, -7.682565212249756, -2.109394073486328, -1.7592473030090332]"
the attorney promised the crystal to you .,PD,PROMISE,THE,to,-50.19967651367188,▁The|▁att|orney|▁promised|▁the|▁cry|stal|▁to|▁you|.,"[-3.1171624660491943, -8.736505508422852, -1.638195514678955, -10.165265083312988, -2.690000534057617, -10.44909381866455, -2.128234624862671, -4.814411163330078, -5.116550922393799, -1.3442583084106445]"
the attorney promised you the crystal .,DO,PROMISE,THE,to,-49.09512710571289,▁The|▁att|orney|▁promised|▁you|▁the|▁cry|stal|.,"[-3.1171624660491943, -8.736505508422852, -1.638195514678955, -10.165265083312988, -4.217741966247559, -2.301844596862793, -13.210182189941406, -0.3693118691444397, -5.3389153480529785]"
the employer promised the juice to him .,PD,PROMISE,THE,to,-48.94986724853516,▁The|▁employ|er|▁promised|▁the|▁ju|ice|▁to|▁him|.,"[-3.1171624660491943, -10.053779602050781, -1.0484670400619507, -9.776981353759766, -2.5563597679138184, -9.824390411376953, -1.6290483474731445, -3.274291753768921, -5.897160053253174, -1.772225022315979]"
the employer promised him the juice .,DO,PROMISE,THE,to,-45.81060409545898,▁The|▁employ|er|▁promised|▁him|▁the|▁ju|ice|.,"[-3.1171624660491943, -10.053779602050781, -1.0484670400619507, -9.776981353759766, -4.062869548797607, -2.762640953063965, -10.067264556884766, -2.5566978454589844, -2.364739418029785]"
the student promised the pie to it .,PD,PROMISE,THE,to,-52.414798736572266,▁The|▁student|▁promised|▁the|▁pie|▁to|▁it|.,"[-3.1171624660491943, -8.500862121582031, -11.551475524902344, -3.108356237411499, -12.195000648498535, -2.4544718265533447, -9.477340698242188, -2.0101280212402344]"
the student promised it the pie .,DO,PROMISE,THE,to,-49.535491943359375,▁The|▁student|▁promised|▁it|▁the|▁pie|.,"[-3.1171624660491943, -8.500862121582031, -11.551475524902344, -5.691003799438477, -6.373929500579834, -12.091814041137695, -2.209246873855591]"
the bishop promised the tea to you .,PD,PROMISE,THE,to,-49.22916412353516,▁The|▁bishop|▁promised|▁the|▁tea|▁to|▁you|.,"[-3.1171624660491943, -11.653115272521973, -8.742958068847656, -2.7823903560638428, -10.825778007507324, -4.037723064422607, -6.703671455383301, -1.366362452507019]"
the bishop promised you the tea .,DO,PROMISE,THE,to,-46.38922882080078,▁The|▁bishop|▁promised|▁you|▁the|▁tea|.,"[-3.1171624660491943, -11.653115272521973, -8.742956161499023, -7.055763244628906, -3.172091007232666, -10.518577575683594, -2.129566192626953]"
a mayor promised a cheese to it .,PD,PROMISE,A,to,-53.93500518798828,▁A|▁mayor|▁promised|▁a|▁che|ese|▁to|▁it|.,"[-4.501774787902832, -11.107820510864258, -9.955552101135254, -2.346855401992798, -6.8785247802734375, -2.6410155296325684, -3.972452163696289, -10.236016273498535, -2.2949976921081543]"
a mayor promised it a cheese .,DO,PROMISE,A,to,-54.43647766113281,▁A|▁mayor|▁promised|▁it|▁a|▁che|ese|.,"[-4.501774787902832, -11.107820510864258, -9.955552101135254, -6.722789287567139, -5.727294445037842, -9.50265121459961, -3.405748128890991, -3.5128490924835205]"
a mayor promised a chicken to us .,PD,PROMISE,A,to,-49.333961486816406,▁A|▁mayor|▁promised|▁a|▁ch|icken|▁to|▁us|.,"[-4.501774787902832, -11.107820510864258, -9.955552101135254, -2.346855401992798, -6.781523704528809, -0.3797619044780731, -3.4522063732147217, -8.835540771484375, -1.9729255437850952]"
a mayor promised us a chicken .,DO,PROMISE,A,to,-41.71884536743164,▁A|▁mayor|▁promised|▁us|▁a|▁ch|icken|.,"[-4.501774787902832, -11.107820510864258, -9.955552101135254, -5.176945209503174, -1.4871159791946411, -6.479874610900879, -0.4845080077648163, -2.525254487991333]"
a chief promised a coat to you .,PD,PROMISE,A,to,-51.850093841552734,▁A|▁chief|▁promised|▁a|▁coat|▁to|▁you|.,"[-4.501774787902832, -10.240310668945312, -11.984160423278809, -2.8318722248077393, -10.249364852905273, -1.6470543146133423, -8.751358985900879, -1.6441994905471802]"
a chief promised you a coat .,DO,PROMISE,A,to,-46.63618850708008,▁A|▁chief|▁promised|▁you|▁a|▁coat|.,"[-4.501774787902832, -10.240310668945312, -11.984161376953125, -7.168835163116455, -1.6955687999725342, -9.26518440246582, -1.78035569190979]"
a singer promised a meal to it .,PD,PROMISE,A,to,-52.23448944091797,▁A|▁singer|▁promised|▁a|▁me|al|▁to|▁it|.,"[-4.501774787902832, -9.824254989624023, -12.203704833984375, -2.4724793434143066, -7.650363445281982, -0.09249582886695862, -1.4815585613250732, -10.46742057800293, -3.540433645248413]"
a singer promised it a meal .,DO,PROMISE,A,to,-50.46610641479492,▁A|▁singer|▁promised|▁it|▁a|▁me|al|.,"[-4.501774787902832, -9.824254989624023, -12.203705787658691, -7.285319805145264, -5.542489051818848, -8.370349884033203, -0.24448543787002563, -2.493727207183838]"
an author promised a cigarette to us .,PD,PROMISE,A,to,-51.07978057861328,▁An|▁author|▁promised|▁a|▁cig|aret|te|▁to|▁us|.,"[-6.047245979309082, -7.051711082458496, -12.843040466308594, -2.3967323303222656, -10.663475036621094, -1.1596424579620361, -0.0009563163621351123, -0.8692387342453003, -7.8519721031188965, -2.1957638263702393]"
an author promised us a cigarette .,DO,PROMISE,A,to,-44.640323638916016,▁An|▁author|▁promised|▁us|▁a|▁cig|aret|te|.,"[-6.047245979309082, -7.051711082458496, -12.843040466308594, -4.3718719482421875, -1.227586269378662, -10.366153717041016, -0.9486426115036011, -0.0016218378441408277, -1.7824537754058838]"
a parent promised a pie to you .,PD,PROMISE,A,to,-49.90268707275391,▁A|▁parent|▁promised|▁a|▁pie|▁to|▁you|.,"[-4.501774787902832, -9.068145751953125, -11.49705696105957, -2.9461660385131836, -9.538568496704102, -1.4354323148727417, -8.197308540344238, -2.7182345390319824]"
a parent promised you a pie .,DO,PROMISE,A,to,-44.40785217285156,▁A|▁parent|▁promised|▁you|▁a|▁pie|.,"[-4.501774787902832, -9.068145751953125, -11.49705696105957, -7.450368404388428, -2.088447093963623, -8.06455135345459, -1.737508773803711]"
a lady promised a juice to us .,PD,PROMISE,A,to,-51.05559539794922,▁A|▁lady|▁promised|▁a|▁ju|ice|▁to|▁us|.,"[-4.501774787902832, -8.719051361083984, -11.317022323608398, -3.2173008918762207, -8.819164276123047, -3.2632527351379395, -2.250993251800537, -6.955708026885986, -2.0113306045532227]"
a lady promised us a juice .,DO,PROMISE,A,to,-45.92064666748047,▁A|▁lady|▁promised|▁us|▁a|▁ju|ice|.,"[-4.501774787902832, -8.719051361083984, -11.317022323608398, -5.0769243240356445, -1.637804627418518, -7.953154563903809, -3.746398687362671, -2.9685158729553223]"
a buddy promised a telephone to it .,PD,PROMISE,A,to,-53.94474792480469,▁A|▁bud|dy|▁promised|▁a|▁tele|phone|▁to|▁it|.,"[-4.501774787902832, -9.229394912719727, -0.7422601580619812, -9.97702693939209, -3.1941490173339844, -9.170927047729492, -0.9726961255073547, -4.119810581207275, -9.464920997619629, -2.5717878341674805]"
