text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
a leader fed a chicken to it .,PD,FEED,A,to,-47.88317108154297,▁A|▁leader|▁fed|▁a|▁ch|icken|▁to|▁it|.,"[-4.20621395111084, -8.392179489135742, -13.164613723754883, -4.105404376983643, -6.099484443664551, -0.37475019693374634, -1.7523473501205444, -7.413427829742432, -2.3747472763061523]"
a leader fed it a chicken .,DO,FEED,A,to,-47.68101501464844,▁A|▁leader|▁fed|▁it|▁a|▁ch|icken|.,"[-4.20621395111084, -8.392179489135742, -13.1646146774292, -8.321714401245117, -3.714837074279785, -5.589788436889648, -0.8286271691322327, -3.4630348682403564]"
the prince bought the crystal for it .,PD,BUY,THE,for,-46.29921722412109,▁The|▁prince|▁bought|▁the|▁cry|stal|▁for|▁it|.,"[-3.6788957118988037, -10.83607292175293, -9.322409629821777, -1.4515091180801392, -7.567148208618164, -0.09318558871746063, -3.674316883087158, -6.896760940551758, -2.7789149284362793]"
the prince bought it the crystal .,DO,BUY,THE,for,-46.42461395263672,▁The|▁prince|▁bought|▁it|▁the|▁cry|stal|.,"[-3.6788957118988037, -10.83607292175293, -9.322409629821777, -3.6147499084472656, -5.522021293640137, -9.357288360595703, -0.22991541028022766, -3.8632583618164062]"
the hero bought the bowl for it .,PD,BUY,THE,for,-47.73744583129883,▁The|▁hero|▁bought|▁the|▁bow|l|▁for|▁it|.,"[-3.6788957118988037, -9.440923690795898, -11.340677261352539, -1.8398261070251465, -8.215607643127441, -1.4570789337158203, -2.1386570930480957, -7.460436820983887, -2.1653432846069336]"
the hero bought it the bowl .,DO,BUY,THE,for,-47.16720199584961,▁The|▁hero|▁bought|▁it|▁the|▁bow|l|.,"[-3.6788957118988037, -9.440923690795898, -11.340677261352539, -4.505267143249512, -5.311058044433594, -8.487244606018066, -1.746341586112976, -2.6567940711975098]"
the scientist bought the chocolate for him .,PD,BUY,THE,for,-44.98278045654297,▁The|▁scient|ist|▁bought|▁the|▁ch|oc|olate|▁for|▁him|.,"[-3.6788957118988037, -9.81041145324707, -1.201285481452942, -10.824929237365723, -2.0327417850494385, -5.265928268432617, -2.706268072128296, -0.1377798467874527, -2.9257311820983887, -5.09694766998291, -1.3018617630004883]"
the scientist bought him the chocolate .,DO,BUY,THE,for,-43.51414108276367,▁The|▁scient|ist|▁bought|▁him|▁the|▁ch|oc|olate|.,"[-3.6788957118988037, -9.81041145324707, -1.2012869119644165, -10.824931144714355, -5.743044376373291, -3.052849054336548, -5.648989200592041, -1.3099039793014526, -0.14196310937404633, -2.1018660068511963]"
the writer bought the knife for you .,PD,BUY,THE,for,-44.30909729003906,▁The|▁writer|▁bought|▁the|▁kn|ife|▁for|▁you|.,"[-3.6788957118988037, -8.842855453491211, -9.686220169067383, -2.2515206336975098, -7.8087358474731445, -0.2515428364276886, -2.213921546936035, -8.302787780761719, -1.2726197242736816]"
the writer bought you the knife .,DO,BUY,THE,for,-43.764495849609375,▁The|▁writer|▁bought|▁you|▁the|▁kn|ife|.,"[-3.6788957118988037, -8.842855453491211, -9.6862211227417, -9.00589370727539, -3.099606990814209, -7.976938247680664, -0.21026583015918732, -1.2638167142868042]"
the chief bought the beer for you .,PD,BUY,THE,for,-42.99446868896485,▁The|▁chief|▁bought|▁the|▁be|er|▁for|▁you|.,"[-3.6788957118988037, -8.581487655639648, -12.425832748413086, -1.6577479839324951, -6.28890323638916, -0.7530523538589478, -2.555933952331543, -5.771971702575684, -1.2806434631347656]"
the chief bought you the beer .,DO,BUY,THE,for,-41.0501708984375,▁The|▁chief|▁bought|▁you|▁the|▁be|er|.,"[-3.6788957118988037, -8.581487655639648, -12.425834655761719, -6.868854999542236, -3.3623313903808594, -4.530801773071289, -0.3609180450439453, -1.2410497665405273]"
the scientist bought the chocolate for me .,PD,BUY,THE,for,-43.27584838867188,▁The|▁scient|ist|▁bought|▁the|▁ch|oc|olate|▁for|▁me|.,"[-3.6788957118988037, -9.81041145324707, -1.201285481452942, -10.824929237365723, -2.0327417850494385, -5.265928268432617, -2.706268072128296, -0.1377798467874527, -2.9257311820983887, -3.8148157596588135, -0.8770593404769897]"
the scientist bought me the chocolate .,DO,BUY,THE,for,-42.28657913208008,▁The|▁scient|ist|▁bought|▁me|▁the|▁ch|oc|olate|.,"[-3.6788957118988037, -9.81041145324707, -1.2012869119644165, -10.824931144714355, -5.0610480308532715, -2.928182363510132, -5.958191871643066, -0.7513022422790527, -0.21232175827026367, -1.8600140810012817]"
the reader bought the bell for you .,PD,BUY,THE,for,-45.582305908203125,▁The|▁reader|▁bought|▁the|▁bell|▁for|▁you|.,"[-3.6788957118988037, -10.252909660339355, -10.104581832885742, -1.7344218492507935, -10.579277992248535, -3.118781805038452, -5.04176139831543, -1.0716716051101685]"
the reader bought you the bell .,DO,BUY,THE,for,-44.834075927734375,▁The|▁reader|▁bought|▁you|▁the|▁bell|.,"[-3.6788957118988037, -10.252909660339355, -10.104581832885742, -6.893026351928711, -3.1970391273498535, -9.156848907470703, -1.55077064037323]"
the captain bought the coffee for her .,PD,BUY,THE,for,-40.37977981567383,▁The|▁captain|▁bought|▁the|▁coffee|▁for|▁her|.,"[-3.6788957118988037, -10.086868286132812, -9.737247467041016, -1.7243547439575195, -6.7122344970703125, -2.929168224334717, -4.456407070159912, -1.0546045303344727]"
the captain bought her the coffee .,DO,BUY,THE,for,-38.27198791503906,▁The|▁captain|▁bought|▁her|▁the|▁coffee|.,"[-3.6788957118988037, -10.086868286132812, -9.737248420715332, -4.293595314025879, -3.466104030609131, -5.557921409606934, -1.4513581991195679]"
the friend bought the salad for them .,PD,BUY,THE,for,-44.017723083496094,▁The|▁friend|▁bought|▁the|▁sal|ad|▁for|▁them|.,"[-3.6788957118988037, -10.810134887695312, -8.450793266296387, -1.982217788696289, -7.9497480392456055, -0.8800337910652161, -2.815091609954834, -6.091334342956543, -1.359474539756775]"
the friend bought them the salad .,DO,BUY,THE,for,-42.26187515258789,▁The|▁friend|▁bought|▁them|▁the|▁sal|ad|.,"[-3.6788957118988037, -10.810134887695312, -8.450794219970703, -4.825218677520752, -3.932163715362549, -7.719326496124268, -0.8603209257125854, -1.9850207567214966]"
the adult bought the bottle for him .,PD,BUY,THE,for,-44.10243988037109,▁The|▁adult|▁bought|▁the|▁bott|le|▁for|▁him|.,"[-3.6788957118988037, -10.077836990356445, -13.709383964538574, -1.7740448713302612, -6.164124011993408, -0.17043310403823853, -2.8615078926086426, -4.160250663757324, -1.505961537361145]"
the adult bought him the bottle .,DO,BUY,THE,for,-44.33984756469727,▁The|▁adult|▁bought|▁him|▁the|▁bott|le|.,"[-3.6788957118988037, -10.077836990356445, -13.709383964538574, -4.791967868804932, -2.8218307495117188, -6.686670303344727, -0.07693745940923691, -2.496321678161621]"
the father bought the machine for him .,PD,BUY,THE,for,-37.93568420410156,▁The|▁father|▁bought|▁the|▁machine|▁for|▁him|.,"[-3.6788957118988037, -9.154033660888672, -9.02396297454834, -1.7132446765899658, -6.437734603881836, -1.7041254043579102, -4.6191558837890625, -1.6045284271240234]"
the father bought him the machine .,DO,BUY,THE,for,-37.87843322753906,▁The|▁father|▁bought|▁him|▁the|▁machine|.,"[-3.6788957118988037, -9.154033660888672, -9.02396297454834, -4.615511417388916, -2.730422019958496, -6.4193830490112305, -2.2562241554260254]"
the attorney bought the cigarette for you .,PD,BUY,THE,for,-46.81325912475586,▁The|▁att|orney|▁bought|▁the|▁cig|aret|te|▁for|▁you|.,"[-3.6788957118988037, -8.948784828186035, -1.854968786239624, -10.985591888427734, -1.3243480920791626, -8.467679977416992, -1.3684625625610352, -0.0006213641609065235, -3.3759775161743164, -5.71394157409668, -1.0939865112304688]"
the attorney bought you the cigarette .,DO,BUY,THE,for,-46.50512313842773,▁The|▁att|orney|▁bought|▁you|▁the|▁cig|aret|te|.,"[-3.6788957118988037, -8.948784828186035, -1.8549704551696777, -10.98559284210205, -7.216183662414551, -2.888820171356201, -7.58242654800415, -1.5794951915740967, -0.0004929280839860439, -1.7694593667984009]"
the lady bought the telephone for us .,PD,BUY,THE,for,-43.459938049316406,▁The|▁lady|▁bought|▁the|▁tele|phone|▁for|▁us|.,"[-3.6788957118988037, -10.159488677978516, -8.251371383666992, -1.7556982040405273, -8.097077369689941, -0.14689859747886658, -2.997114419937134, -6.6258158683776855, -1.747573971748352]"
the lady bought us the telephone .,DO,BUY,THE,for,-43.0633659362793,▁The|▁lady|▁bought|▁us|▁the|▁tele|phone|.,"[-3.6788957118988037, -10.159488677978516, -8.251370429992676, -5.718406677246094, -3.967775821685791, -8.963112831115723, -0.4477660357952118, -1.8765499591827393]"
the singer bought the card for them .,PD,BUY,THE,for,-42.89363098144531,▁The|▁singer|▁bought|▁the|▁card|▁for|▁them|.,"[-3.6788957118988037, -9.146038055419922, -8.113554954528809, -1.0005674362182617, -8.56451416015625, -1.534569501876831, -7.910051345825195, -2.9454426765441895]"
the singer bought them the card .,DO,BUY,THE,for,-44.44075012207031,▁The|▁singer|▁bought|▁them|▁the|▁card|.,"[-3.6788957118988037, -9.146038055419922, -8.113554954528809, -6.334307670593262, -4.775003910064697, -8.974871635437012, -3.418077230453491]"
the kid bought the tea for us .,PD,BUY,THE,for,-41.28781127929688,▁The|▁kid|▁bought|▁the|▁tea|▁for|▁us|.,"[-3.6788957118988037, -9.716196060180664, -9.247360229492188, -2.1056110858917236, -8.867976188659668, -2.761150360107422, -3.812145471572876, -1.0984750986099243]"
the kid bought us the tea .,DO,BUY,THE,for,-40.68051528930664,▁The|▁kid|▁bought|▁us|▁the|▁tea|.,"[-3.6788957118988037, -9.716196060180664, -9.247358322143555, -5.316011905670166, -3.8863329887390137, -7.650760650634766, -1.1849595308303833]"
the physician bought the pie for me .,PD,BUY,THE,for,-46.02473068237305,▁The|▁phys|ician|▁bought|▁the|▁pie|▁for|▁me|.,"[-3.6788957118988037, -9.713205337524414, -1.2783715724945068, -11.351927757263184, -1.5445575714111328, -10.88136100769043, -2.55480694770813, -3.9179847240448, -1.1036198139190674]"
the physician bought me the pie .,DO,BUY,THE,for,-45.04460525512695,▁The|▁phys|ician|▁bought|▁me|▁the|▁pie|.,"[-3.6788957118988037, -9.713205337524414, -1.2783706188201904, -11.351927757263184, -4.5495123863220215, -3.019071578979492, -9.941877365112305, -1.511745810508728]"
the parent bought the engine for them .,PD,BUY,THE,for,-46.29122543334961,▁The|▁parent|▁bought|▁the|▁engine|▁for|▁them|.,"[-3.6788957118988037, -9.937634468078613, -11.473405838012695, -1.5714304447174072, -9.494682312011719, -2.1245014667510986, -6.485283374786377, -1.525392770767212]"
the parent bought them the engine .,DO,BUY,THE,for,-45.86125183105469,▁The|▁parent|▁bought|▁them|▁the|▁engine|.,"[-3.6788957118988037, -9.937634468078613, -11.473405838012695, -5.466933250427246, -3.327817678451538, -9.580894470214844, -2.3956689834594727]"
the soldier bought the candy for them .,PD,BUY,THE,for,-41.97817993164063,▁The|▁soldier|▁bought|▁the|▁c|andy|▁for|▁them|.,"[-3.6788957118988037, -10.88179874420166, -9.275300025939941, -1.7403193712234497, -4.898074150085449, -1.838931918144226, -2.027600049972534, -6.214458465576172, -1.4228013753890991]"
the soldier bought them the candy .,DO,BUY,THE,for,-40.95500946044922,▁The|▁soldier|▁bought|▁them|▁the|▁c|andy|.,"[-3.6788957118988037, -10.88179874420166, -9.275299072265625, -5.618497848510742, -3.9942784309387207, -4.417571067810059, -1.3504053354263306, -1.7382570505142212]"
the employer bought the juice for us .,PD,BUY,THE,for,-41.11663818359375,▁The|▁employ|er|▁bought|▁the|▁ju|ice|▁for|▁us|.,"[-3.6788957118988037, -9.806510925292969, -1.1683833599090576, -8.547816276550293, -1.583183765411377, -9.336803436279297, -0.6162406206130981, -2.05216646194458, -2.9258267879486084, -1.4008126258850098]"
the employer bought us the juice .,DO,BUY,THE,for,-41.19466781616211,▁The|▁employ|er|▁bought|▁us|▁the|▁ju|ice|.,"[-3.6788957118988037, -9.806510925292969, -1.1683833599090576, -8.547816276550293, -4.351556301116943, -3.516406774520874, -7.935629844665527, -0.3355778455734253, -1.8538904190063477]"
the mother bought the cheese for us .,PD,BUY,THE,for,-41.43597412109375,▁The|▁mother|▁bought|▁the|▁che|ese|▁for|▁us|.,"[-3.6788957118988037, -8.82384967803955, -9.557973861694336, -1.981029748916626, -6.27915096282959, -2.312991142272949, -2.5655107498168945, -5.096168518066406, -1.1404039859771729]"
the mother bought us the cheese .,DO,BUY,THE,for,-41.52039337158203,▁The|▁mother|▁bought|▁us|▁the|▁che|ese|.,"[-3.6788957118988037, -8.82384967803955, -9.557976722717285, -6.030866622924805, -3.286351203918457, -5.091390609741211, -2.9613819122314453, -2.089682102203369]"
the husband bought the key for him .,PD,BUY,THE,for,-43.5522346496582,▁The|▁husband|▁bought|▁the|▁key|▁for|▁him|.,"[-3.6788957118988037, -10.154186248779297, -7.116884231567383, -2.4239988327026367, -9.456818580627441, -2.836550235748291, -6.2030439376831055, -1.681855320930481]"
the husband bought him the key .,DO,BUY,THE,for,-41.82423400878906,▁The|▁husband|▁bought|▁him|▁the|▁key|.,"[-3.6788957118988037, -10.154186248779297, -7.116883277893066, -7.4496169090271, -3.0447683334350586, -7.41523551940918, -2.9646496772766113]"
the kid bought the meal for him .,PD,BUY,THE,for,-40.18050003051758,▁The|▁kid|▁bought|▁the|▁me|al|▁for|▁him|.,"[-3.6788957118988037, -9.716196060180664, -9.247358322143555, -2.1056103706359863, -7.3116350173950195, -0.4410884380340576, -2.048891305923462, -4.084731101989746, -1.5460913181304932]"
the kid bought him the meal .,DO,BUY,THE,for,-39.83813095092773,▁The|▁kid|▁bought|▁him|▁the|▁me|al|.,"[-3.6788957118988037, -9.716196060180664, -9.247360229492188, -5.348944664001465, -3.2175521850585938, -6.745257377624512, -0.28064215183258057, -1.6032789945602417]"
the reader bought the bell for him .,PD,BUY,THE,for,-45.25578308105469,▁The|▁reader|▁bought|▁the|▁bell|▁for|▁him|.,"[-3.6788957118988037, -10.252909660339355, -10.104581832885742, -1.7344218492507935, -10.579277992248535, -3.118781805038452, -4.507689476013184, -1.2792221307754517]"
the reader bought him the bell .,DO,BUY,THE,for,-45.26167678833008,▁The|▁reader|▁bought|▁him|▁the|▁bell|.,"[-3.6788957118988037, -10.252909660339355, -10.104581832885742, -7.0522661209106445, -3.3028159141540527, -9.302776336669922, -1.5674289464950562]"
the husband bought the key for you .,PD,BUY,THE,for,-42.468292236328125,▁The|▁husband|▁bought|▁the|▁key|▁for|▁you|.,"[-3.6788957118988037, -10.154186248779297, -7.116884231567383, -2.4239988327026367, -9.456818580627441, -2.836550235748291, -5.185274124145508, -1.6156831979751587]"
the husband bought you the key .,DO,BUY,THE,for,-42.36026382446289,▁The|▁husband|▁bought|▁you|▁the|▁key|.,"[-3.6788957118988037, -10.154186248779297, -7.116883277893066, -7.180902004241943, -2.7496190071105957, -8.308865547180176, -3.170915365219116]"
the adult bought the pie for it .,PD,BUY,THE,for,-50.53961181640625,▁The|▁adult|▁bought|▁the|▁pie|▁for|▁it|.,"[-3.6788957118988037, -10.077836990356445, -13.709383964538574, -1.774045467376709, -9.172409057617188, -2.0676441192626953, -7.541230201721191, -2.5181655883789062]"
the adult bought it the pie .,DO,BUY,THE,for,-49.38961791992188,▁The|▁adult|▁bought|▁it|▁the|▁pie|.,"[-3.6788957118988037, -10.077836990356445, -13.709383964538574, -3.689162254333496, -5.753400802612305, -10.101699829101562, -2.3792357444763184]"
a lawyer bought a bowl for you .,PD,BUY,A,for,-48.41558456420898,▁A|▁lawyer|▁bought|▁a|▁bow|l|▁for|▁you|.,"[-4.20621395111084, -8.504677772521973, -7.919764041900635, -0.3449949324131012, -10.334012031555176, -4.0890889167785645, -4.073014736175537, -7.699650764465332, -1.2441704273223877]"
a lawyer bought you a bowl .,DO,BUY,A,for,-43.54762649536133,▁A|▁lawyer|▁bought|▁you|▁a|▁bow|l|.,"[-4.20621395111084, -8.504677772521973, -7.919763565063477, -8.647013664245605, -1.044923186302185, -8.380648612976074, -0.42155569791793823, -4.422832489013672]"
a leader bought a chicken for him .,PD,BUY,A,for,-43.27272415161133,▁A|▁leader|▁bought|▁a|▁ch|icken|▁for|▁him|.,"[-4.20621395111084, -8.392179489135742, -12.683895111083984, -1.489989995956421, -5.987234115600586, -0.5406317114830017, -2.510725498199463, -5.641831874847412, -1.8200231790542603]"
a leader bought him a chicken .,DO,BUY,A,for,-42.05132293701172,▁A|▁leader|▁bought|▁him|▁a|▁ch|icken|.,"[-4.20621395111084, -8.392179489135742, -12.683895111083984, -6.330566883087158, -1.152610421180725, -6.086884021759033, -0.6308509707450867, -2.568124771118164]"
a buddy bought a computer for us .,PD,BUY,A,for,-38.27450180053711,▁A|▁bud|dy|▁bought|▁a|▁computer|▁for|▁us|.,"[-4.20621395111084, -9.403324127197266, -1.1098785400390625, -6.401525497436523, -1.456426978111267, -7.412263870239258, -2.2397518157958984, -4.041245937347412, -2.003873825073242]"
a buddy bought us a computer .,DO,BUY,A,for,-37.397762298583984,▁A|▁bud|dy|▁bought|▁us|▁a|▁computer|.,"[-4.20621395111084, -9.403324127197266, -1.1098811626434326, -6.40152645111084, -4.506558895111084, -1.3168394565582275, -7.951426029205322, -2.5019924640655518]"
a colonel bought a coffee for her .,PD,BUY,A,for,-48.81482696533203,▁A|▁colon|el|▁bought|▁a|▁coffee|▁for|▁her|.,"[-4.20621395111084, -10.312420845031738, -2.8497414588928223, -8.644834518432617, -0.640094518661499, -7.557703495025635, -3.4401302337646484, -6.54777717590332, -4.615909576416016]"
a colonel bought her a coffee .,DO,BUY,A,for,-38.49350738525391,▁A|▁colon|el|▁bought|▁her|▁a|▁coffee|.,"[-4.20621395111084, -10.312420845031738, -2.849741220474243, -8.644834518432617, -5.724188804626465, -1.0906116962432861, -4.292605400085449, -1.3728902339935303]"
a hero bought an engine for her .,PD,BUY,A,for,-44.43392562866211,▁A|▁hero|▁bought|▁an|▁engine|▁for|▁her|.,"[-4.20621395111084, -9.034096717834473, -10.301556587219238, -3.2418720722198486, -7.405396461486816, -0.9058218002319336, -4.847033977508545, -4.491931915283203]"
a hero bought her an engine .,DO,BUY,A,for,-41.5302963256836,▁A|▁hero|▁bought|▁her|▁an|▁engine|.,"[-4.20621395111084, -9.034096717834473, -10.301557540893555, -4.404824256896973, -3.923846960067749, -7.545046806335449, -2.1147115230560303]"
a cop bought a salad for me .,PD,BUY,A,for,-43.97983169555664,▁A|▁cop|▁bought|▁a|▁sal|ad|▁for|▁me|.,"[-4.20621395111084, -9.552361488342285, -7.503573417663574, -0.9036419987678528, -9.303646087646484, -0.2853887677192688, -2.036259651184082, -8.238194465637207, -1.9505494832992554]"
a cop bought me a salad .,DO,BUY,A,for,-35.384620666503906,▁A|▁cop|▁bought|▁me|▁a|▁sal|ad|.,"[-4.20621395111084, -9.552361488342285, -7.503575325012207, -4.225451469421387, -0.7986287474632263, -7.278586387634277, -0.12766475975513458, -1.692138910293579]"
a minister bought a tea for us .,PD,BUY,A,for,-45.77703475952149,▁A|▁minister|▁bought|▁a|▁tea|▁for|▁us|.,"[-4.20621395111084, -9.95500659942627, -9.313326835632324, -0.4660515785217285, -10.324548721313477, -4.792891502380371, -5.290588855743408, -1.4284074306488037]"
a minister bought us a tea .,DO,BUY,A,for,-43.3248176574707,▁A|▁minister|▁bought|▁us|▁a|▁tea|.,"[-4.20621395111084, -9.95500659942627, -9.313326835632324, -6.780207633972168, -1.2547188997268677, -7.977540016174316, -3.837803602218628]"
a friend bought a meal for him .,PD,BUY,A,for,-36.36689376831055,▁A|▁friend|▁bought|▁a|▁me|al|▁for|▁him|.,"[-4.20621395111084, -5.906913757324219, -6.231523513793945, -1.9227120876312256, -7.985926628112793, -1.4021704196929932, -1.2755671739578247, -5.481661796569824, -1.9542027711868286]"
a friend bought him a meal .,DO,BUY,A,for,-33.73686218261719,▁A|▁friend|▁bought|▁him|▁a|▁me|al|.,"[-4.20621395111084, -5.906913757324219, -6.231524467468262, -6.523642063140869, -0.6211168766021729, -7.487001895904541, -0.4533306360244751, -2.3071177005767822]"
a hero bought a hat for us .,PD,BUY,A,for,-43.52848815917969,▁A|▁hero|▁bought|▁a|▁hat|▁for|▁us|.,"[-4.20621395111084, -9.034096717834473, -10.301556587219238, -1.0668518543243408, -8.724885940551758, -1.0933679342269897, -7.450450897216797, -1.6510649919509888]"
a hero bought us a hat .,DO,BUY,A,for,-41.99273300170898,▁A|▁hero|▁bought|▁us|▁a|▁hat|.,"[-4.20621395111084, -9.034096717834473, -10.301557540893555, -6.377934455871582, -1.5518672466278076, -8.687058448791504, -1.8340044021606445]"
a physician bought a machine for you .,PD,BUY,A,for,-43.93225860595703,▁A|▁phys|ician|▁bought|▁a|▁machine|▁for|▁you|.,"[-4.20621395111084, -9.003798484802246, -0.631307065486908, -10.32986068725586, -0.7462740540504456, -6.036149978637695, -1.7846354246139526, -9.31568431854248, -1.8783363103866577]"
a physician bought you a machine .,DO,BUY,A,for,-43.60640335083008,▁A|▁phys|ician|▁bought|▁you|▁a|▁machine|.,"[-4.20621395111084, -9.003798484802246, -0.6313059329986572, -10.329864501953125, -8.274288177490234, -1.3585180044174194, -6.905031681060791, -2.8973793983459473]"
a friend bought a beer for us .,PD,BUY,A,for,-35.26155090332031,▁A|▁friend|▁bought|▁a|▁be|er|▁for|▁us|.,"[-4.20621395111084, -5.906913757324219, -6.231523513793945, -1.9227120876312256, -7.053171157836914, -1.5220662355422974, -1.8489654064178467, -4.752737045288086, -1.8172472715377808]"
a friend bought us a beer .,DO,BUY,A,for,-32.283329010009766,▁A|▁friend|▁bought|▁us|▁a|▁be|er|.,"[-4.20621395111084, -5.906913757324219, -6.231524467468262, -3.335575580596924, -1.0165235996246338, -6.7133283615112305, -1.1195427179336548, -3.75370454788208]"
a manager bought a cheese for them .,PD,BUY,A,for,-46.230262756347656,▁A|▁manager|▁bought|▁a|▁che|ese|▁for|▁them|.,"[-4.20621395111084, -9.854104995727539, -7.7617573738098145, -0.8629522919654846, -7.971869468688965, -1.1942414045333862, -3.974961280822754, -8.398831367492676, -2.005331039428711]"
a manager bought them a cheese .,DO,BUY,A,for,-45.82481002807617,▁A|▁manager|▁bought|▁them|▁a|▁che|ese|.,"[-4.20621395111084, -9.854104995727539, -7.761758804321289, -7.566616058349609, -1.9990417957305908, -7.128461837768555, -1.3838844299316406, -5.924729347229004]"
a cop bought a tea for us .,PD,BUY,A,for,-41.14435958862305,▁A|▁cop|▁bought|▁a|▁tea|▁for|▁us|.,"[-4.20621395111084, -9.552361488342285, -7.503575325012207, -0.9036418199539185, -8.186933517456055, -1.5723789930343628, -7.493714332580566, -1.7255393266677856]"
a cop bought us a tea .,DO,BUY,A,for,-40.81412124633789,▁A|▁cop|▁bought|▁us|▁a|▁tea|.,"[-4.20621395111084, -9.552361488342285, -7.503573417663574, -7.540513515472412, -1.6823601722717285, -8.425687789916992, -1.9034099578857422]"
a winner bought a motor for you .,PD,BUY,A,for,-48.45876693725586,▁A|▁winner|▁bought|▁a|▁motor|▁for|▁you|.,"[-4.20621395111084, -10.020166397094727, -11.625240325927734, -1.0973533391952515, -7.922895431518555, -4.757596969604492, -7.27259635925293, -1.556703805923462]"
a winner bought you a motor .,DO,BUY,A,for,-47.03529739379883,▁A|▁winner|▁bought|▁you|▁a|▁motor|.,"[-4.20621395111084, -10.020166397094727, -11.625240325927734, -7.924633026123047, -1.3825762271881104, -6.705940246582031, -5.170528888702393]"
an aunt bought a computer for me .,PD,BUY,A,for,-36.89241027832031,▁An|▁a|unt|▁bought|▁a|▁computer|▁for|▁me|.,"[-6.080687522888184, -6.207032203674316, -4.5503363609313965, -6.650933265686035, -1.8607780933380127, -6.1231770515441895, -1.0088013410568237, -2.508026361465454, -1.902637243270874]"
an aunt bought me a computer .,DO,BUY,A,for,-34.79337692260742,▁An|▁a|unt|▁bought|▁me|▁a|▁computer|.,"[-6.080687522888184, -6.207032203674316, -4.550334930419922, -6.650931358337402, -1.3689323663711548, -0.9526465535163879, -6.229201316833496, -2.7536089420318604]"
a secretary bought a coat for me .,PD,BUY,A,for,-42.881954193115234,▁A|▁secretary|▁bought|▁a|▁coat|▁for|▁me|.,"[-4.20621395111084, -11.710256576538086, -9.510706901550293, -0.6096855998039246, -8.171586990356445, -1.123196005821228, -6.037379741668701, -1.5129296779632568]"
a secretary bought me a coat .,DO,BUY,A,for,-40.06998825073242,▁A|▁secretary|▁bought|▁me|▁a|▁coat|.,"[-4.20621395111084, -11.710256576538086, -9.510706901550293, -4.673040866851807, -0.6571679711341858, -7.392642498016357, -1.9199581146240234]"
a prince bought a knife for me .,PD,BUY,A,for,-42.6237907409668,▁A|▁prince|▁bought|▁a|▁kn|ife|▁for|▁me|.,"[-4.20621395111084, -10.716800689697266, -9.248392105102539, -0.5531668663024902, -6.929537773132324, -1.128983497619629, -1.924401879310608, -6.613633632659912, -1.3026642799377441]"
a prince bought me a knife .,DO,BUY,A,for,-38.656551361083984,▁A|▁prince|▁bought|▁me|▁a|▁kn|ife|.,"[-4.20621395111084, -10.716800689697266, -9.248391151428223, -4.304041385650635, -1.5268875360488892, -6.763772487640381, -0.46039095520973206, -1.4300544261932373]"
a sheriff bought a salad for us .,PD,BUY,A,for,-51.956172943115234,▁A|▁sh|er|iff|▁bought|▁a|▁sal|ad|▁for|▁us|.,"[-4.20621395111084, -7.522364616394043, -2.6235568523406982, -0.11041969060897827, -10.118431091308594, -0.8631435632705688, -9.357009887695312, -2.5370452404022217, -2.4678549766540527, -10.421350479125977, -1.728783369064331]"
a sheriff bought us a salad .,DO,BUY,A,for,-44.69611358642578,▁A|▁sh|er|iff|▁bought|▁us|▁a|▁sal|ad|.,"[-4.20621395111084, -7.522364616394043, -2.62355637550354, -0.11041980236768723, -10.118430137634277, -8.279990196228027, -1.4967930316925049, -8.210851669311523, -0.31977447867393494, -1.807718276977539]"
an opponent bought a tea for them .,PD,BUY,A,for,-49.12932968139648,▁An|▁oppon|ent|▁bought|▁a|▁tea|▁for|▁them|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -10.354212760925293, -1.4858043193817139, -10.268377304077148, -4.105051517486572, -5.779200077056885, -1.43039870262146]"
an opponent bought them a tea .,DO,BUY,A,for,-47.5385627746582,▁An|▁oppon|ent|▁bought|▁them|▁a|▁tea|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -10.35421085357666, -6.4940361976623535, -2.6364052295684814, -9.176311492919922, -3.171313524246216]"
a child bought a chicken for us .,PD,BUY,A,for,-41.4183349609375,▁A|▁child|▁bought|▁a|▁ch|icken|▁for|▁us|.,"[-4.20621395111084, -7.081210136413574, -10.243026733398438, -0.7708162069320679, -5.336901664733887, -1.4855360984802246, -2.2565295696258545, -8.41682243347168, -1.621276617050171]"
a child bought us a chicken .,DO,BUY,A,for,-37.907962799072266,▁A|▁child|▁bought|▁us|▁a|▁ch|icken|.,"[-4.20621395111084, -7.081210136413574, -10.243025779724121, -6.701900959014893, -0.8736683130264282, -4.800762176513672, -1.6860666275024414, -2.3151156902313232]"
a cop bought a bottle for it .,PD,BUY,A,for,-44.34415054321289,▁A|▁cop|▁bought|▁a|▁bott|le|▁for|▁it|.,"[-4.20621395111084, -9.552361488342285, -7.503573417663574, -0.9036419987678528, -6.956706523895264, -0.006139466539025307, -3.825362205505371, -9.965717315673828, -1.4244306087493896]"
a cop bought it a bottle .,DO,BUY,A,for,-43.34251403808594,▁A|▁cop|▁bought|▁it|▁a|▁bott|le|.,"[-4.20621395111084, -9.552361488342285, -7.503575325012207, -6.887551307678223, -4.977347373962402, -5.777092456817627, -0.0056902095675468445, -4.432682037353516]"
