text,structure,verb,det,prep,tokens,log_prob_tokens,log_prob
a girl made us a bottle .,DO,MAKE,A,for,"['A', ' girl', ' made', ' us', ' a', ' bottle', '.']","[-4.116546, -7.145166, -7.401819, -5.752737, -2.0022535, -7.5616765, -3.5487216]",-37.52892303466797
a girl made a bottle for him .,PD,MAKE,A,for,"['A', ' girl', ' made', ' a', ' bottle', ' for', ' him', '.']","[-4.116546, -7.145166, -7.401819, -1.4402368, -8.254729, -2.9970713, -4.323882, -1.8903722]",-37.56982421875
a girl made him a bottle .,DO,MAKE,A,for,"['A', ' girl', ' made', ' him', ' a', ' bottle', '.']","[-4.116546, -7.145166, -7.401819, -5.658987, -2.184046, -7.6503468, -3.1138897]",-37.27080154418945
a professor made a machine for you .,PD,MAKE,A,for,"['A', ' professor', ' made', ' a', ' machine', ' for', ' you', '.']","[-4.116546, -8.9283695, -7.176218, -0.93855375, -8.972097, -3.7118585, -5.6372757, -2.2122838]",-41.69320297241211
a professor made you a machine .,DO,MAKE,A,for,"['A', ' professor', ' made', ' you', ' a', ' machine', '.']","[-4.116546, -8.9283695, -7.176218, -6.8877726, -2.634393, -9.523945, -2.605175]",-41.87241744995117
a boy made a wire for him .,PD,MAKE,A,for,"['A', ' boy', ' made', ' a', ' wire', ' for', ' him', '.']","[-4.116546, -7.8385253, -7.408929, -1.3875794, -8.190866, -4.902954, -5.2121177, -2.1209235]",-41.17843627929688
a boy made him a wire .,DO,MAKE,A,for,"['A', ' boy', ' made', ' him', ' a', ' wire', '.']","[-4.116546, -7.8385253, -7.408929, -6.801642, -2.1117017, -9.676998, -4.710593]",-42.66493606567383
an uncle made an engine for me .,PD,MAKE,A,for,"['An', ' uncle', ' made', ' an', ' engine', ' for', ' me', '.']","[-6.034515, -9.476351, -6.782202, -3.0092845, -9.09589, -1.8072906, -2.8277178, -2.3283234]",-41.361572265625
an uncle made me an engine .,DO,MAKE,A,for,"['An', ' uncle', ' made', ' me', ' an', ' engine', '.']","[-6.034515, -9.476351, -6.782202, -2.673347, -3.32099, -6.860417, -3.2521348]",-38.39995574951172
a writer made a flower for you .,PD,MAKE,A,for,"['A', ' writer', ' made', ' a', ' flower', ' for', ' you', '.']","[-4.116546, -7.9830565, -8.153058, -1.076078, -10.157938, -3.69834, -3.6900945, -1.6268862]",-40.50199508666992
a writer made you a flower .,DO,MAKE,A,for,"['A', ' writer', ' made', ' you', ' a', ' flower', '.']","[-4.116546, -7.9830565, -8.153058, -6.138578, -2.4753766, -6.437276, -2.3414745]",-37.64536285400391
a secretary made a ball for him .,PD,MAKE,A,for,"['A', ' secretary', ' made', ' a', ' ball', ' for', ' him', '.']","[-4.116546, -10.8346195, -7.3715067, -1.3066995, -8.95391, -4.0562534, -4.255064, -1.9169918]",-42.81159210205078
a secretary made him a ball .,DO,MAKE,A,for,"['A', ' secretary', ' made', ' him', ' a', ' ball', '.']","[-4.116546, -10.8346195, -7.3715067, -5.5879498, -1.712211, -7.94774, -3.7155674]",-41.28614044189453
a husband made a pot for you .,PD,MAKE,A,for,"['A', ' husband', ' made', ' a', ' pot', ' for', ' you', '.']","[-4.116546, -8.627588, -7.108174, -0.95569813, -9.698188, -4.121707, -7.6966286, -1.9026179]",-44.227149963378906
a husband made you a pot .,DO,MAKE,A,for,"['A', ' husband', ' made', ' you', ' a', ' pot', '.']","[-4.116546, -8.627588, -7.108174, -7.811167, -1.7776452, -6.5488625, -3.7875671]",-39.77754974365234
a writer made an iron for him .,PD,MAKE,A,for,"['A', ' writer', ' made', ' an', ' iron', ' for', ' him', '.']","[-4.116546, -7.9830565, -8.153058, -2.716703, -9.712043, -5.8646874, -3.5716596, -2.0489647]",-44.16672134399414
a writer made him an iron .,DO,MAKE,A,for,"['A', ' writer', ' made', ' him', ' an', ' iron', '.']","[-4.116546, -7.9830565, -8.153058, -5.997953, -2.832427, -8.749064, -5.2019725]",-43.03407669067383
a son made a ball for me .,PD,MAKE,A,for,"['A', ' son', ' made', ' a', ' ball', ' for', ' me', '.']","[-4.116546, -8.385401, -7.762536, -1.3947841, -10.533468, -3.1115255, -3.7852457, -1.9459373]",-41.03544616699219
a son made me a ball .,DO,MAKE,A,for,"['A', ' son', ' made', ' me', ' a', ' ball', '.']","[-4.116546, -8.385401, -7.762536, -3.754159, -1.8235697, -7.956724, -3.503257]",-37.30219268798828
a candidate made an instrument for me .,PD,MAKE,A,for,"['A', ' candidate', ' made', ' an', ' instrument', ' for', ' me', '.']","[-4.116546, -9.020166, -9.3992815, -2.4480376, -12.614206, -2.4540687, -4.7036934, -2.36985]",-47.12585067749024
a candidate made me an instrument .,DO,MAKE,A,for,"['A', ' candidate', ' made', ' me', ' an', ' instrument', '.']","[-4.116546, -9.020166, -9.3992815, -4.1667876, -2.440187, -12.11154, -4.244884]",-45.499393463134766
a worker made a card for me .,PD,MAKE,A,for,"['A', ' worker', ' made', ' a', ' card', ' for', ' me', '.']","[-4.116546, -8.846338, -8.149441, -1.2064567, -8.794872, -1.1699162, -2.3155727, -2.6448839]",-37.24402618408203
a worker made me a card .,DO,MAKE,A,for,"['A', ' worker', ' made', ' me', ' a', ' card', '.']","[-4.116546, -8.846338, -8.149441, -4.8783317, -2.0982652, -5.556819, -2.5805445]",-36.22628402709961
an actor made a bell for her .,PD,MAKE,A,for,"['An', ' actor', ' made', ' a', ' bell', ' for', ' her', '.']","[-6.034515, -7.4646316, -7.705531, -1.4606881, -11.38237, -3.5947888, -4.115737, -3.7416146]",-45.4998779296875
an actor made her a bell .,DO,MAKE,A,for,"['An', ' actor', ' made', ' her', ' a', ' bell', '.']","[-6.034515, -7.4646316, -7.705531, -4.570063, -7.1516166, -10.040788, -3.428059]",-46.395206451416016
an opponent made an engine for us .,PD,MAKE,A,for,"['An', ' opponent', ' made', ' an', ' engine', ' for', ' us', '.']","[-6.034515, -10.341585, -7.7122297, -2.5731368, -10.455544, -4.184533, -6.4167347, -1.8816634]",-49.59994125366211
an opponent made us an engine .,DO,MAKE,A,for,"['An', ' opponent', ' made', ' us', ' an', ' engine', '.']","[-6.034515, -10.341585, -7.7122297, -5.8465743, -3.806203, -10.068203, -2.8424084]",-46.65171813964844
an opponent made an iron for them .,PD,MAKE,A,for,"['An', ' opponent', ' made', ' an', ' iron', ' for', ' them', '.']","[-6.034515, -10.341585, -7.7122297, -2.5731368, -8.822732, -7.880389, -6.6631246, -2.1499555]",-52.17766952514648
an opponent made them an iron .,DO,MAKE,A,for,"['An', ' opponent', ' made', ' them', ' an', ' iron', '.']","[-6.034515, -10.341585, -7.7122297, -6.4559493, -3.85856, -10.403649, -5.4766335]",-50.28312301635742
a reader made a book for me .,PD,MAKE,A,for,"['A', ' reader', ' made', ' a', ' book', ' for', ' me', '.']","[-4.116546, -7.615869, -6.535158, -0.90481055, -8.438699, -2.8317838, -1.2392759, -1.9181145]",-33.60025787353516
a reader made me a book .,DO,MAKE,A,for,"['A', ' reader', ' made', ' me', ' a', ' book', '.']","[-4.116546, -7.615869, -6.535158, -2.334498, -3.9750009, -6.042467, -3.3018577]",-33.9213981628418
a champion made a television for you .,PD,MAKE,A,for,"['A', ' champion', ' made', ' a', ' television', ' for', ' you', '.']","[-4.116546, -9.528955, -9.065074, -3.171793, -9.283996, -7.820428, -4.832, -1.4729161]",-49.29170608520508
a champion made you a television .,DO,MAKE,A,for,"['A', ' champion', ' made', ' you', ' a', ' television', '.']","[-4.116546, -9.528955, -9.065074, -6.800699, -2.492182, -10.521582, -3.8526385]",-46.37767791748047
a wife made a bowl for it .,PD,MAKE,A,for,"['A', ' wife', ' made', ' a', ' bowl', ' for', ' it', '.']","[-4.116546, -9.616846, -6.737627, -1.0106565, -10.10257, -3.6211874, -8.925523, -2.1220784]",-46.25303268432617
a wife made it a bowl .,DO,MAKE,A,for,"['A', ' wife', ' made', ' it', ' a', ' bowl', '.']","[-4.116546, -9.616846, -6.737627, -4.3075314, -2.9996548, -12.319435, -4.187878]",-44.2855224609375
a sheriff made a bottle for us .,PD,MAKE,A,for,"['A', ' sheriff', ' made', ' a', ' bottle', ' for', ' us', '.']","[-4.116546, -10.118799, -8.30959, -0.93400687, -11.26894, -5.4427195, -4.7142115, -1.6566638]",-46.56147766113281
a sheriff made us a bottle .,DO,MAKE,A,for,"['A', ' sheriff', ' made', ' us', ' a', ' bottle', '.']","[-4.116546, -10.118799, -8.30959, -6.644944, -2.599985, -7.9556837, -3.7378323]",-43.48337936401367
a worker made a television for him .,PD,MAKE,A,for,"['A', ' worker', ' made', ' a', ' television', ' for', ' him', '.']","[-4.116546, -8.846338, -8.149441, -1.2064567, -9.91206, -4.4519615, -5.183181, -1.9035655]",-43.76955032348633
a worker made him a television .,DO,MAKE,A,for,"['A', ' worker', ' made', ' him', ' a', ' television', '.']","[-4.116546, -8.846338, -8.149441, -7.538488, -1.8871748, -9.634645, -3.492065]",-43.66469955444336
a singer made a ball for us .,PD,MAKE,A,for,"['A', ' singer', ' made', ' a', ' ball', ' for', ' us', '.']","[-4.116546, -9.465479, -7.9829803, -1.3446164, -8.440527, -6.7771115, -4.475704, -2.0171287]",-44.620094299316406
a singer made us a ball .,DO,MAKE,A,for,"['A', ' singer', ' made', ' us', ' a', ' ball', '.']","[-4.116546, -9.465479, -7.9829803, -5.9227414, -2.6463242, -7.410459, -6.7569313]",-44.30146026611328
a singer made a crystal for you .,PD,MAKE,A,for,"['A', ' singer', ' made', ' a', ' crystal', ' for', ' you', '.']","[-4.116546, -9.465479, -7.9829803, -1.3446164, -10.977636, -7.6025987, -4.62558, -1.7969505]",-47.912391662597656
a singer made you a crystal .,DO,MAKE,A,for,"['A', ' singer', ' made', ' you', ' a', ' crystal', '.']","[-4.116546, -9.465479, -7.9829803, -7.774304, -2.787847, -10.104956, -3.976386]",-46.20849990844727
a cousin made an instrument for us .,PD,MAKE,A,for,"['A', ' cousin', ' made', ' an', ' instrument', ' for', ' us', '.']","[-4.116546, -10.5689945, -6.6846194, -3.6275806, -10.199585, -2.050489, -3.5505695, -2.2863207]",-43.0847053527832
a cousin made us an instrument .,DO,MAKE,A,for,"['A', ' cousin', ' made', ' us', ' an', ' instrument', '.']","[-4.116546, -10.5689945, -6.6846194, -4.182268, -3.7790933, -9.455939, -2.8478289]",-41.635284423828125
the leader purchased the juice for you .,PD,PURCHASE,THE,for,"['The', ' leader', ' purchased', ' the', ' juice', ' for', ' you', '.']","[-3.1868587, -8.785408, -14.1701145, -1.5706512, -9.780606, -2.8355992, -4.494464, -1.6518251]",-46.475528717041016
the leader purchased you the juice .,DO,PURCHASE,THE,for,"['The', ' leader', ' purchased', ' you', ' the', ' juice', '.']","[-3.1868587, -8.785408, -14.1701145, -7.008151, -3.146933, -8.786531, -2.1531582]",-47.23715591430664
the husband purchased the bottle for it .,PD,PURCHASE,THE,for,"['The', ' husband', ' purchased', ' the', ' bottle', ' for', ' it', '.']","[-3.1868587, -9.547127, -8.904735, -2.0256648, -6.8384886, -1.7961614, -7.677716, -3.8176444]",-43.79439926147461
the husband purchased it the bottle .,DO,PURCHASE,THE,for,"['The', ' husband', ' purchased', ' it', ' the', ' bottle', '.']","[-3.1868587, -9.547127, -8.904735, -3.6897273, -6.195393, -8.91469, -3.3666804]",-43.80521011352539
the writer purchased the beer for me .,PD,PURCHASE,THE,for,"['The', ' writer', ' purchased', ' the', ' beer', ' for', ' me', '.']","[-3.1868587, -8.906502, -9.72997, -2.1268313, -7.3076763, -2.0534992, -4.4084883, -1.8662704]",-39.58609771728516
the writer purchased me the beer .,DO,PURCHASE,THE,for,"['The', ' writer', ' purchased', ' me', ' the', ' beer', '.']","[-3.1868587, -8.906502, -9.72997, -6.13855, -2.8124146, -8.301542, -1.6027832]",-40.678619384765625
the actor purchased the meal for it .,PD,PURCHASE,THE,for,"['The', ' actor', ' purchased', ' the', ' meal', ' for', ' it', '.']","[-3.1868587, -8.447517, -9.180304, -0.7215834, -10.69183, -1.1084111, -10.235815, -4.7787786]",-48.3510971069336
the actor purchased it the meal .,DO,PURCHASE,THE,for,"['The', ' actor', ' purchased', ' it', ' the', ' meal', '.']","[-3.1868587, -8.447517, -9.180304, -5.2528334, -6.8312182, -12.407345, -4.724909]",-50.03098678588867
the manager purchased the chicken for you .,PD,PURCHASE,THE,for,"['The', ' manager', ' purchased', ' the', ' chicken', ' for', ' you', '.']","[-3.1868587, -9.568611, -10.59373, -1.3239405, -8.552055, -2.8523705, -5.32212, -1.7102226]",-43.10991287231445
the manager purchased you the chicken .,DO,PURCHASE,THE,for,"['The', ' manager', ' purchased', ' you', ' the', ' chicken', '.']","[-3.1868587, -9.568611, -10.59373, -6.9840965, -2.88714, -9.687464, -3.5006409]",-46.40854263305664
the man purchased the meal for you .,PD,PURCHASE,THE,for,"['The', ' man', ' purchased', ' the', ' meal', ' for', ' you', '.']","[-3.1855924, -6.889845, -10.429638, -0.9120657, -6.9017544, -1.5543264, -8.044272, -1.7814779]",-39.698974609375
the man purchased you the meal .,DO,PURCHASE,THE,for,"['The', ' man', ' purchased', ' you', ' the', ' meal', '.']","[-3.1868587, -6.8889236, -10.4298935, -10.9040985, -3.2687397, -5.890766, -2.0986829]",-42.66796112060547
the sheriff purchased the book for you .,PD,PURCHASE,THE,for,"['The', ' sheriff', ' purchased', ' the', ' book', ' for', ' you', '.']","[-3.1868587, -10.107674, -10.93531, -1.2576245, -6.7310457, -2.022154, -6.5522757, -1.6927184]",-42.48566436767578
the sheriff purchased you the book .,DO,PURCHASE,THE,for,"['The', ' sheriff', ' purchased', ' you', ' the', ' book', '.']","[-3.1868587, -10.107674, -10.93531, -10.445125, -3.4597352, -6.097452, -2.2833037]",-46.51546096801758
the attorney purchased the juice for us .,PD,PURCHASE,THE,for,"['The', ' attorney', ' purchased', ' the', ' juice', ' for', ' us', '.']","[-3.1868587, -9.6525955, -12.47608, -1.0289389, -11.735835, -2.8494172, -5.3283596, -1.8767995]",-48.1348876953125
the attorney purchased us the juice .,DO,PURCHASE,THE,for,"['The', ' attorney', ' purchased', ' us', ' the', ' juice', '.']","[-3.1868587, -9.6525955, -12.47608, -8.841439, -3.1030526, -10.198589, -2.5003657]",-49.958980560302734
the wife purchased the candy for them .,PD,PURCHASE,THE,for,"['The', ' wife', ' purchased', ' the', ' candy', ' for', ' them', '.']","[-3.1868587, -9.047127, -9.034788, -2.298915, -8.428199, -2.1046708, -5.5239325, -1.8363243]",-41.4608154296875
the wife purchased them the candy .,DO,PURCHASE,THE,for,"['The', ' wife', ' purchased', ' them', ' the', ' candy', '.']","[-3.1868587, -9.047127, -9.034788, -6.4786024, -6.21747, -9.508433, -3.3184993]",-46.791778564453125
the partner purchased the gun for us .,PD,PURCHASE,THE,for,"['The', ' partner', ' purchased', ' the', ' gun', ' for', ' us', '.']","[-3.1868587, -11.271736, -10.938889, -1.4412241, -6.4267693, -2.0659754, -5.532241, -2.5164175]",-43.38011169433594
the partner purchased us the gun .,DO,PURCHASE,THE,for,"['The', ' partner', ' purchased', ' us', ' the', ' gun', '.']","[-3.1868587, -11.271736, -10.938889, -6.5232553, -2.2110333, -9.217782, -3.290175]",-46.63972854614258
the parent purchased the card for us .,PD,PURCHASE,THE,for,"['The', ' parent', ' purchased', ' the', ' card', ' for', ' us', '.']","[-3.1868587, -9.7150955, -10.837965, -1.2616701, -6.67836, -1.3420482, -6.130606, -2.6262808]",-41.77888870239258
the parent purchased us the card .,DO,PURCHASE,THE,for,"['The', ' parent', ' purchased', ' us', ' the', ' card', '.']","[-3.1868587, -9.7150955, -10.837965, -8.367139, -2.417806, -7.606088, -3.0955114]",-45.22645950317383
the worker purchased the bag for it .,PD,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' the', ' bag', ' for', ' it', '.']","[-3.1868587, -11.131111, -10.656999, -1.567438, -6.7692432, -2.5590444, -8.246248, -4.160986]",-48.277931213378906
the worker purchased it the bag .,DO,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' it', ' the', ' bag', '.']","[-3.1868587, -11.131111, -10.656999, -6.126032, -5.637011, -9.795039, -4.082969]",-50.61602020263672
the champion purchased the tea for us .,PD,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' the', ' tea', ' for', ' us', '.']","[-3.1868587, -10.9338455, -11.715932, -1.109544, -10.015075, -3.481532, -5.507111, -1.8619083]",-47.811805725097656
the champion purchased us the tea .,DO,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' us', ' the', ' tea', '.']","[-3.1868587, -10.9338455, -11.715932, -8.027513, -3.0286684, -7.1556387, -2.621895]",-46.67034912109375
the cousin purchased the juice for him .,PD,PURCHASE,THE,for,"['The', ' cousin', ' purchased', ' the', ' juice', ' for', ' him', '.']","[-3.1868587, -12.57325, -11.635734, -1.4832819, -9.758444, -2.276018, -3.2510986, -1.9813582]",-46.14604187011719
the cousin purchased him the juice .,DO,PURCHASE,THE,for,"['The', ' cousin', ' purchased', ' him', ' the', ' juice', '.']","[-3.1868587, -12.57325, -11.635734, -6.030157, -3.292263, -9.84461, -2.751856]",-49.314727783203125
the nurse purchased the wire for us .,PD,PURCHASE,THE,for,"['The', ' nurse', ' purchased', ' the', ' wire', ' for', ' us', '.']","[-3.1868587, -10.127205, -11.71168, -1.8652619, -8.74259, -2.7797794, -6.791331, -2.0186646]",-47.22337341308594
the nurse purchased us the wire .,DO,PURCHASE,THE,for,"['The', ' nurse', ' purchased', ' us', ' the', ' wire', '.']","[-3.1868587, -10.127205, -11.71168, -7.677762, -3.369258, -9.851671, -4.209715]",-50.13414764404297
the lady purchased the beer for it .,PD,PURCHASE,THE,for,"['The', ' lady', ' purchased', ' the', ' beer', ' for', ' it', '.']","[-3.1868587, -9.408455, -10.099394, -1.6141316, -8.709837, -2.9336562, -7.0235724, -2.35042]",-45.32632446289063
the lady purchased it the beer .,DO,PURCHASE,THE,for,"['The', ' lady', ' purchased', ' it', ' the', ' beer', '.']","[-3.1868587, -9.408455, -10.099394, -3.465694, -5.393197, -11.60794, -3.3931081]",-46.55464553833008
the worker purchased the glass for him .,PD,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' the', ' glass', ' for', ' him', '.']","[-3.1868587, -11.131111, -10.656999, -1.567438, -8.374712, -2.7790723, -5.785407, -2.0673966]",-45.54899597167969
the worker purchased him the glass .,DO,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' him', ' the', ' glass', '.']","[-3.1868587, -11.131111, -10.656999, -8.407282, -3.4169016, -7.4763556, -3.5899818]",-47.86548614501953
the lady purchased the beer for him .,PD,PURCHASE,THE,for,"['The', ' lady', ' purchased', ' the', ' beer', ' for', ' him', '.']","[-3.1868587, -9.408455, -10.099394, -1.6141316, -8.709837, -2.9336562, -3.0977912, -1.5662744]",-40.61639404296875
the lady purchased him the beer .,DO,PURCHASE,THE,for,"['The', ' lady', ' purchased', ' him', ' the', ' beer', '.']","[-3.1868587, -9.408455, -10.099394, -5.5203815, -3.5000887, -6.95431, -3.0572]",-41.726688385009766
the champion purchased the coat for you .,PD,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' the', ' coat', ' for', ' you', '.']","[-3.1868587, -10.9338455, -11.715932, -1.109544, -9.038512, -1.6586193, -7.849851, -1.8045038]",-47.297664642333984
the champion purchased you the coat .,DO,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' you', ' the', ' coat', '.']","[-3.1868587, -10.9338455, -11.715932, -8.2072, -3.30655, -8.100413, -2.2292733]",-47.68007278442383
the buddy purchased the coffee for her .,PD,PURCHASE,THE,for,"['The', ' buddy', ' purchased', ' the', ' coffee', ' for', ' her', '.']","[-3.1868587, -12.221016, -10.807898, -2.0506275, -7.2536855, -4.201468, -3.6647553, -2.235662]",-45.62197113037109
the buddy purchased her the coffee .,DO,PURCHASE,THE,for,"['The', ' buddy', ' purchased', ' her', ' the', ' coffee', '.']","[-3.1868587, -12.221016, -10.807898, -5.1912527, -3.901341, -7.240842, -3.7443864]",-46.29359436035156
the adult purchased the cigarette for them .,PD,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' the', ' cigarette', ' for', ' them', '.']","[-3.1868587, -9.879158, -13.541941, -1.5777795, -7.4832435, -2.2635953, -5.0018272, -1.8359127]",-44.77031707763672
the adult purchased them the cigarette .,DO,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' them', ' the', ' cigarette', '.']","[-3.1868587, -9.879158, -13.541941, -6.0426235, -5.097514, -9.581357, -2.700942]",-50.0303955078125
the cop purchased the guitar for it .,PD,PURCHASE,THE,for,"['The', ' cop', ' purchased', ' the', ' guitar', ' for', ' it', '.']","[-3.1868587, -10.86451, -10.947773, -1.0898343, -8.214698, -1.6873065, -8.777843, -4.028219]",-48.79704284667969
the cop purchased it the guitar .,DO,PURCHASE,THE,for,"['The', ' cop', ' purchased', ' it', ' the', ' guitar', '.']","[-3.1868587, -10.86451, -10.947773, -3.7773342, -4.944967, -11.088607, -3.8347366]",-48.64478302001953
the secretary purchased the pie for me .,PD,PURCHASE,THE,for,"['The', ' secretary', ' purchased', ' the', ' pie', ' for', ' me', '.']","[-3.1868587, -10.056892, -13.095921, -1.6089314, -9.543072, -2.5352125, -4.179363, -1.9093244]",-46.11557769775391
the secretary purchased me the pie .,DO,PURCHASE,THE,for,"['The', ' secretary', ' purchased', ' me', ' the', ' pie', '.']","[-3.1868587, -10.056892, -13.095921, -6.019088, -3.253314, -10.659899, -2.4858384]",-48.7578125
the pilot purchased the pie for it .,PD,PURCHASE,THE,for,"['The', ' pilot', ' purchased', ' the', ' pie', ' for', ' it', '.']","[-3.1868587, -9.17408, -11.495949, -0.76723033, -11.846871, -3.4572072, -8.053324, -3.7800183]",-51.76153945922852
the pilot purchased it the pie .,DO,PURCHASE,THE,for,"['The', ' pilot', ' purchased', ' it', ' the', ' pie', '.']","[-3.1868587, -9.17408, -11.495949, -6.228168, -5.9389744, -11.995923, -4.593132]",-52.61308670043945
the adult purchased the juice for them .,PD,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' the', ' juice', ' for', ' them', '.']","[-3.1868587, -9.879158, -13.541941, -1.5777795, -7.8933997, -2.2502203, -5.188196, -2.1581197]",-45.67567443847656
the adult purchased them the juice .,DO,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' them', ' the', ' juice', '.']","[-3.1868587, -9.879158, -13.541941, -6.0426235, -5.097514, -9.622373, -2.6728337]",-50.043304443359375
an author purchased a juice for you .,PD,PURCHASE,A,for,"['An', ' author', ' purchased', ' a', ' juice', ' for', ' you', '.']","[-6.034515, -7.6208816, -10.534572, -1.0026422, -11.561911, -4.559124, -6.6295667, -2.3169541]",-50.26016616821289
an author purchased you a juice .,DO,PURCHASE,A,for,"['An', ' author', ' purchased', ' you', ' a', ' juice', '.']","[-6.034515, -7.6208816, -10.534572, -9.588579, -1.928992, -9.308743, -2.3521888]",-47.36846923828125
an opponent purchased a chicken for it .,PD,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' a', ' chicken', ' for', ' it', '.']","[-6.034515, -10.341585, -11.891917, -1.2469019, -8.573588, -2.9946957, -7.6977525, -3.4605103]",-52.24147033691406
an opponent purchased it a chicken .,DO,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' it', ' a', ' chicken', '.']","[-6.034515, -10.341585, -11.891917, -4.825027, -5.270088, -10.384989, -3.5830781]",-52.33120346069336
a nurse purchased a coffee for you .,PD,PURCHASE,A,for,"['A', ' nurse', ' purchased', ' a', ' coffee', ' for', ' you', '.']","[-4.116546, -8.151026, -10.891567, -0.76313174, -6.5480843, -2.3329778, -6.515452, -2.1324778]",-41.451263427734375
a nurse purchased you a coffee .,DO,PURCHASE,A,for,"['A', ' nurse', ' purchased', ' you', ' a', ' coffee', '.']","[-4.116546, -8.151026, -10.891567, -8.767038, -0.9343134, -2.1361938, -2.0583866]",-37.05506896972656
a sheriff purchased a juice for it .,PD,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' a', ' juice', ' for', ' it', '.']","[-4.116546, -10.118799, -12.174825, -0.28571466, -12.57266, -4.2498236, -8.728091, -2.4309568]",-54.67742156982422
a sheriff purchased it a juice .,DO,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' it', ' a', ' juice', '.']","[-4.116546, -10.118799, -12.174825, -8.102121, -4.4159875, -13.909003, -3.7997985]",-56.63707733154297
a boy purchased a salad for you .,PD,PURCHASE,A,for,"['A', ' boy', ' purchased', ' a', ' salad', ' for', ' you', '.']","[-4.116546, -7.8385253, -10.664788, -0.54635805, -10.7760725, -2.0048895, -9.399814, -2.0422297]",-47.38922500610352
a boy purchased you a salad .,DO,PURCHASE,A,for,"['A', ' boy', ' purchased', ' you', ' a', ' salad', '.']","[-4.116546, -7.8385253, -10.664788, -10.026827, -0.7726067, -8.729349, -1.9247712]",-44.07341003417969
a captain purchased a wire for us .,PD,PURCHASE,A,for,"['A', ' captain', ' purchased', ' a', ' wire', ' for', ' us', '.']","[-4.116546, -10.660303, -12.174721, -0.69949675, -11.633774, -3.2498298, -7.07864, -2.475221]",-52.08853149414063
a captain purchased us a wire .,DO,PURCHASE,A,for,"['A', ' captain', ' purchased', ' us', ' a', ' wire', '.']","[-4.116546, -10.660303, -12.174721, -7.7229342, -1.133008, -11.324814, -4.353999]",-51.486324310302734
a manager purchased a tea for us .,PD,PURCHASE,A,for,"['A', ' manager', ' purchased', ' a', ' tea', ' for', ' us', '.']","[-4.116546, -9.661768, -10.441363, -1.071626, -8.914761, -3.0847213, -5.4597607, -2.883128]",-45.633670806884766
a manager purchased us a tea .,DO,PURCHASE,A,for,"['A', ' manager', ' purchased', ' us', ' a', ' tea', '.']","[-4.116546, -9.661768, -10.441363, -8.434907, -1.2558303, -7.6025944, -5.562861]",-47.075870513916016
a father purchased a bag for me .,PD,PURCHASE,A,for,"['A', ' father', ' purchased', ' a', ' bag', ' for', ' me', '.']","[-4.116546, -8.000635, -9.89201, -0.52185863, -7.584036, -3.5818038, -7.605538, -2.4641829]",-43.76660919189453
a father purchased me a bag .,DO,PURCHASE,A,for,"['A', ' father', ' purchased', ' me', ' a', ' bag', '.']","[-4.116546, -8.000635, -9.89201, -8.408577, -0.66183376, -6.0577793, -4.715684]",-41.853065490722656
a cousin purchased a bag for me .,PD,PURCHASE,A,for,"['A', ' cousin', ' purchased', ' a', ' bag', ' for', ' me', '.']","[-4.116546, -10.5689945, -9.40337, -0.86799353, -6.7736607, -3.249156, -0.8747418, -2.9421098]",-38.79656982421875
a cousin purchased me a bag .,DO,PURCHASE,A,for,"['A', ' cousin', ' purchased', ' me', ' a', ' bag', '.']","[-4.116546, -10.5689945, -9.40337, -3.953931, -0.6719623, -5.260909, -5.717162]",-39.69287490844727
a winner purchased a newspaper for us .,PD,PURCHASE,A,for,"['A', ' winner', ' purchased', ' a', ' newspaper', ' for', ' us', '.']","[-4.116546, -9.45083, -13.013534, -0.9507362, -9.645824, -3.5644836, -7.475954, -2.7097013]",-50.9276123046875
a winner purchased us a newspaper .,DO,PURCHASE,A,for,"['A', ' winner', ' purchased', ' us', ' a', ' newspaper', '.']","[-4.116546, -9.45083, -13.013534, -10.69683, -1.3596313, -8.4664135, -2.8969657]",-50.00075149536133
an opponent purchased a card for you .,PD,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' a', ' card', ' for', ' you', '.']","[-6.034515, -10.341585, -11.891917, -1.2469019, -6.866557, -2.267123, -3.8209352, -1.7038927]",-44.17342758178711
an opponent purchased you a card .,DO,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' you', ' a', ' card', '.']","[-6.034515, -10.341585, -11.891917, -6.5398707, -1.2755555, -5.9393377, -2.4809206]",-44.50370407104492
