text,structure,verb,det,prep,tokens,log_prob_tokens,log_prob
an opponent made an engine for a company .,PD,MAKE,A,for,"['An', ' opponent', ' made', ' an', ' engine', ' for', ' a', ' company', '.']","[-6.034515, -10.341585, -7.7122297, -2.5731368, -10.455544, -4.184533, -2.1472032, -7.684086, -2.4670205]",-53.599853515625
an opponent made a company an engine .,DO,MAKE,A,for,"['An', ' opponent', ' made', ' a', ' company', ' an', ' engine', '.']","[-6.034515, -10.341585, -7.7122297, -0.98719937, -11.467735, -5.1445484, -11.586577, -3.4563694]",-56.73075866699219
an opponent made an iron for a company .,PD,MAKE,A,for,"['An', ' opponent', ' made', ' an', ' iron', ' for', ' a', ' company', '.']","[-6.034515, -10.341585, -7.7122297, -2.5731368, -8.822732, -7.880389, -2.3389058, -6.7116632, -2.4673815]",-54.882537841796875
an opponent made a company an iron .,DO,MAKE,A,for,"['An', ' opponent', ' made', ' a', ' company', ' an', ' iron', '.']","[-6.034515, -10.341585, -7.7122297, -0.98719937, -11.467735, -5.1445484, -10.317046, -5.87183]",-57.87668991088867
a reader made a book for a colonel .,PD,MAKE,A,for,"['A', ' reader', ' made', ' a', ' book', ' for', ' a', ' colon', 'el', '.']","[-4.116546, -7.615869, -6.535158, -0.90481055, -8.438699, -2.8317838, -3.176776, -11.885359, -1.552017, -2.8879895]",-49.94500732421875
a reader made a colonel a book .,DO,MAKE,A,for,"['A', ' reader', ' made', ' a', ' colon', 'el', ' a', ' book', '.']","[-4.116546, -7.615869, -6.535158, -0.90481055, -14.621316, -3.5809221, -5.4528656, -8.19688, -3.3665686]",-54.390933990478516
a champion made a television for a corporation .,PD,MAKE,A,for,"['A', ' champion', ' made', ' a', ' television', ' for', ' a', ' corporation', '.']","[-4.116546, -9.528955, -9.065074, -3.171793, -9.283996, -7.820428, -2.2851245, -9.674799, -1.8288214]",-56.775535583496094
a champion made a corporation a television .,DO,MAKE,A,for,"['A', ' champion', ' made', ' a', ' corporation', ' a', ' television', '.']","[-4.116546, -9.528955, -9.065074, -3.171793, -12.40216, -3.2885382, -9.939885, -4.9521737]",-56.465126037597656
a wife made a bowl for a business .,PD,MAKE,A,for,"['A', ' wife', ' made', ' a', ' bowl', ' for', ' a', ' business', '.']","[-4.116546, -9.616846, -6.737627, -1.0106565, -10.10257, -3.6211874, -2.7419293, -7.531887, -3.1324124]",-48.611663818359375
a wife made a business a bowl .,DO,MAKE,A,for,"['A', ' wife', ' made', ' a', ' business', ' a', ' bowl', '.']","[-4.116546, -9.616846, -6.737627, -1.0106565, -8.278351, -7.604773, -11.643723, -3.9735963]",-52.98211669921875
a sheriff made a bottle for a club .,PD,MAKE,A,for,"['A', ' sheriff', ' made', ' a', ' bottle', ' for', ' a', ' club', '.']","[-4.116546, -10.118799, -8.30959, -0.93400687, -11.26894, -5.4427195, -1.9642113, -8.427069, -3.1393607]",-53.72124481201172
a sheriff made a club a bottle .,DO,MAKE,A,for,"['A', ' sheriff', ' made', ' a', ' club', ' a', ' bottle', '.']","[-4.116546, -10.118799, -8.30959, -0.93400687, -11.694721, -4.981988, -9.277369, -3.7904418]",-53.22346496582031
a worker made a television for a band .,PD,MAKE,A,for,"['A', ' worker', ' made', ' a', ' television', ' for', ' a', ' band', '.']","[-4.116546, -8.846338, -8.149441, -1.2064567, -9.91206, -4.4519615, -1.8081807, -7.6040998, -2.6942916]",-48.78937530517578
a worker made a band a television .,DO,MAKE,A,for,"['A', ' worker', ' made', ' a', ' band', ' a', ' television', '.']","[-4.116546, -8.846338, -8.149441, -1.2064567, -11.152294, -7.5965643, -9.514498, -4.088973]",-54.671112060546875
a singer made a crystal for an army .,PD,MAKE,A,for,"['A', ' singer', ' made', ' a', ' crystal', ' for', ' an', ' army', '.']","[-4.116546, -9.465479, -7.9829803, -1.3446164, -10.977636, -7.6025987, -4.7271423, -6.3322287, -4.4922266]",-57.04145812988281
a singer made an army a crystal .,DO,MAKE,A,for,"['A', ' singer', ' made', ' an', ' army', ' a', ' crystal', '.']","[-4.116546, -9.465479, -7.9829803, -3.0789914, -9.204522, -6.689202, -12.459517, -3.856771]",-56.854007720947266
a cousin made an instrument for a club .,PD,MAKE,A,for,"['A', ' cousin', ' made', ' an', ' instrument', ' for', ' a', ' club', '.']","[-4.116546, -10.5689945, -6.6846194, -3.6275806, -10.199585, -2.050489, -2.8630695, -8.546474, -3.1358495]",-51.793209075927734
a cousin made a club an instrument .,DO,MAKE,A,for,"['A', ' cousin', ' made', ' a', ' club', ' an', ' instrument', '.']","[-4.116546, -10.5689945, -6.6846194, -1.4166433, -11.098041, -8.737059, -7.023894, -3.0246773]",-52.670475006103516
the leader purchased the juice for the business .,PD,PURCHASE,THE,for,"['The', ' leader', ' purchased', ' the', ' juice', ' for', ' the', ' business', '.']","[-3.1868587, -8.785408, -14.1701145, -1.5706512, -9.780606, -2.8355992, -1.6429015, -7.225667, -2.1605387]",-51.35834503173828
the leader purchased the business the juice .,DO,PURCHASE,THE,for,"['The', ' leader', ' purchased', ' the', ' business', ' the', ' juice', '.']","[-3.1868587, -8.785408, -14.1701145, -1.5706512, -4.571622, -6.6775274, -13.325995, -4.6175623]",-56.90574264526367
the husband purchased the bottle for the club .,PD,PURCHASE,THE,for,"['The', ' husband', ' purchased', ' the', ' bottle', ' for', ' the', ' club', '.']","[-3.1868587, -9.547127, -8.904735, -2.0256648, -6.8384886, -1.7961614, -2.6269343, -8.895218, -1.9915308]",-45.81271743774414
the husband purchased the club the bottle .,DO,PURCHASE,THE,for,"['The', ' husband', ' purchased', ' the', ' club', ' the', ' bottle', '.']","[-3.1868587, -9.547127, -8.904735, -2.0256648, -7.9595823, -5.509978, -10.134372, -3.8281116]",-51.096435546875
the writer purchased the beer for the administration .,PD,PURCHASE,THE,for,"['The', ' writer', ' purchased', ' the', ' beer', ' for', ' the', ' administration', '.']","[-3.1868587, -8.906502, -9.72997, -2.1268313, -7.3076763, -2.0534992, -1.9475508, -10.4158535, -2.3920424]",-48.06678009033203
the writer purchased the administration the beer .,DO,PURCHASE,THE,for,"['The', ' writer', ' purchased', ' the', ' administration', ' the', ' beer', '.']","[-3.1868587, -8.906502, -9.72997, -2.1268313, -10.186583, -6.29104, -9.254433, -3.2045496]",-52.88676071166992
the actor purchased the meal for the president .,PD,PURCHASE,THE,for,"['The', ' actor', ' purchased', ' the', ' meal', ' for', ' the', ' president', '.']","[-3.1868587, -8.447517, -9.180304, -0.7215834, -10.69183, -1.1084111, -1.3998778, -8.462105, -4.9251714]",-48.123661041259766
the actor purchased the president the meal .,DO,PURCHASE,THE,for,"['The', ' actor', ' purchased', ' the', ' president', ' the', ' meal', '.']","[-3.1868587, -8.447517, -9.180304, -0.7215834, -11.768002, -5.759315, -9.08595, -5.060011]",-53.20954132080078
the manager purchased the chicken for the club .,PD,PURCHASE,THE,for,"['The', ' manager', ' purchased', ' the', ' chicken', ' for', ' the', ' club', '.']","[-3.1868587, -9.568611, -10.59373, -1.3239405, -8.552055, -2.8523705, -1.6424327, -5.093914, -3.9030178]",-46.7169303894043
the manager purchased the club the chicken .,DO,PURCHASE,THE,for,"['The', ' manager', ' purchased', ' the', ' club', ' the', ' chicken', '.']","[-3.1868587, -9.568611, -10.59373, -1.3239405, -4.083305, -6.786783, -12.712632, -4.416507]",-52.672367095947266
the man purchased the meal for the physician .,PD,PURCHASE,THE,for,"['The', ' man', ' purchased', ' the', ' meal', ' for', ' the', ' physician', '.']","[-3.1868587, -6.8889236, -10.4298935, -0.9119114, -6.9027767, -1.5534945, -1.2145863, -11.798488, -4.1722603]",-47.0591926574707
the man purchased the physician the meal .,DO,PURCHASE,THE,for,"['The', ' man', ' purchased', ' the', ' physician', ' the', ' meal', '.']","[-3.1868587, -6.8889236, -10.4298935, -0.9119114, -13.437445, -5.761527, -6.4701667, -2.7979896]",-49.88471603393555
the sheriff purchased the book for the chief .,PD,PURCHASE,THE,for,"['The', ' sheriff', ' purchased', ' the', ' book', ' for', ' the', ' chief', '.']","[-3.1868587, -10.107674, -10.93531, -1.2576245, -6.7310457, -2.022154, -1.513213, -7.6534615, -3.27234]",-46.679683685302734
the sheriff purchased the chief the book .,DO,PURCHASE,THE,for,"['The', ' sheriff', ' purchased', ' the', ' chief', ' the', ' book', '.']","[-3.1868587, -10.107674, -10.93531, -1.2576245, -9.682218, -5.5165677, -5.6334333, -2.7224631]",-49.04214859008789
the attorney purchased the juice for the company .,PD,PURCHASE,THE,for,"['The', ' attorney', ' purchased', ' the', ' juice', ' for', ' the', ' company', '.']","[-3.1868587, -9.6525955, -12.47608, -1.0289389, -11.735835, -2.8494172, -1.8205473, -6.337451, -2.9085197]",-51.996246337890625
the attorney purchased the company the juice .,DO,PURCHASE,THE,for,"['The', ' attorney', ' purchased', ' the', ' company', ' the', ' juice', '.']","[-3.1868587, -9.6525955, -12.47608, -1.0289389, -5.999507, -6.1025343, -12.690071, -4.1618013]",-55.29838562011719
the wife purchased the candy for the business .,PD,PURCHASE,THE,for,"['The', ' wife', ' purchased', ' the', ' candy', ' for', ' the', ' business', '.']","[-3.1868587, -9.047127, -9.034788, -2.298915, -8.428199, -2.1046708, -1.6567448, -8.238226, -1.7401004]",-45.735633850097656
the wife purchased the business the candy .,DO,PURCHASE,THE,for,"['The', ' wife', ' purchased', ' the', ' business', ' the', ' candy', '.']","[-3.1868587, -9.047127, -9.034788, -2.298915, -8.807105, -6.176992, -11.141794, -4.8640213]",-54.55760192871094
the partner purchased the gun for the corporation .,PD,PURCHASE,THE,for,"['The', ' partner', ' purchased', ' the', ' gun', ' for', ' the', ' corporation', '.']","[-3.1868587, -11.271736, -10.938889, -1.4412241, -6.4267693, -2.0659754, -1.9853661, -8.957813, -1.799815]",-48.07444763183594
the partner purchased the corporation the gun .,DO,PURCHASE,THE,for,"['The', ' partner', ' purchased', ' the', ' corporation', ' the', ' gun', '.']","[-3.1868587, -11.271736, -10.938889, -1.4412241, -8.809582, -5.557943, -8.671713, -3.2905543]",-53.16849899291992
the parent purchased the card for the army .,PD,PURCHASE,THE,for,"['The', ' parent', ' purchased', ' the', ' card', ' for', ' the', ' army', '.']","[-3.1868587, -9.7150955, -10.837965, -1.2616701, -6.67836, -1.3420482, -1.4743562, -13.500193, -3.2528734]",-51.249420166015625
the parent purchased the army the card .,DO,PURCHASE,THE,for,"['The', ' parent', ' purchased', ' the', ' army', ' the', ' card', '.']","[-3.1868587, -9.7150955, -10.837965, -1.2616701, -12.585587, -5.988512, -8.080714, -3.4222312]",-55.078636169433594
the worker purchased the bag for the company .,PD,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' the', ' bag', ' for', ' the', ' company', '.']","[-3.1868587, -11.131111, -10.656999, -1.567438, -6.7692432, -2.5590444, -2.9806228, -4.42653, -2.7022338]",-45.98007583618164
the worker purchased the company the bag .,DO,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' the', ' company', ' the', ' bag', '.']","[-3.1868587, -11.131111, -10.656999, -1.567438, -6.171587, -6.498893, -8.01183, -3.3333268]",-50.55804443359375
the champion purchased the tea for the pilot .,PD,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' the', ' tea', ' for', ' the', ' pilot', '.']","[-3.1868587, -10.9338455, -11.715932, -1.109544, -10.015075, -3.481532, -2.1086736, -9.533629, -2.8633587]",-54.948448181152344
the champion purchased the pilot the tea .,DO,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' the', ' pilot', ' the', ' tea', '.']","[-3.1868587, -10.9338455, -11.715932, -1.109544, -10.74945, -6.9599543, -8.489568, -2.9595919]",-56.104740142822266
the cousin purchased the juice for the king .,PD,PURCHASE,THE,for,"['The', ' cousin', ' purchased', ' the', ' juice', ' for', ' the', ' king', '.']","[-3.1868587, -12.57325, -11.635734, -1.4832819, -9.758444, -2.276018, -2.1573486, -8.293203, -2.07097]",-53.43510437011719
the cousin purchased the king the juice .,DO,PURCHASE,THE,for,"['The', ' cousin', ' purchased', ' the', ' king', ' the', ' juice', '.']","[-3.1868587, -12.57325, -11.635734, -1.4832819, -9.504538, -6.8639584, -9.697195, -2.5427256]",-57.48754119873047
the nurse purchased the wire for the actress .,PD,PURCHASE,THE,for,"['The', ' nurse', ' purchased', ' the', ' wire', ' for', ' the', ' actress', '.']","[-3.1868587, -10.127205, -11.71168, -1.8652619, -8.74259, -2.7797794, -1.1546121, -10.205223, -2.6243706]",-52.397579193115234
the nurse purchased the actress the wire .,DO,PURCHASE,THE,for,"['The', ' nurse', ' purchased', ' the', ' actress', ' the', ' wire', '.']","[-3.1868587, -10.127205, -11.71168, -1.8652619, -12.38468, -5.1502953, -10.517389, -3.5105217]",-58.453895568847656
the lady purchased the beer for the army .,PD,PURCHASE,THE,for,"['The', ' lady', ' purchased', ' the', ' beer', ' for', ' the', ' army', '.']","[-3.1868587, -9.408455, -10.099394, -1.6141316, -8.709837, -2.9336562, -1.5431038, -9.967021, -3.1070766]",-50.56953430175781
the lady purchased the army the beer .,DO,PURCHASE,THE,for,"['The', ' lady', ' purchased', ' the', ' army', ' the', ' beer', '.']","[-3.1868587, -9.408455, -10.099394, -1.6141316, -10.729368, -5.5483522, -8.6572695, -2.5344653]",-51.77829360961914
the worker purchased the glass for the corporation .,PD,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' the', ' glass', ' for', ' the', ' corporation', '.']","[-3.1868587, -11.131111, -10.656999, -1.567438, -8.374712, -2.7790723, -1.3010321, -9.577875, -2.0017152]",-50.576812744140625
the worker purchased the corporation the glass .,DO,PURCHASE,THE,for,"['The', ' worker', ' purchased', ' the', ' corporation', ' the', ' glass', '.']","[-3.1868587, -11.131111, -10.656999, -1.567438, -8.7887745, -5.89602, -9.510033, -3.8279572]",-54.565189361572266
the champion purchased the coat for the lawyer .,PD,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' the', ' coat', ' for', ' the', ' lawyer', '.']","[-3.1868587, -10.9338455, -11.715932, -1.109544, -9.038512, -1.6586193, -2.4943824, -10.708644, -4.0651636]",-54.9114990234375
the champion purchased the lawyer the coat .,DO,PURCHASE,THE,for,"['The', ' champion', ' purchased', ' the', ' lawyer', ' the', ' coat', '.']","[-3.1868587, -10.9338455, -11.715932, -1.109544, -12.0267935, -5.0872507, -8.321696, -2.8970904]",-55.27901077270508
the buddy purchased the coffee for the company .,PD,PURCHASE,THE,for,"['The', ' buddy', ' purchased', ' the', ' coffee', ' for', ' the', ' company', '.']","[-3.1868587, -12.221016, -10.807898, -2.0506275, -7.2536855, -4.201468, -2.1803803, -6.217595, -2.2804916]",-50.400020599365234
the buddy purchased the company the coffee .,DO,PURCHASE,THE,for,"['The', ' buddy', ' purchased', ' the', ' company', ' the', ' coffee', '.']","[-3.1868587, -12.221016, -10.807898, -2.0506275, -7.3200917, -5.08643, -7.8667026, -4.5274587]",-53.067081451416016
the cop purchased the guitar for the attorney .,PD,PURCHASE,THE,for,"['The', ' cop', ' purchased', ' the', ' guitar', ' for', ' the', ' attorney', '.']","[-3.1868587, -10.86451, -10.947773, -1.0898343, -8.214698, -1.6873065, -2.8872185, -11.171247, -3.773467]",-53.82291030883789
the cop purchased the attorney the guitar .,DO,PURCHASE,THE,for,"['The', ' cop', ' purchased', ' the', ' attorney', ' the', ' guitar', '.']","[-3.1868587, -10.86451, -10.947773, -1.0898343, -10.419776, -4.4979067, -8.84325, -2.8528085]",-52.70271682739258
the secretary purchased the pie for the company .,PD,PURCHASE,THE,for,"['The', ' secretary', ' purchased', ' the', ' pie', ' for', ' the', ' company', '.']","[-3.1868587, -10.056892, -13.095921, -1.6089314, -9.543072, -2.5352125, -2.0387378, -6.3970404, -3.7394867]",-52.20215606689453
the secretary purchased the company the pie .,DO,PURCHASE,THE,for,"['The', ' secretary', ' purchased', ' the', ' company', ' the', ' pie', '.']","[-3.1868587, -10.056892, -13.095921, -1.6089314, -6.0294, -5.334167, -11.125881, -2.852861]",-53.29091262817383
the pilot purchased the pie for the business .,PD,PURCHASE,THE,for,"['The', ' pilot', ' purchased', ' the', ' pie', ' for', ' the', ' business', '.']","[-3.1868587, -9.17408, -11.495949, -0.76723033, -11.846871, -3.4572072, -1.9986364, -7.7529416, -4.011655]",-53.691429138183594
the pilot purchased the business the pie .,DO,PURCHASE,THE,for,"['The', ' pilot', ' purchased', ' the', ' business', ' the', ' pie', '.']","[-3.1868587, -9.17408, -11.495949, -0.76723033, -5.7414026, -6.3559217, -13.120486, -5.119817]",-54.96174621582031
the adult purchased the juice for the actor .,PD,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' the', ' juice', ' for', ' the', ' actor', '.']","[-3.1868587, -9.879158, -13.541941, -1.5777795, -7.8933997, -2.2502203, -1.3210088, -9.933771, -3.0234437]",-52.607582092285156
the adult purchased the actor the juice .,DO,PURCHASE,THE,for,"['The', ' adult', ' purchased', ' the', ' actor', ' the', ' juice', '.']","[-3.1868587, -9.879158, -13.541941, -1.5777795, -12.526213, -4.794194, -9.290352, -2.915732]",-57.71223068237305
an author purchased a juice for a princess .,PD,PURCHASE,A,for,"['An', ' author', ' purchased', ' a', ' juice', ' for', ' a', ' princess', '.']","[-6.034515, -7.6208816, -10.534572, -1.0026422, -11.561911, -4.559124, -2.367848, -8.065274, -1.9584018]",-53.70516586303711
an author purchased a princess a juice .,DO,PURCHASE,A,for,"['An', ' author', ' purchased', ' a', ' princess', ' a', ' juice', '.']","[-6.034515, -7.6208816, -10.534572, -1.0026422, -11.143942, -6.675084, -12.099296, -3.3360827]",-58.44701385498047
an opponent purchased a chicken for a man .,PD,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' a', ' chicken', ' for', ' a', ' man', '.']","[-6.034515, -10.341585, -11.891917, -1.2469019, -8.573588, -2.9946957, -2.7016587, -5.5331097, -2.6866667]",-52.00464630126953
an opponent purchased a man a chicken .,DO,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' a', ' man', ' a', ' chicken', '.']","[-6.034515, -10.341585, -11.891917, -1.2469019, -8.65562, -3.4952197, -6.8492227, -3.1938746]",-51.708858489990234
a nurse purchased a coffee for a mayor .,PD,PURCHASE,A,for,"['A', ' nurse', ' purchased', ' a', ' coffee', ' for', ' a', ' mayor', '.']","[-4.116546, -8.151026, -10.891567, -0.76313174, -6.5480843, -2.3329778, -0.8435771, -11.14379, -2.4079018]",-47.198604583740234
a nurse purchased a mayor a coffee .,DO,PURCHASE,A,for,"['A', ' nurse', ' purchased', ' a', ' mayor', ' a', ' coffee', '.']","[-4.116546, -8.151026, -10.891567, -0.76313174, -14.755848, -6.0897126, -3.820734, -2.5770886]",-51.16565704345703
a sheriff purchased a juice for a club .,PD,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' a', ' juice', ' for', ' a', ' club', '.']","[-4.116546, -10.118799, -12.174825, -0.28571466, -12.57266, -4.2498236, -2.2124662, -9.3413, -2.586349]",-57.658485412597656
a sheriff purchased a club a juice .,DO,PURCHASE,A,for,"['A', ' sheriff', ' purchased', ' a', ' club', ' a', ' juice', '.']","[-4.116546, -10.118799, -12.174825, -0.28571466, -10.004301, -5.246674, -13.998869, -4.1724625]",-60.118194580078125
a boy purchased a salad for an attorney .,PD,PURCHASE,A,for,"['A', ' boy', ' purchased', ' a', ' salad', ' for', ' an', ' attorney', '.']","[-4.116546, -7.8385253, -10.664788, -0.54635805, -10.7760725, -2.0048895, -6.3841887, -11.6916485, -1.5626072]",-55.58562469482422
a boy purchased an attorney a salad .,DO,PURCHASE,A,for,"['A', ' boy', ' purchased', ' an', ' attorney', ' a', ' salad', '.']","[-4.116546, -7.8385253, -10.664788, -2.8666706, -12.592794, -3.6475163, -10.299692, -1.8039588]",-53.83048629760742
a captain purchased a wire for a corporation .,PD,PURCHASE,A,for,"['A', ' captain', ' purchased', ' a', ' wire', ' for', ' a', ' corporation', '.']","[-4.116546, -10.660303, -12.174721, -0.69949675, -11.633774, -3.2498298, -2.1372337, -10.775501, -1.862833]",-57.310237884521484
a captain purchased a corporation a wire .,DO,PURCHASE,A,for,"['A', ' captain', ' purchased', ' a', ' corporation', ' a', ' wire', '.']","[-4.116546, -10.660303, -12.174721, -0.69949675, -10.82518, -5.2109303, -11.725153, -4.6863756]",-60.09870529174805
a manager purchased a tea for a guest .,PD,PURCHASE,A,for,"['A', ' manager', ' purchased', ' a', ' tea', ' for', ' a', ' guest', '.']","[-4.116546, -9.661768, -10.441363, -1.071626, -8.914761, -3.0847213, -2.2019484, -4.425816, -1.7332383]",-45.65178680419922
a manager purchased a guest a tea .,DO,PURCHASE,A,for,"['A', ' manager', ' purchased', ' a', ' guest', ' a', ' tea', '.']","[-4.116546, -9.661768, -10.441363, -1.071626, -10.227261, -5.965789, -7.8920016, -2.859541]",-52.23589324951172
a father purchased a bag for a king .,PD,PURCHASE,A,for,"['A', ' father', ' purchased', ' a', ' bag', ' for', ' a', ' king', '.']","[-4.116546, -8.000635, -9.89201, -0.52185863, -7.584036, -3.5818038, -3.8985066, -8.354664, -2.5634172]",-48.51347732543945
a father purchased a king a bag .,DO,PURCHASE,A,for,"['A', ' father', ' purchased', ' a', ' king', ' a', ' bag', '.']","[-4.116546, -8.000635, -9.89201, -0.52185863, -9.244192, -8.680386, -7.165359, -4.099495]",-51.720481872558594
a cousin purchased a bag for an army .,PD,PURCHASE,A,for,"['A', ' cousin', ' purchased', ' a', ' bag', ' for', ' an', ' army', '.']","[-4.116546, -10.5689945, -9.40337, -0.86799353, -6.7736607, -3.249156, -5.773179, -8.346122, -5.033042]",-54.13206481933594
a cousin purchased an army a bag .,DO,PURCHASE,A,for,"['A', ' cousin', ' purchased', ' an', ' army', ' a', ' bag', '.']","[-4.116546, -10.5689945, -9.40337, -2.907056, -9.0190525, -7.749858, -6.451722, -3.6973906]",-53.91399383544922
a winner purchased a newspaper for an administration .,PD,PURCHASE,A,for,"['A', ' winner', ' purchased', ' a', ' newspaper', ' for', ' an', ' administration', '.']","[-4.116546, -9.45083, -13.013534, -0.9507362, -9.645824, -3.5644836, -4.9329853, -11.191453, -5.187422]",-62.05381774902344
a winner purchased an administration a newspaper .,DO,PURCHASE,A,for,"['A', ' winner', ' purchased', ' an', ' administration', ' a', ' newspaper', '.']","[-4.116546, -9.45083, -13.013534, -4.310111, -10.698644, -6.507634, -8.889311, -3.6761255]",-60.66273498535156
an opponent purchased a card for a girl .,PD,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' a', ' card', ' for', ' a', ' girl', '.']","[-6.034515, -10.341585, -11.891917, -1.2469019, -6.866557, -2.267123, -2.2193727, -6.6685853, -3.3320189]",-50.86857986450195
an opponent purchased a girl a card .,DO,PURCHASE,A,for,"['An', ' opponent', ' purchased', ' a', ' girl', ' a', ' card', '.']","[-6.034515, -10.341585, -11.891917, -1.2469019, -9.8411665, -2.4932885, -7.245228, -3.2589746]",-52.353580474853516
a cop purchased a juice for a corporation .,PD,PURCHASE,A,for,"['A', ' cop', ' purchased', ' a', ' juice', ' for', ' a', ' corporation', '.']","[-4.116546, -8.940088, -10.896811, -0.44814837, -9.2351055, -3.274663, -2.0314183, -11.949018, -2.35748]",-53.24927520751953
a cop purchased a corporation a juice .,DO,PURCHASE,A,for,"['A', ' cop', ' purchased', ' a', ' corporation', ' a', ' juice', '.']","[-4.116546, -8.940088, -10.896811, -0.44814837, -11.1101055, -5.532914, -10.358281, -3.4725678]",-54.87546157836914
a teacher purchased a telephone for a company .,PD,PURCHASE,A,for,"['A', ' teacher', ' purchased', ' a', ' telephone', ' for', ' a', ' company', '.']","[-4.116546, -8.0846195, -10.309038, -0.9097124, -8.153614, -1.73838, -3.7067919, -6.0800366, -1.9171871]",-45.01592254638672
a teacher purchased a company a telephone .,DO,PURCHASE,A,for,"['A', ' teacher', ' purchased', ' a', ' company', ' a', ' telephone', '.']","[-4.116546, -8.0846195, -10.309038, -0.9097124, -9.333302, -6.0125823, -9.167134, -3.403719]",-51.33665466308594
a guy purchased a beer for a teacher .,PD,PURCHASE,A,for,"['A', ' guy', ' purchased', ' a', ' beer', ' for', ' a', ' teacher', '.']","[-4.116546, -8.156885, -8.791947, -0.5004528, -7.329258, -2.5866337, -1.251841, -8.948029, -2.3006473]",-43.982242584228516
a guy purchased a teacher a beer .,DO,PURCHASE,A,for,"['A', ' guy', ' purchased', ' a', ' teacher', ' a', ' beer', '.']","[-4.116546, -8.156885, -8.791947, -0.5004528, -11.442539, -1.3672518, -5.6431446, -2.084046]",-42.102813720703125
a lady purchased a chocolate for a club .,PD,PURCHASE,A,for,"['A', ' lady', ' purchased', ' a', ' chocolate', ' for', ' a', ' club', '.']","[-4.116546, -8.180323, -8.579119, -0.67732924, -6.3123403, -4.8388886, -2.957418, -10.095333, -2.6359184]",-48.39321517944336
a lady purchased a club a chocolate .,DO,PURCHASE,A,for,"['A', ' lady', ' purchased', ' a', ' club', ' a', ' chocolate', '.']","[-4.116546, -8.180323, -8.579119, -0.67732924, -10.425621, -6.011427, -9.260036, -4.442416]",-51.69281768798828
a candidate purchased a guitar for a company .,PD,PURCHASE,A,for,"['A', ' candidate', ' purchased', ' a', ' guitar', ' for', ' a', ' company', '.']","[-4.116546, -9.020166, -11.176625, -0.9464195, -10.091791, -2.1896863, -3.497663, -4.850521, -2.7205012]",-48.609920501708984
a candidate purchased a company a guitar .,DO,PURCHASE,A,for,"['A', ' candidate', ' purchased', ' a', ' company', ' a', ' guitar', '.']","[-4.116546, -9.020166, -11.176625, -0.9464195, -6.0859323, -5.6980634, -10.99371, -2.744887]",-50.782352447509766
a mayor purchased a beer for a band .,PD,PURCHASE,A,for,"['A', ' mayor', ' purchased', ' a', ' beer', ' for', ' a', ' band', '.']","[-4.116546, -10.680811, -10.660509, -0.9233697, -8.590853, -2.1262012, -0.99909633, -8.492655, -4.429199]",-51.01924133300781
a mayor purchased a band a beer .,DO,PURCHASE,A,for,"['A', ' mayor', ' purchased', ' a', ' band', ' a', ' beer', '.']","[-4.116546, -10.680811, -10.660509, -0.9233697, -9.45804, -7.4817705, -7.3533983, -2.2640095]",-52.938453674316406
a student purchased a crystal for a band .,PD,PURCHASE,A,for,"['A', ' student', ' purchased', ' a', ' crystal', ' for', ' a', ' band', '.']","[-4.116546, -7.2154784, -10.238407, -0.55998176, -10.29136, -3.5785732, -2.7897315, -10.278327, -2.955958]",-52.02436447143555
a student purchased a band a crystal .,DO,PURCHASE,A,for,"['A', ' student', ' purchased', ' a', ' band', ' a', ' crystal', '.']","[-4.116546, -7.2154784, -10.238407, -0.55998176, -9.685891, -7.9905024, -10.229413, -3.747511]",-53.783729553222656
a singer purchased a tea for a guest .,PD,PURCHASE,A,for,"['A', ' singer', ' purchased', ' a', ' tea', ' for', ' a', ' guest', '.']","[-4.116546, -9.465479, -11.223215, -0.603204, -8.712793, -4.964796, -2.4679658, -5.919695, -2.532889]",-50.00658416748047
a singer purchased a guest a tea .,DO,PURCHASE,A,for,"['A', ' singer', ' purchased', ' a', ' guest', ' a', ' tea', '.']","[-4.116546, -9.465479, -11.223215, -0.603204, -10.021387, -7.935388, -7.8216286, -3.2418756]",-54.4287223815918
a colonel purchased a crystal for an army .,PD,PURCHASE,A,for,"['A', ' colon', 'el', ' purchased', ' a', ' crystal', ' for', ' an', ' army', '.']","[-4.116546, -10.748194, -2.8993, -11.653049, -0.5718513, -11.446896, -5.61936, -4.8191476, -4.28368, -5.4937763]",-61.651798248291016
a colonel purchased an army a crystal .,DO,PURCHASE,A,for,"['A', ' colon', 'el', ' purchased', ' an', ' army', ' a', ' crystal', '.']","[-4.116546, -10.748194, -2.8993, -11.653049, -2.5249763, -6.12504, -7.9071894, -11.732321, -4.5256286]",-62.23224639892578
