prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep,log_prob,probs
the friend made the doctor the book .,an opponent drew a card for a band .,DO,PD,MAKE,DRAW,THE,A,for,for,-45.82748794555664,"[-5.6644964, -8.409115, -8.732558, -0.6350021, -2.5608225, -4.089884, -2.7193944, -10.460236, -2.5559788]"
the friend made the doctor the book .,an opponent drew a band a card .,DO,DO,MAKE,DRAW,THE,A,for,for,-46.14189910888672,"[-5.6644964, -8.409115, -8.732558, -0.6350021, -9.354382, -7.4505496, -4.657049, -1.2387496]"
the friend made the doctor the book .,an opponent took a glass to a scientist .,DO,PD,MAKE,TAKE,THE,A,for,to,-48.36675262451172,"[-5.6644964, -8.409115, -6.332073, -1.2095835, -8.11681, -4.0544696, -3.543761, -9.469277, -1.5671648]"
the friend made the doctor the book .,an opponent took a scientist a glass .,DO,DO,MAKE,TAKE,THE,A,for,to,-47.15763854980469,"[-5.6644964, -8.409115, -6.332073, -1.2095835, -11.526707, -4.462221, -5.4427776, -4.1106668]"
the friend promised the aunt the chocolate .,an actress saved a tea for a lady .,DO,PD,PROMISE,SAVE,THE,A,to,for,-51.739051818847656,"[-5.6521907, -7.0730906, -10.332597, -1.3616079, -11.326157, -4.079027, -1.6198229, -7.2080107, -3.0865507]"
the friend promised the aunt the chocolate .,an actress saved a lady a tea .,DO,DO,PROMISE,SAVE,THE,A,to,for,-48.031158447265625,"[-5.6521907, -7.0730906, -10.332597, -1.3616079, -7.5662017, -6.122026, -7.5488234, -2.3746214]"
the friend promised the card to the student .,a father made a bell for a club .,PD,PD,PROMISE,MAKE,THE,A,to,for,-44.51835632324219,"[-3.5510669, -7.0999737, -6.3769493, -0.78650945, -11.008244, -1.671922, -1.9245716, -10.23464, -1.8644778]"
the friend promised the card to the student .,a father made a club a bell .,PD,DO,PROMISE,MAKE,THE,A,to,for,-49.883602142333984,"[-3.5510669, -7.0999737, -6.3769493, -0.78650945, -11.723551, -5.847104, -11.978939, -2.5195072]"
the friend promised the card to the student .,an adult purchased a beer for a husband .,PD,PD,PROMISE,PURCHASE,THE,A,to,for,-43.778865814208984,"[-5.6843905, -6.3055, -10.228064, -0.9948753, -5.377351, -2.3356586, -1.5676628, -9.318129, -1.9672348]"
the friend promised the card to the student .,an adult purchased a husband a beer .,PD,DO,PROMISE,PURCHASE,THE,A,to,for,-44.635536193847656,"[-5.6843905, -6.3055, -10.228064, -0.9948753, -11.0402775, -2.8194597, -5.301162, -2.2618086]"
the friend promised the card to the student .,a lawyer fed a meal to an actor .,PD,PD,PROMISE,FEED,THE,A,to,to,-46.14112091064453,"[-3.5510669, -7.1257496, -13.382223, -1.7917271, -7.300233, -0.16117527, -2.8214247, -7.694379, -2.313143]"
the friend promised the card to the student .,a lawyer fed an actor a meal .,PD,DO,PROMISE,FEED,THE,A,to,to,-46.40663146972656,"[-3.5510669, -7.1257496, -13.382223, -3.7764645, -8.812846, -1.2942419, -5.5918884, -2.8721492]"
the friend promised the card to the student .,a girl fed a chicken to a wife .,PD,PD,PROMISE,FEED,THE,A,to,to,-42.73235321044922,"[-3.5510669, -6.8492594, -10.672921, -1.2384219, -3.195054, -1.6408969, -0.35363525, -12.323519, -2.9075792]"
the friend promised the card to the student .,a girl fed a wife a chicken .,PD,DO,PROMISE,FEED,THE,A,to,to,-43.548309326171875,"[-3.5510669, -6.8492594, -10.672921, -1.2384219, -13.266105, -1.0632746, -4.097279, -2.809983]"
the friend promised the chicken to the uncle .,a guy supplied a salad to a corporation .,PD,PD,PROMISE,SUPPLY,THE,A,to,to,-45.60155487060547,"[-3.5895505, -7.192637, -11.269385, -1.5625919, -6.8879685, -0.55912536, -1.2088697, -12.119976, -1.211451]"
the friend promised the chicken to the uncle .,a guy supplied a corporation a salad .,PD,DO,PROMISE,SUPPLY,THE,A,to,to,-50.64271926879883,"[-3.5895505, -7.192637, -11.269385, -1.5625919, -13.296043, -3.9450803, -8.328913, -1.4585187]"
the friend promised the chocolate to the aunt .,an actress saved a tea for a lady .,PD,PD,PROMISE,SAVE,THE,A,to,for,-52.3585205078125,"[-5.667525, -7.242964, -10.5021, -1.3258483, -11.189329, -4.2353625, -1.523222, -7.734566, -2.9376042]"
the friend promised the chocolate to the aunt .,an actress saved a lady a tea .,PD,DO,PROMISE,SAVE,THE,A,to,for,-51.807743072509766,"[-5.667525, -7.242964, -10.5021, -1.3258483, -7.5273876, -7.1046352, -8.671878, -3.7654035]"
the friend promised the chocolate to the opponent .,a candidate gave a juice to a business .,PD,PD,PROMISE,GIVE,THE,A,to,to,-45.986488342285156,"[-3.5798697, -8.336931, -7.6804953, -0.87953043, -12.57741, -0.4645295, -0.77570766, -8.12849, -3.5635252]"
the friend promised the chocolate to the opponent .,a candidate gave a business a juice .,PD,DO,PROMISE,GIVE,THE,A,to,to,-45.94138717651367,"[-3.5798697, -8.336931, -7.6804953, -0.87953043, -9.398784, -2.6179316, -10.246518, -3.2013266]"
the friend promised the chocolate to the opponent .,a son supplied an iron to a band .,PD,PD,PROMISE,SUPPLY,THE,A,to,to,-49.391719818115234,"[-3.5798697, -8.579913, -11.4766655, -4.2123017, -6.3941703, -1.3304536, -1.2626469, -8.2455, -4.310199]"
the friend promised the chocolate to the opponent .,a son supplied a band an iron .,PD,DO,PROMISE,SUPPLY,THE,A,to,to,-53.59209060668945,"[-3.5798697, -8.579913, -11.4766655, -2.4144816, -8.728965, -9.139063, -6.1541266, -3.519008]"
the friend promised the chocolate to the pilot .,a priest bought a coffee for a woman .,PD,PD,PROMISE,BUY,THE,A,to,for,-39.925254821777344,"[-3.567251, -8.419173, -9.507545, -0.80267674, -6.010318, -2.5118933, -1.5003828, -4.1338453, -3.4721715]"
the friend promised the chocolate to the pilot .,a priest bought a woman a coffee .,PD,DO,PROMISE,BUY,THE,A,to,for,-37.71331787109375,"[-3.567251, -8.419173, -9.507545, -0.80267674, -6.2351923, -0.92770517, -5.347411, -2.906364]"
the friend promised the opponent the chocolate .,a candidate gave a juice to a business .,DO,PD,PROMISE,GIVE,THE,A,to,to,-48.188114166259766,"[-3.5749652, -8.217767, -7.6404195, -0.87171054, -12.775339, -1.1329206, -0.90861785, -7.9417224, -5.1246524]"
the friend promised the opponent the chocolate .,a candidate gave a business a juice .,DO,DO,PROMISE,GIVE,THE,A,to,to,-45.16032409667969,"[-3.5749652, -8.217767, -7.6404195, -0.87171054, -9.696339, -3.814484, -9.282348, -2.0622897]"
the friend promised the opponent the chocolate .,a son supplied an iron to a band .,DO,PD,PROMISE,SUPPLY,THE,A,to,to,-51.914974212646484,"[-3.5749652, -8.485273, -11.434199, -4.1784, -7.1327324, -2.5514257, -1.1374502, -8.106825, -5.3137026]"
the friend promised the opponent the chocolate .,a son supplied a band an iron .,DO,DO,PROMISE,SUPPLY,THE,A,to,to,-53.22737503051758,"[-3.5749652, -8.485273, -11.434199, -2.4540043, -9.069269, -8.959364, -6.132949, -3.11735]"
the friend promised the pilot the chocolate .,a priest bought a coffee for a woman .,DO,PD,PROMISE,BUY,THE,A,to,for,-39.63083267211914,"[-3.5540285, -8.282773, -9.661703, -0.76345974, -5.9106627, -2.3414402, -1.511236, -4.2420483, -3.3634822]"
the friend promised the pilot the chocolate .,a priest bought a woman a coffee .,DO,DO,PROMISE,BUY,THE,A,to,for,-34.86589050292969,"[-3.5540285, -8.282773, -9.661703, -0.76345974, -5.53053, -0.8638029, -4.348275, -1.86132]"
the friend promised the student the card .,a father made a bell for a club .,DO,PD,PROMISE,MAKE,THE,A,to,for,-44.54157257080078,"[-3.5477085, -6.995557, -6.387545, -0.8275637, -11.434354, -1.8201576, -1.8327682, -9.800123, -1.8957953]"
the friend promised the student the card .,a father made a club a bell .,DO,DO,PROMISE,MAKE,THE,A,to,for,-50.53805923461914,"[-3.5477085, -6.995557, -6.387545, -0.8275637, -12.004353, -5.861725, -12.566687, -2.3469207]"
the friend promised the student the card .,an adult purchased a beer for a husband .,DO,PD,PROMISE,PURCHASE,THE,A,to,for,-44.07176208496094,"[-5.6788244, -6.3083725, -10.4628525, -0.9971097, -5.565113, -2.4531927, -1.6423014, -9.1151, -1.8488965]"
the friend promised the student the card .,an adult purchased a husband a beer .,DO,DO,PROMISE,PURCHASE,THE,A,to,for,-44.842613220214844,"[-5.6788244, -6.3083725, -10.4628525, -0.9971097, -10.811495, -3.4906385, -5.180893, -1.9124254]"
the friend promised the student the card .,a lawyer fed a meal to an actor .,DO,PD,PROMISE,FEED,THE,A,to,to,-47.73744201660156,"[-3.5477085, -7.0425863, -13.694066, -1.6234442, -8.531833, -0.35138637, -2.894127, -7.4886746, -2.563614]"
the friend promised the student the card .,a lawyer fed an actor a meal .,DO,DO,PROMISE,FEED,THE,A,to,to,-46.78224563598633,"[-3.5477085, -7.0425863, -13.694066, -3.6285014, -8.763702, -1.2841759, -6.5333185, -2.2881868]"
the friend promised the student the card .,a girl fed a chicken to a wife .,DO,PD,PROMISE,FEED,THE,A,to,to,-43.97370910644531,"[-3.5477085, -6.7814093, -10.76805, -1.0718198, -3.3523152, -3.235474, -0.4188181, -11.981198, -2.816912]"
the friend promised the student the card .,a girl fed a wife a chicken .,DO,DO,PROMISE,FEED,THE,A,to,to,-42.78662109375,"[-3.5477085, -6.7814093, -10.76805, -1.0718198, -12.860449, -1.0250529, -4.3108654, -2.4212642]"
the friend promised the uncle the chicken .,a guy supplied a salad to a corporation .,DO,PD,PROMISE,SUPPLY,THE,A,to,to,-47.526214599609375,"[-3.5764976, -7.132326, -11.319887, -1.6838967, -7.629174, -1.4826055, -1.0657545, -12.1735935, -1.4624777]"
the friend promised the uncle the chicken .,a guy supplied a corporation a salad .,DO,DO,PROMISE,SUPPLY,THE,A,to,to,-48.796875,"[-3.5764976, -7.132326, -11.319887, -1.6838967, -12.6661825, -3.7180321, -7.692004, -1.0080459]"
the friend purchased the band the tea .,a husband left a pie for a company .,DO,PD,PURCHASE,LEAVE,THE,A,for,for,-46.423492431640625,"[-3.5766068, -8.677262, -7.621764, -2.0012321, -9.0214405, -2.1854103, -1.8214176, -9.2276535, -2.2907078]"
the friend purchased the band the tea .,a husband left a company a pie .,DO,DO,PURCHASE,LEAVE,THE,A,for,for,-47.239097595214844,"[-3.5766068, -8.677262, -7.621764, -2.0012321, -8.337432, -5.281647, -9.343271, -2.3998823]"
the friend purchased the band the tea .,an employee left a coffee for a husband .,DO,PD,PURCHASE,LEAVE,THE,A,for,for,-41.57661437988281,"[-5.62624, -4.6325493, -8.057836, -1.3460171, -6.114587, -3.772345, -1.3373858, -8.497134, -2.1925218]"
the friend purchased the band the tea .,an employee left a husband a coffee .,DO,DO,PURCHASE,LEAVE,THE,A,for,for,-41.15569305419922,"[-5.62624, -4.6325493, -8.057836, -1.3460171, -9.835466, -4.51396, -5.55128, -1.5923433]"
the friend purchased the band the tea .,a nurse made a newspaper for a champion .,DO,PD,PURCHASE,MAKE,THE,A,for,for,-47.91177749633789,"[-3.5766068, -8.113081, -7.004204, -1.1505828, -9.144577, -3.6959126, -2.210507, -10.373825, -2.6424828]"
the friend purchased the band the tea .,a nurse made a champion a newspaper .,DO,DO,PURCHASE,MAKE,THE,A,for,for,-50.843223571777344,"[-3.5766068, -8.113081, -7.004204, -1.1505828, -11.7554, -7.021826, -10.256653, -1.9648702]"
the friend purchased the band the tea .,a club designed a key for a corporation .,DO,PD,PURCHASE,DESIGN,THE,A,for,for,-49.332305908203125,"[-3.5766068, -8.272831, -7.3931265, -6.247452, -7.731064, -2.4679012, -2.0574193, -10.307843, -1.2780621]"
the friend purchased the band the tea .,a club designed a corporation a key .,DO,DO,PURCHASE,DESIGN,THE,A,for,for,-55.66981887817383,"[-3.5766068, -8.272831, -7.3931265, -6.247452, -10.988464, -6.6916623, -7.7977514, -4.7019253]"
the friend purchased the band the tea .,a hero designed a bottle for a king .,DO,PD,PURCHASE,DESIGN,THE,A,for,for,-46.54292297363281,"[-3.5766068, -8.577564, -9.283711, -3.8006763, -7.524308, -3.3782854, -2.4206295, -7.25433, -0.7268098]"
the friend purchased the band the tea .,a hero designed a king a bottle .,DO,DO,PURCHASE,DESIGN,THE,A,for,for,-51.637596130371094,"[-3.5766068, -8.577564, -9.283711, -3.8006763, -9.014317, -6.6101418, -8.270577, -2.5039997]"
the friend purchased the band the tea .,a minister fed a candy to an attorney .,DO,PD,PURCHASE,FEED,THE,A,for,to,-49.58770751953125,"[-3.5766068, -9.559336, -11.109587, -1.6979489, -8.434496, -1.722233, -2.8883, -8.979548, -1.6196522]"
the friend purchased the band the tea .,a minister fed an attorney a candy .,DO,DO,PURCHASE,FEED,THE,A,for,to,-48.94518280029297,"[-3.5766068, -9.559336, -11.109587, -3.6714025, -9.508744, -1.660456, -7.5551295, -2.3039231]"
the friend purchased the band the tea .,a soldier bought a meal for a candidate .,DO,PD,PURCHASE,BUY,THE,A,for,for,-42.02029037475586,"[-3.5766068, -7.7774243, -8.449248, -1.2774701, -6.2146482, -1.1186185, -1.7427182, -9.5480585, -2.3154962]"
the friend purchased the band the tea .,a soldier bought a candidate a meal .,DO,DO,PURCHASE,BUY,THE,A,for,for,-43.008323669433594,"[-3.5766068, -7.7774243, -8.449248, -1.2774701, -13.05177, -2.4693236, -4.9561744, -1.4503046]"
the friend purchased the bowl for the parent .,a king left a meal for a corporation .,PD,PD,PURCHASE,LEAVE,THE,A,for,for,-48.384002685546875,"[-3.546016, -9.962268, -8.023876, -2.1956737, -7.8262053, -1.0200789, -1.6450366, -12.254036, -1.9108119]"
the friend purchased the bowl for the parent .,a king left a corporation a meal .,PD,DO,PURCHASE,LEAVE,THE,A,for,for,-55.56321716308594,"[-3.546016, -9.962268, -8.023876, -2.1956737, -14.177681, -5.9519525, -8.734934, -2.9708166]"
the friend purchased the bowl for the parent .,a guy showed a beer to an attorney .,PD,PD,PURCHASE,SHOW,THE,A,for,to,-42.98452377319336,"[-3.546016, -7.425447, -7.1027, -3.2680244, -7.4994316, -1.5451843, -3.2262096, -7.825302, -1.5462095]"
the friend purchased the bowl for the parent .,a guy showed an attorney a beer .,PD,DO,PURCHASE,SHOW,THE,A,for,to,-44.23405075073242,"[-3.546016, -7.425447, -7.1027, -5.4732437, -7.593253, -1.3273321, -9.031652, -2.734405]"
the friend purchased the box for the son .,an opponent drew a card for a band .,PD,PD,PURCHASE,DRAW,THE,A,for,for,-46.28202819824219,"[-5.6478453, -8.214284, -8.010925, -0.62633896, -0.7551026, -2.1842327, -5.3958325, -13.087316, -2.3601515]"
the friend purchased the box for the son .,an opponent drew a band a card .,PD,DO,PURCHASE,DRAW,THE,A,for,for,-45.92138671875,"[-5.6478453, -8.214284, -8.010925, -0.62633896, -10.231451, -7.566713, -3.875149, -1.7486786]"
the friend purchased the box for the son .,a winner got a pie for an army .,PD,PD,PURCHASE,GET,THE,A,for,for,-49.7672119140625,"[-3.50997, -9.915182, -9.217123, -1.1424549, -8.935839, -1.714474, -5.1484694, -7.652217, -2.5314815]"
the friend purchased the box for the son .,a winner got an army a pie .,PD,DO,PURCHASE,GET,THE,A,for,for,-54.873558044433594,"[-3.50997, -9.915182, -9.217123, -3.2553298, -8.247969, -8.919889, -9.975856, -1.8322381]"
the friend purchased the button for the captain .,a physician got a meal for a corporation .,PD,PD,PURCHASE,GET,THE,A,for,for,-50.44625473022461,"[-3.5415354, -9.123409, -9.163511, -1.2924017, -10.745434, -1.4833966, -2.1534748, -11.262814, -1.6802795]"
the friend purchased the button for the captain .,a physician got a corporation a meal .,PD,DO,PURCHASE,GET,THE,A,for,for,-54.42171096801758,"[-3.5415354, -9.123409, -9.163511, -1.2924017, -14.163501, -4.8553104, -10.0295105, -2.2525337]"
the friend purchased the captain the button .,a physician got a meal for a corporation .,DO,PD,PURCHASE,GET,THE,A,for,for,-52.08359909057617,"[-3.5855298, -9.153129, -8.866726, -1.4208161, -10.596712, -2.212947, -3.2736216, -11.076487, -1.8976321]"
the friend purchased the captain the button .,a physician got a corporation a meal .,DO,DO,PURCHASE,GET,THE,A,for,for,-50.90055847167969,"[-3.5855298, -9.153129, -8.866726, -1.4208161, -13.881779, -2.6425338, -9.449247, -1.9007978]"
the friend purchased the captain the gun .,an aunt showed a tea to a girl .,DO,PD,PURCHASE,SHOW,THE,A,for,to,-51.964046478271484,"[-5.6442804, -8.382322, -8.436206, -2.5753765, -13.0436, -3.9831328, -1.53274, -5.157102, -3.2092876]"
the friend purchased the captain the gun .,an aunt showed a girl a tea .,DO,DO,PURCHASE,SHOW,THE,A,for,to,-45.134368896484375,"[-5.6442804, -8.382322, -8.436206, -2.5753765, -4.6666746, -1.6911321, -9.61832, -4.120059]"
the friend purchased the captain the gun .,a hero supplied a tea to a teacher .,DO,PD,PURCHASE,SUPPLY,THE,A,for,to,-49.5687255859375,"[-3.5687342, -8.537544, -12.4720955, -3.1820655, -9.79381, -1.752485, -1.6447817, -7.0199413, -1.597266]"
the friend purchased the captain the gun .,a hero supplied a teacher a tea .,DO,DO,PURCHASE,SUPPLY,THE,A,for,to,-51.38504409790039,"[-3.5687342, -8.537544, -12.4720955, -3.1820655, -9.441376, -3.1532092, -9.073957, -1.9560612]"
the friend purchased the captain the gun .,a cousin threw a meal to an actress .,DO,PD,PURCHASE,THROW,THE,A,for,to,-48.230308532714844,"[-3.5687342, -9.0332575, -8.611722, -0.76114964, -8.85183, -2.656758, -3.7370014, -8.00523, -3.0046253]"
the friend purchased the captain the gun .,a cousin threw an actress a meal .,DO,DO,PURCHASE,THROW,THE,A,for,to,-48.06839370727539,"[-3.5687342, -9.0332575, -8.611722, -3.2725117, -10.07999, -1.8730803, -9.0484295, -2.5806684]"
the friend purchased the corporation the gun .,an opponent saved a key for a singer .,DO,PD,PURCHASE,SAVE,THE,A,for,for,-50.348876953125,"[-5.636898, -7.900503, -11.032015, -2.8431883, -6.3524494, -2.3869598, -2.4165745, -10.236988, -1.5433037]"
the friend purchased the corporation the gun .,an opponent saved a singer a key .,DO,DO,PURCHASE,SAVE,THE,A,for,for,-51.97129440307617,"[-5.636898, -7.900503, -11.032015, -2.8431883, -9.692237, -5.523151, -7.146672, -2.19663]"
the friend purchased the corporation the gun .,a chief sold a cheese to a teacher .,DO,PD,PURCHASE,SELL,THE,A,for,to,-49.56139373779297,"[-3.5595198, -9.316238, -12.338158, -2.5232637, -10.264738, -2.1745787, -0.88380325, -6.904377, -1.5967166]"
the friend purchased the corporation the gun .,a chief sold a teacher a cheese .,DO,DO,PURCHASE,SELL,THE,A,for,to,-52.40470504760742,"[-3.5595198, -9.316238, -12.338158, -2.5232637, -9.106265, -1.434773, -11.288552, -2.8379347]"
the friend purchased the corporation the gun .,a nurse fed a candy to a professor .,DO,PD,PURCHASE,FEED,THE,A,for,to,-46.39060974121094,"[-3.5595198, -7.969401, -10.202767, -1.8017573, -8.017053, -2.087876, -0.6933143, -9.374025, -2.684897]"
the friend purchased the corporation the gun .,a nurse fed a professor a candy .,DO,DO,PURCHASE,FEED,THE,A,for,to,-45.37324142456055,"[-3.5595198, -7.969401, -10.202767, -1.8017573, -10.095708, -1.7781687, -6.6552753, -3.3106441]"
the friend purchased the gun for the captain .,an aunt showed a tea to a girl .,PD,PD,PURCHASE,SHOW,THE,A,for,to,-51.07585144042969,"[-5.6402044, -8.561498, -8.593646, -2.3845572, -13.152388, -3.0579839, -1.472949, -5.509306, -2.70332]"
the friend purchased the gun for the captain .,an aunt showed a girl a tea .,PD,DO,PURCHASE,SHOW,THE,A,for,to,-45.96647644042969,"[-5.6402044, -8.561498, -8.593646, -2.3845572, -5.209916, -1.6725641, -9.540372, -4.3637204]"
the friend purchased the gun for the captain .,a hero supplied a tea to a teacher .,PD,PD,PURCHASE,SUPPLY,THE,A,for,to,-49.35517120361328,"[-3.5223045, -8.543984, -12.794563, -3.793442, -9.328985, -1.3190585, -1.8396864, -7.17171, -1.041439]"
the friend purchased the gun for the captain .,a hero supplied a teacher a tea .,PD,DO,PURCHASE,SUPPLY,THE,A,for,to,-53.753265380859375,"[-3.5223045, -8.543984, -12.794563, -3.793442, -10.6414385, -4.5842185, -7.721147, -2.1521676]"
the friend purchased the gun for the captain .,a cousin threw a meal to an actress .,PD,PD,PURCHASE,THROW,THE,A,for,to,-49.03465270996094,"[-3.5223045, -9.156923, -9.004638, -0.6237455, -8.507045, -2.9367878, -4.001809, -8.6915455, -2.5898554]"
the friend purchased the gun for the captain .,a cousin threw an actress a meal .,PD,DO,PURCHASE,THROW,THE,A,for,to,-51.44941329956055,"[-3.5223045, -9.156923, -9.004638, -3.332233, -11.961638, -2.7681346, -9.019777, -2.6837645]"
the friend purchased the gun for the corporation .,an opponent saved a key for a singer .,PD,PD,PURCHASE,SAVE,THE,A,for,for,-48.9522705078125,"[-5.6659594, -7.96485, -10.54921, -2.590117, -5.7800665, -1.7018495, -2.2902055, -11.38849, -1.021525]"
the friend purchased the gun for the corporation .,an opponent saved a singer a key .,PD,DO,PURCHASE,SAVE,THE,A,for,for,-54.80409240722656,"[-5.6659594, -7.96485, -10.54921, -2.590117, -10.614648, -7.9144707, -7.272707, -2.2321317]"
the friend purchased the gun for the corporation .,a chief sold a cheese to a teacher .,PD,PD,PURCHASE,SELL,THE,A,for,to,-49.490272521972656,"[-3.540288, -9.446844, -12.322028, -2.4612443, -10.5038185, -1.5842863, -0.8277713, -7.5039186, -1.3000711]"
the friend purchased the gun for the corporation .,a chief sold a teacher a cheese .,PD,DO,PURCHASE,SELL,THE,A,for,to,-55.22014617919922,"[-3.540288, -9.446844, -12.322028, -2.4612443, -10.003145, -2.1769161, -11.422232, -3.847449]"
the friend purchased the gun for the corporation .,a nurse fed a candy to a professor .,PD,PD,PURCHASE,FEED,THE,A,for,to,-45.72695541381836,"[-3.540288, -8.145871, -10.345741, -1.7264245, -7.7799473, -2.1222272, -0.61995053, -9.424116, -2.0223927]"
the friend purchased the gun for the corporation .,a nurse fed a professor a candy .,PD,DO,PURCHASE,FEED,THE,A,for,to,-47.269596099853516,"[-3.540288, -8.145871, -10.345741, -1.7264245, -11.172349, -1.9214907, -6.646112, -3.771321]"
the friend purchased the leader the salad .,a wife left a beer for a father .,DO,PD,PURCHASE,LEAVE,THE,A,for,for,-41.455223083496094,"[-3.614818, -9.483516, -6.6336756, -1.8760605, -7.4331374, -3.305688, -1.6883607, -5.756364, -1.6636049]"
the friend purchased the leader the salad .,a wife left a father a beer .,DO,DO,PURCHASE,LEAVE,THE,A,for,for,-40.617610931396484,"[-3.614818, -9.483516, -6.6336756, -1.8760605, -5.7841372, -4.763226, -6.7272186, -1.7349589]"
the friend purchased the leader the salad .,an attorney designed a flower for an opponent .,DO,PD,PURCHASE,DESIGN,THE,A,for,for,-46.33343505859375,"[-5.672547, -5.9170523, -10.684637, -1.6885613, -9.280955, -2.2106671, -4.110769, -5.6361647, -1.1320816]"
the friend purchased the leader the salad .,an attorney designed an opponent a flower .,DO,DO,PURCHASE,DESIGN,THE,A,for,for,-47.454345703125,"[-5.672547, -5.9170523, -10.684637, -3.239215, -7.331291, -5.275981, -7.8415914, -1.4920328]"
the friend purchased the leader the salad .,a priest bought a coffee for a woman .,DO,PD,PURCHASE,BUY,THE,A,for,for,-36.66499710083008,"[-3.614818, -8.533867, -8.209506, -1.2415287, -5.2722387, -2.0114925, -1.7442849, -4.144693, -1.8925668]"
the friend purchased the leader the salad .,a priest bought a woman a coffee .,DO,DO,PURCHASE,BUY,THE,A,for,for,-33.04308319091797,"[-3.614818, -8.533867, -8.209506, -1.2415287, -5.021229, -0.81823164, -4.3505325, -1.2533717]"
the friend purchased the parent the bowl .,a king left a meal for a corporation .,DO,PD,PURCHASE,LEAVE,THE,A,for,for,-48.604713439941406,"[-3.5808835, -9.848535, -7.8329763, -2.2619772, -8.258539, -1.572951, -1.9062129, -11.701912, -1.6407297]"
the friend purchased the parent the bowl .,a king left a corporation a meal .,DO,DO,PURCHASE,LEAVE,THE,A,for,for,-51.69126892089844,"[-3.5808835, -9.848535, -7.8329763, -2.2619772, -13.027738, -5.0756226, -8.393202, -1.6703339]"
the friend purchased the parent the bowl .,a guy showed a beer to an attorney .,DO,PD,PURCHASE,SHOW,THE,A,for,to,-43.62964630126953,"[-3.5808835, -7.3052006, -6.848469, -3.5612128, -7.711309, -1.8829852, -3.5869713, -7.652133, -1.5004816]"
the friend purchased the parent the bowl .,a guy showed an attorney a beer .,DO,DO,PURCHASE,SHOW,THE,A,for,to,-43.19783401489258,"[-3.5808835, -7.3052006, -6.848469, -5.621249, -8.017704, -1.3509251, -8.618546, -1.8548591]"
the friend purchased the salad for the leader .,a wife left a beer for a father .,PD,PD,PURCHASE,LEAVE,THE,A,for,for,-39.957801818847656,"[-3.5947144, -9.405634, -6.5759764, -1.8264834, -7.3418646, -2.2417397, -1.588585, -5.603454, -1.7793508]"
the friend purchased the salad for the leader .,a wife left a father a beer .,PD,DO,PURCHASE,LEAVE,THE,A,for,for,-42.90769577026367,"[-3.5947144, -9.405634, -6.5759764, -1.8264834, -6.056918, -6.0998745, -6.665996, -2.6820974]"
the friend purchased the salad for the leader .,an attorney designed a flower for an opponent .,PD,PD,PURCHASE,DESIGN,THE,A,for,for,-44.56330871582031,"[-5.662795, -5.623862, -11.00831, -1.6186895, -9.371277, -1.270721, -3.9577456, -4.9449577, -1.1049507]"
the friend purchased the salad for the leader .,an attorney designed an opponent a flower .,PD,DO,PURCHASE,DESIGN,THE,A,for,for,-52.571258544921875,"[-5.662795, -5.623862, -11.00831, -3.2946377, -7.6982775, -7.273591, -9.719206, -2.290578]"
the friend purchased the salad for the leader .,a priest bought a coffee for a woman .,PD,PD,PURCHASE,BUY,THE,A,for,for,-35.71921157836914,"[-3.5947144, -8.356124, -8.363646, -1.2241765, -5.14985, -0.7337342, -1.6456738, -4.425714, -2.2255805]"
the friend purchased the salad for the leader .,a priest bought a woman a coffee .,PD,DO,PURCHASE,BUY,THE,A,for,for,-36.07875061035156,"[-3.5947144, -8.356124, -8.363646, -1.2241765, -6.19886, -1.0419321, -4.6383934, -2.6609063]"
the friend purchased the son the box .,an opponent drew a card for a band .,DO,PD,PURCHASE,DRAW,THE,A,for,for,-48.71754455566406,"[-5.64664, -8.135517, -7.898904, -0.6998448, -0.8955908, -4.2171006, -5.3622217, -12.8862705, -2.9754581]"
the friend purchased the son the box .,an opponent drew a band a card .,DO,DO,PURCHASE,DRAW,THE,A,for,for,-42.88825225830078,"[-5.64664, -8.135517, -7.898904, -0.6998448, -9.724265, -6.993801, -2.8984463, -0.8908346]"
the friend purchased the son the box .,a winner got a pie for an army .,DO,PD,PURCHASE,GET,THE,A,for,for,-50.62944030761719,"[-3.562132, -9.837161, -9.196376, -1.3226237, -8.430667, -2.9545627, -5.3332777, -7.7639256, -2.2287157]"
the friend purchased the son the box .,a winner got an army a pie .,DO,DO,PURCHASE,GET,THE,A,for,for,-52.44671630859375,"[-3.562132, -9.837161, -9.196376, -3.3781285, -7.7664495, -8.112469, -9.165895, -1.4281068]"
the friend purchased the tea for the band .,a husband left a pie for a company .,PD,PD,PURCHASE,LEAVE,THE,A,for,for,-44.637481689453125,"[-3.5471354, -8.690058, -7.442737, -1.9422197, -8.841412, -1.034745, -1.7613978, -8.392522, -2.9852548]"
the friend purchased the tea for the band .,a husband left a company a pie .,PD,DO,PURCHASE,LEAVE,THE,A,for,for,-52.30447006225586,"[-3.5471354, -8.690058, -7.442737, -1.9422197, -8.546338, -6.3861403, -10.938559, -4.811284]"
the friend purchased the tea for the band .,an employee left a coffee for a husband .,PD,PD,PURCHASE,LEAVE,THE,A,for,for,-39.794960021972656,"[-5.61392, -4.374666, -7.966676, -1.2601256, -5.3920555, -2.5239873, -1.3115904, -8.75711, -2.5948305]"
