prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep
the nurse promised the salad to you .,a reader found a cheese for him .,PD,PD,PROMISE,FIND,THE,A,to,for
the nurse promised the salad to you .,a reader found him a cheese .,PD,DO,PROMISE,FIND,THE,A,to,for
the nurse promised you the salad .,a reader found a cheese for him .,DO,PD,PROMISE,FIND,THE,A,to,for
the nurse promised you the salad .,a reader found him a cheese .,DO,DO,PROMISE,FIND,THE,A,to,for
the teacher promised the juice to them .,a sheriff found a glass for you .,PD,PD,PROMISE,FIND,THE,A,to,for
the teacher promised the juice to them .,a sheriff found you a glass .,PD,DO,PROMISE,FIND,THE,A,to,for
the teacher promised them the juice .,a sheriff found a glass for you .,DO,PD,PROMISE,FIND,THE,A,to,for
the teacher promised them the juice .,a sheriff found you a glass .,DO,DO,PROMISE,FIND,THE,A,to,for
the professor promised the cheese to you .,an author found a coffee for us .,PD,PD,PROMISE,FIND,THE,A,to,for
the professor promised the cheese to you .,an author found us a coffee .,PD,DO,PROMISE,FIND,THE,A,to,for
the professor promised you the cheese .,an author found a coffee for us .,DO,PD,PROMISE,FIND,THE,A,to,for
the professor promised you the cheese .,an author found us a coffee .,DO,DO,PROMISE,FIND,THE,A,to,for
the pilot promised the meal to me .,a friend found a tea for him .,PD,PD,PROMISE,FIND,THE,A,to,for
the pilot promised the meal to me .,a friend found him a tea .,PD,DO,PROMISE,FIND,THE,A,to,for
the pilot promised me the meal .,a friend found a tea for him .,DO,PD,PROMISE,FIND,THE,A,to,for
the pilot promised me the meal .,a friend found him a tea .,DO,DO,PROMISE,FIND,THE,A,to,for
the singer promised the juice to you .,a chief found a chocolate for me .,PD,PD,PROMISE,FIND,THE,A,to,for
the singer promised the juice to you .,a chief found me a chocolate .,PD,DO,PROMISE,FIND,THE,A,to,for
the singer promised you the juice .,a chief found a chocolate for me .,DO,PD,PROMISE,FIND,THE,A,to,for
the singer promised you the juice .,a chief found me a chocolate .,DO,DO,PROMISE,FIND,THE,A,to,for
the winner promised the candy to him .,a scientist found a cheese for me .,PD,PD,PROMISE,FIND,THE,A,to,for
the winner promised the candy to him .,a scientist found me a cheese .,PD,DO,PROMISE,FIND,THE,A,to,for
the winner promised him the candy .,a scientist found a cheese for me .,DO,PD,PROMISE,FIND,THE,A,to,for
the winner promised him the candy .,a scientist found me a cheese .,DO,DO,PROMISE,FIND,THE,A,to,for
the lady promised the coffee to them .,a singer found a pie for me .,PD,PD,PROMISE,FIND,THE,A,to,for
the lady promised the coffee to them .,a singer found me a pie .,PD,DO,PROMISE,FIND,THE,A,to,for
the lady promised them the coffee .,a singer found a pie for me .,DO,PD,PROMISE,FIND,THE,A,to,for
the lady promised them the coffee .,a singer found me a pie .,DO,DO,PROMISE,FIND,THE,A,to,for
the lawyer promised the juice to him .,a mother found a chocolate for you .,PD,PD,PROMISE,FIND,THE,A,to,for
the lawyer promised the juice to him .,a mother found you a chocolate .,PD,DO,PROMISE,FIND,THE,A,to,for
the lawyer promised him the juice .,a mother found a chocolate for you .,DO,PD,PROMISE,FIND,THE,A,to,for
the lawyer promised him the juice .,a mother found you a chocolate .,DO,DO,PROMISE,FIND,THE,A,to,for
the employee promised the beer to it .,a brother found a motor for me .,PD,PD,PROMISE,FIND,THE,A,to,for
the employee promised the beer to it .,a brother found me a motor .,PD,DO,PROMISE,FIND,THE,A,to,for
the employee promised it the beer .,a brother found a motor for me .,DO,PD,PROMISE,FIND,THE,A,to,for
the employee promised it the beer .,a brother found me a motor .,DO,DO,PROMISE,FIND,THE,A,to,for
the uncle promised the camera to them .,a doctor found a candy for you .,PD,PD,PROMISE,FIND,THE,A,to,for
the uncle promised the camera to them .,a doctor found you a candy .,PD,DO,PROMISE,FIND,THE,A,to,for
the uncle promised them the camera .,a doctor found a candy for you .,DO,PD,PROMISE,FIND,THE,A,to,for
the uncle promised them the camera .,a doctor found you a candy .,DO,DO,PROMISE,FIND,THE,A,to,for
the doctor promised the chicken to me .,a pilot found a wire for them .,PD,PD,PROMISE,FIND,THE,A,to,for
the doctor promised the chicken to me .,a pilot found them a wire .,PD,DO,PROMISE,FIND,THE,A,to,for
the doctor promised me the chicken .,a pilot found a wire for them .,DO,PD,PROMISE,FIND,THE,A,to,for
the doctor promised me the chicken .,a pilot found them a wire .,DO,DO,PROMISE,FIND,THE,A,to,for
the uncle promised the jacket to you .,an adult found a salad for him .,PD,PD,PROMISE,FIND,THE,A,to,for
the uncle promised the jacket to you .,an adult found him a salad .,PD,DO,PROMISE,FIND,THE,A,to,for
the uncle promised you the jacket .,an adult found a salad for him .,DO,PD,PROMISE,FIND,THE,A,to,for
the uncle promised you the jacket .,an adult found him a salad .,DO,DO,PROMISE,FIND,THE,A,to,for
the attorney promised the crystal to you .,a parent found a candy for it .,PD,PD,PROMISE,FIND,THE,A,to,for
the attorney promised the crystal to you .,a parent found it a candy .,PD,DO,PROMISE,FIND,THE,A,to,for
the attorney promised you the crystal .,a parent found a candy for it .,DO,PD,PROMISE,FIND,THE,A,to,for
the attorney promised you the crystal .,a parent found it a candy .,DO,DO,PROMISE,FIND,THE,A,to,for
the employer promised the juice to him .,a buddy found a jacket for us .,PD,PD,PROMISE,FIND,THE,A,to,for
the employer promised the juice to him .,a buddy found us a jacket .,PD,DO,PROMISE,FIND,THE,A,to,for
the employer promised him the juice .,a buddy found a jacket for us .,DO,PD,PROMISE,FIND,THE,A,to,for
the employer promised him the juice .,a buddy found us a jacket .,DO,DO,PROMISE,FIND,THE,A,to,for
the student promised the pie to it .,a priest found a coffee for me .,PD,PD,PROMISE,FIND,THE,A,to,for
the student promised the pie to it .,a priest found me a coffee .,PD,DO,PROMISE,FIND,THE,A,to,for
the student promised it the pie .,a priest found a coffee for me .,DO,PD,PROMISE,FIND,THE,A,to,for
the student promised it the pie .,a priest found me a coffee .,DO,DO,PROMISE,FIND,THE,A,to,for
the bishop promised the tea to you .,a husband found a card for it .,PD,PD,PROMISE,FIND,THE,A,to,for
the bishop promised the tea to you .,a husband found it a card .,PD,DO,PROMISE,FIND,THE,A,to,for
the bishop promised you the tea .,a husband found a card for it .,DO,PD,PROMISE,FIND,THE,A,to,for
the bishop promised you the tea .,a husband found it a card .,DO,DO,PROMISE,FIND,THE,A,to,for
a mayor promised a cheese to it .,the king found the juice for them .,PD,PD,PROMISE,FIND,A,THE,to,for
a mayor promised a cheese to it .,the king found them the juice .,PD,DO,PROMISE,FIND,A,THE,to,for
a mayor promised it a cheese .,the king found the juice for them .,DO,PD,PROMISE,FIND,A,THE,to,for
a mayor promised it a cheese .,the king found them the juice .,DO,DO,PROMISE,FIND,A,THE,to,for
a mayor promised a chicken to us .,the pilot found the box for them .,PD,PD,PROMISE,FIND,A,THE,to,for
a mayor promised a chicken to us .,the pilot found them the box .,PD,DO,PROMISE,FIND,A,THE,to,for
a mayor promised us a chicken .,the pilot found the box for them .,DO,PD,PROMISE,FIND,A,THE,to,for
a mayor promised us a chicken .,the pilot found them the box .,DO,DO,PROMISE,FIND,A,THE,to,for
a chief promised a coat to you .,the reader found the tea for us .,PD,PD,PROMISE,FIND,A,THE,to,for
a chief promised a coat to you .,the reader found us the tea .,PD,DO,PROMISE,FIND,A,THE,to,for
a chief promised you a coat .,the reader found the tea for us .,DO,PD,PROMISE,FIND,A,THE,to,for
a chief promised you a coat .,the reader found us the tea .,DO,DO,PROMISE,FIND,A,THE,to,for
a singer promised a meal to it .,the leader found the tea for him .,PD,PD,PROMISE,FIND,A,THE,to,for
a singer promised a meal to it .,the leader found him the tea .,PD,DO,PROMISE,FIND,A,THE,to,for
a singer promised it a meal .,the leader found the tea for him .,DO,PD,PROMISE,FIND,A,THE,to,for
a singer promised it a meal .,the leader found him the tea .,DO,DO,PROMISE,FIND,A,THE,to,for
an author promised a cigarette to us .,the student found the hat for me .,PD,PD,PROMISE,FIND,A,THE,to,for
an author promised a cigarette to us .,the student found me the hat .,PD,DO,PROMISE,FIND,A,THE,to,for
an author promised us a cigarette .,the student found the hat for me .,DO,PD,PROMISE,FIND,A,THE,to,for
an author promised us a cigarette .,the student found me the hat .,DO,DO,PROMISE,FIND,A,THE,to,for
a parent promised a pie to you .,the lawyer found the juice for him .,PD,PD,PROMISE,FIND,A,THE,to,for
a parent promised a pie to you .,the lawyer found him the juice .,PD,DO,PROMISE,FIND,A,THE,to,for
a parent promised you a pie .,the lawyer found the juice for him .,DO,PD,PROMISE,FIND,A,THE,to,for
a parent promised you a pie .,the lawyer found him the juice .,DO,DO,PROMISE,FIND,A,THE,to,for
a lady promised a juice to us .,the singer found the coffee for you .,PD,PD,PROMISE,FIND,A,THE,to,for
a lady promised a juice to us .,the singer found you the coffee .,PD,DO,PROMISE,FIND,A,THE,to,for
a lady promised us a juice .,the singer found the coffee for you .,DO,PD,PROMISE,FIND,A,THE,to,for
a lady promised us a juice .,the singer found you the coffee .,DO,DO,PROMISE,FIND,A,THE,to,for
a buddy promised a telephone to it .,the daughter found the cup for you .,PD,PD,PROMISE,FIND,A,THE,to,for
a buddy promised a telephone to it .,the daughter found you the cup .,PD,DO,PROMISE,FIND,A,THE,to,for
a buddy promised it a telephone .,the daughter found the cup for you .,DO,PD,PROMISE,FIND,A,THE,to,for
a buddy promised it a telephone .,the daughter found you the cup .,DO,DO,PROMISE,FIND,A,THE,to,for
an adult promised a pie to it .,the bishop found the juice for him .,PD,PD,PROMISE,FIND,A,THE,to,for
an adult promised a pie to it .,the bishop found him the juice .,PD,DO,PROMISE,FIND,A,THE,to,for
an adult promised it a pie .,the bishop found the juice for him .,DO,PD,PROMISE,FIND,A,THE,to,for
an adult promised it a pie .,the bishop found him the juice .,DO,DO,PROMISE,FIND,A,THE,to,for
a minister promised a tea to us .,the hero found the flower for me .,PD,PD,PROMISE,FIND,A,THE,to,for
a minister promised a tea to us .,the hero found me the flower .,PD,DO,PROMISE,FIND,A,THE,to,for
a minister promised us a tea .,the hero found the flower for me .,DO,PD,PROMISE,FIND,A,THE,to,for
a minister promised us a tea .,the hero found me the flower .,DO,DO,PROMISE,FIND,A,THE,to,for
an adult promised a coffee to you .,the daughter found the meal for her .,PD,PD,PROMISE,FIND,A,THE,to,for
an adult promised a coffee to you .,the daughter found her the meal .,PD,DO,PROMISE,FIND,A,THE,to,for
an adult promised you a coffee .,the daughter found the meal for her .,DO,PD,PROMISE,FIND,A,THE,to,for
an adult promised you a coffee .,the daughter found her the meal .,DO,DO,PROMISE,FIND,A,THE,to,for
a president promised a tea to it .,the cop found the pie for me .,PD,PD,PROMISE,FIND,A,THE,to,for
a president promised a tea to it .,the cop found me the pie .,PD,DO,PROMISE,FIND,A,THE,to,for
a president promised it a tea .,the cop found the pie for me .,DO,PD,PROMISE,FIND,A,THE,to,for
a president promised it a tea .,the cop found me the pie .,DO,DO,PROMISE,FIND,A,THE,to,for
a priest promised a coffee to you .,the king found the guitar for her .,PD,PD,PROMISE,FIND,A,THE,to,for
a priest promised a coffee to you .,the king found her the guitar .,PD,DO,PROMISE,FIND,A,THE,to,for
a priest promised you a coffee .,the king found the guitar for her .,DO,PD,PROMISE,FIND,A,THE,to,for
a priest promised you a coffee .,the king found her the guitar .,DO,DO,PROMISE,FIND,A,THE,to,for
a boy promised a pie to you .,the singer found the log for him .,PD,PD,PROMISE,FIND,A,THE,to,for
a boy promised a pie to you .,the singer found him the log .,PD,DO,PROMISE,FIND,A,THE,to,for
a boy promised you a pie .,the singer found the log for him .,DO,PD,PROMISE,FIND,A,THE,to,for
a boy promised you a pie .,the singer found him the log .,DO,DO,PROMISE,FIND,A,THE,to,for
an employee promised a juice to him .,the woman found the tea for you .,PD,PD,PROMISE,FIND,A,THE,to,for
an employee promised a juice to him .,the woman found you the tea .,PD,DO,PROMISE,FIND,A,THE,to,for
an employee promised him a juice .,the woman found the tea for you .,DO,PD,PROMISE,FIND,A,THE,to,for
an employee promised him a juice .,the woman found you the tea .,DO,DO,PROMISE,FIND,A,THE,to,for
a mayor promised a machine to me .,the reader found the wire for her .,PD,PD,PROMISE,FIND,A,THE,to,for
a mayor promised a machine to me .,the reader found her the wire .,PD,DO,PROMISE,FIND,A,THE,to,for
a mayor promised me a machine .,the reader found the wire for her .,DO,PD,PROMISE,FIND,A,THE,to,for
a mayor promised me a machine .,the reader found her the wire .,DO,DO,PROMISE,FIND,A,THE,to,for
a lady promised a key to it .,the author found the ball for them .,PD,PD,PROMISE,FIND,A,THE,to,for
a lady promised a key to it .,the author found them the ball .,PD,DO,PROMISE,FIND,A,THE,to,for
a lady promised it a key .,the author found the ball for them .,DO,PD,PROMISE,FIND,A,THE,to,for
a lady promised it a key .,the author found them the ball .,DO,DO,PROMISE,FIND,A,THE,to,for
a president promised a cheese to me .,the teacher found the instrument for them .,PD,PD,PROMISE,FIND,A,THE,to,for
a president promised a cheese to me .,the teacher found them the instrument .,PD,DO,PROMISE,FIND,A,THE,to,for
a president promised me a cheese .,the teacher found the instrument for them .,DO,PD,PROMISE,FIND,A,THE,to,for
a president promised me a cheese .,the teacher found them the instrument .,DO,DO,PROMISE,FIND,A,THE,to,for
a soldier promised a pie to us .,the professor found the candy for it .,PD,PD,PROMISE,FIND,A,THE,to,for
a soldier promised a pie to us .,the professor found it the candy .,PD,DO,PROMISE,FIND,A,THE,to,for
a soldier promised us a pie .,the professor found the candy for it .,DO,PD,PROMISE,FIND,A,THE,to,for
a soldier promised us a pie .,the professor found it the candy .,DO,DO,PROMISE,FIND,A,THE,to,for
a friend promised a pot to him .,the employer found the tea for me .,PD,PD,PROMISE,FIND,A,THE,to,for
a friend promised a pot to him .,the employer found me the tea .,PD,DO,PROMISE,FIND,A,THE,to,for
a friend promised him a pot .,the employer found the tea for me .,DO,PD,PROMISE,FIND,A,THE,to,for
a friend promised him a pot .,the employer found me the tea .,DO,DO,PROMISE,FIND,A,THE,to,for
a wife promised a cheese to him .,the partner found the tea for me .,PD,PD,PROMISE,FIND,A,THE,to,for
a wife promised a cheese to him .,the partner found me the tea .,PD,DO,PROMISE,FIND,A,THE,to,for
a wife promised him a cheese .,the partner found the tea for me .,DO,PD,PROMISE,FIND,A,THE,to,for
a wife promised him a cheese .,the partner found me the tea .,DO,DO,PROMISE,FIND,A,THE,to,for
a minister promised a bell to them .,the actress found the tea for us .,PD,PD,PROMISE,FIND,A,THE,to,for
a minister promised a bell to them .,the actress found us the tea .,PD,DO,PROMISE,FIND,A,THE,to,for
a minister promised them a bell .,the actress found the tea for us .,DO,PD,PROMISE,FIND,A,THE,to,for
a minister promised them a bell .,the actress found us the tea .,DO,DO,PROMISE,FIND,A,THE,to,for
a soldier promised a bag to it .,the reader found the candy for her .,PD,PD,PROMISE,FIND,A,THE,to,for
a soldier promised a bag to it .,the reader found her the candy .,PD,DO,PROMISE,FIND,A,THE,to,for
a soldier promised it a bag .,the reader found the candy for her .,DO,PD,PROMISE,FIND,A,THE,to,for
a soldier promised it a bag .,the reader found her the candy .,DO,DO,PROMISE,FIND,A,THE,to,for
an actor promised an iron to him .,the actress found the instrument for me .,PD,PD,PROMISE,FIND,A,THE,to,for
an actor promised an iron to him .,the actress found me the instrument .,PD,DO,PROMISE,FIND,A,THE,to,for
an actor promised him an iron .,the actress found the instrument for me .,DO,PD,PROMISE,FIND,A,THE,to,for
an actor promised him an iron .,the actress found me the instrument .,DO,DO,PROMISE,FIND,A,THE,to,for
a buddy promised a box to me .,the champion found the camera for you .,PD,PD,PROMISE,FIND,A,THE,to,for
a buddy promised a box to me .,the champion found you the camera .,PD,DO,PROMISE,FIND,A,THE,to,for
a buddy promised me a box .,the champion found the camera for you .,DO,PD,PROMISE,FIND,A,THE,to,for
a buddy promised me a box .,the champion found you the camera .,DO,DO,PROMISE,FIND,A,THE,to,for
the candidate brought the bowl to them .,an employer got a book for us .,PD,PD,BRING,GET,THE,A,to,for
the candidate brought the bowl to them .,an employer got us a book .,PD,DO,BRING,GET,THE,A,to,for
the candidate brought them the bowl .,an employer got a book for us .,DO,PD,BRING,GET,THE,A,to,for
the candidate brought them the bowl .,an employer got us a book .,DO,DO,BRING,GET,THE,A,to,for
the cousin brought the coffee to us .,a winner got a bag for it .,PD,PD,BRING,GET,THE,A,to,for
the cousin brought the coffee to us .,a winner got it a bag .,PD,DO,BRING,GET,THE,A,to,for
the cousin brought us the coffee .,a winner got a bag for it .,DO,PD,BRING,GET,THE,A,to,for
the cousin brought us the coffee .,a winner got it a bag .,DO,DO,BRING,GET,THE,A,to,for
the manager brought the iron to her .,an employer got a meal for you .,PD,PD,BRING,GET,THE,A,to,for
the manager brought the iron to her .,an employer got you a meal .,PD,DO,BRING,GET,THE,A,to,for
the manager brought her the iron .,an employer got a meal for you .,DO,PD,BRING,GET,THE,A,to,for
the manager brought her the iron .,an employer got you a meal .,DO,DO,BRING,GET,THE,A,to,for
the winner brought the tea to us .,a guest got a juice for you .,PD,PD,BRING,GET,THE,A,to,for
the winner brought the tea to us .,a guest got you a juice .,PD,DO,BRING,GET,THE,A,to,for
the winner brought us the tea .,a guest got a juice for you .,DO,PD,BRING,GET,THE,A,to,for
the winner brought us the tea .,a guest got you a juice .,DO,DO,BRING,GET,THE,A,to,for
the teacher brought the candy to me .,a leader got a salad for us .,PD,PD,BRING,GET,THE,A,to,for
the teacher brought the candy to me .,a leader got us a salad .,PD,DO,BRING,GET,THE,A,to,for
the teacher brought me the candy .,a leader got a salad for us .,DO,PD,BRING,GET,THE,A,to,for
the teacher brought me the candy .,a leader got us a salad .,DO,DO,BRING,GET,THE,A,to,for
the king brought the salad to you .,a buddy got a cup for me .,PD,PD,BRING,GET,THE,A,to,for
the king brought the salad to you .,a buddy got me a cup .,PD,DO,BRING,GET,THE,A,to,for
the king brought you the salad .,a buddy got a cup for me .,DO,PD,BRING,GET,THE,A,to,for
the king brought you the salad .,a buddy got me a cup .,DO,DO,BRING,GET,THE,A,to,for
the aunt brought the juice to them .,a cousin got a cheese for you .,PD,PD,BRING,GET,THE,A,to,for
the aunt brought the juice to them .,a cousin got you a cheese .,PD,DO,BRING,GET,THE,A,to,for
the aunt brought them the juice .,a cousin got a cheese for you .,DO,PD,BRING,GET,THE,A,to,for
the aunt brought them the juice .,a cousin got you a cheese .,DO,DO,BRING,GET,THE,A,to,for
the pilot brought the juice to me .,an employer got a beer for you .,PD,PD,BRING,GET,THE,A,to,for
the pilot brought the juice to me .,an employer got you a beer .,PD,DO,BRING,GET,THE,A,to,for
the pilot brought me the juice .,an employer got a beer for you .,DO,PD,BRING,GET,THE,A,to,for
the pilot brought me the juice .,an employer got you a beer .,DO,DO,BRING,GET,THE,A,to,for
the singer brought the computer to you .,a buddy got a beer for us .,PD,PD,BRING,GET,THE,A,to,for
the singer brought the computer to you .,a buddy got us a beer .,PD,DO,BRING,GET,THE,A,to,for
the singer brought you the computer .,a buddy got a beer for us .,DO,PD,BRING,GET,THE,A,to,for
the singer brought you the computer .,a buddy got us a beer .,DO,DO,BRING,GET,THE,A,to,for
the mother brought the coffee to you .,an attorney got a beer for us .,PD,PD,BRING,GET,THE,A,to,for
the mother brought the coffee to you .,an attorney got us a beer .,PD,DO,BRING,GET,THE,A,to,for
the mother brought you the coffee .,an attorney got a beer for us .,DO,PD,BRING,GET,THE,A,to,for
the mother brought you the coffee .,an attorney got us a beer .,DO,DO,BRING,GET,THE,A,to,for
the woman brought the chicken to you .,a manager got a beer for us .,PD,PD,BRING,GET,THE,A,to,for
the woman brought the chicken to you .,a manager got us a beer .,PD,DO,BRING,GET,THE,A,to,for
the woman brought you the chicken .,a manager got a beer for us .,DO,PD,BRING,GET,THE,A,to,for
the woman brought you the chicken .,a manager got us a beer .,DO,DO,BRING,GET,THE,A,to,for
the woman brought the hat to you .,a lady got a crystal for them .,PD,PD,BRING,GET,THE,A,to,for
the woman brought the hat to you .,a lady got them a crystal .,PD,DO,BRING,GET,THE,A,to,for
the woman brought you the hat .,a lady got a crystal for them .,DO,PD,BRING,GET,THE,A,to,for
the woman brought you the hat .,a lady got them a crystal .,DO,DO,BRING,GET,THE,A,to,for
the actress brought the chicken to him .,a father got a pie for it .,PD,PD,BRING,GET,THE,A,to,for
the actress brought the chicken to him .,a father got it a pie .,PD,DO,BRING,GET,THE,A,to,for
the actress brought him the chicken .,a father got a pie for it .,DO,PD,BRING,GET,THE,A,to,for
the actress brought him the chicken .,a father got it a pie .,DO,DO,BRING,GET,THE,A,to,for
the mayor brought the meal to me .,a sheriff got a chicken for him .,PD,PD,BRING,GET,THE,A,to,for
the mayor brought the meal to me .,a sheriff got him a chicken .,PD,DO,BRING,GET,THE,A,to,for
the mayor brought me the meal .,a sheriff got a chicken for him .,DO,PD,BRING,GET,THE,A,to,for
the mayor brought me the meal .,a sheriff got him a chicken .,DO,DO,BRING,GET,THE,A,to,for
the singer brought the tea to it .,a secretary got a pie for him .,PD,PD,BRING,GET,THE,A,to,for
the singer brought the tea to it .,a secretary got him a pie .,PD,DO,BRING,GET,THE,A,to,for
the singer brought it the tea .,a secretary got a pie for him .,DO,PD,BRING,GET,THE,A,to,for
the singer brought it the tea .,a secretary got him a pie .,DO,DO,BRING,GET,THE,A,to,for
the leader brought the cheese to you .,a hero got a tea for it .,PD,PD,BRING,GET,THE,A,to,for
the leader brought the cheese to you .,a hero got it a tea .,PD,DO,BRING,GET,THE,A,to,for
the leader brought you the cheese .,a hero got a tea for it .,DO,PD,BRING,GET,THE,A,to,for
the leader brought you the cheese .,a hero got it a tea .,DO,DO,BRING,GET,THE,A,to,for
the bishop brought the coat to us .,a physician got a meal for them .,PD,PD,BRING,GET,THE,A,to,for
the bishop brought the coat to us .,a physician got them a meal .,PD,DO,BRING,GET,THE,A,to,for
the bishop brought us the coat .,a physician got a meal for them .,DO,PD,BRING,GET,THE,A,to,for
the bishop brought us the coat .,a physician got them a meal .,DO,DO,BRING,GET,THE,A,to,for
the secretary brought the telephone to him .,a winner got a pie for you .,PD,PD,BRING,GET,THE,A,to,for
the secretary brought the telephone to him .,a winner got you a pie .,PD,DO,BRING,GET,THE,A,to,for
the secretary brought him the telephone .,a winner got a pie for you .,DO,PD,BRING,GET,THE,A,to,for
the secretary brought him the telephone .,a winner got you a pie .,DO,DO,BRING,GET,THE,A,to,for
the winner brought the salad to you .,a doctor got a key for him .,PD,PD,BRING,GET,THE,A,to,for
the winner brought the salad to you .,a doctor got him a key .,PD,DO,BRING,GET,THE,A,to,for
the winner brought you the salad .,a doctor got a key for him .,DO,PD,BRING,GET,THE,A,to,for
the winner brought you the salad .,a doctor got him a key .,DO,DO,BRING,GET,THE,A,to,for
the reader brought the ball to us .,a guy got a flower for you .,PD,PD,BRING,GET,THE,A,to,for
the reader brought the ball to us .,a guy got you a flower .,PD,DO,BRING,GET,THE,A,to,for
the reader brought us the ball .,a guy got a flower for you .,DO,PD,BRING,GET,THE,A,to,for
the reader brought us the ball .,a guy got you a flower .,DO,DO,BRING,GET,THE,A,to,for
the employee brought the salad to her .,a princess got a candy for him .,PD,PD,BRING,GET,THE,A,to,for
the employee brought the salad to her .,a princess got him a candy .,PD,DO,BRING,GET,THE,A,to,for
the employee brought her the salad .,a princess got a candy for him .,DO,PD,BRING,GET,THE,A,to,for
the employee brought her the salad .,a princess got him a candy .,DO,DO,BRING,GET,THE,A,to,for
the girl brought the coffee to you .,a minister got a log for him .,PD,PD,BRING,GET,THE,A,to,for
the girl brought the coffee to you .,a minister got him a log .,PD,DO,BRING,GET,THE,A,to,for
the girl brought you the coffee .,a minister got a log for him .,DO,PD,BRING,GET,THE,A,to,for
the girl brought you the coffee .,a minister got him a log .,DO,DO,BRING,GET,THE,A,to,for
the soldier brought the meal to them .,an opponent got an engine for her .,PD,PD,BRING,GET,THE,A,to,for
the soldier brought the meal to them .,an opponent got her an engine .,PD,DO,BRING,GET,THE,A,to,for
the soldier brought them the meal .,an opponent got an engine for her .,DO,PD,BRING,GET,THE,A,to,for
the soldier brought them the meal .,an opponent got her an engine .,DO,DO,BRING,GET,THE,A,to,for
the student brought the tea to me .,a colonel got a meal for you .,PD,PD,BRING,GET,THE,A,to,for
the student brought the tea to me .,a colonel got you a meal .,PD,DO,BRING,GET,THE,A,to,for
the student brought me the tea .,a colonel got a meal for you .,DO,PD,BRING,GET,THE,A,to,for
the student brought me the tea .,a colonel got you a meal .,DO,DO,BRING,GET,THE,A,to,for
the cousin brought the box to me .,a teacher got a salad for you .,PD,PD,BRING,GET,THE,A,to,for
the cousin brought the box to me .,a teacher got you a salad .,PD,DO,BRING,GET,THE,A,to,for
the cousin brought me the box .,a teacher got a salad for you .,DO,PD,BRING,GET,THE,A,to,for
the cousin brought me the box .,a teacher got you a salad .,DO,DO,BRING,GET,THE,A,to,for
a doctor brought a tea to you .,the champion got the pie for me .,PD,PD,BRING,GET,A,THE,to,for
a doctor brought a tea to you .,the champion got me the pie .,PD,DO,BRING,GET,A,THE,to,for
a doctor brought you a tea .,the champion got the pie for me .,DO,PD,BRING,GET,A,THE,to,for
a doctor brought you a tea .,the champion got me the pie .,DO,DO,BRING,GET,A,THE,to,for
a cop brought a meal to me .,the guy got the chicken for us .,PD,PD,BRING,GET,A,THE,to,for
a cop brought a meal to me .,the guy got us the chicken .,PD,DO,BRING,GET,A,THE,to,for
a cop brought me a meal .,the guy got the chicken for us .,DO,PD,BRING,GET,A,THE,to,for
a cop brought me a meal .,the guy got us the chicken .,DO,DO,BRING,GET,A,THE,to,for
a doctor brought a machine to us .,the child got the pie for him .,PD,PD,BRING,GET,A,THE,to,for
a doctor brought a machine to us .,the child got him the pie .,PD,DO,BRING,GET,A,THE,to,for
a doctor brought us a machine .,the child got the pie for him .,DO,PD,BRING,GET,A,THE,to,for
a doctor brought us a machine .,the child got him the pie .,DO,DO,BRING,GET,A,THE,to,for
a physician brought a plate to it .,the professor got the cheese for me .,PD,PD,BRING,GET,A,THE,to,for
a physician brought a plate to it .,the professor got me the cheese .,PD,DO,BRING,GET,A,THE,to,for
a physician brought it a plate .,the professor got the cheese for me .,DO,PD,BRING,GET,A,THE,to,for
a physician brought it a plate .,the professor got me the cheese .,DO,DO,BRING,GET,A,THE,to,for
a reader brought a chicken to them .,the kid got the tea for you .,PD,PD,BRING,GET,A,THE,to,for
a reader brought a chicken to them .,the kid got you the tea .,PD,DO,BRING,GET,A,THE,to,for
a reader brought them a chicken .,the kid got the tea for you .,DO,PD,BRING,GET,A,THE,to,for
a reader brought them a chicken .,the kid got you the tea .,DO,DO,BRING,GET,A,THE,to,for
a lawyer brought a salad to you .,the chief got the juice for us .,PD,PD,BRING,GET,A,THE,to,for
a lawyer brought a salad to you .,the chief got us the juice .,PD,DO,BRING,GET,A,THE,to,for
a lawyer brought you a salad .,the chief got the juice for us .,DO,PD,BRING,GET,A,THE,to,for
a lawyer brought you a salad .,the chief got us the juice .,DO,DO,BRING,GET,A,THE,to,for
an aunt brought a juice to him .,the candidate got the beer for you .,PD,PD,BRING,GET,A,THE,to,for
an aunt brought a juice to him .,the candidate got you the beer .,PD,DO,BRING,GET,A,THE,to,for
an aunt brought him a juice .,the candidate got the beer for you .,DO,PD,BRING,GET,A,THE,to,for
an aunt brought him a juice .,the candidate got you the beer .,DO,DO,BRING,GET,A,THE,to,for
a chief brought a chicken to you .,the king got the candy for us .,PD,PD,BRING,GET,A,THE,to,for
a chief brought a chicken to you .,the king got us the candy .,PD,DO,BRING,GET,A,THE,to,for
a chief brought you a chicken .,the king got the candy for us .,DO,PD,BRING,GET,A,THE,to,for
a chief brought you a chicken .,the king got us the candy .,DO,DO,BRING,GET,A,THE,to,for
a reader brought a coffee to us .,the physician got the tea for me .,PD,PD,BRING,GET,A,THE,to,for
a reader brought a coffee to us .,the physician got me the tea .,PD,DO,BRING,GET,A,THE,to,for
