prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep
the man caught the prince the camera .,a candidate gave a business a juice .,DO,DO,CATCH,GIVE,THE,A,for,to
the cop caught the instrument for the adult .,a guest gave a chocolate to a band .,PD,PD,CATCH,GIVE,THE,A,for,to
the cop caught the instrument for the adult .,a guest gave a band a chocolate .,PD,DO,CATCH,GIVE,THE,A,for,to
the cop caught the adult the instrument .,a guest gave a chocolate to a band .,DO,PD,CATCH,GIVE,THE,A,for,to
the cop caught the adult the instrument .,a guest gave a band a chocolate .,DO,DO,CATCH,GIVE,THE,A,for,to
the nurse caught the gun for the sheriff .,a doctor gave a meal to a corporation .,PD,PD,CATCH,GIVE,THE,A,for,to
the nurse caught the gun for the sheriff .,a doctor gave a corporation a meal .,PD,DO,CATCH,GIVE,THE,A,for,to
the nurse caught the sheriff the gun .,a doctor gave a meal to a corporation .,DO,PD,CATCH,GIVE,THE,A,for,to
the nurse caught the sheriff the gun .,a doctor gave a corporation a meal .,DO,DO,CATCH,GIVE,THE,A,for,to
the woman caught the guitar for the son .,a nurse gave a juice to a physician .,PD,PD,CATCH,GIVE,THE,A,for,to
the woman caught the guitar for the son .,a nurse gave a physician a juice .,PD,DO,CATCH,GIVE,THE,A,for,to
the woman caught the son the guitar .,a nurse gave a juice to a physician .,DO,PD,CATCH,GIVE,THE,A,for,to
the woman caught the son the guitar .,a nurse gave a physician a juice .,DO,DO,CATCH,GIVE,THE,A,for,to
the worker caught the book for the minister .,a secretary gave a tea to a business .,PD,PD,CATCH,GIVE,THE,A,for,to
the worker caught the book for the minister .,a secretary gave a business a tea .,PD,DO,CATCH,GIVE,THE,A,for,to
the worker caught the minister the book .,a secretary gave a tea to a business .,DO,PD,CATCH,GIVE,THE,A,for,to
the worker caught the minister the book .,a secretary gave a business a tea .,DO,DO,CATCH,GIVE,THE,A,for,to
the lawyer caught the camera for the doctor .,a boy gave a meal to an army .,PD,PD,CATCH,GIVE,THE,A,for,to
the lawyer caught the camera for the doctor .,a boy gave an army a meal .,PD,DO,CATCH,GIVE,THE,A,for,to
the lawyer caught the doctor the camera .,a boy gave a meal to an army .,DO,PD,CATCH,GIVE,THE,A,for,to
the lawyer caught the doctor the camera .,a boy gave an army a meal .,DO,DO,CATCH,GIVE,THE,A,for,to
the hero caught the pot for the student .,a guest gave a candy to a business .,PD,PD,CATCH,GIVE,THE,A,for,to
the hero caught the pot for the student .,a guest gave a business a candy .,PD,DO,CATCH,GIVE,THE,A,for,to
the hero caught the student the pot .,a guest gave a candy to a business .,DO,PD,CATCH,GIVE,THE,A,for,to
the hero caught the student the pot .,a guest gave a business a candy .,DO,DO,CATCH,GIVE,THE,A,for,to
the attorney caught the machine for the hero .,a buddy gave a bag to an author .,PD,PD,CATCH,GIVE,THE,A,for,to
the attorney caught the machine for the hero .,a buddy gave an author a bag .,PD,DO,CATCH,GIVE,THE,A,for,to
the attorney caught the hero the machine .,a buddy gave a bag to an author .,DO,PD,CATCH,GIVE,THE,A,for,to
the attorney caught the hero the machine .,a buddy gave an author a bag .,DO,DO,CATCH,GIVE,THE,A,for,to
the worker caught the crystal for the guest .,a manager gave a guitar to an army .,PD,PD,CATCH,GIVE,THE,A,for,to
the worker caught the crystal for the guest .,a manager gave an army a guitar .,PD,DO,CATCH,GIVE,THE,A,for,to
the worker caught the guest the crystal .,a manager gave a guitar to an army .,DO,PD,CATCH,GIVE,THE,A,for,to
the worker caught the guest the crystal .,a manager gave an army a guitar .,DO,DO,CATCH,GIVE,THE,A,for,to
the kid caught the guitar for the student .,a bishop gave a juice to an army .,PD,PD,CATCH,GIVE,THE,A,for,to
the kid caught the guitar for the student .,a bishop gave an army a juice .,PD,DO,CATCH,GIVE,THE,A,for,to
the kid caught the student the guitar .,a bishop gave a juice to an army .,DO,PD,CATCH,GIVE,THE,A,for,to
the kid caught the student the guitar .,a bishop gave an army a juice .,DO,DO,CATCH,GIVE,THE,A,for,to
the student caught the bell for the writer .,a partner gave a cigarette to a winner .,PD,PD,CATCH,GIVE,THE,A,for,to
the student caught the bell for the writer .,a partner gave a winner a cigarette .,PD,DO,CATCH,GIVE,THE,A,for,to
the student caught the writer the bell .,a partner gave a cigarette to a winner .,DO,PD,CATCH,GIVE,THE,A,for,to
the student caught the writer the bell .,a partner gave a winner a cigarette .,DO,DO,CATCH,GIVE,THE,A,for,to
the princess caught the instrument for the worker .,a winner gave a candy to a club .,PD,PD,CATCH,GIVE,THE,A,for,to
the princess caught the instrument for the worker .,a winner gave a club a candy .,PD,DO,CATCH,GIVE,THE,A,for,to
the princess caught the worker the instrument .,a winner gave a candy to a club .,DO,PD,CATCH,GIVE,THE,A,for,to
the princess caught the worker the instrument .,a winner gave a club a candy .,DO,DO,CATCH,GIVE,THE,A,for,to
the minister caught the plate for the buddy .,a soldier gave a wire to an administration .,PD,PD,CATCH,GIVE,THE,A,for,to
the minister caught the plate for the buddy .,a soldier gave an administration a wire .,PD,DO,CATCH,GIVE,THE,A,for,to
the minister caught the buddy the plate .,a soldier gave a wire to an administration .,DO,PD,CATCH,GIVE,THE,A,for,to
the minister caught the buddy the plate .,a soldier gave an administration a wire .,DO,DO,CATCH,GIVE,THE,A,for,to
the professor caught the machine for the captain .,a soldier gave a pie to an army .,PD,PD,CATCH,GIVE,THE,A,for,to
the professor caught the machine for the captain .,a soldier gave an army a pie .,PD,DO,CATCH,GIVE,THE,A,for,to
the professor caught the captain the machine .,a soldier gave a pie to an army .,DO,PD,CATCH,GIVE,THE,A,for,to
the professor caught the captain the machine .,a soldier gave an army a pie .,DO,DO,CATCH,GIVE,THE,A,for,to
the cousin caught the log for the president .,a parent gave a tea to a king .,PD,PD,CATCH,GIVE,THE,A,for,to
the cousin caught the log for the president .,a parent gave a king a tea .,PD,DO,CATCH,GIVE,THE,A,for,to
the cousin caught the president the log .,a parent gave a tea to a king .,DO,PD,CATCH,GIVE,THE,A,for,to
the cousin caught the president the log .,a parent gave a king a tea .,DO,DO,CATCH,GIVE,THE,A,for,to
the candidate caught the television for the pilot .,an aunt gave a tea to a corporation .,PD,PD,CATCH,GIVE,THE,A,for,to
the candidate caught the television for the pilot .,an aunt gave a corporation a tea .,PD,DO,CATCH,GIVE,THE,A,for,to
the candidate caught the pilot the television .,an aunt gave a tea to a corporation .,DO,PD,CATCH,GIVE,THE,A,for,to
the candidate caught the pilot the television .,an aunt gave a corporation a tea .,DO,DO,CATCH,GIVE,THE,A,for,to
the soldier caught the plate for the attorney .,a brother gave a crystal to an army .,PD,PD,CATCH,GIVE,THE,A,for,to
the soldier caught the plate for the attorney .,a brother gave an army a crystal .,PD,DO,CATCH,GIVE,THE,A,for,to
the soldier caught the attorney the plate .,a brother gave a crystal to an army .,DO,PD,CATCH,GIVE,THE,A,for,to
the soldier caught the attorney the plate .,a brother gave an army a crystal .,DO,DO,CATCH,GIVE,THE,A,for,to
the employer caught the jacket for the uncle .,a sheriff gave a juice to a physician .,PD,PD,CATCH,GIVE,THE,A,for,to
the employer caught the jacket for the uncle .,a sheriff gave a physician a juice .,PD,DO,CATCH,GIVE,THE,A,for,to
the employer caught the uncle the jacket .,a sheriff gave a juice to a physician .,DO,PD,CATCH,GIVE,THE,A,for,to
the employer caught the uncle the jacket .,a sheriff gave a physician a juice .,DO,DO,CATCH,GIVE,THE,A,for,to
the princess caught the instrument for the worker .,a scientist gave a pie to a soldier .,PD,PD,CATCH,GIVE,THE,A,for,to
the princess caught the instrument for the worker .,a scientist gave a soldier a pie .,PD,DO,CATCH,GIVE,THE,A,for,to
the princess caught the worker the instrument .,a scientist gave a pie to a soldier .,DO,PD,CATCH,GIVE,THE,A,for,to
the princess caught the worker the instrument .,a scientist gave a soldier a pie .,DO,DO,CATCH,GIVE,THE,A,for,to
the girl caught the bag for the lawyer .,a son gave a button to a parent .,PD,PD,CATCH,GIVE,THE,A,for,to
the girl caught the bag for the lawyer .,a son gave a parent a button .,PD,DO,CATCH,GIVE,THE,A,for,to
the girl caught the lawyer the bag .,a son gave a button to a parent .,DO,PD,CATCH,GIVE,THE,A,for,to
the girl caught the lawyer the bag .,a son gave a parent a button .,DO,DO,CATCH,GIVE,THE,A,for,to
the daughter caught the key for the manager .,a reader gave a beer to an army .,PD,PD,CATCH,GIVE,THE,A,for,to
the daughter caught the key for the manager .,a reader gave an army a beer .,PD,DO,CATCH,GIVE,THE,A,for,to
the daughter caught the manager the key .,a reader gave a beer to an army .,DO,PD,CATCH,GIVE,THE,A,for,to
the daughter caught the manager the key .,a reader gave an army a beer .,DO,DO,CATCH,GIVE,THE,A,for,to
the winner caught the cup for the singer .,a man gave a card to an opponent .,PD,PD,CATCH,GIVE,THE,A,for,to
the winner caught the cup for the singer .,a man gave an opponent a card .,PD,DO,CATCH,GIVE,THE,A,for,to
the winner caught the singer the cup .,a man gave a card to an opponent .,DO,PD,CATCH,GIVE,THE,A,for,to
the winner caught the singer the cup .,a man gave an opponent a card .,DO,DO,CATCH,GIVE,THE,A,for,to
a guy caught a box for a physician .,the manager gave the chicken to the candidate .,PD,PD,CATCH,GIVE,A,THE,for,to
a guy caught a box for a physician .,the manager gave the candidate the chicken .,PD,DO,CATCH,GIVE,A,THE,for,to
a guy caught a physician a box .,the manager gave the chicken to the candidate .,DO,PD,CATCH,GIVE,A,THE,for,to
a guy caught a physician a box .,the manager gave the candidate the chicken .,DO,DO,CATCH,GIVE,A,THE,for,to
a chief caught a wire for an attorney .,the captain gave the coffee to the brother .,PD,PD,CATCH,GIVE,A,THE,for,to
a chief caught a wire for an attorney .,the captain gave the brother the coffee .,PD,DO,CATCH,GIVE,A,THE,for,to
a chief caught an attorney a wire .,the captain gave the coffee to the brother .,DO,PD,CATCH,GIVE,A,THE,for,to
a chief caught an attorney a wire .,the captain gave the brother the coffee .,DO,DO,CATCH,GIVE,A,THE,for,to
a pilot caught a key for a lady .,the father gave the hat to the business .,PD,PD,CATCH,GIVE,A,THE,for,to
a pilot caught a key for a lady .,the father gave the business the hat .,PD,DO,CATCH,GIVE,A,THE,for,to
a pilot caught a lady a key .,the father gave the hat to the business .,DO,PD,CATCH,GIVE,A,THE,for,to
a pilot caught a lady a key .,the father gave the business the hat .,DO,DO,CATCH,GIVE,A,THE,for,to
a scientist caught a glass for a king .,the author gave the chocolate to the wife .,PD,PD,CATCH,GIVE,A,THE,for,to
a scientist caught a glass for a king .,the author gave the wife the chocolate .,PD,DO,CATCH,GIVE,A,THE,for,to
a scientist caught a king a glass .,the author gave the chocolate to the wife .,DO,PD,CATCH,GIVE,A,THE,for,to
a scientist caught a king a glass .,the author gave the wife the chocolate .,DO,DO,CATCH,GIVE,A,THE,for,to
a bishop caught an instrument for a child .,the boy gave the beer to the corporation .,PD,PD,CATCH,GIVE,A,THE,for,to
a bishop caught an instrument for a child .,the boy gave the corporation the beer .,PD,DO,CATCH,GIVE,A,THE,for,to
a bishop caught a child an instrument .,the boy gave the beer to the corporation .,DO,PD,CATCH,GIVE,A,THE,for,to
a bishop caught a child an instrument .,the boy gave the corporation the beer .,DO,DO,CATCH,GIVE,A,THE,for,to
a scientist caught a telephone for a cop .,the cousin gave the pie to the author .,PD,PD,CATCH,GIVE,A,THE,for,to
a scientist caught a telephone for a cop .,the cousin gave the author the pie .,PD,DO,CATCH,GIVE,A,THE,for,to
a scientist caught a cop a telephone .,the cousin gave the pie to the author .,DO,PD,CATCH,GIVE,A,THE,for,to
a scientist caught a cop a telephone .,the cousin gave the author the pie .,DO,DO,CATCH,GIVE,A,THE,for,to
a partner caught a ball for a kid .,the chief gave the instrument to the author .,PD,PD,CATCH,GIVE,A,THE,for,to
a partner caught a ball for a kid .,the chief gave the author the instrument .,PD,DO,CATCH,GIVE,A,THE,for,to
a partner caught a kid a ball .,the chief gave the instrument to the author .,DO,PD,CATCH,GIVE,A,THE,for,to
a partner caught a kid a ball .,the chief gave the author the instrument .,DO,DO,CATCH,GIVE,A,THE,for,to
a doctor caught a guitar for an adult .,the pilot gave the beer to the business .,PD,PD,CATCH,GIVE,A,THE,for,to
a doctor caught a guitar for an adult .,the pilot gave the business the beer .,PD,DO,CATCH,GIVE,A,THE,for,to
a doctor caught an adult a guitar .,the pilot gave the beer to the business .,DO,PD,CATCH,GIVE,A,THE,for,to
a doctor caught an adult a guitar .,the pilot gave the business the beer .,DO,DO,CATCH,GIVE,A,THE,for,to
a chief caught a wire for an attorney .,the singer gave the tea to the student .,PD,PD,CATCH,GIVE,A,THE,for,to
a chief caught a wire for an attorney .,the singer gave the student the tea .,PD,DO,CATCH,GIVE,A,THE,for,to
a chief caught an attorney a wire .,the singer gave the tea to the student .,DO,PD,CATCH,GIVE,A,THE,for,to
a chief caught an attorney a wire .,the singer gave the student the tea .,DO,DO,CATCH,GIVE,A,THE,for,to
an employee caught a card for a winner .,the leader gave the log to the corporation .,PD,PD,CATCH,GIVE,A,THE,for,to
an employee caught a card for a winner .,the leader gave the corporation the log .,PD,DO,CATCH,GIVE,A,THE,for,to
an employee caught a winner a card .,the leader gave the log to the corporation .,DO,PD,CATCH,GIVE,A,THE,for,to
an employee caught a winner a card .,the leader gave the corporation the log .,DO,DO,CATCH,GIVE,A,THE,for,to
a soldier caught a newspaper for a parent .,the attorney gave the machine to the writer .,PD,PD,CATCH,GIVE,A,THE,for,to
a soldier caught a newspaper for a parent .,the attorney gave the writer the machine .,PD,DO,CATCH,GIVE,A,THE,for,to
a soldier caught a parent a newspaper .,the attorney gave the machine to the writer .,DO,PD,CATCH,GIVE,A,THE,for,to
a soldier caught a parent a newspaper .,the attorney gave the writer the machine .,DO,DO,CATCH,GIVE,A,THE,for,to
an author caught a cup for a woman .,the sheriff gave the anchor to the colonel .,PD,PD,CATCH,GIVE,A,THE,for,to
an author caught a cup for a woman .,the sheriff gave the colonel the anchor .,PD,DO,CATCH,GIVE,A,THE,for,to
an author caught a woman a cup .,the sheriff gave the anchor to the colonel .,DO,PD,CATCH,GIVE,A,THE,for,to
an author caught a woman a cup .,the sheriff gave the colonel the anchor .,DO,DO,CATCH,GIVE,A,THE,for,to
a lawyer caught an iron for a girl .,the mayor gave the juice to the boy .,PD,PD,CATCH,GIVE,A,THE,for,to
a lawyer caught an iron for a girl .,the mayor gave the boy the juice .,PD,DO,CATCH,GIVE,A,THE,for,to
a lawyer caught a girl an iron .,the mayor gave the juice to the boy .,DO,PD,CATCH,GIVE,A,THE,for,to
a lawyer caught a girl an iron .,the mayor gave the boy the juice .,DO,DO,CATCH,GIVE,A,THE,for,to
a champion caught a card for a colonel .,the guy gave the meal to the child .,PD,PD,CATCH,GIVE,A,THE,for,to
a champion caught a card for a colonel .,the guy gave the child the meal .,PD,DO,CATCH,GIVE,A,THE,for,to
a champion caught a colonel a card .,the guy gave the meal to the child .,DO,PD,CATCH,GIVE,A,THE,for,to
a champion caught a colonel a card .,the guy gave the child the meal .,DO,DO,CATCH,GIVE,A,THE,for,to
a child caught a guitar for a bishop .,the actress gave the glass to the company .,PD,PD,CATCH,GIVE,A,THE,for,to
a child caught a guitar for a bishop .,the actress gave the company the glass .,PD,DO,CATCH,GIVE,A,THE,for,to
a child caught a bishop a guitar .,the actress gave the glass to the company .,DO,PD,CATCH,GIVE,A,THE,for,to
a child caught a bishop a guitar .,the actress gave the company the glass .,DO,DO,CATCH,GIVE,A,THE,for,to
a nurse caught a telephone for an aunt .,the attorney gave the instrument to the partner .,PD,PD,CATCH,GIVE,A,THE,for,to
a nurse caught a telephone for an aunt .,the attorney gave the partner the instrument .,PD,DO,CATCH,GIVE,A,THE,for,to
a nurse caught an aunt a telephone .,the attorney gave the instrument to the partner .,DO,PD,CATCH,GIVE,A,THE,for,to
a nurse caught an aunt a telephone .,the attorney gave the partner the instrument .,DO,DO,CATCH,GIVE,A,THE,for,to
a writer caught a hat for a candidate .,the priest gave the tea to the band .,PD,PD,CATCH,GIVE,A,THE,for,to
a writer caught a hat for a candidate .,the priest gave the band the tea .,PD,DO,CATCH,GIVE,A,THE,for,to
a writer caught a candidate a hat .,the priest gave the tea to the band .,DO,PD,CATCH,GIVE,A,THE,for,to
a writer caught a candidate a hat .,the priest gave the band the tea .,DO,DO,CATCH,GIVE,A,THE,for,to
a princess caught a newspaper for a guest .,the singer gave the juice to the business .,PD,PD,CATCH,GIVE,A,THE,for,to
a princess caught a newspaper for a guest .,the singer gave the business the juice .,PD,DO,CATCH,GIVE,A,THE,for,to
a princess caught a guest a newspaper .,the singer gave the juice to the business .,DO,PD,CATCH,GIVE,A,THE,for,to
a princess caught a guest a newspaper .,the singer gave the business the juice .,DO,DO,CATCH,GIVE,A,THE,for,to
an actress caught a cup for a cousin .,the son gave the glass to the daughter .,PD,PD,CATCH,GIVE,A,THE,for,to
an actress caught a cup for a cousin .,the son gave the daughter the glass .,PD,DO,CATCH,GIVE,A,THE,for,to
an actress caught a cousin a cup .,the son gave the glass to the daughter .,DO,PD,CATCH,GIVE,A,THE,for,to
an actress caught a cousin a cup .,the son gave the daughter the glass .,DO,DO,CATCH,GIVE,A,THE,for,to
a princess caught a ball for a son .,the partner gave the salad to the corporation .,PD,PD,CATCH,GIVE,A,THE,for,to
a princess caught a ball for a son .,the partner gave the corporation the salad .,PD,DO,CATCH,GIVE,A,THE,for,to
a princess caught a son a ball .,the partner gave the salad to the corporation .,DO,PD,CATCH,GIVE,A,THE,for,to
a princess caught a son a ball .,the partner gave the corporation the salad .,DO,DO,CATCH,GIVE,A,THE,for,to
a singer caught a knife for a king .,the kid gave the candy to the company .,PD,PD,CATCH,GIVE,A,THE,for,to
a singer caught a knife for a king .,the kid gave the company the candy .,PD,DO,CATCH,GIVE,A,THE,for,to
a singer caught a king a knife .,the kid gave the candy to the company .,DO,PD,CATCH,GIVE,A,THE,for,to
a singer caught a king a knife .,the kid gave the company the candy .,DO,DO,CATCH,GIVE,A,THE,for,to
a student caught a coat for a guest .,the professor gave the card to the club .,PD,PD,CATCH,GIVE,A,THE,for,to
a student caught a coat for a guest .,the professor gave the club the card .,PD,DO,CATCH,GIVE,A,THE,for,to
a student caught a guest a coat .,the professor gave the card to the club .,DO,PD,CATCH,GIVE,A,THE,for,to
a student caught a guest a coat .,the professor gave the club the card .,DO,DO,CATCH,GIVE,A,THE,for,to
a scientist caught a bottle for a president .,the candidate gave the bag to the administration .,PD,PD,CATCH,GIVE,A,THE,for,to
a scientist caught a bottle for a president .,the candidate gave the administration the bag .,PD,DO,CATCH,GIVE,A,THE,for,to
a scientist caught a president a bottle .,the candidate gave the bag to the administration .,DO,PD,CATCH,GIVE,A,THE,for,to
a scientist caught a president a bottle .,the candidate gave the administration the bag .,DO,DO,CATCH,GIVE,A,THE,for,to
a reader caught a box for a sheriff .,the adult gave the coffee to the woman .,PD,PD,CATCH,GIVE,A,THE,for,to
a reader caught a box for a sheriff .,the adult gave the woman the coffee .,PD,DO,CATCH,GIVE,A,THE,for,to
a reader caught a sheriff a box .,the adult gave the coffee to the woman .,DO,PD,CATCH,GIVE,A,THE,for,to
a reader caught a sheriff a box .,the adult gave the woman the coffee .,DO,DO,CATCH,GIVE,A,THE,for,to
a bishop caught a log for a minister .,the worker gave the juice to the student .,PD,PD,CATCH,GIVE,A,THE,for,to
a bishop caught a log for a minister .,the worker gave the student the juice .,PD,DO,CATCH,GIVE,A,THE,for,to
a bishop caught a minister a log .,the worker gave the juice to the student .,DO,PD,CATCH,GIVE,A,THE,for,to
a bishop caught a minister a log .,the worker gave the student the juice .,DO,DO,CATCH,GIVE,A,THE,for,to
the girl delivered the anchor for the hero .,a brother gave a candy to an attorney .,PD,PD,DELIVER,GIVE,THE,A,for,to
the girl delivered the anchor for the hero .,a brother gave an attorney a candy .,PD,DO,DELIVER,GIVE,THE,A,for,to
the girl delivered the hero the anchor .,a brother gave a candy to an attorney .,DO,PD,DELIVER,GIVE,THE,A,for,to
the girl delivered the hero the anchor .,a brother gave an attorney a candy .,DO,DO,DELIVER,GIVE,THE,A,for,to
the mother delivered the tea for the reader .,an actress gave a bell to a business .,PD,PD,DELIVER,GIVE,THE,A,for,to
the mother delivered the tea for the reader .,an actress gave a business a bell .,PD,DO,DELIVER,GIVE,THE,A,for,to
the mother delivered the reader the tea .,an actress gave a bell to a business .,DO,PD,DELIVER,GIVE,THE,A,for,to
the mother delivered the reader the tea .,an actress gave a business a bell .,DO,DO,DELIVER,GIVE,THE,A,for,to
the cop delivered the tea for the manager .,a soldier gave a machine to a king .,PD,PD,DELIVER,GIVE,THE,A,for,to
the cop delivered the tea for the manager .,a soldier gave a king a machine .,PD,DO,DELIVER,GIVE,THE,A,for,to
the cop delivered the manager the tea .,a soldier gave a machine to a king .,DO,PD,DELIVER,GIVE,THE,A,for,to
the cop delivered the manager the tea .,a soldier gave a king a machine .,DO,DO,DELIVER,GIVE,THE,A,for,to
the professor delivered the anchor for the captain .,a candidate gave a juice to a business .,PD,PD,DELIVER,GIVE,THE,A,for,to
the professor delivered the anchor for the captain .,a candidate gave a business a juice .,PD,DO,DELIVER,GIVE,THE,A,for,to
the professor delivered the captain the anchor .,a candidate gave a juice to a business .,DO,PD,DELIVER,GIVE,THE,A,for,to
the professor delivered the captain the anchor .,a candidate gave a business a juice .,DO,DO,DELIVER,GIVE,THE,A,for,to
the minister delivered the candy for the winner .,a guest gave a chocolate to a band .,PD,PD,DELIVER,GIVE,THE,A,for,to
the minister delivered the candy for the winner .,a guest gave a band a chocolate .,PD,DO,DELIVER,GIVE,THE,A,for,to
the minister delivered the winner the candy .,a guest gave a chocolate to a band .,DO,PD,DELIVER,GIVE,THE,A,for,to
the minister delivered the winner the candy .,a guest gave a band a chocolate .,DO,DO,DELIVER,GIVE,THE,A,for,to
the student delivered the juice for the kid .,a doctor gave a meal to a corporation .,PD,PD,DELIVER,GIVE,THE,A,for,to
the student delivered the juice for the kid .,a doctor gave a corporation a meal .,PD,DO,DELIVER,GIVE,THE,A,for,to
the student delivered the kid the juice .,a doctor gave a meal to a corporation .,DO,PD,DELIVER,GIVE,THE,A,for,to
the student delivered the kid the juice .,a doctor gave a corporation a meal .,DO,DO,DELIVER,GIVE,THE,A,for,to
the student delivered the machine for the brother .,a nurse gave a juice to a physician .,PD,PD,DELIVER,GIVE,THE,A,for,to
the student delivered the machine for the brother .,a nurse gave a physician a juice .,PD,DO,DELIVER,GIVE,THE,A,for,to
the student delivered the brother the machine .,a nurse gave a juice to a physician .,DO,PD,DELIVER,GIVE,THE,A,for,to
the student delivered the brother the machine .,a nurse gave a physician a juice .,DO,DO,DELIVER,GIVE,THE,A,for,to
the girl delivered the anchor for the hero .,a secretary gave a tea to a business .,PD,PD,DELIVER,GIVE,THE,A,for,to
the girl delivered the anchor for the hero .,a secretary gave a business a tea .,PD,DO,DELIVER,GIVE,THE,A,for,to
the girl delivered the hero the anchor .,a secretary gave a tea to a business .,DO,PD,DELIVER,GIVE,THE,A,for,to
the girl delivered the hero the anchor .,a secretary gave a business a tea .,DO,DO,DELIVER,GIVE,THE,A,for,to
the chief delivered the juice for the doctor .,a boy gave a meal to an army .,PD,PD,DELIVER,GIVE,THE,A,for,to
the chief delivered the juice for the doctor .,a boy gave an army a meal .,PD,DO,DELIVER,GIVE,THE,A,for,to
the chief delivered the doctor the juice .,a boy gave a meal to an army .,DO,PD,DELIVER,GIVE,THE,A,for,to
the chief delivered the doctor the juice .,a boy gave an army a meal .,DO,DO,DELIVER,GIVE,THE,A,for,to
the prince delivered the instrument for the cousin .,a guest gave a candy to a business .,PD,PD,DELIVER,GIVE,THE,A,for,to
the prince delivered the instrument for the cousin .,a guest gave a business a candy .,PD,DO,DELIVER,GIVE,THE,A,for,to
the prince delivered the cousin the instrument .,a guest gave a candy to a business .,DO,PD,DELIVER,GIVE,THE,A,for,to
the prince delivered the cousin the instrument .,a guest gave a business a candy .,DO,DO,DELIVER,GIVE,THE,A,for,to
the priest delivered the chicken for the worker .,a buddy gave a bag to an author .,PD,PD,DELIVER,GIVE,THE,A,for,to
the priest delivered the chicken for the worker .,a buddy gave an author a bag .,PD,DO,DELIVER,GIVE,THE,A,for,to
the priest delivered the worker the chicken .,a buddy gave a bag to an author .,DO,PD,DELIVER,GIVE,THE,A,for,to
the priest delivered the worker the chicken .,a buddy gave an author a bag .,DO,DO,DELIVER,GIVE,THE,A,for,to
the scientist delivered the crystal for the employer .,a manager gave a guitar to an army .,PD,PD,DELIVER,GIVE,THE,A,for,to
the scientist delivered the crystal for the employer .,a manager gave an army a guitar .,PD,DO,DELIVER,GIVE,THE,A,for,to
the scientist delivered the employer the crystal .,a manager gave a guitar to an army .,DO,PD,DELIVER,GIVE,THE,A,for,to
the scientist delivered the employer the crystal .,a manager gave an army a guitar .,DO,DO,DELIVER,GIVE,THE,A,for,to
the prince delivered the hat for the father .,a bishop gave a juice to an army .,PD,PD,DELIVER,GIVE,THE,A,for,to
the prince delivered the hat for the father .,a bishop gave an army a juice .,PD,DO,DELIVER,GIVE,THE,A,for,to
the prince delivered the father the hat .,a bishop gave a juice to an army .,DO,PD,DELIVER,GIVE,THE,A,for,to
the prince delivered the father the hat .,a bishop gave an army a juice .,DO,DO,DELIVER,GIVE,THE,A,for,to
the princess delivered the iron for the employee .,a partner gave a cigarette to a winner .,PD,PD,DELIVER,GIVE,THE,A,for,to
the princess delivered the iron for the employee .,a partner gave a winner a cigarette .,PD,DO,DELIVER,GIVE,THE,A,for,to
the princess delivered the employee the iron .,a partner gave a cigarette to a winner .,DO,PD,DELIVER,GIVE,THE,A,for,to
the princess delivered the employee the iron .,a partner gave a winner a cigarette .,DO,DO,DELIVER,GIVE,THE,A,for,to
the prince delivered the computer for the princess .,a winner gave a candy to a club .,PD,PD,DELIVER,GIVE,THE,A,for,to
the prince delivered the computer for the princess .,a winner gave a club a candy .,PD,DO,DELIVER,GIVE,THE,A,for,to
the prince delivered the princess the computer .,a winner gave a candy to a club .,DO,PD,DELIVER,GIVE,THE,A,for,to
the prince delivered the princess the computer .,a winner gave a club a candy .,DO,DO,DELIVER,GIVE,THE,A,for,to
the hero delivered the pie for the adult .,a soldier gave a wire to an administration .,PD,PD,DELIVER,GIVE,THE,A,for,to
the hero delivered the pie for the adult .,a soldier gave an administration a wire .,PD,DO,DELIVER,GIVE,THE,A,for,to
the hero delivered the adult the pie .,a soldier gave a wire to an administration .,DO,PD,DELIVER,GIVE,THE,A,for,to
the hero delivered the adult the pie .,a soldier gave an administration a wire .,DO,DO,DELIVER,GIVE,THE,A,for,to
the opponent delivered the juice for the parent .,a soldier gave a pie to an army .,PD,PD,DELIVER,GIVE,THE,A,for,to
the opponent delivered the juice for the parent .,a soldier gave an army a pie .,PD,DO,DELIVER,GIVE,THE,A,for,to
the opponent delivered the parent the juice .,a soldier gave a pie to an army .,DO,PD,DELIVER,GIVE,THE,A,for,to
the opponent delivered the parent the juice .,a soldier gave an army a pie .,DO,DO,DELIVER,GIVE,THE,A,for,to
the boy delivered the juice for the lawyer .,a parent gave a tea to a king .,PD,PD,DELIVER,GIVE,THE,A,for,to
the boy delivered the juice for the lawyer .,a parent gave a king a tea .,PD,DO,DELIVER,GIVE,THE,A,for,to
the boy delivered the lawyer the juice .,a parent gave a tea to a king .,DO,PD,DELIVER,GIVE,THE,A,for,to
the boy delivered the lawyer the juice .,a parent gave a king a tea .,DO,DO,DELIVER,GIVE,THE,A,for,to
the leader delivered the hat for the champion .,an aunt gave a tea to a corporation .,PD,PD,DELIVER,GIVE,THE,A,for,to
the leader delivered the hat for the champion .,an aunt gave a corporation a tea .,PD,DO,DELIVER,GIVE,THE,A,for,to
the leader delivered the champion the hat .,an aunt gave a tea to a corporation .,DO,PD,DELIVER,GIVE,THE,A,for,to
the leader delivered the champion the hat .,an aunt gave a corporation a tea .,DO,DO,DELIVER,GIVE,THE,A,for,to
