prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
the actor threw the wife the jacket .,DO,THROW,a candidate purchased a salad for a company .,PD,PURCHASE,783.55615234375,-53.31074142456055
the actor threw the jacket to the wife .,PD,THROW,a candidate purchased a company a salad .,DO,PURCHASE,2539.439453125,-54.87788772583008
the actor threw the wife the jacket .,DO,THROW,a candidate purchased a company a salad .,DO,PURCHASE,2511.3330078125,-54.79998016357422
the singer gave the candy to the professor .,PD,GIVE,a candidate purchased a salad for a company .,PD,PURCHASE,795.9974365234375,-53.436767578125
the singer gave the professor the candy .,DO,GIVE,a candidate purchased a salad for a company .,PD,PURCHASE,779.6844482421875,-53.271114349365234
the singer gave the candy to the professor .,PD,GIVE,a candidate purchased a company a salad .,DO,PURCHASE,2562.45458984375,-54.941043853759766
the singer gave the professor the candy .,DO,GIVE,a candidate purchased a company a salad .,DO,PURCHASE,2499.20947265625,-54.76610565185547
a prince made a card for a club .,PD,MAKE,the mayor threw the cigarette to the actress .,PD,THROW,441.0679931640625,-48.713592529296875
a prince made a club a card .,DO,MAKE,the mayor threw the cigarette to the actress .,PD,THROW,442.58929443359375,-48.74113845825195
a prince made a card for a club .,PD,MAKE,the mayor threw the actress the cigarette .,DO,THROW,2603.968017578125,-55.05353927612305
a prince made a club a card .,DO,MAKE,the mayor threw the actress the cigarette .,DO,THROW,2609.48828125,-55.068363189697266
a buddy saved a cup for an army .,PD,SAVE,the mayor threw the cigarette to the actress .,PD,THROW,437.77166748046875,-48.65357971191406
a buddy saved an army a cup .,DO,SAVE,the mayor threw the cigarette to the actress .,PD,THROW,436.7731018066406,-48.635311126708984
a buddy saved a cup for an army .,PD,SAVE,the mayor threw the actress the cigarette .,DO,THROW,2591.945068359375,-55.02114486694336
a buddy saved an army a cup .,DO,SAVE,the mayor threw the actress the cigarette .,DO,THROW,2569.00927734375,-54.958927154541016
a prince saved a candy for a champion .,PD,SAVE,the mayor threw the cigarette to the actress .,PD,THROW,434.5384826660156,-48.594276428222656
a prince saved a champion a candy .,DO,SAVE,the mayor threw the cigarette to the actress .,PD,THROW,429.44732666015625,-48.49999237060547
a prince saved a candy for a champion .,PD,SAVE,the mayor threw the actress the cigarette .,DO,THROW,2567.98486328125,-54.95613479614258
a prince saved a champion a candy .,DO,SAVE,the mayor threw the actress the cigarette .,DO,THROW,2547.501953125,-54.90007781982422
a winner left a pie for a corporation .,PD,LEAVE,the mayor threw the cigarette to the actress .,PD,THROW,442.7024841308594,-48.74318313598633
a winner left a corporation a pie .,DO,LEAVE,the mayor threw the cigarette to the actress .,PD,THROW,433.8647766113281,-48.58186340332031
a winner left a pie for a corporation .,PD,LEAVE,the mayor threw the actress the cigarette .,DO,THROW,2605.429931640625,-55.05746841430664
a winner left a corporation a pie .,DO,LEAVE,the mayor threw the actress the cigarette .,DO,THROW,2556.85107421875,-54.92572021484375
an aunt got a tea for an army .,PD,GET,the mayor threw the cigarette to the actress .,PD,THROW,438.52294921875,-48.66729736328125
an aunt got an army a tea .,DO,GET,the mayor threw the cigarette to the actress .,PD,THROW,434.3160095214844,-48.590179443359375
an aunt got a tea for an army .,PD,GET,the mayor threw the actress the cigarette .,DO,THROW,2590.248046875,-55.01655960083008
an aunt got an army a tea .,DO,GET,the mayor threw the actress the cigarette .,DO,THROW,2561.8583984375,-54.939414978027344
an aunt purchased a knife for a daughter .,PD,PURCHASE,the mayor threw the cigarette to the actress .,PD,THROW,437.51873779296875,-48.648956298828125
an aunt purchased a daughter a knife .,DO,PURCHASE,the mayor threw the cigarette to the actress .,PD,THROW,434.89129638671875,-48.60076904296875
an aunt purchased a knife for a daughter .,PD,PURCHASE,the mayor threw the actress the cigarette .,DO,THROW,2583.42333984375,-54.99809265136719
an aunt purchased a daughter a knife .,DO,PURCHASE,the mayor threw the actress the cigarette .,DO,THROW,2571.52783203125,-54.96578598022461
a pilot designed a log for an adult .,PD,DESIGN,the mayor threw the cigarette to the actress .,PD,THROW,434.1586608886719,-48.5872802734375
a pilot designed an adult a log .,DO,DESIGN,the mayor threw the cigarette to the actress .,PD,THROW,433.41522216796875,-48.573570251464844
a pilot designed a log for an adult .,PD,DESIGN,the mayor threw the actress the cigarette .,DO,THROW,2547.060791015625,-54.89886474609375
a pilot designed an adult a log .,DO,DESIGN,the mayor threw the actress the cigarette .,DO,THROW,2553.556396484375,-54.91669464111328
an employee bought a bell for an opponent .,PD,BUY,the mayor threw the cigarette to the actress .,PD,THROW,444.1800842285156,-48.769840240478516
an employee bought an opponent a bell .,DO,BUY,the mayor threw the cigarette to the actress .,PD,THROW,440.97314453125,-48.71187210083008
an employee bought a bell for an opponent .,PD,BUY,the mayor threw the actress the cigarette .,DO,THROW,2619.577392578125,-55.095375061035156
an employee bought an opponent a bell .,DO,BUY,the mayor threw the actress the cigarette .,DO,THROW,2596.45361328125,-55.03330993652344
a winner drew a telephone for an administration .,PD,DRAW,the mayor threw the cigarette to the actress .,PD,THROW,445.2471008300781,-48.78903579711914
a winner drew an administration a telephone .,DO,DRAW,the mayor threw the cigarette to the actress .,PD,THROW,425.81060791015625,-48.43195724487305
a winner drew a telephone for an administration .,PD,DRAW,the mayor threw the actress the cigarette .,DO,THROW,2621.415283203125,-55.100284576416016
a winner drew an administration a telephone .,DO,DRAW,the mayor threw the actress the cigarette .,DO,THROW,2514.452392578125,-54.80867004394531
a lawyer kept a chicken for a husband .,PD,KEEP,the mayor threw the cigarette to the actress .,PD,THROW,443.9549560546875,-48.765785217285156
a lawyer kept a husband a chicken .,DO,KEEP,the mayor threw the cigarette to the actress .,PD,THROW,440.0730285644531,-48.695526123046875
a lawyer kept a chicken for a husband .,PD,KEEP,the mayor threw the actress the cigarette .,DO,THROW,2611.49560546875,-55.07374572753906
a lawyer kept a husband a chicken .,DO,KEEP,the mayor threw the actress the cigarette .,DO,THROW,2591.76611328125,-55.020660400390625
the winner drew the jacket for the adult .,PD,DRAW,a minister sent a beer to an actress .,PD,SEND,383.7823791503906,-47.60060501098633
the winner drew the adult the jacket .,DO,DRAW,a minister sent a beer to an actress .,PD,SEND,382.63848876953125,-47.576725006103516
the winner drew the jacket for the adult .,PD,DRAW,a minister sent an actress a beer .,DO,SEND,1797.034423828125,-52.45724868774414
the winner drew the adult the jacket .,DO,DRAW,a minister sent an actress a beer .,DO,SEND,1766.020263671875,-52.335384368896484
the partner left the instrument for the mother .,PD,LEAVE,a minister sent a beer to an actress .,PD,SEND,379.4495544433594,-47.50977325439453
the partner left the mother the instrument .,DO,LEAVE,a minister sent a beer to an actress .,PD,SEND,376.1379699707031,-47.43964767456055
the partner left the instrument for the mother .,PD,LEAVE,a minister sent an actress a beer .,DO,SEND,1757.1690673828125,-52.30021286010742
the partner left the mother the instrument .,DO,LEAVE,a minister sent an actress a beer .,DO,SEND,1752.474609375,-52.28148651123047
the teacher found the chocolate for the adult .,PD,FIND,a minister sent a beer to an actress .,PD,SEND,383.1650695800781,-47.58772659301758
the teacher found the adult the chocolate .,DO,FIND,a minister sent a beer to an actress .,PD,SEND,382.5968933105469,-47.57585525512695
the teacher found the chocolate for the adult .,PD,FIND,a minister sent an actress a beer .,DO,SEND,1787.822265625,-52.42127227783203
the teacher found the adult the chocolate .,DO,FIND,a minister sent an actress a beer .,DO,SEND,1766.4447021484375,-52.337066650390625
the employee caught the bag for the opponent .,PD,CATCH,a minister sent a beer to an actress .,PD,SEND,381.1865234375,-47.54631042480469
the employee caught the opponent the bag .,DO,CATCH,a minister sent a beer to an actress .,PD,SEND,387.5988464355469,-47.67976760864258
the employee caught the bag for the opponent .,PD,CATCH,a minister sent an actress a beer .,DO,SEND,1777.0887451171875,-52.379119873046875
the employee caught the opponent the bag .,DO,CATCH,a minister sent an actress a beer .,DO,SEND,1802.9423828125,-52.480224609375
the child saved the tea for the army .,PD,SAVE,a minister sent a beer to an actress .,PD,SEND,382.2292785644531,-47.56816482543945
the child saved the army the tea .,DO,SAVE,a minister sent a beer to an actress .,PD,SEND,374.81591796875,-47.41147994995117
the child saved the tea for the army .,PD,SAVE,a minister sent an actress a beer .,DO,SEND,1780.2738037109375,-52.39165496826172
the child saved the army the tea .,DO,SAVE,a minister sent an actress a beer .,DO,SEND,1737.978515625,-52.22334289550781
the worker found the gun for the corporation .,PD,FIND,a minister sent a beer to an actress .,PD,SEND,381.5074768066406,-47.553043365478516
the worker found the corporation the gun .,DO,FIND,a minister sent a beer to an actress .,PD,SEND,385.5614318847656,-47.637603759765625
the worker found the gun for the corporation .,PD,FIND,a minister sent an actress a beer .,DO,SEND,1774.1044921875,-52.36735534667969
the worker found the corporation the gun .,DO,FIND,a minister sent an actress a beer .,DO,SEND,1791.658203125,-52.436275482177734
the club designed the bag for the army .,PD,DESIGN,a minister sent a beer to an actress .,PD,SEND,381.8272399902344,-47.55974578857422
the club designed the army the bag .,DO,DESIGN,a minister sent a beer to an actress .,PD,SEND,383.080810546875,-47.585968017578125
the club designed the bag for the army .,PD,DESIGN,a minister sent an actress a beer .,DO,SEND,1780.8570556640625,-52.39394760131836
the club designed the army the bag .,DO,DESIGN,a minister sent an actress a beer .,DO,SEND,1779.0587158203125,-52.38687515258789
the parent designed the instrument for the president .,PD,DESIGN,a minister sent a beer to an actress .,PD,SEND,380.5398254394531,-47.5327262878418
the parent designed the president the instrument .,DO,DESIGN,a minister sent a beer to an actress .,PD,SEND,380.28857421875,-47.527442932128906
the parent designed the instrument for the president .,PD,DESIGN,a minister sent an actress a beer .,DO,SEND,1777.8006591796875,-52.38192367553711
the parent designed the president the instrument .,DO,DESIGN,a minister sent an actress a beer .,DO,SEND,1782.1239013671875,-52.39892578125
the employee caught the key for the child .,PD,CATCH,a minister sent a beer to an actress .,PD,SEND,382.5574951171875,-47.57503128051758
the employee caught the child the key .,DO,CATCH,a minister sent a beer to an actress .,PD,SEND,387.6942443847656,-47.68173599243164
the employee caught the key for the child .,PD,CATCH,a minister sent an actress a beer .,DO,SEND,1782.654296875,-52.40100860595703
the employee caught the child the key .,DO,CATCH,a minister sent an actress a beer .,DO,SEND,1807.8212890625,-52.499141693115234
the singer kept the pie for the sheriff .,PD,KEEP,a minister sent a beer to an actress .,PD,SEND,388.2753601074219,-47.69371795654297
the singer kept the sheriff the pie .,DO,KEEP,a minister sent a beer to an actress .,PD,SEND,380.5182189941406,-47.53227233886719
the singer kept the pie for the sheriff .,PD,KEEP,a minister sent an actress a beer .,DO,SEND,1825.7294921875,-52.56814193725586
the singer kept the sheriff the pie .,DO,KEEP,a minister sent an actress a beer .,DO,SEND,1754.13037109375,-52.2880973815918
a pilot drew an engine for an administration .,PD,DRAW,the child sent the crystal to the husband .,PD,SEND,523.48583984375,-50.08407974243164
a pilot drew an administration an engine .,DO,DRAW,the child sent the crystal to the husband .,PD,SEND,510.8044128417969,-49.88789367675781
a pilot drew an engine for an administration .,PD,DRAW,the child sent the husband the crystal .,DO,SEND,1614.5159912109375,-51.7075309753418
a pilot drew an administration an engine .,DO,DRAW,the child sent the husband the crystal .,DO,SEND,1566.9205322265625,-51.498069763183594
an attorney bought a tea for an employee .,PD,BUY,the child sent the crystal to the husband .,PD,SEND,513.3641357421875,-49.92788314819336
an attorney bought an employee a tea .,DO,BUY,the child sent the crystal to the husband .,PD,SEND,515.9276123046875,-49.96773147583008
an attorney bought a tea for an employee .,PD,BUY,the child sent the husband the crystal .,DO,SEND,1583.8890380859375,-51.57346725463867
an attorney bought an employee a tea .,DO,BUY,the child sent the husband the crystal .,DO,SEND,1576.4979248046875,-51.54072570800781
a champion caught a television for a doctor .,PD,CATCH,the child sent the crystal to the husband .,PD,SEND,519.0247802734375,-50.0156135559082
a champion caught a doctor a television .,DO,CATCH,the child sent the crystal to the husband .,PD,SEND,508.3383483886719,-49.849178314208984
a champion caught a television for a doctor .,PD,CATCH,the child sent the husband the crystal .,DO,SEND,1606.2342529296875,-51.671531677246094
a champion caught a doctor a television .,DO,CATCH,the child sent the husband the crystal .,DO,SEND,1558.930419921875,-51.462284088134766
a winner left a chocolate for an army .,PD,LEAVE,the child sent the crystal to the husband .,PD,SEND,517.2279663085938,-49.98786926269531
a winner left an army a chocolate .,DO,LEAVE,the child sent the crystal to the husband .,PD,SEND,508.95172119140625,-49.85882568359375
a winner left a chocolate for an army .,PD,LEAVE,the child sent the husband the crystal .,DO,SEND,1600.608642578125,-51.64697265625
a winner left an army a chocolate .,DO,LEAVE,the child sent the husband the crystal .,DO,SEND,1552.984619140625,-51.4355354309082
an actress saved a tea for a lady .,PD,SAVE,the child sent the crystal to the husband .,PD,SEND,517.6903686523438,-49.995018005371094
an actress saved a lady a tea .,DO,SAVE,the child sent the crystal to the husband .,PD,SEND,513.3271484375,-49.92730712890625
an actress saved a tea for a lady .,PD,SAVE,the child sent the husband the crystal .,DO,SEND,1589.8759765625,-51.599876403808594
an actress saved a lady a tea .,DO,SAVE,the child sent the husband the crystal .,DO,SEND,1558.968505859375,-51.46245574951172
an uncle designed an instrument for a winner .,PD,DESIGN,the child sent the crystal to the husband .,PD,SEND,516.4691162109375,-49.97612380981445
an uncle designed a winner an instrument .,DO,DESIGN,the child sent the crystal to the husband .,PD,SEND,511.3261413574219,-49.896060943603516
an uncle designed an instrument for a winner .,PD,DESIGN,the child sent the husband the crystal .,DO,SEND,1584.8275146484375,-51.577613830566406
an uncle designed a winner an instrument .,DO,DESIGN,the child sent the husband the crystal .,DO,SEND,1565.2408447265625,-51.490562438964844
a woman left a box for a corporation .,PD,LEAVE,the child sent the crystal to the husband .,PD,SEND,519.504150390625,-50.02299880981445
a woman left a corporation a box .,DO,LEAVE,the child sent the crystal to the husband .,PD,SEND,515.2266845703125,-49.95685577392578
a woman left a box for a corporation .,PD,LEAVE,the child sent the husband the crystal .,DO,SEND,1607.5213623046875,-51.67713928222656
a woman left a corporation a box .,DO,LEAVE,the child sent the husband the crystal .,DO,SEND,1604.40673828125,-51.6635627746582
an administration designed a bowl for a corporation .,PD,DESIGN,the child sent the crystal to the husband .,PD,SEND,518.0831909179688,-50.0010871887207
an administration designed a corporation a bowl .,DO,DESIGN,the child sent the crystal to the husband .,PD,SEND,525.5820922851562,-50.116050720214844
an administration designed a bowl for a corporation .,PD,DESIGN,the child sent the husband the crystal .,DO,SEND,1599.48388671875,-51.642051696777344
an administration designed a corporation a bowl .,DO,DESIGN,the child sent the husband the crystal .,DO,SEND,1618.3433837890625,-51.72410583496094
a cousin purchased a salad for a band .,PD,PURCHASE,the child sent the crystal to the husband .,PD,SEND,518.3849487304688,-50.00574493408203
a cousin purchased a band a salad .,DO,PURCHASE,the child sent the crystal to the husband .,PD,SEND,517.830078125,-49.99717712402344
a cousin purchased a salad for a band .,PD,PURCHASE,the child sent the husband the crystal .,DO,SEND,1598.6124267578125,-51.63823699951172
a cousin purchased a band a salad .,DO,PURCHASE,the child sent the husband the crystal .,DO,SEND,1589.463623046875,-51.598060607910156
a teacher saved a knife for a hero .,PD,SAVE,the child sent the crystal to the husband .,PD,SEND,515.4950561523438,-49.961021423339844
a teacher saved a hero a knife .,DO,SAVE,the child sent the crystal to the husband .,PD,SEND,509.7765808105469,-49.87178039550781
a teacher saved a knife for a hero .,PD,SAVE,the child sent the husband the crystal .,DO,SEND,1583.705322265625,-51.572654724121094
a teacher saved a hero a knife .,DO,SAVE,the child sent the husband the crystal .,DO,SEND,1548.8458251953125,-51.41685485839844
a secretary showed a chocolate to an administration .,PD,SHOW,the author kept the juice for the scientist .,PD,KEEP,706.5360717773438,-52.482994079589844
a secretary showed an administration a chocolate .,DO,SHOW,the author kept the juice for the scientist .,PD,KEEP,689.0955200195312,-52.28303909301758
a secretary showed a chocolate to an administration .,PD,SHOW,the author kept the scientist the juice .,DO,KEEP,4209.70849609375,-58.416038513183594
a secretary showed an administration a chocolate .,DO,SHOW,the author kept the scientist the juice .,DO,KEEP,4108.533203125,-58.24574661254883
a buddy brought a coffee to a wife .,PD,BRING,the author kept the juice for the scientist .,PD,KEEP,706.8421020507812,-52.48645782470703
a buddy brought a wife a coffee .,DO,BRING,the author kept the juice for the scientist .,PD,KEEP,692.8172607421875,-52.32612991333008
a buddy brought a coffee to a wife .,PD,BRING,the author kept the scientist the juice .,DO,KEEP,4187.46875,-58.37895965576172
a buddy brought a wife a coffee .,DO,BRING,the author kept the scientist the juice .,DO,KEEP,4131.40478515625,-58.28460693359375
a leader sold a telephone to a cop .,PD,SELL,the author kept the juice for the scientist .,PD,KEEP,676.3174438476562,-52.13330078125
a leader sold a cop a telephone .,DO,SELL,the author kept the juice for the scientist .,PD,KEEP,676.9456787109375,-52.14072799682617
a leader sold a telephone to a cop .,PD,SELL,the author kept the scientist the juice .,DO,KEEP,3995.253173828125,-58.05003356933594
a leader sold a cop a telephone .,DO,SELL,the author kept the scientist the juice .,DO,KEEP,4030.44580078125,-58.11142349243164
an employee brought a tea to an administration .,PD,BRING,the author kept the juice for the scientist .,PD,KEEP,713.9345092773438,-52.56632995605469
an employee brought an administration a tea .,DO,BRING,the author kept the juice for the scientist .,PD,KEEP,685.229736328125,-52.238033294677734
an employee brought a tea to an administration .,PD,BRING,the author kept the scientist the juice .,DO,KEEP,4265.88232421875,-58.508827209472656
an employee brought an administration a tea .,DO,BRING,the author kept the scientist the juice .,DO,KEEP,4046.163330078125,-58.138668060302734
a cousin brought a meal to a winner .,PD,BRING,the author kept the juice for the scientist .,PD,KEEP,707.5556640625,-52.494529724121094
a cousin brought a winner a meal .,DO,BRING,the author kept the juice for the scientist .,PD,KEEP,702.6307373046875,-52.43865203857422
a cousin brought a meal to a winner .,PD,BRING,the author kept the scientist the juice .,DO,KEEP,4194.74560546875,-58.39111328125
a cousin brought a winner a meal .,DO,BRING,the author kept the scientist the juice .,DO,KEEP,4180.4375,-58.36719512939453
a teacher showed an instrument to an army .,PD,SHOW,the author kept the juice for the scientist .,PD,KEEP,709.5997314453125,-52.517608642578125
a teacher showed an army an instrument .,DO,SHOW,the author kept the juice for the scientist .,PD,KEEP,700.6234130859375,-52.41576385498047
a teacher showed an instrument to an army .,PD,SHOW,the author kept the scientist the juice .,DO,KEEP,4216.19482421875,-58.426815032958984
a teacher showed an army an instrument .,DO,SHOW,the author kept the scientist the juice .,DO,KEEP,4160.1494140625,-58.3331413269043
a worker showed a chicken to a secretary .,PD,SHOW,the author kept the juice for the scientist .,PD,KEEP,699.0830078125,-52.398155212402344
a worker showed a secretary a chicken .,DO,SHOW,the author kept the juice for the scientist .,PD,KEEP,700.5151977539062,-52.414527893066406
a worker showed a chicken to a secretary .,PD,SHOW,the author kept the scientist the juice .,DO,KEEP,4135.9287109375,-58.292266845703125
a worker showed a secretary a chicken .,DO,SHOW,the author kept the scientist the juice .,DO,KEEP,4145.78955078125,-58.308937072753906
a hero threw a salad to a winner .,PD,THROW,the author kept the juice for the scientist .,PD,KEEP,708.3677978515625,-52.50370788574219
a hero threw a winner a salad .,DO,THROW,the author kept the juice for the scientist .,PD,KEEP,701.9740600585938,-52.43117141723633
a hero threw a salad to a winner .,PD,THROW,the author kept the scientist the juice .,DO,KEEP,4200.23095703125,-58.40026092529297
a hero threw a winner a salad .,DO,THROW,the author kept the scientist the juice .,DO,KEEP,4183.65087890625,-58.37257385253906
a boy threw a newspaper to a partner .,PD,THROW,the author kept the juice for the scientist .,PD,KEEP,701.8458862304688,-52.429710388183594
a boy threw a partner a newspaper .,DO,THROW,the author kept the juice for the scientist .,PD,KEEP,694.6124267578125,-52.346832275390625
a boy threw a newspaper to a partner .,PD,THROW,the author kept the scientist the juice .,DO,KEEP,4167.24951171875,-58.34507751464844
a boy threw a partner a newspaper .,DO,THROW,the author kept the scientist the juice .,DO,KEEP,4176.32958984375,-58.360313415527344
a guest sold a cheese to an army .,PD,SELL,the author kept the juice for the scientist .,PD,KEEP,708.0537719726562,-52.500160217285156
a guest sold an army a cheese .,DO,SELL,the author kept the juice for the scientist .,PD,KEEP,691.3151245117188,-52.30876541137695
a guest sold a cheese to an army .,PD,SELL,the author kept the scientist the juice .,DO,KEEP,4230.4619140625,-58.450462341308594
a guest sold an army a cheese .,DO,SELL,the author kept the scientist the juice .,DO,KEEP,4118.91943359375,-58.26342010498047
a cop promised a pie to a father .,PD,PROMISE,the champion made the book for the club .,PD,MAKE,230.2382354736328,-43.512916564941406
a cop promised a father a pie .,DO,PROMISE,the champion made the book for the club .,PD,MAKE,232.10720825195312,-43.57759475708008
a cop promised a pie to a father .,PD,PROMISE,the champion made the club the book .,DO,MAKE,848.907470703125,-47.20764923095703
a cop promised a father a pie .,DO,PROMISE,the champion made the club the book .,DO,MAKE,853.8621826171875,-47.24838638305664
a colonel sent a juice to a company .,PD,SEND,the champion made the book for the club .,PD,MAKE,234.71971130371094,-43.667137145996094
a colonel sent a company a juice .,DO,SEND,the champion made the book for the club .,PD,MAKE,235.5763702392578,-43.69628143310547
a colonel sent a juice to a company .,PD,SEND,the champion made the club the book .,DO,MAKE,861.5684204101562,-47.311279296875
a colonel sent a company a juice .,DO,SEND,the champion made the club the book .,DO,MAKE,867.0835571289062,-47.3559455871582
a lawyer showed a beer to an army .,PD,SHOW,the champion made the book for the club .,PD,MAKE,234.88430786132812,-43.67274475097656
a lawyer showed an army a beer .,DO,SHOW,the champion made the book for the club .,PD,MAKE,234.42800903320312,-43.657188415527344
a lawyer showed a beer to an army .,PD,SHOW,the champion made the club the book .,DO,MAKE,863.8466796875,-47.32976531982422
a lawyer showed an army a beer .,DO,SHOW,the champion made the club the book .,DO,MAKE,860.9469604492188,-47.30622863769531
a woman sent a jacket to an employee .,PD,SEND,the champion made the book for the club .,PD,MAKE,234.41514587402344,-43.6567497253418
a woman sent an employee a jacket .,DO,SEND,the champion made the book for the club .,PD,MAKE,236.2783660888672,-43.72008514404297
a woman sent a jacket to an employee .,PD,SEND,the champion made the club the book .,DO,MAKE,858.130859375,-47.283294677734375
a woman sent an employee a jacket .,DO,SEND,the champion made the club the book .,DO,MAKE,874.8347778320312,-47.418243408203125
a girl sold a chicken to a business .,PD,SELL,the champion made the book for the club .,PD,MAKE,233.74444580078125,-43.633827209472656
a girl sold a business a chicken .,DO,SELL,the champion made the book for the club .,PD,MAKE,235.89877319335938,-43.70722198486328
a girl sold a chicken to a business .,PD,SELL,the champion made the club the book .,DO,MAKE,860.2758178710938,-47.3007698059082
a girl sold a business a chicken .,DO,SELL,the champion made the club the book .,DO,MAKE,865.4223022460938,-47.34252166748047
an employee supplied a meal to a company .,PD,SUPPLY,the champion made the book for the club .,PD,MAKE,234.73236083984375,-43.66756820678711
an employee supplied a company a meal .,DO,SUPPLY,the champion made the book for the club .,PD,MAKE,235.79754638671875,-43.70378875732422
an employee supplied a meal to a company .,PD,SUPPLY,the champion made the club the book .,DO,MAKE,862.5135498046875,-47.31895446777344
an employee supplied a company a meal .,DO,SUPPLY,the champion made the club the book .,DO,MAKE,864.4165649414062,-47.334381103515625
an attorney gave a pie to a pilot .,PD,GIVE,the champion made the book for the club .,PD,MAKE,233.2131805419922,-43.615623474121094
an attorney gave a pilot a pie .,DO,GIVE,the champion made the book for the club .,PD,MAKE,231.44552612304688,-43.55475616455078
an attorney gave a pie to a pilot .,PD,GIVE,the champion made the club the book .,DO,MAKE,857.3409423828125,-47.27684783935547
an attorney gave a pilot a pie .,DO,GIVE,the champion made the club the book .,DO,MAKE,851.8919067382812,-47.232215881347656
a husband supplied a cheese to a buddy .,PD,SUPPLY,the champion made the book for the club .,PD,MAKE,232.22254943847656,-43.58156967163086
a husband supplied a buddy a cheese .,DO,SUPPLY,the champion made the book for the club .,PD,MAKE,232.96954345703125,-43.607261657714844
a husband supplied a cheese to a buddy .,PD,SUPPLY,the champion made the club the book .,DO,MAKE,854.4910278320312,-47.2535400390625
a husband supplied a buddy a cheese .,DO,SUPPLY,the champion made the club the book .,DO,MAKE,857.402587890625,-47.27735137939453
an aunt showed a pie to a guest .,PD,SHOW,the champion made the book for the club .,PD,MAKE,232.69320678710938,-43.5977668762207
an aunt showed a guest a pie .,DO,SHOW,the champion made the book for the club .,PD,MAKE,230.92068481445312,-43.53659439086914
an aunt showed a pie to a guest .,PD,SHOW,the champion made the club the book .,DO,MAKE,855.935302734375,-47.26536178588867
an aunt showed a guest a pie .,DO,SHOW,the champion made the club the book .,DO,MAKE,849.4303588867188,-47.21195983886719
an employer sent a crystal to a band .,PD,SEND,the champion made the book for the club .,PD,MAKE,235.64208984375,-43.69851303100586
an employer sent a band a crystal .,DO,SEND,the champion made the book for the club .,PD,MAKE,235.51718139648438,-43.694271087646484
an employer sent a crystal to a band .,PD,SEND,the champion made the club the book .,DO,MAKE,867.972412109375,-47.36311721801758
an employer sent a band a crystal .,DO,SEND,the champion made the club the book .,DO,MAKE,865.1116333007812,-47.34000778198242
a wife made a bowl for a business .,PD,MAKE,the secretary sold the guitar to the administration .,PD,SELL,451.7770080566406,-48.90550994873047
a wife made a business a bowl .,DO,MAKE,the secretary sold the guitar to the administration .,PD,SELL,457.4007263183594,-49.004478454589844
a wife made a bowl for a business .,PD,MAKE,the secretary sold the administration the guitar .,DO,SELL,2408.583740234375,-54.5075569152832
a wife made a business a bowl .,DO,MAKE,the secretary sold the administration the guitar .,DO,SELL,2433.41748046875,-54.57936096191406
a guest found a meal for an army .,PD,FIND,the secretary sold the guitar to the administration .,PD,SELL,456.1639709472656,-48.982818603515625
a guest found an army a meal .,DO,FIND,the secretary sold the guitar to the administration .,PD,SELL,454.1202087402344,-48.946895599365234
a guest found a meal for an army .,PD,FIND,the secretary sold the administration the guitar .,DO,SELL,2425.635009765625,-54.55693817138672
a guest found an army a meal .,DO,FIND,the secretary sold the administration the guitar .,DO,SELL,2423.316162109375,-54.55024337768555
a hero designed a flower for an actor .,PD,DESIGN,the secretary sold the guitar to the administration .,PD,SELL,450.0036926269531,-48.874046325683594
a hero designed an actor a flower .,DO,DESIGN,the secretary sold the guitar to the administration .,PD,SELL,443.8351745605469,-48.76362609863281
a hero designed a flower for an actor .,PD,DESIGN,the secretary sold the administration the guitar .,DO,SELL,2393.276611328125,-54.462928771972656
a hero designed an actor a flower .,DO,DESIGN,the secretary sold the administration the guitar .,DO,SELL,2372.1689453125,-54.400917053222656
a lawyer got a tea for a nurse .,PD,GET,the secretary sold the guitar to the administration .,PD,SELL,450.8941955566406,-48.889862060546875
a lawyer got a nurse a tea .,DO,GET,the secretary sold the guitar to the administration .,PD,SELL,447.11981201171875,-48.82261276245117
a lawyer got a tea for a nurse .,PD,GET,the secretary sold the administration the guitar .,DO,SELL,2407.970703125,-54.505775451660156
a lawyer got a nurse a tea .,DO,GET,the secretary sold the administration the guitar .,DO,SELL,2383.616455078125,-54.43461608886719
a child left a salad for a son .,PD,LEAVE,the secretary sold the guitar to the administration .,PD,SELL,440.5435791015625,-48.70407485961914
a child left a son a salad .,DO,LEAVE,the secretary sold the guitar to the administration .,PD,SELL,450.2788391113281,-48.878936767578125
a child left a salad for a son .,PD,LEAVE,the secretary sold the administration the guitar .,DO,SELL,2344.962890625,-54.32017135620117
a child left a son a salad .,DO,LEAVE,the secretary sold the administration the guitar .,DO,SELL,2398.4169921875,-54.47794723510742
a friend got a meal for a club .,PD,GET,the secretary sold the guitar to the administration .,PD,SELL,452.5061340332031,-48.91841125488281
a friend got a club a meal .,DO,GET,the secretary sold the guitar to the administration .,PD,SELL,453.3421936035156,-48.93317794799805
a friend got a meal for a club .,PD,GET,the secretary sold the administration the guitar .,DO,SELL,2404.645263671875,-54.49610137939453
a friend got a club a meal .,DO,GET,the secretary sold the administration the guitar .,DO,SELL,2424.860595703125,-54.55470275878906
a mother found a gun for an aunt .,PD,FIND,the secretary sold the guitar to the administration .,PD,SELL,447.51654052734375,-48.829708099365234
