text,structure,verb,sen_prob,perplexity
a priest promised you a coat .,DO,PROMISE,-45.056968688964844,1825.29150390625
a lady caught him a bell .,DO,CATCH,-40.06058883666992,793.7471923828125
the aunt delivered him the pie .,DO,DELIVER,-41.58592987060547,1023.5051879882812
a husband drew me a wire .,DO,DRAW,-46.99246597290039,2520.160400390625
the brother sold them the chicken .,DO,SELL,-41.06407165527344,938.2459106445312
a mayor gave us a ball .,DO,GIVE,-38.051490783691406,567.8829956054688
the colonel made you the card .,DO,MAKE,-46.0877571105957,2167.420654296875
an aunt promised me a meal .,DO,PROMISE,-40.06392288208008,794.1883544921875
the husband supplied him the meal .,DO,SUPPLY,-41.74560546875,1051.1090087890625
the president bought it the pie .,DO,BUY,-45.69725799560547,2030.850341796875
the candidate bought you the juice .,DO,BUY,-44.8218879699707,1755.1593017578125
the candidate found you the juice .,DO,FIND,-47.34315872192383,2671.850830078125
an aunt caught it a coat .,DO,CATCH,-46.43505859375,2296.580810546875
a cop got her a telephone .,DO,GET,-40.231529235839844,816.6863403320312
the captain found them the pie .,DO,FIND,-41.62050247192383,1029.4197998046875
a secretary drew her a hat .,DO,DRAW,-44.098609924316406,1555.83642578125
the actress drew you the gun .,DO,DRAW,-45.506649017333984,1967.347900390625
the prince kept it the juice .,DO,KEEP,-43.78992462158203,1477.8167724609375
the employer supplied me the beer .,DO,SUPPLY,-47.3524169921875,2675.976806640625
an employee bought you a cigarette .,DO,BUY,-38.56383514404297,618.5054931640625
a soldier purchased us a candy .,DO,PURCHASE,-47.45683670043945,2722.955078125
a soldier took them a card .,DO,TAKE,-35.6021728515625,377.5472412109375
an adult left you a beer .,DO,LEAVE,-45.6411018371582,2011.931396484375
the opponent kept us the ball .,DO,KEEP,-42.54807662963867,1201.5242919921875
the princess kept her the candy .,DO,KEEP,-43.41883087158203,1389.184326171875
a kid made me a key .,DO,MAKE,-39.468101501464844,719.1119995117188
the mother promised you the chocolate .,DO,PROMISE,-44.74138259887695,1731.7666015625
a bishop took them a coat .,DO,TAKE,-40.290122985839844,824.7008666992188
a bishop fed them a salad .,DO,FEED,-44.765708923339844,1738.8021240234375
the adult caught it the newspaper .,DO,CATCH,-46.955787658691406,2504.8017578125
the husband brought him the newspaper .,DO,BRING,-36.52973556518555,440.6669921875
a boy promised me a coffee .,DO,PROMISE,-41.57814025878906,1022.1773071289062
a corporation designed them a gun .,DO,DESIGN,-40.482704162597656,851.6005249023438
the minister promised you the flower .,DO,PROMISE,-45.56531524658203,1986.678466796875
a priest showed you a tea .,DO,SHOW,-42.1600456237793,1126.2789306640625
the writer showed it the coffee .,DO,SHOW,-41.764488220214844,1054.422119140625
a cop took him an anchor .,DO,TAKE,-41.283226013183594,973.1495971679688
an actor sold it a camera .,DO,SELL,-37.136749267578125,487.5819396972656
the manager gave me the machine .,DO,GIVE,-37.1051025390625,485.01702880859375
an author threw you a candy .,DO,THROW,-46.2940559387207,2243.2392578125
the lawyer made it the key .,DO,MAKE,-41.25117874145508,967.9656982421875
a sheriff sent you a beer .,DO,SEND,-43.83884048461914,1489.9139404296875
the parent showed you the gun .,DO,SHOW,-42.732177734375,1238.9627685546875
the mother showed us the chicken .,DO,SHOW,-40.04208755493164,791.3034057617188
the candidate threw him the pie .,DO,THROW,-42.187870025634766,1131.5140380859375
the attorney left it the salad .,DO,LEAVE,-49.655494689941406,3928.119140625
the worker showed him the chocolate .,DO,SHOW,-41.10453796386719,944.59521484375
a singer saved me a chocolate .,DO,SAVE,-48.50044250488281,3240.2548828125
the cousin brought you the book .,DO,BRING,-41.114994049072266,946.2427978515625
the wife sold you the guitar .,DO,SELL,-45.00177764892578,1808.5784912109375
a pilot supplied him a pie .,DO,SUPPLY,-44.95667266845703,1795.033447265625
a singer showed us a beer .,DO,SHOW,-39.81343078613281,761.7146606445312
a sheriff fed them a candy .,DO,FEED,-47.832252502441406,2898.771728515625
a child drew us a jacket .,DO,DRAW,-46.16758728027344,2196.450927734375
the employer promised you the tea .,DO,PROMISE,-47.36451721191406,2681.37890625
the chief gave them the instrument .,DO,GIVE,-36.329647064208984,426.21392822265625
the prince left you the beer .,DO,LEAVE,-45.75322723388672,2049.88330078125
an attorney gave us a pie .,DO,GIVE,-38.21381759643555,583.4564208984375
the singer bought me the anchor .,DO,BUY,-44.696327209472656,1718.81103515625
a secretary promised me a coffee .,DO,PROMISE,-44.22899627685547,1590.0164794921875
a father bought them a juice .,DO,BUY,-39.928009033203125,776.4004516601562
a reader brought you a cheese .,DO,BRING,-46.05497741699219,2155.611572265625
the buddy took you the telephone .,DO,TAKE,-46.076881408691406,2163.495361328125
a buddy threw us a chocolate .,DO,THROW,-46.2656135559082,2232.630615234375
a husband left them a juice .,DO,LEAVE,-46.923500061035156,2491.35888671875
the aunt delivered it the beer .,DO,DELIVER,-44.52228546142578,1669.6697998046875
the reader sold me the coffee .,DO,SELL,-45.32730484008789,1909.4127197265625
the minister showed him the knife .,DO,SHOW,-37.87481689453125,551.4050903320312
the minister left them the meal .,DO,LEAVE,-42.74059295654297,1240.70166015625
an actor threw us a meal .,DO,THROW,-41.72731018066406,1047.908935546875
a bishop bought us a chocolate .,DO,BUY,-46.949222564697266,2502.0625
a colonel sent you a chocolate .,DO,SEND,-48.767520904541016,3387.746826171875
the friend threw you the chicken .,DO,THROW,-48.49592590332031,3237.81689453125
the sheriff sold me the pie .,DO,SELL,-45.11978530883789,1844.5015869140625
the wife left me the camera .,DO,LEAVE,-43.38719177246094,1381.8782958984375
an actress purchased us an instrument .,DO,PURCHASE,-46.371620178222656,2272.4267578125
the guest fed me the candy .,DO,FEED,-45.348697662353516,1916.2327880859375
the guy drew them the newspaper .,DO,DRAW,-43.627933502197266,1438.4515380859375
the opponent gave me the beer .,DO,GIVE,-39.512306213378906,724.4295654296875
a cousin threw them a juice .,DO,THROW,-43.53341293334961,1415.9686279296875
a guy delivered you a salad .,DO,DELIVER,-40.896636962890625,912.4254150390625
the daughter made him the bottle .,DO,MAKE,-46.32597732543945,2255.20556640625
the opponent fed us the cheese .,DO,FEED,-48.28984832763672,3128.498046875
the parent gave you the juice .,DO,GIVE,-43.20166015625,1339.8016357421875
the nurse saved us the beer .,DO,SAVE,-46.32819366455078,2256.038818359375
a champion caught you an engine .,DO,CATCH,-45.9731330871582,2126.407470703125
a champion caught us a card .,DO,CATCH,-43.858150482177734,1494.7166748046875
the student saved me the computer .,DO,SAVE,-43.21634292602539,1343.08447265625
a writer made it a flower .,DO,MAKE,-35.925079345703125,398.42266845703125
the writer purchased them the cheese .,DO,PURCHASE,-46.40147399902344,2283.76171875
a girl saved us a chicken .,DO,SAVE,-43.75887680053711,1470.189208984375
a cousin made you a flower .,DO,MAKE,-42.032867431640625,1102.6571044921875
a husband supplied them a chicken .,DO,SUPPLY,-46.490570068359375,2317.927001953125
a business designed them a knife .,DO,DESIGN,-44.670875549316406,1711.535400390625
a singer fed you a chocolate .,DO,FEED,-46.48857879638672,2317.15771484375
the leader supplied you the gun .,DO,SUPPLY,-43.290733337402344,1359.840087890625
a soldier purchased them a coffee .,DO,PURCHASE,-43.757781982421875,1469.9210205078125
the scientist bought it the salad .,DO,BUY,-49.5205078125,3840.731689453125
a doctor supplied you an anchor .,DO,SUPPLY,-48.87513732910156,3449.057861328125
the worker showed me the chocolate .,DO,SHOW,-42.486244201660156,1189.205810546875
an employer took him a television .,DO,TAKE,-39.882080078125,770.4798583984375
the sheriff fed them the salad .,DO,FEED,-48.75205612182617,3379.0263671875
the actor caught it the computer .,DO,CATCH,-44.43275451660156,1644.9403076171875
the president showed me the key .,DO,SHOW,-38.99769592285156,664.8863525390625
a kid gave it a coffee .,DO,GIVE,-35.6641731262207,381.46881103515625
the corporation designed them the pot .,DO,DESIGN,-47.351043701171875,2675.3642578125
the lawyer purchased them the pie .,DO,PURCHASE,-48.81987762451172,3417.4384765625
a scientist drew you an anchor .,DO,DRAW,-51.519195556640625,5359.00146484375
an author gave me a meal .,DO,GIVE,-32.325172424316406,218.66238403320312
the student saved you the tea .,DO,SAVE,-49.00926208496094,3527.02685546875
a father brought them a tea .,DO,BRING,-37.580543518066406,525.0135498046875
a singer sold it a candy .,DO,SELL,-43.945587158203125,1516.6583251953125
a candidate designed me a key .,DO,DESIGN,-45.3433837890625,1914.5364990234375
a physician made you a bowl .,DO,MAKE,-45.96262741088867,2122.687255859375
a captain designed him a box .,DO,DESIGN,-40.90363311767578,913.4899291992188
a reader took her a bell .,DO,TAKE,-44.26115036010742,1598.5601806640625
an adult found us a chocolate .,DO,FIND,-45.97316360473633,2126.41796875
a worker promised me a cheese .,DO,PROMISE,-44.2578010559082,1597.6680908203125
a brother showed you a chicken .,DO,SHOW,-40.274391174316406,822.5413818359375
the teacher took me the telephone .,DO,TAKE,-39.9542236328125,779.7999877929688
the captain showed me the pie .,DO,SHOW,-40.71167755126953,884.7276611328125
the pilot designed you the engine .,DO,DESIGN,-45.720794677734375,2038.83251953125
an attorney gave us a flower .,DO,GIVE,-39.889892578125,771.4838256835938
a mother supplied them a plate .,DO,SUPPLY,-45.08198928833008,1832.9190673828125
the candidate brought you the bottle .,DO,BRING,-42.541099548339844,1200.1279296875
the prince took me the knife .,DO,TAKE,-40.46198272705078,848.66455078125
an attorney got you a juice .,DO,GET,-45.92317199707031,2108.7744140625
the wife left us the chicken .,DO,LEAVE,-45.50733184814453,1967.5718994140625
the attorney showed you the instrument .,DO,SHOW,-47.260250091552734,2635.184814453125
a guest bought him a chicken .,DO,BUY,-40.60991287231445,869.8484497070312
the worker designed them the camera .,DO,DESIGN,-47.23221206665039,2622.899169921875
an opponent got us a cheese .,DO,GET,-42.91454315185547,1277.1981201171875
the child saved her the beer .,DO,SAVE,-45.280662536621094,1894.6270751953125
the mother took him the instrument .,DO,TAKE,-36.61235427856445,446.77685546875
the secretary supplied us the juice .,DO,SUPPLY,-49.49889373779297,3826.921142578125
a lady promised her a juice .,DO,PROMISE,-40.55568313598633,862.0219116210938
the student caught them the machine .,DO,CATCH,-43.32915496826172,1368.575927734375
an employee brought me a beer .,DO,BRING,-36.979270935058594,474.951171875
the priest brought it the chocolate .,DO,BRING,-42.30743408203125,1154.288330078125
the army designed us the bottle .,DO,DESIGN,-48.235443115234375,3100.258544921875
an aunt purchased you a knife .,DO,PURCHASE,-44.531333923339844,1672.189697265625
the writer saved her the bag .,DO,SAVE,-45.3370475769043,1912.515625
the prince fed her the cheese .,DO,FEED,-44.42306900024414,1642.2869873046875
the cousin supplied us the salad .,DO,SUPPLY,-51.904579162597656,5714.50732421875
the mother threw us the beer .,DO,THROW,-44.14931869506836,1569.041259765625
a pilot sent him a juice .,DO,SEND,-43.18972396850586,1337.1390380859375
the minister made them the engine .,DO,MAKE,-42.85215377807617,1263.9864501953125
a singer sold him a juice .,DO,SELL,-43.731407165527344,1463.4737548828125
the aunt promised me the button .,DO,PROMISE,-45.58295822143555,1992.5289306640625
a boy drew you a jacket .,DO,DRAW,-44.722412109375,1726.2998046875
a pilot took us a ball .,DO,TAKE,-41.70354461669922,1043.766357421875
the mayor got us the juice .,DO,GET,-46.69093322753906,2396.638427734375
the writer sent us the candy .,DO,SEND,-45.94159698486328,2115.260009765625
an adult saved us a salad .,DO,SAVE,-48.09195327758789,3026.995361328125
the woman took you the coat .,DO,TAKE,-40.79955291748047,897.7805786132812
the king fed you the chocolate .,DO,FEED,-43.36920928955078,1377.7427978515625
the cop threw me the meal .,DO,THROW,-45.481868743896484,1959.239501953125
a cousin brought it a bag .,DO,BRING,-39.723243713378906,750.3507690429688
a writer fed me a meal .,DO,FEED,-40.05850601196289,793.4717407226562
a friend threw it a meal .,DO,THROW,-38.900421142578125,654.19384765625
the reader purchased us the cheese .,DO,PURCHASE,-47.92644119262695,2944.635986328125
the teacher showed me the candy .,DO,SHOW,-39.77192687988281,756.4637451171875
a doctor promised us a tea .,DO,PROMISE,-42.87937927246094,1269.73486328125
a candidate brought you a beer .,DO,BRING,-40.56888961791992,863.92138671875
a candidate threw you a cigarette .,DO,THROW,-43.26515579223633,1354.0555419921875
the professor threw him the coffee .,DO,THROW,-43.00402069091797,1296.3876953125
the daughter supplied us the meal .,DO,SUPPLY,-48.695831298828125,3347.51025390625
a winner showed them a cheese .,DO,SHOW,-39.38740921020508,709.5056762695312
the leader bought you the juice .,DO,BUY,-44.08222961425781,1551.5947265625
the buddy supplied me the tea .,DO,SUPPLY,-48.15091323852539,3056.88720703125
the girl left him the log .,DO,LEAVE,-40.135658264160156,803.7405395507812
the professor bought you the card .,DO,BUY,-43.978729248046875,1525.0592041015625
a candidate saved you a cigarette .,DO,SAVE,-43.846954345703125,1491.93017578125
the guy sent you the chicken .,DO,SEND,-41.13488006591797,949.3841552734375
a winner delivered it a flower .,DO,DELIVER,-41.274559020996094,971.7449340820312
a hero purchased you a coffee .,DO,PURCHASE,-47.33312225341797,2667.38525390625
the company designed us the key .,DO,DESIGN,-44.379512786865234,1630.408203125
a winner delivered you a candy .,DO,DELIVER,-46.24947738647461,2226.63427734375
the boy saved you the tea .,DO,SAVE,-46.36918640136719,2271.505126953125
the minister bought us the coat .,DO,BUY,-45.24913787841797,1884.6986083984375
a boy purchased you a cheese .,DO,PURCHASE,-46.317909240722656,2252.17529296875
the opponent got us the juice .,DO,GET,-45.892578125,2098.04931640625
a bishop left you an anchor .,DO,LEAVE,-47.85717010498047,2910.8349609375
the mother took me the instrument .,DO,TAKE,-38.38256072998047,600.098388671875
a leader fed you a pie .,DO,FEED,-43.30935287475586,1364.066650390625
a nurse sold her a beer .,DO,SELL,-41.382694244384766,989.4169921875
a mayor supplied you a beer .,DO,SUPPLY,-49.01188659667969,3528.56982421875
the son caught her the bag .,DO,CATCH,-44.444541931152344,1648.175048828125
the pilot made me the bottle .,DO,MAKE,-46.807106018066406,2443.49462890625
the winner purchased you the juice .,DO,PURCHASE,-49.81251907348633,4032.278076171875
the child found you the iron .,DO,FIND,-45.113834381103516,1842.673095703125
the actor sold you the telephone .,DO,SELL,-44.33615493774414,1618.6688232421875
a daughter threw me a cigarette .,DO,THROW,-37.966224670410156,559.8698120117188
an army designed you a gun .,DO,DESIGN,-40.67887878417969,879.9044799804688
the colonel fed them the salad .,DO,FEED,-47.48350524902344,2735.085205078125
a physician promised them a coffee .,DO,PROMISE,-41.66838073730469,1037.6669921875
a cousin sold us a plate .,DO,SELL,-44.57775115966797,1685.17626953125
the champion promised him the salad .,DO,PROMISE,-42.72225570678711,1236.9156494140625
the student brought me the tea .,DO,BRING,-41.59373474121094,1024.8375244140625
the employee supplied them the chicken .,DO,SUPPLY,-46.153961181640625,2191.468505859375
the winner sold him the crystal .,DO,SELL,-42.8216667175293,1257.5802001953125
the manager supplied her the engine .,DO,SUPPLY,-45.927978515625,2110.46435546875
a singer saved you a chocolate .,DO,SAVE,-50.83700942993164,4783.05712890625
a girl purchased her a television .,DO,PURCHASE,-41.30641174316406,976.9174194335938
the hero sent me the coffee .,DO,SEND,-43.2134895324707,1342.44580078125
the cop supplied us the candy .,DO,SUPPLY,-50.62160110473633,4614.38427734375
a mother threw me a glass .,DO,THROW,-38.81072998046875,644.4873657226562
a prince drew me a telephone .,DO,DRAW,-45.0787353515625,1831.92529296875
the singer threw you the television .,DO,THROW,-49.504459381103516,3830.47265625
a lady supplied it a salad .,DO,SUPPLY,-46.298011779785156,2244.71875
a pilot brought me a juice .,DO,BRING,-44.54961395263672,1677.2921142578125
the doctor kept her the coffee .,DO,KEEP,-41.014217376708984,930.4823608398438
a colonel saved me a candy .,DO,SAVE,-52.39331817626953,6199.4755859375
a teacher caught you a cigarette .,DO,CATCH,-41.86365509033203,1071.994384765625
the manager promised us the bowl .,DO,PROMISE,-46.025054931640625,2144.888427734375
a daughter delivered me a chicken .,DO,DELIVER,-41.81944274902344,1064.1240234375
a cousin bought you a button .,DO,BUY,-43.23904037475586,1348.1746826171875
a candidate sent me a crystal .,DO,SEND,-44.07076644897461,1548.6331787109375
an uncle supplied it a coffee .,DO,SUPPLY,-44.33697509765625,1618.89013671875
the actress bought it the pie .,DO,BUY,-44.98722839355469,1804.1981201171875
a son sent me a camera .,DO,SEND,-39.67095947265625,743.840576171875
the buddy caught me the telephone .,DO,CATCH,-46.2893180847168,2241.468505859375
a band designed her a coat .,DO,DESIGN,-45.67949295043945,2024.84619140625
a worker sent her a guitar .,DO,SEND,-39.85903549194336,767.5263061523438
a prince brought you a bottle .,DO,BRING,-42.767269134521484,1246.2301025390625
the worker brought him the hat .,DO,BRING,-37.045745849609375,480.2424621582031
the mother got you the beer .,DO,GET,-43.04090881347656,1304.3824462890625
a professor gave it a chocolate .,DO,GIVE,-37.79124069213867,543.7776489257812
the author bought it the card .,DO,BUY,-40.246864318847656,818.7763061523438
the doctor sent us the television .,DO,SEND,-42.45274353027344,1182.5843505859375
a guest purchased them a ball .,DO,PURCHASE,-46.661067962646484,2384.73876953125
an employee saved them a chicken .,DO,SAVE,-42.82011032104492,1257.2540283203125
the employer sent them the television .,DO,SEND,-42.24713897705078,1142.7467041015625
a reader threw you a beer .,DO,THROW,-45.435340881347656,1944.10498046875
the reader showed me the chicken .,DO,SHOW,-41.64067077636719,1032.8858642578125
a parent showed it a cheese .,DO,SHOW,-42.02223587036133,1100.705078125
a partner supplied it a cheese .,DO,SUPPLY,-46.552459716796875,2341.9599609375
the daughter promised him the juice .,DO,PROMISE,-41.118003845214844,946.717529296875
a soldier found me a cheese .,DO,FIND,-40.994075775146484,927.3639526367188
a son gave it a crystal .,DO,GIVE,-34.65470504760742,322.3971862792969
the woman made them the cigarette .,DO,MAKE,-41.75669860839844,1053.05419921875
a business designed us a plate .,DO,DESIGN,-46.61130142211914,2365.040771484375
a prince made you a telephone .,DO,MAKE,-43.79715347290039,1479.59814453125
an actor purchased you a pie .,DO,PURCHASE,-42.26601028442383,1146.3465576171875
a princess bought me a chicken .,DO,BUY,-42.084991455078125,1112.2779541015625
a princess gave us a card .,DO,GIVE,-39.112213134765625,677.698486328125
the author bought us the salad .,DO,BUY,-45.17314147949219,1860.9774169921875
a husband purchased us a beer .,DO,PURCHASE,-45.092308044433594,1836.073974609375
the secretary took him the box .,DO,TAKE,-40.874916076660156,909.1282958984375
the professor made them the key .,DO,MAKE,-42.15968322753906,1126.2108154296875
the teacher kept you the candy .,DO,KEEP,-48.263465881347656,3114.77197265625
a colonel got him a cup .,DO,GET,-38.7215690612793,634.9810180664062
a princess delivered them a cheese .,DO,DELIVER,-46.552947998046875,2342.15087890625
the captain bought us the coffee .,DO,BUY,-42.38097381591797,1168.5230712890625
a teacher brought me a tea .,DO,BRING,-39.75712966918945,754.6005859375
a singer made me a plate .,DO,MAKE,-43.26132583618164,1353.191650390625
a parent delivered him a telephone .,DO,DELIVER,-41.15437316894531,952.4735717773438
a guest brought me a candy .,DO,BRING,-44.62836837768555,1699.4527587890625
a mother drew it a glass .,DO,DRAW,-44.10409927368164,1557.2603759765625
the candidate brought us the bag .,DO,BRING,-44.25762939453125,1597.6224365234375
the student delivered me the glass .,DO,DELIVER,-41.49787902832031,1008.5947875976562
a husband took them a bell .,DO,TAKE,-39.82141876220703,762.7294311523438
the scientist showed her the pie .,DO,SHOW,-44.07366943359375,1549.382568359375
the singer got us the candy .,DO,GET,-44.185768127441406,1578.6019287109375
a pilot fed us a chicken .,DO,FEED,-44.418785095214844,1641.1148681640625
the writer purchased her the beer .,DO,PURCHASE,-44.392478942871094,1633.9354248046875
the minister saved us the meal .,DO,SAVE,-45.136112213134766,1849.5277099609375
a nurse showed it a cigarette .,DO,SHOW,-39.66386413574219,742.9615478515625
the man caught you the crystal .,DO,CATCH,-45.127662658691406,1846.9249267578125
the husband brought you the juice .,DO,BRING,-44.09316635131836,1554.4254150390625
the partner showed him the newspaper .,DO,SHOW,-40.17728805541992,809.3366088867188
the secretary supplied it the juice .,DO,SUPPLY,-49.82241439819336,4038.933349609375
the parent made us the book .,DO,MAKE,-44.41217803955078,1639.308837890625
the leader saved it the cigarette .,DO,SAVE,-47.84361267089844,2904.26513671875
a sheriff kept you a juice .,DO,KEEP,-52.53711700439453,6349.85009765625
the minister delivered me the beer .,DO,DELIVER,-42.120479583740234,1118.8763427734375
a winner sent you a chicken .,DO,SEND,-42.874900817871094,1268.7874755859375
a physician bought you a beer .,DO,BUY,-44.93411636352539,1788.298095703125
a sheriff left him a knife .,DO,LEAVE,-40.20262908935547,812.7620849609375
the soldier sold me the beer .,DO,SELL,-41.405277252197266,993.14794921875
the daughter sent him the hat .,DO,SEND,-39.036109924316406,669.1569213867188
an aunt made them a flower .,DO,MAKE,-35.79186248779297,389.6740417480469
a father threw us a juice .,DO,THROW,-45.5523796081543,1982.3997802734375
a friend promised me a beer .,DO,PROMISE,-40.08031463623047,796.3610229492188
the lady brought me the tea .,DO,BRING,-39.311256408691406,700.557373046875
the student sold me the salad .,DO,SELL,-45.17066192626953,1860.20849609375
a leader brought me a crystal .,DO,BRING,-42.658531188964844,1223.84814453125
the brother threw it the beer .,DO,THROW,-44.009647369384766,1532.9381103515625
the king bought me the crystal .,DO,BUY,-40.62248229980469,871.6726684570312
a colonel threw you an iron .,DO,THROW,-48.23722839355469,3101.18115234375
the prince caught me the knife .,DO,CATCH,-44.00901794433594,1532.7772216796875
the king fed you the candy .,DO,FEED,-44.487674713134766,1660.066162109375
a daughter took you an anchor .,DO,TAKE,-44.772491455078125,1740.768798828125
a lady threw me a beer .,DO,THROW,-39.3851318359375,709.236328125
a son left us a salad .,DO,LEAVE,-44.44081497192383,1647.1514892578125
a sheriff fed them a meal .,DO,FEED,-41.946739196777344,1086.94189453125
the attorney promised me the beer .,DO,PROMISE,-47.07313537597656,2554.2724609375
the partner gave them the knife .,DO,GIVE,-37.96491622924805,559.7477416992188
the boy designed it the gun .,DO,DESIGN,-40.875999450683594,909.2924194335938
the professor gave him the juice .,DO,GIVE,-37.831382751464844,547.4277954101562
a sheriff sold us an engine .,DO,SELL,-46.99428939819336,2520.926513671875
the hero sold him the telephone .,DO,SELL,-39.6177978515625,737.2791137695312
a friend supplied us a gun .,DO,SUPPLY,-41.08235549926758,941.1094360351562
a teacher brought him a meal .,DO,BRING,-32.751155853271484,234.7511749267578
a reader showed me a juice .,DO,SHOW,-43.35935592651367,1375.482177734375
a lady sent you a tea .,DO,SEND,-42.498748779296875,1191.686767578125
a worker brought you a plate .,DO,BRING,-43.212913513183594,1342.31689453125
the bishop delivered it the salad .,DO,DELIVER,-46.56507873535156,2346.890869140625
the son sent them the box .,DO,SEND,-38.44835662841797,606.7152709960938
a physician sold it a juice .,DO,SELL,-44.1030158996582,1556.9793701171875
the buddy left it the beer .,DO,LEAVE,-49.27964782714844,3689.605712890625
the guy saved them the tea .,DO,SAVE,-45.50417709350586,1966.53759765625
the hero bought it the bowl .,DO,BUY,-45.188987731933594,1865.8988037109375
a president fed me a chocolate .,DO,FEED,-45.76887512207031,2055.236083984375
a winner sold her a tea .,DO,SELL,-44.86081314086914,1766.5828857421875
a woman gave you a coat .,DO,GIVE,-33.6184196472168,271.2579345703125
a mayor promised it a coffee .,DO,PROMISE,-43.69221878051758,1453.9462890625
a prince found us a beer .,DO,FIND,-44.1016731262207,1556.6309814453125
the aunt made you the hat .,DO,MAKE,-48.027435302734375,2994.62060546875
a bishop took you an iron .,DO,TAKE,-45.85626983642578,2085.391357421875
the woman left you the beer .,DO,LEAVE,-43.18778610229492,1336.7071533203125
the attorney promised her the crystal .,DO,PROMISE,-47.07530212402344,2555.1953125
a physician got you a candy .,DO,GET,-47.48994064331055,2738.02001953125
the administration designed you the bag .,DO,DESIGN,-51.392822265625,5247.30859375
the winner threw us the computer .,DO,THROW,-45.30921936035156,1903.6658935546875
the author brought them the cheese .,DO,BRING,-41.37438201904297,988.0473022460938
the winner caught me the bottle .,DO,CATCH,-42.02137756347656,1100.547607421875
the candidate threw you the jacket .,DO,THROW,-49.009334564208984,3527.06982421875
a princess drew me a glass .,DO,DRAW,-47.6685791015625,2820.76513671875
the daughter purchased us the juice .,DO,PURCHASE,-49.204620361328125,3643.756103515625
a president kept us a chocolate .,DO,KEEP,-49.251258850097656,3672.189453125
the prince showed it the chocolate .,DO,SHOW,-43.271514892578125,1355.491455078125
the employer showed you the flower .,DO,SHOW,-46.382381439208984,2276.506103515625
a chief sent you a salad .,DO,SEND,-47.10662841796875,2568.57080078125
the writer found him the gun .,DO,FIND,-40.69538879394531,882.3289184570312
a boy brought them a tea .,DO,BRING,-39.973915100097656,782.3634033203125
a cop caught us a book .,DO,CATCH,-43.981021881103516,1525.6419677734375
a manager made him a pot .,DO,MAKE,-40.45665740966797,847.9115600585938
the wife caught her the guitar .,DO,CATCH,-44.11178970336914,1559.2576904296875
the adult drew you the plate .,DO,DRAW,-51.346099853515625,5206.6064453125
a president bought me a salad .,DO,BUY,-42.980133056640625,1291.2366943359375
the attorney gave you the candy .,DO,GIVE,-45.1859245300293,1864.946533203125
a student caught you a crystal .,DO,CATCH,-46.43193054199219,2295.3837890625
a scientist found me a salad .,DO,FIND,-46.30088806152344,2245.794921875
a teacher left me a salad .,DO,LEAVE,-41.658477783203125,1035.9559326171875
a hero sent you a coffee .,DO,SEND,-43.50124740600586,1408.39794921875
a guest saved you a box .,DO,SAVE,-46.952491760253906,2503.426025390625
the champion fed us the cheese .,DO,FEED,-45.440185546875,1945.67529296875
the aunt threw me the instrument .,DO,THROW,-41.98309326171875,1093.547607421875
a colonel gave you a meal .,DO,GIVE,-37.226707458496094,494.9473876953125
a child promised them a tea .,DO,PROMISE,-38.384464263916016,600.288818359375
a mayor promised you a cheese .,DO,PROMISE,-49.26155090332031,3678.494140625
a winner delivered him a cheese .,DO,DELIVER,-41.84334182739258,1068.3712158203125
the sheriff threw me the iron .,DO,THROW,-41.45293426513672,1001.0678100585938
the soldier caught him the wire .,DO,CATCH,-40.955448150634766,921.4129028320312
the author got us the jacket .,DO,GET,-44.27019119262695,1600.970703125
the lady showed them the box .,DO,SHOW,-38.38552474975586,600.3949584960938
a prince found you a log .,DO,FIND,-44.95179748535156,1793.5755615234375
the buddy delivered it the meal .,DO,DELIVER,-46.017333984375,2142.1298828125
the lady gave me the chicken .,DO,GIVE,-37.92671585083008,556.1953735351562
a lady took you a guitar .,DO,TAKE,-40.761451721191406,892.0975952148438
an author saved it a beer .,DO,SAVE,-43.49938201904297,1407.9600830078125
the employee sent him the meal .,DO,SEND,-37.748130798339844,539.8845825195312
the woman made him the coat .,DO,MAKE,-38.664241790771484,628.94287109375
a chief gave it a button .,DO,GIVE,-38.66634750366211,629.1636962890625
the candidate took them the camera .,DO,TAKE,-41.03681182861328,933.9928588867188
the student purchased me the tea .,DO,PURCHASE,-44.9344482421875,1788.3968505859375
the uncle found me the television .,DO,FIND,-43.553733825683594,1420.772216796875
the adult purchased me the cigarette .,DO,PURCHASE,-47.26698684692383,2638.14501953125
the doctor promised me the chocolate .,DO,PROMISE,-43.262855529785156,1353.5364990234375
the president showed you the tea .,DO,SHOW,-43.432918548583984,1392.449951171875
the son drew it the plate .,DO,DRAW,-46.783470153808594,2433.887939453125
the king purchased me the knife .,DO,PURCHASE,-41.45219802856445,1000.9450073242188
a teacher saved us a chocolate .,DO,SAVE,-45.85920333862305,2086.4111328125
the employer made them the engine .,DO,MAKE,-43.788211822509766,1477.3948974609375
an administration designed them a motor .,DO,DESIGN,-46.37208557128906,2272.60302734375
a candidate gave us a salad .,DO,GIVE,-38.80902099609375,644.3037719726562
a leader saved him a bowl .,DO,SAVE,-45.52051544189453,1971.89990234375
the actress promised you the chicken .,DO,PROMISE,-47.829315185546875,2897.352783203125
the cousin gave you the coffee .,DO,GIVE,-41.19173812866211,958.423583984375
an employee fed him a meal .,DO,FEED,-37.07863235473633,482.8819580078125
